,Momenta 1,Momenta 2,Eta 1,Eta 2,Phi 1,Phi 2
16591,121.634,119.735,-2.029,-2.331,1.594,-1.592
16592,139.346,107.019,0.359,0.968,-1.791,1.26
16593,170.944,159.214,1.208,1.875,1.172,-1.939
16594,115.118,90.611,0.325,0.57,0.582,-2.396
16595,109.825,108.352,-1.258,-2.356,1.195,-2.02
16596,88.988,85.505,-0.787,1.004,-1.888,1.134
16597,75.177,74.374,-0.141,-1.614,2.374,-0.703
16598,123.969,121.267,2.499,1.834,0.311,-2.725
16599,54.02,46.027,-0.985,1.369,-0.874,2.251
16600,160.873,143.851,0.289,0.839,1.527,-1.154
16601,81.608,74.29,2.276,0.205,3.041,-0.132
16602,47.178,43.07,-1.66,0.895,-2.19,0.771
16603,110.901,98.194,1.331,1.084,-2.213,0.985
16604,141.836,131.534,-2.003,-0.479,-2.773,0.314
16605,91.449,90.255,-0.822,0.077,-2.969,0.163
16606,100.604,97.601,0.151,1.731,-0.61,2.264
16607,97.658,90.05,-2.101,-0.522,0.064,-3.056
16608,90.273,68.515,0.389,-0.834,0.444,-1.917
16609,81.213,78.949,-0.956,0.169,0.191,-2.906
16610,226.903,222.526,-1.386,-1.455,0.332,-2.919
16611,71.93,62.656,-2.34,0.189,1.45,-2.458
16612,168.961,160.234,0.002,-1.61,0.428,-2.659
16613,146.365,144.183,0.911,-0.52,-0.633,2.456
16614,113.528,105.562,-0.199,-0.797,1.177,-2.527
16615,90.393,86.943,-0.446,0.767,-2.501,1.392
16616,116.643,107.654,1.793,1.055,0.008,-2.27
16617,97.369,92.211,-1.514,-1.666,-2.929,-0.384
16618,89.137,86.619,-0.571,-2.056,1.276,-2.056
16619,89.293,74.199,2.123,0.943,-2.801,0.316
16620,76.446,73.962,1.881,-0.475,2.551,-0.453
16621,119.827,70.285,0.019,0.442,-1.449,1.659
16622,204.777,130.131,0.463,0.55,1.045,-1.999
16623,116.046,109.095,-0.672,-1.465,1.641,-1.237
16624,105.964,83.089,0.34,-1.156,-0.551,1.442
16625,162.151,142.288,0.039,0.705,-0.415,2.97
16626,102.637,102.308,-0.24,-0.386,1.729,-1.461
16627,108.505,106.725,1.78,0.713,0.033,3.116
16628,113.957,99.479,-0.748,-1.458,-0.01,3.089
16629,107.742,73.297,-0.52,-0.389,-2.08,0.809
16630,153.248,149.202,-0.117,-0.82,2.626,-0.499
16631,109.896,53.868,-2.012,-0.62,0.744,-2.616
16632,97.58,85.752,-1.234,-1.526,1.893,-1.152
16633,56.103,31.764,-2.124,1.231,-0.88,1.975
16634,191.567,190.935,-2.319,-0.406,-1.671,1.582
16635,93.153,86.771,-0.987,-0.063,1.218,-2.141
16636,103.108,48.568,-0.637,1.844,2.478,0.235
16637,78.999,68.165,-0.439,1.119,-2.417,0.82
16638,79.584,70.067,0.456,1.849,-0.937,2.232
16639,86.524,82.716,0.487,1.498,0.39,-2.639
16640,95.491,93.426,-1.885,0.43,-1.839,1.256
16641,355.813,340.444,-0.559,-0.0,1.386,-1.69
16642,134.783,80.282,0.107,0.516,2.168,-1.328
16643,42.389,39.806,2.361,-0.459,-1.549,1.687
16644,106.001,101.253,-0.265,-0.046,-1.42,1.816
16645,134.203,132.041,-1.019,0.566,1.392,-1.693
16646,105.59,88.604,-0.941,-0.945,1.067,-2.009
16647,89.363,71.828,-1.312,0.194,-2.973,0.356
16648,120.445,103.908,-0.335,-1.05,-3.079,0.067
16649,55.859,53.902,-2.292,-0.122,1.905,-1.217
16650,131.482,130.003,2.278,0.495,-2.1,0.994
16651,132.322,103.518,0.284,0.362,-0.916,1.905
16652,94.953,56.064,0.701,-0.955,-2.917,0.215
16653,89.182,56.62,0.687,-1.184,-1.291,2.255
16654,180.167,171.402,1.313,0.811,-2.489,0.736
16655,123.204,122.828,0.309,1.555,-2.5,1.089
16656,149.836,108.667,0.74,0.703,1.9,-1.392
16657,137.029,132.357,-1.147,-1.537,-1.527,1.447
16658,99.202,77.958,-0.978,-0.171,-2.978,0.399
16659,81.462,81.221,-1.04,-0.327,-0.271,2.886
16660,95.812,92.789,0.065,-1.058,0.235,-2.93
16661,71.812,57.943,0.041,2.286,0.615,-2.746
16662,76.564,63.813,0.847,-0.736,0.597,-2.526
16663,80.123,34.586,-0.167,2.279,-0.094,2.492
16664,93.486,91.073,-0.557,-1.665,2.32,-0.762
16665,80.266,77.063,0.095,1.401,0.689,-2.324
16666,103.612,90.777,0.288,0.198,0.829,-2.246
16667,116.666,94.488,-1.244,-0.432,1.413,-2.021
16668,107.524,103.927,-0.605,-1.781,0.368,-3.018
16669,90.265,55.476,0.469,1.941,2.689,-1.013
16670,95.065,76.034,-0.287,-0.976,-2.878,0.254
16671,92.453,91.588,-1.804,-1.098,1.84,-1.359
16672,97.974,95.964,-1.284,0.242,-1.104,1.894
16673,137.038,97.367,-1.614,-1.163,1.254,-1.816
16674,129.186,107.901,-0.49,0.7,0.082,-3.016
16675,58.848,56.919,-0.86,1.135,2.187,-0.757
16676,105.706,98.373,-2.13,-2.1,-0.617,2.572
16677,111.932,100.014,-1.813,-1.244,-2.504,0.753
16678,123.074,118.617,-2.292,-1.446,-0.978,2.116
16679,48.535,47.781,-1.777,1.467,0.757,-2.314
16680,68.418,66.93,1.479,-0.244,-1.043,2.089
16681,212.511,195.857,-0.13,0.234,2.763,-0.368
16682,126.855,51.424,1.921,1.083,-1.405,1.743
16683,134.068,130.447,1.756,1.158,1.704,-1.372
16684,118.095,93.358,2.066,1.972,0.713,-2.526
16685,134.091,117.088,1.979,0.726,-2.971,-0.012
16686,79.91,51.168,-2.008,-0.086,-1.59,0.711
16687,131.358,130.308,-0.255,-0.538,2.929,-0.345
16688,101.932,96.082,-2.082,-1.22,-1.624,1.371
16689,110.858,78.224,0.888,0.419,-1.557,2.24
16690,104.447,75.64,-0.32,-0.862,0.726,-2.974
16691,177.271,168.208,1.475,2.301,2.879,-0.317
16692,92.474,90.842,1.068,1.311,0.488,-2.584
16693,77.01,50.764,-0.771,1.301,2.122,-0.864
16694,114.064,92.145,1.103,1.426,-3.018,0.029
16695,178.297,161.254,1.555,1.026,0.305,-2.959
16696,95.348,93.204,1.302,-0.6,2.617,-0.401
16697,90.954,89.079,1.005,0.929,2.252,-0.794
16698,93.619,82.868,-0.646,-0.595,1.663,-1.594
16699,151.238,130.871,-0.422,-0.76,2.7,-1.467
16700,101.686,96.759,-1.158,-1.331,2.964,-0.218
16701,215.687,185.941,-1.077,-0.54,1.827,-1.218
16702,99.66,91.195,2.437,1.569,-2.33,0.623
16703,96.213,67.874,-0.607,0.82,-2.702,0.532
16704,28.574,21.647,1.72,-2.447,1.403,-1.683
16705,92.215,87.52,1.674,2.268,1.547,-1.689
16706,122.666,122.543,-0.755,0.218,-2.195,0.937
16707,112.43,94.29,0.188,1.501,-2.766,-0.161
16708,111.783,68.366,0.187,-0.862,0.646,-3.036
16709,117.095,116.449,-1.41,-1.045,-1.674,1.517
16710,91.212,65.778,1.397,-0.02,1.279,-1.68
16711,112.701,99.611,-0.6,-0.942,-0.309,2.537
16712,91.663,85.599,-0.249,-0.187,2.402,-0.779
16713,82.515,81.787,-1.451,-0.412,-1.122,2.0
16714,50.297,46.189,-0.302,2.174,-1.898,1.111
16715,89.262,86.098,-1.283,-0.144,-2.458,1.064
16716,62.982,53.253,-1.636,0.694,-1.892,1.325
16717,92.672,80.279,-0.15,-1.237,-0.937,1.974
16718,41.584,34.579,1.627,-1.372,2.401,-0.705
16719,72.294,60.44,0.421,-1.156,0.404,-2.521
16720,79.002,77.634,0.722,-0.963,2.656,-0.17
16721,53.186,52.653,1.149,-1.317,-2.719,0.233
16722,100.803,86.932,0.0,-1.387,3.071,-0.141
16723,82.917,62.652,-0.702,0.961,1.712,-2.691
16724,71.475,59.493,-1.1,0.857,-3.135,0.194
16725,127.684,79.301,-0.093,0.274,2.263,-0.259
16726,85.371,74.017,1.92,1.071,2.467,-0.117
16727,129.544,126.688,-1.24,-1.512,3.125,-0.112
16728,156.038,154.104,-1.886,-2.302,1.416,-1.729
16729,86.519,82.138,-2.104,-0.926,0.56,-2.645
16730,85.685,38.311,-0.204,1.819,-1.419,1.085
16731,170.072,140.255,1.826,1.147,-1.73,1.865
16732,98.246,81.988,-0.753,-0.392,-1.864,1.309
16733,114.283,114.036,-1.833,-2.195,-2.157,0.781
16734,79.381,72.915,0.688,2.156,-2.656,0.517
16735,102.599,62.379,-0.482,0.551,-0.317,3.021
16736,121.126,116.821,-2.162,-0.884,2.175,-0.948
16737,106.194,66.009,0.519,-0.945,2.432,-0.73
16738,49.417,41.836,0.606,-1.937,2.013,-1.082
16739,190.162,159.029,-0.845,-0.602,-1.589,2.042
16740,149.83,94.808,-1.656,-0.665,1.893,-1.177
16741,98.486,90.747,-1.262,-1.929,-2.497,0.658
16742,138.059,137.619,2.236,0.834,-1.517,1.638
16743,100.397,48.483,-1.171,0.787,0.771,2.65
16744,64.92,62.616,-0.703,1.894,1.491,-1.611
16745,97.051,92.398,-0.937,-2.393,-1.752,1.555
16746,43.383,36.14,2.299,-0.803,-0.973,1.93
16747,199.118,136.968,-0.546,-0.275,1.054,-1.377
16748,224.788,127.669,1.062,2.134,-0.493,2.12
16749,110.671,84.675,2.415,1.572,2.566,-0.228
16750,92.696,89.056,1.76,1.359,1.93,-1.197
16751,89.132,71.188,0.149,1.019,2.076,-1.309
16752,84.223,83.658,-1.771,0.323,2.476,-0.56
16753,74.348,66.976,1.936,0.144,2.813,-0.148
16754,68.106,64.67,-0.908,0.939,1.28,-1.884
16755,108.193,56.445,0.668,-2.298,-0.381,2.938
16756,119.516,110.958,0.308,0.526,1.285,-1.898
16757,88.558,85.414,-0.069,1.06,2.155,-0.97
16758,74.823,67.365,-1.098,0.731,1.366,-1.919
16759,96.029,62.631,-0.768,0.645,-0.108,3.046
16760,88.213,84.265,0.059,-0.407,0.982,-2.081
16761,203.748,175.137,0.343,-1.013,-2.14,0.867
16762,43.559,41.679,2.193,-0.539,-2.292,0.833
16763,191.038,186.587,-1.27,-1.249,1.237,-1.767
16764,92.905,89.271,-0.524,-0.212,2.825,-0.095
16765,118.219,113.827,1.115,0.062,-0.525,2.611
16766,61.63,59.405,0.394,-1.681,0.93,-2.2
16767,112.316,85.068,1.675,0.569,1.923,-1.016
16768,168.658,56.056,0.11,-0.007,-0.171,3.14
16769,74.997,73.8,0.05,1.235,-2.71,0.455
16770,93.966,92.541,-0.99,-1.451,-1.445,1.393
16771,55.901,47.864,2.384,-0.04,-0.036,2.993
16772,119.932,114.189,1.062,1.816,0.934,-1.865
16773,127.406,87.753,0.802,-0.772,0.296,-3.046
16774,46.757,43.604,-1.156,2.434,1.057,-2.103
16775,61.08,34.315,1.475,-1.491,2.181,-0.516
16776,61.133,50.57,1.752,-0.368,-2.104,1.064
16777,93.211,76.918,-0.108,0.627,-2.729,0.437
16778,62.841,54.091,-1.842,1.43,-0.763,2.648
16779,131.359,33.938,1.813,-0.391,0.513,3.024
16780,68.523,56.001,1.816,-0.525,-1.287,1.552
16781,158.536,125.856,-0.076,-0.675,2.285,-0.999
16782,94.786,80.609,0.109,-1.319,3.044,-0.062
16783,181.75,173.839,-1.195,-0.511,2.574,-0.657
16784,103.318,102.186,-0.104,-0.743,-0.785,2.333
16785,107.452,104.523,-1.243,-1.592,3.014,-0.107
16786,113.564,92.237,0.743,0.186,1.669,-0.724
16787,62.774,54.948,-2.221,0.44,-0.471,-1.088
16788,194.439,191.938,0.42,1.094,1.96,-1.186
16789,62.068,59.973,-1.725,0.275,-2.333,0.813
16790,69.32,66.99,1.635,-0.432,-2.689,0.567
16791,175.01,155.107,0.727,2.315,2.814,-0.429
16792,86.448,43.353,2.105,-0.152,-1.656,2.562
16793,140.756,134.395,0.336,0.58,1.291,-1.631
16794,72.488,51.801,1.417,-1.455,1.599,-0.749
16795,265.32,112.938,-0.889,-1.641,-0.622,0.178
16796,99.08,87.316,1.403,0.749,1.903,-1.218
16797,168.347,145.697,0.957,-0.014,-2.473,0.863
16798,270.355,261.432,-1.234,-1.314,-0.864,2.24
16799,135.223,128.327,-0.465,-1.69,1.376,-1.752
16800,54.956,50.209,-1.08,1.623,0.478,2.618
16801,175.936,175.9,-2.007,-1.176,-2.162,1.057
16802,127.62,111.752,-0.3,-1.389,-1.207,1.839
16803,108.755,105.42,0.41,-0.127,0.948,-2.104
16804,187.221,114.894,-0.51,0.213,2.094,-2.469
16805,137.937,133.932,0.61,1.662,-0.035,-3.129
16806,106.263,89.89,-1.548,-1.769,-2.707,0.768
16807,68.464,64.695,-2.198,-0.419,-2.65,0.375
16808,72.74,58.248,0.229,-1.445,-2.527,0.75
16809,77.14,75.79,1.451,-0.634,1.201,-1.731
16810,166.495,44.453,-0.097,-1.651,1.719,-2.379
16811,73.703,69.426,0.716,-0.845,-1.04,2.069
16812,105.227,57.157,-1.515,-0.033,3.077,-0.065
16813,82.739,77.059,-2.072,0.283,-2.589,0.496
16814,241.075,229.127,1.446,1.059,-1.777,1.415
16815,105.997,80.204,-0.116,0.649,0.347,-2.811
16816,200.506,173.003,0.743,1.192,2.807,-0.195
16817,99.703,81.58,-1.351,-0.519,-2.042,1.18
16818,111.297,96.683,2.356,0.182,0.507,-2.637
16819,112.694,112.374,-0.619,-1.489,-1.43,1.768
16820,226.736,177.343,-0.948,-1.791,-2.007,1.253
16821,154.152,83.36,-0.47,0.454,-0.606,2.106
16822,102.587,86.734,1.411,0.658,-1.802,1.23
16823,109.891,97.848,-1.435,-1.075,-1.799,1.294
16824,112.917,87.176,1.661,1.477,1.313,-1.503
16825,94.718,94.026,-1.482,-1.177,2.088,-1.023
16826,173.593,154.137,1.708,2.31,-1.299,1.94
16827,102.899,68.368,0.956,1.93,2.76,-0.938
16828,111.394,104.294,-0.7,-0.279,-1.727,1.289
16829,155.526,128.486,0.131,-0.604,2.898,-0.313
16830,84.889,44.946,0.338,2.214,-0.957,1.511
16831,94.247,93.301,1.538,1.015,1.476,-1.49
16832,88.863,85.343,-0.125,1.117,0.671,-2.371
16833,120.947,114.439,0.59,0.084,0.479,-2.835
16834,125.032,106.499,-0.024,0.669,0.293,-2.733
16835,92.856,81.222,0.006,1.093,2.147,-1.437
16836,58.745,37.897,1.071,-0.279,2.14,-1.736
16837,196.816,69.41,0.232,-0.103,-1.132,-0.667
16838,116.255,107.011,-1.0,-0.556,1.54,-1.858
16839,117.61,73.035,0.58,1.278,-2.73,0.997
16840,107.44,101.407,-2.295,-1.816,1.404,-1.809
16841,123.512,67.929,1.379,2.141,-1.003,1.836
16842,140.41,111.742,2.102,1.994,-3.117,0.071
16843,115.954,108.048,-0.838,-1.133,2.834,-0.273
16844,85.187,71.592,1.811,0.758,-1.24,2.257
16845,53.303,47.57,0.173,-2.17,0.291,-3.08
16846,165.039,43.059,-0.048,1.48,-1.306,2.086
16847,74.035,15.315,1.344,-2.496,-2.195,-1.276
16848,82.708,79.058,1.161,-0.492,-1.481,0.75
16849,82.949,79.688,0.194,-1.242,-0.167,2.962
16850,60.717,56.789,1.774,-0.263,1.462,-1.5
16851,81.447,74.898,-2.421,-1.211,3.081,-0.129
16852,118.076,83.97,-1.324,-1.576,-2.717,0.242
16853,92.995,85.694,-1.556,-0.83,1.076,-2.19
16854,84.263,78.061,-1.541,-2.372,1.461,-1.729
16855,128.507,97.619,1.305,0.744,2.23,-0.917
16856,105.652,68.864,1.332,1.674,-1.254,2.765
16857,64.86,55.948,-0.374,-2.302,1.029,-1.992
16858,68.241,59.816,1.016,-0.892,-2.438,0.747
16859,46.472,44.208,-2.16,0.479,-1.154,1.837
16860,64.444,33.129,1.475,0.15,1.17,-1.78
16861,83.166,77.604,-2.001,0.317,1.512,-1.514
16862,101.53,79.563,-2.096,-1.365,-2.481,0.664
16863,110.338,100.039,-0.53,0.145,-0.246,1.67
16864,80.038,62.251,-0.325,-1.927,1.366,-1.783
16865,120.226,118.014,-0.124,-0.308,2.189,-0.924
16866,150.528,140.208,0.954,-0.121,2.944,-0.273
16867,109.639,69.153,0.615,0.588,0.526,-2.929
16868,85.286,84.408,-0.871,0.003,2.864,-0.103
16869,127.206,113.331,-2.245,-1.142,1.735,-1.504
16870,116.588,108.933,-2.033,-1.291,1.839,-1.164
16871,113.35,78.393,-2.331,-1.704,-1.429,2.328
16872,37.85,24.192,-1.685,1.931,-0.533,2.312
16873,125.346,115.057,-0.225,0.525,3.008,-0.154
16874,107.93,107.166,-0.423,-0.858,0.812,-2.31
16875,107.381,73.249,-0.02,-0.582,0.83,-2.426
16876,91.662,78.465,0.816,-0.291,1.246,-1.914
16877,52.98,49.273,-1.541,0.895,-3.109,0.009
16878,90.665,80.812,0.798,-1.656,-0.379,2.819
16879,88.393,85.895,2.11,1.248,2.21,-1.04
16880,174.41,171.762,-0.738,-1.066,-0.707,2.37
16881,85.589,72.495,1.395,0.419,2.328,-0.612
16882,102.731,88.42,-0.02,0.784,0.732,-2.395
16883,121.802,115.865,-1.137,-1.433,-0.889,2.52
16884,113.901,103.842,0.993,1.335,1.406,-1.43
16885,148.413,141.184,1.292,0.399,-0.844,1.773
16886,64.083,49.541,0.232,-1.968,-0.817,2.226
16887,92.956,88.547,-1.602,1.792,2.276,-0.857
16888,86.433,81.989,1.309,1.984,-2.57,0.542
16889,69.751,45.98,-2.402,-0.257,-1.742,1.89
16890,122.085,121.998,-1.63,-0.33,1.01,-2.148
16891,139.82,123.814,-0.613,-1.586,-1.966,0.737
16892,81.006,78.626,-0.169,-1.604,-2.532,0.596
16893,86.25,79.174,-0.747,-1.631,-2.676,0.377
16894,87.217,80.69,1.914,0.441,-0.772,2.045
16895,139.485,106.256,-1.299,-1.027,-0.946,2.641
16896,76.855,60.42,-0.584,1.184,-0.337,2.827
16897,134.81,92.771,0.828,2.157,2.18,-1.402
16898,31.407,31.022,1.983,-1.64,-0.699,2.394
16899,122.215,87.358,-0.901,-0.743,-1.973,1.129
16900,42.118,37.037,-2.122,0.843,2.823,-0.291
16901,126.651,106.318,1.041,1.395,2.075,-0.961
16902,95.822,90.978,-0.009,-0.751,-2.768,0.391
16903,76.922,66.777,-2.449,-1.114,-2.982,0.042
16904,67.824,62.405,1.152,-0.96,-0.793,2.48
16905,75.457,58.778,1.418,-0.381,2.873,-0.321
16906,61.015,58.266,2.387,0.011,1.764,-1.153
16907,87.0,54.868,2.098,0.545,0.03,-2.734
16908,123.944,85.565,0.271,-0.12,-0.064,-2.828
16909,136.777,80.985,-1.408,0.493,3.041,0.71
16910,82.154,78.483,-0.766,0.158,2.184,-0.97
16911,131.621,117.36,-0.316,-1.546,1.66,-1.473
16912,218.643,52.268,0.609,0.785,1.656,-2.626
16913,100.168,69.381,2.085,0.886,1.36,-1.9
16914,168.658,155.865,-1.46,-2.159,-1.865,1.266
16915,99.379,77.256,-0.791,-0.501,2.327,-0.685
16916,102.801,97.354,1.283,1.082,0.087,-3.011
16917,134.573,110.312,0.989,0.8,-3.088,0.133
16918,252.882,241.522,1.707,0.762,0.465,-2.623
16919,49.986,38.996,-1.952,0.725,0.626,-2.712
16920,79.971,62.905,1.436,-0.543,-2.511,0.855
16921,130.644,99.801,-0.895,-1.362,2.517,-0.628
16922,97.292,96.823,1.265,0.999,-2.081,1.251
16923,89.262,88.91,0.016,-0.072,2.253,-0.839
16924,109.347,102.682,-0.811,-0.163,-1.94,1.157
16925,76.026,63.844,0.329,-1.373,2.812,0.031
16926,254.052,188.907,-0.152,0.86,2.796,2.035
16927,46.334,41.745,0.626,-2.012,2.095,-1.086
16928,116.25,95.771,1.253,0.596,-1.867,1.309
16929,153.288,141.423,0.547,0.626,0.235,2.566
16930,87.387,81.543,1.568,0.412,-0.715,2.442
16931,119.383,115.69,0.976,1.042,2.834,-0.333
16932,205.301,144.678,-1.758,-1.336,1.26,-2.004
16933,110.009,40.184,-1.997,-0.116,-1.967,0.877
16934,137.635,70.867,-0.556,-0.202,-0.469,2.72
16935,113.099,93.146,-0.312,-1.703,-2.575,0.452
16936,136.986,83.859,-0.658,-2.112,-1.444,2.295
16937,81.069,77.795,1.87,0.437,-2.054,1.134
16938,96.909,83.042,-1.625,0.295,-0.251,2.788
16939,146.024,108.006,-2.164,-0.15,0.891,-1.749
16940,92.208,89.122,1.159,0.151,1.766,-1.49
16941,110.997,96.161,-1.941,-1.567,-2.332,0.261
16942,67.054,64.882,0.818,-1.164,-1.155,2.042
16943,121.545,74.295,-1.005,-1.413,-3.125,0.002
16944,113.927,94.737,-1.486,-0.088,2.929,-0.219
16945,94.493,50.805,-1.923,-0.012,2.686,0.589
16946,128.922,88.837,0.423,1.569,-0.282,-2.715
16947,123.852,108.74,0.039,-1.243,-1.583,1.901
16948,191.948,156.615,0.803,2.027,-0.423,2.501
16949,73.294,68.961,0.145,-1.51,-2.613,0.495
16950,154.504,142.265,-1.586,0.817,0.762,-2.423
16951,95.796,84.448,-0.328,-0.487,-0.673,2.708
16952,130.693,117.82,-1.419,-1.631,-0.809,2.478
16953,181.247,131.377,0.38,-0.17,-0.141,3.077
16954,110.865,73.998,-2.323,-0.932,-3.083,0.442
16955,48.101,33.397,-1.611,1.313,1.862,-1.6
16956,283.669,216.822,-1.702,-0.566,-1.015,2.273
16957,58.07,35.177,2.224,-0.66,1.385,-1.764
16958,127.425,108.576,1.195,-0.52,0.1,-2.969
16959,199.934,101.845,-1.136,-0.633,1.635,-2.509
16960,152.617,149.09,0.655,0.773,2.472,-0.713
16961,101.439,93.564,2.227,0.712,-3.006,-0.173
16962,61.401,49.188,1.063,-1.386,0.909,-2.345
16963,219.644,169.351,-1.162,-2.026,0.609,-2.571
16964,122.886,114.326,-0.092,-0.46,1.184,-2.137
16965,111.24,96.952,2.016,1.143,2.424,-0.746
16966,174.448,75.851,-1.354,-0.639,-0.186,-2.676
16967,129.924,107.744,-0.69,-0.287,1.219,-2.071
16968,114.989,95.482,-0.981,-0.751,-0.491,2.907
16969,96.089,85.912,0.599,1.21,1.631,-1.471
16970,78.876,78.798,-0.542,-1.572,-1.142,2.065
16971,166.197,159.555,0.337,0.581,-2.293,0.834
16972,127.31,87.155,1.976,-0.455,-0.343,2.603
16973,86.782,67.259,-0.034,-2.164,2.276,-0.867
16974,92.219,71.005,-1.269,0.357,-1.005,1.826
16975,36.067,30.414,1.842,-2.015,-2.259,0.794
16976,84.91,77.124,-1.562,0.4,3.005,-0.33
16977,93.302,89.732,2.319,2.203,-0.407,2.521
16978,100.747,95.567,1.74,0.794,2.909,-0.273
16979,178.862,111.41,1.529,0.432,0.211,-2.155
16980,95.133,94.419,-0.9,-1.984,1.495,-1.742
16981,113.131,100.562,-0.814,-0.172,-0.642,2.376
16982,108.474,81.782,1.126,0.85,-2.76,0.915
16983,86.468,74.196,1.999,1.07,2.326,-0.779
16984,139.339,137.485,-0.419,-1.59,0.059,-3.003
16985,88.311,88.106,-1.279,0.497,2.049,-1.114
16986,107.808,79.853,-0.829,-1.172,-1.333,1.559
16987,287.952,161.83,0.141,-1.261,1.265,-1.497
16988,116.725,104.1,-1.09,-0.294,-2.104,0.838
16989,73.483,69.859,0.456,-0.995,-0.072,-3.091
16990,135.018,109.399,0.012,0.054,1.53,-1.903
16991,81.37,70.48,-0.365,-1.615,-0.825,2.53
16992,110.347,77.042,2.166,2.081,2.548,-0.817
16993,92.936,63.594,1.346,2.403,-0.815,2.325
16994,66.658,60.125,1.44,-0.61,-1.331,1.371
16995,86.567,80.455,1.199,2.123,-2.808,0.372
16996,91.861,90.381,-1.522,-1.366,0.044,-2.983
16997,88.213,71.554,0.09,-1.285,1.792,-1.273
16998,104.26,98.102,0.454,1.847,2.987,-0.065
16999,174.874,165.23,1.762,0.003,2.859,-0.198
17000,98.535,94.058,2.101,1.501,-1.329,1.524
17001,197.652,178.015,0.848,-0.224,-2.217,0.834
17002,96.915,57.474,-0.842,1.281,-0.776,2.604
17003,106.42,103.716,1.106,1.629,-2.674,0.346
17004,78.605,77.911,1.767,0.287,-2.205,1.013
17005,65.39,64.206,2.0,0.061,-1.335,1.876
17006,117.221,112.742,-0.866,-1.998,-2.326,0.8
17007,97.334,87.727,1.832,0.08,-1.147,1.152
17008,99.854,86.653,-1.352,-1.705,-2.294,0.813
17009,77.564,73.173,-0.667,1.818,1.371,-1.817
17010,273.142,259.342,0.155,1.905,1.81,-1.281
17011,105.34,100.306,2.006,2.258,0.586,-2.428
17012,129.542,117.907,-0.792,-1.023,1.417,-1.776
17013,194.307,155.988,-0.673,0.005,-1.329,2.841
17014,185.006,98.205,-0.733,-0.996,2.851,-0.626
17015,100.012,82.196,1.02,1.64,-0.801,2.249
17016,80.381,62.385,0.646,2.353,-1.168,1.94
17017,146.639,93.437,0.563,0.203,1.368,-1.642
17018,124.302,118.18,-1.972,-1.458,3.135,0.376
17019,100.545,97.002,1.185,2.164,-2.404,0.689
17020,99.141,84.829,-0.294,-0.694,-0.181,2.745
17021,100.933,86.707,0.029,-0.903,2.004,-1.102
17022,109.77,81.169,1.989,0.982,-2.4,0.837
17023,54.865,22.357,-1.25,-0.616,-0.002,-1.388
17024,129.558,87.866,0.453,0.06,3.017,0.076
17025,68.289,59.343,0.492,-1.448,0.847,-1.784
17026,89.777,54.086,-2.162,-0.263,2.562,-0.589
17027,84.757,66.71,0.533,-1.091,-0.903,-3.1
17028,157.93,109.057,0.279,0.539,-2.593,-0.088
17029,252.956,197.901,2.302,2.114,2.424,-0.628
17030,118.842,118.076,-2.12,-2.334,-1.602,1.728
17031,116.844,95.853,-0.7,-0.243,-1.157,1.48
17032,148.312,104.533,-1.967,-0.169,-0.887,2.213
17033,81.137,63.633,0.628,-0.838,0.803,-2.414
17034,59.445,58.401,-1.546,0.441,-0.522,2.348
17035,122.321,117.322,0.551,1.928,-3.011,0.078
17036,178.432,74.907,-0.998,-1.417,2.736,-0.829
17037,151.005,92.4,-1.667,-1.284,1.878,-0.724
17038,168.832,139.246,-0.713,0.315,-2.309,0.928
17039,142.566,91.916,-2.093,-0.922,2.973,-0.012
17040,95.98,72.818,1.183,0.252,-2.619,0.835
17041,83.382,77.199,2.154,1.218,0.062,-2.968
17042,58.305,53.617,-1.015,1.039,-1.312,1.872
17043,111.373,101.293,-0.675,-0.328,-1.639,1.548
17044,149.071,94.894,2.289,0.768,-0.515,1.909
17045,99.608,92.573,-0.365,-1.076,-1.296,1.87
17046,136.052,40.143,-0.671,0.641,-0.643,2.704
17047,104.463,91.514,0.853,0.035,-2.015,1.103
17048,86.624,76.994,-1.015,-1.235,-0.033,2.534
17049,130.226,92.428,0.511,-1.082,2.274,-0.206
17050,73.865,72.53,-1.431,0.502,1.605,-1.753
17051,88.184,69.743,1.258,-0.087,1.132,-2.263
17052,82.212,79.484,0.266,-2.052,-0.117,-3.087
17053,99.333,89.203,-0.033,-0.866,-2.503,0.595
17054,136.109,57.021,-0.554,0.05,2.048,-0.791
17055,78.834,75.475,-1.639,-0.611,-2.982,0.173
17056,108.141,101.327,-1.425,0.495,2.325,-1.014
17057,78.562,77.532,0.429,-1.648,0.201,-2.916
17058,93.125,92.135,0.194,0.474,-0.823,2.327
17059,99.25,90.567,1.343,1.331,0.12,-2.943
17060,176.643,126.945,0.858,0.761,-0.225,2.905
17061,115.502,66.772,-0.955,0.21,0.22,3.062
17062,231.941,203.28,0.911,1.595,-3.056,-0.02
17063,106.591,102.037,-0.362,0.503,-2.541,0.697
17064,80.153,73.977,0.02,-2.176,-0.846,1.883
17065,114.617,102.296,-0.128,-0.986,1.421,-1.591
17066,99.872,77.744,1.109,0.397,1.757,-0.806
17067,116.936,80.343,0.382,0.13,3.001,0.041
17068,97.201,94.063,-0.074,0.788,-2.149,0.482
17069,111.186,70.268,0.695,-0.973,1.706,-2.162
17070,92.744,91.476,0.701,1.436,-2.478,0.497
