,Momenta,Eta,Phi
857,"[184.411, 174.881]","[2.329, 1.193]","[-2.338, 0.43]"
858,"[265.405, 143.231]","[-0.15, 1.021]","[-2.703, -0.759]"
859,"[233.327, 128.689]","[-0.973, -2.241]","[0.26, -2.201]"
860,"[162.294, 139.345]","[-0.177, -1.683]","[2.528, -1.003]"
861,"[218.257, 163.397]","[1.256, 0.494]","[-0.511, 2.265]"
862,"[191.931, 187.292]","[-0.267, 0.223]","[0.085, -3.037]"
863,"[200.597, 194.816]","[1.156, 1.457]","[-0.73, 2.38]"
864,"[194.443, 192.205]","[1.202, 0.682]","[1.433, -1.731]"
865,"[217.555, 160.733]","[-0.77, 0.039]","[2.203, -0.836]"
866,"[236.709, 236.183]","[-0.29, -0.98]","[0.331, -2.903]"
867,"[140.886, 139.911]","[-0.462, -1.205]","[-0.828, 2.565]"
868,"[199.08, 195.287]","[-0.103, -0.065]","[0.009, 3.118]"
869,"[109.062, 81.488]","[-1.45, 1.294]","[1.656, -1.452]"
870,"[186.002, 177.921]","[-1.009, -1.89]","[-0.863, 2.228]"
871,"[211.146, 178.907]","[-0.122, -0.388]","[0.921, -2.34]"
872,"[192.727, 150.177]","[-1.425, -0.233]","[-1.311, 1.922]"
873,"[183.435, 134.108]","[0.673, 0.384]","[2.462, -0.977]"
874,"[1076.33, 1057.788]","[0.555, 0.571]","[-2.414, 0.739]"
875,"[211.522, 172.449]","[-0.872, -0.946]","[2.634, -0.563]"
876,"[200.575, 197.833]","[0.307, 0.301]","[1.239, -1.876]"
877,"[210.177, 141.988]","[0.052, -1.24]","[0.341, -2.358]"
878,"[260.257, 130.496]","[-0.529, 0.292]","[0.091, 2.728]"
879,"[197.799, 167.179]","[-0.338, -1.261]","[0.413, -2.918]"
880,"[247.473, 201.059]","[0.255, -0.526]","[-1.982, -0.101]"
881,"[123.436, 81.654]","[1.324, 0.455]","[1.195, -2.395]"
882,"[214.549, 189.621]","[-2.08, -2.126]","[-0.633, 2.596]"
883,"[256.081, 246.86]","[0.474, 0.872]","[2.839, 0.742]"
884,"[219.389, 151.44]","[0.34, -0.68]","[2.129, -1.091]"
885,"[206.38, 166.659]","[0.811, 0.645]","[-1.156, 1.834]"
886,"[310.547, 142.303]","[0.037, -0.85]","[-0.152, 1.914]"
887,"[237.447, 149.764]","[-0.843, 0.254]","[0.31, -2.55]"
888,"[274.954, 147.572]","[0.032, 1.247]","[0.501, 2.161]"
889,"[345.852, 113.949]","[-0.519, 0.057]","[-2.624, -0.192]"
890,"[303.709, 237.172]","[0.948, 1.56]","[-2.136, -0.789]"
891,"[184.923, 182.509]","[1.064, 0.139]","[-1.49, 1.392]"
892,"[226.817, 160.424]","[1.417, 1.03]","[2.4, -0.321]"
893,"[215.059, 144.884]","[-0.904, -2.16]","[1.624, -1.319]"
894,"[190.643, 180.556]","[-1.476, -0.61]","[-3.0, 0.169]"
895,"[207.033, 189.981]","[1.241, 1.389]","[-2.29, 0.846]"
896,"[218.543, 180.94]","[-2.004, -1.668]","[-0.892, 2.228]"
897,"[189.175, 179.609]","[0.993, 1.802]","[0.01, 2.431]"
898,"[201.955, 168.599]","[1.469, 1.071]","[1.594, -1.712]"
899,"[298.882, 142.676]","[-0.483, -1.638]","[2.519, -1.728]"
900,"[196.375, 183.139]","[-0.199, 0.479]","[2.702, -0.482]"
901,"[247.778, 185.293]","[-0.909, -1.121]","[2.073, -0.351]"
902,"[203.669, 201.377]","[-0.059, -0.603]","[-2.904, 0.347]"
903,"[481.99, 98.041]","[-0.393, -0.793]","[-1.175, 2.828]"
904,"[267.618, 69.258]","[-0.384, 1.806]","[-2.906, -0.758]"
905,"[207.868, 147.705]","[1.422, 1.295]","[-2.657, 0.369]"
906,"[202.679, 201.758]","[-0.223, -0.249]","[-2.297, 0.695]"
907,"[251.513, 175.693]","[-1.309, -0.591]","[2.022, -2.104]"
908,"[202.221, 200.496]","[-1.199, -1.042]","[2.436, -0.796]"
909,"[253.667, 129.115]","[0.263, 1.23]","[-2.935, -0.308]"
910,"[164.151, 136.508]","[0.639, -0.974]","[-2.476, 0.598]"
911,"[216.161, 186.785]","[-2.074, -1.568]","[-2.119, 0.96]"
912,"[239.175, 172.468]","[-1.885, -1.143]","[-2.654, -0.042]"
913,"[245.583, 148.315]","[0.791, 0.245]","[2.899, -0.619]"
914,"[147.562, 128.728]","[1.261, -0.609]","[-0.13, 3.01]"
915,"[142.446, 125.664]","[1.426, -0.51]","[1.691, -1.583]"
916,"[157.804, 94.57]","[-1.315, 0.968]","[2.978, 1.081]"
917,"[253.459, 160.084]","[-0.915, -0.759]","[-0.788, 2.294]"
918,"[208.564, 197.734]","[-0.705, -0.339]","[-2.174, 0.914]"
919,"[201.656, 195.828]","[-0.134, -0.972]","[2.254, -1.006]"
920,"[198.013, 142.252]","[0.401, -0.756]","[-1.354, 1.666]"
921,"[186.821, 178.285]","[-0.242, -1.163]","[0.171, -2.721]"
922,"[207.364, 169.073]","[0.979, 2.007]","[-1.965, 2.038]"
923,"[366.053, 249.18]","[0.115, -0.103]","[2.857, 1.43]"
924,"[162.525, 159.955]","[-0.335, 1.019]","[2.363, -0.64]"
925,"[197.186, 191.571]","[1.3, 0.783]","[-2.647, 0.282]"
926,"[187.17, 171.975]","[-0.189, 0.651]","[1.348, -1.672]"
927,"[170.313, 138.535]","[-2.262, -0.769]","[-0.795, 2.076]"
928,"[182.471, 169.998]","[-1.138, -0.029]","[-0.526, 2.669]"
929,"[202.267, 200.579]","[-0.644, -0.701]","[1.477, -1.641]"
930,"[212.129, 172.102]","[-0.241, 0.343]","[0.215, -2.912]"
931,"[230.623, 180.723]","[-0.617, -0.892]","[-1.225, 1.931]"
932,"[197.463, 193.303]","[-0.274, 0.491]","[0.383, -2.88]"
933,"[180.238, 160.881]","[0.718, 1.885]","[2.986, -0.136]"
934,"[190.694, 111.555]","[-1.516, -0.251]","[-1.987, -0.827]"
935,"[200.372, 178.71]","[0.362, 0.608]","[-0.65, 2.445]"
936,"[226.094, 144.85]","[0.859, -0.513]","[1.949, 0.086]"
937,"[187.011, 184.183]","[-0.271, -0.395]","[-1.415, 1.715]"
938,"[191.722, 173.469]","[0.884, 0.202]","[2.662, -0.56]"
939,"[221.037, 175.647]","[1.994, 1.95]","[-0.721, 2.816]"
940,"[189.836, 151.918]","[1.849, 2.422]","[0.39, -2.94]"
941,"[199.009, 178.086]","[1.201, 0.48]","[1.183, -1.845]"
942,"[178.749, 166.239]","[1.622, 0.505]","[-2.016, 0.898]"
943,"[168.53, 147.905]","[1.838, 0.386]","[1.583, -1.541]"
944,"[185.826, 168.418]","[0.063, -1.094]","[-1.841, 1.785]"
945,"[228.057, 188.285]","[1.214, 0.896]","[-1.725, 1.079]"
946,"[204.272, 173.245]","[-1.361, -2.277]","[0.772, -2.687]"
947,"[546.824, 118.098]","[0.861, 0.078]","[2.712, 1.241]"
948,"[428.996, 401.427]","[-0.417, -0.339]","[1.963, -1.066]"
949,"[244.396, 216.819]","[1.106, -0.353]","[2.94, -2.814]"
950,"[204.036, 202.138]","[-2.444, -2.461]","[0.765, -2.277]"
951,"[217.806, 190.258]","[-0.261, -0.44]","[0.44, -2.249]"
952,"[217.211, 198.357]","[0.005, -0.291]","[0.103, 2.756]"
953,"[333.958, 287.727]","[-0.119, 0.098]","[2.117, -1.008]"
954,"[196.517, 176.07]","[0.34, 0.934]","[0.169, -2.907]"
955,"[206.069, 185.872]","[1.036, 1.447]","[0.765, -2.334]"
956,"[186.695, 169.552]","[-1.523, -0.441]","[-2.429, 0.269]"
957,"[233.904, 211.754]","[-1.702, -1.85]","[-2.497, 1.524]"
958,"[202.4, 200.23]","[1.991, 2.103]","[1.451, -1.666]"
959,"[1017.895, 962.76]","[0.651, 0.177]","[3.014, -0.204]"
960,"[336.32, 116.785]","[0.319, 0.153]","[0.056, -3.128]"
961,"[193.271, 178.681]","[1.578, 2.027]","[-2.593, 0.498]"
962,"[266.689, 124.592]","[-0.234, 0.771]","[1.396, -1.731]"
963,"[180.91, 170.845]","[-1.126, -2.047]","[-1.047, 1.974]"
964,"[197.727, 155.481]","[2.277, 1.266]","[2.793, -0.406]"
965,"[137.571, 99.032]","[-1.371, 0.946]","[1.887, -0.467]"
966,"[275.78, 174.718]","[-0.979, -1.508]","[0.104, 2.594]"
967,"[242.981, 150.346]","[1.47, 2.248]","[-1.528, 1.66]"
968,"[170.09, 159.662]","[-0.069, -1.394]","[2.748, -0.457]"
969,"[416.62, 99.659]","[-0.353, -0.213]","[-0.582, 2.927]"
970,"[269.874, 111.621]","[1.412, 2.311]","[-1.003, 2.283]"
971,"[165.054, 164.586]","[0.229, -1.006]","[-0.644, 2.641]"
972,"[195.771, 96.701]","[0.42, 2.374]","[2.425, -0.582]"
973,"[301.063, 232.933]","[0.675, 1.139]","[2.514, -0.855]"
974,"[254.736, 148.442]","[-1.503, -0.536]","[1.33, -0.953]"
975,"[235.904, 164.244]","[-0.92, -0.424]","[-1.321, 2.167]"
976,"[568.307, 100.613]","[-0.99, -1.362]","[2.567, -1.801]"
977,"[306.467, 94.161]","[0.163, -1.129]","[3.064, -1.683]"
978,"[222.907, 168.635]","[-1.051, -1.232]","[-0.212, 2.607]"
979,"[185.283, 154.213]","[1.105, -0.224]","[-0.421, 2.821]"
980,"[185.143, 178.463]","[-2.285, -1.403]","[1.635, -1.511]"
981,"[228.146, 155.075]","[0.843, -0.53]","[1.658, -2.895]"
982,"[355.632, 85.693]","[0.36, -0.896]","[-1.251, 2.259]"
983,"[224.317, 173.711]","[-1.218, -1.461]","[2.869, -0.219]"
984,"[245.264, 202.903]","[-0.208, -0.318]","[0.005, -2.366]"
985,"[281.053, 145.628]","[0.93, 1.366]","[-2.83, 0.521]"
986,"[181.415, 179.869]","[1.198, 0.252]","[-1.095, 1.936]"
987,"[255.551, 122.875]","[0.48, 1.206]","[-2.419, 1.113]"
988,"[209.141, 193.319]","[-0.575, -1.171]","[-1.358, 1.619]"
989,"[204.103, 181.281]","[0.462, -0.087]","[-1.924, 1.277]"
990,"[219.596, 181.436]","[0.339, 0.379]","[1.085, -1.821]"
991,"[202.264, 194.779]","[0.736, 0.364]","[-2.35, 1.075]"
992,"[347.498, 268.256]","[-0.961, -0.575]","[0.433, -1.442]"
993,"[200.278, 157.21]","[-0.352, 0.801]","[-2.872, 0.902]"
994,"[207.877, 184.844]","[-0.727, -0.716]","[1.055, -1.071]"
995,"[200.293, 170.446]","[0.017, 0.835]","[-2.019, 1.221]"
996,"[174.454, 171.859]","[-0.259, -1.341]","[-0.051, -3.098]"
997,"[179.683, 178.146]","[1.308, 0.654]","[-1.697, 1.425]"
998,"[226.602, 201.49]","[0.693, 0.791]","[-2.001, 0.348]"
999,"[73.761, 52.738]","[2.158, -1.462]","[-2.241, 1.455]"
1000,"[156.272, 136.903]","[0.843, -0.424]","[3.112, 0.259]"
1001,"[207.918, 196.851]","[-1.359, -1.155]","[-2.271, 1.196]"
1002,"[143.036, 127.083]","[-0.395, 1.536]","[-0.402, 2.992]"
1003,"[1090.398, 194.144]","[0.255, -0.145]","[0.337, 1.083]"
1004,"[200.738, 69.058]","[0.207, 2.463]","[1.945, -2.311]"
1005,"[212.951, 169.413]","[-1.046, -1.597]","[1.965, -1.17]"
1006,"[196.334, 195.731]","[0.271, 0.009]","[-2.008, 1.057]"
1007,"[232.662, 205.889]","[-0.681, -0.53]","[-2.355, 1.596]"
1008,"[129.133, 125.927]","[-0.872, 1.12]","[-0.847, 2.263]"
1009,"[185.174, 172.962]","[-2.391, -1.487]","[2.352, -0.588]"
1010,"[205.886, 186.681]","[-0.835, -0.577]","[1.233, -1.828]"
1011,"[201.461, 187.964]","[-0.018, -0.477]","[2.329, -0.796]"
1012,"[213.893, 188.865]","[-0.044, -0.146]","[-2.136, 1.04]"
1013,"[330.382, 114.913]","[-1.312, -1.813]","[-1.796, 1.345]"
1014,"[160.598, 157.768]","[0.595, -0.814]","[-2.058, 1.104]"
1015,"[207.829, 197.035]","[0.935, 1.2]","[1.217, -1.666]"
1016,"[251.735, 154.373]","[1.422, 1.657]","[-0.375, 2.352]"
1017,"[202.263, 183.325]","[-0.424, -1.193]","[-1.319, 2.48]"
1018,"[161.932, 124.818]","[-0.289, 1.469]","[2.086, -1.08]"
1019,"[218.626, 170.411]","[-0.403, 0.478]","[0.767, -2.398]"
1020,"[270.015, 182.063]","[-0.61, -0.85]","[2.622, -1.35]"
1021,"[302.98, 210.566]","[0.72, -0.158]","[2.492, 1.085]"
1022,"[226.355, 184.209]","[-0.35, -0.048]","[-0.208, -2.838]"
1023,"[160.645, 150.566]","[-0.046, 1.272]","[1.984, -1.413]"
1024,"[131.329, 128.045]","[-1.327, 0.638]","[3.137, 0.102]"
1025,"[225.988, 211.511]","[-0.819, -0.008]","[1.078, -2.179]"
1026,"[206.939, 194.367]","[1.554, 2.035]","[-0.53, 2.116]"
1027,"[174.652, 137.249]","[-1.762, -0.486]","[2.087, -0.796]"
1028,"[208.08, 193.625]","[0.809, 0.626]","[1.139, -2.0]"
1029,"[221.96, 172.111]","[-0.037, 0.274]","[1.773, -1.447]"
1030,"[197.456, 191.483]","[1.701, 1.099]","[-1.094, 1.698]"
1031,"[194.523, 182.747]","[0.506, 1.193]","[-1.409, 1.627]"
1032,"[153.107, 153.061]","[-0.485, 1.093]","[0.866, -2.363]"
1033,"[214.243, 196.53]","[1.914, 1.088]","[-0.903, -2.834]"
1034,"[229.166, 86.453]","[0.235, -1.498]","[-1.224, 2.64]"
1035,"[301.065, 118.832]","[-0.888, -1.547]","[3.046, 0.225]"
1036,"[199.07, 174.677]","[-0.714, -1.528]","[-0.515, 2.513]"
1037,"[245.242, 164.177]","[1.615, 2.096]","[-0.374, -2.981]"
1038,"[195.119, 192.488]","[0.768, 0.165]","[-1.781, 1.541]"
1039,"[196.815, 186.869]","[-0.708, 0.03]","[-1.563, 1.5]"
1040,"[219.169, 168.743]","[-1.205, -1.878]","[-2.371, 1.087]"
1041,"[190.617, 174.276]","[0.556, -0.206]","[1.591, -1.551]"
1042,"[142.304, 105.959]","[0.473, -1.804]","[-2.014, 2.238]"
1043,"[389.523, 227.331]","[0.317, -0.271]","[-2.301, 1.073]"
1044,"[243.23, 208.575]","[-0.415, -1.153]","[1.222, -1.905]"
1045,"[578.434, 203.195]","[0.504, -0.245]","[-2.616, 2.762]"
1046,"[197.53, 192.107]","[1.448, 0.953]","[2.207, -0.933]"
1047,"[209.024, 150.115]","[0.015, -0.625]","[-2.938, 0.171]"
1048,"[342.422, 111.593]","[1.149, 1.657]","[0.267, -2.98]"
1049,"[198.708, 197.379]","[0.873, 0.961]","[0.487, -2.743]"
1050,"[230.056, 138.098]","[0.58, -1.197]","[2.652, -2.892]"
1051,"[138.883, 128.502]","[-0.698, 1.229]","[1.725, -1.836]"
1052,"[200.472, 162.672]","[0.522, -0.619]","[-0.391, -2.871]"
1053,"[225.359, 158.094]","[0.667, -0.035]","[0.138, -3.124]"
1054,"[163.576, 121.367]","[0.925, 1.393]","[-2.413, 0.553]"
1055,"[218.79, 89.443]","[-0.866, 1.03]","[-0.806, -2.711]"
1056,"[150.395, 101.822]","[-0.4, 1.715]","[0.356, -2.777]"
1057,"[223.011, 169.593]","[-2.054, -1.512]","[-0.084, -3.005]"
1058,"[233.928, 160.158]","[-1.016, -1.444]","[2.683, -0.466]"
1059,"[225.029, 163.938]","[0.595, -0.265]","[2.641, 0.029]"
1060,"[150.737, 123.61]","[1.047, -0.853]","[-0.53, -2.852]"
1061,"[220.197, 145.291]","[-0.552, 0.507]","[1.971, -1.487]"
1062,"[216.882, 207.236]","[-0.43, -0.364]","[-0.997, 2.079]"
1063,"[189.561, 173.735]","[0.581, -0.389]","[2.181, -0.871]"
1064,"[245.756, 202.053]","[-1.281, -1.099]","[-0.927, 2.043]"
1065,"[203.719, 191.056]","[0.795, 0.411]","[1.337, -1.932]"
1066,"[229.143, 92.409]","[-0.231, 1.619]","[-2.028, 2.445]"
1067,"[195.915, 155.673]","[0.298, -0.399]","[2.215, -0.969]"
1068,"[183.497, 154.799]","[-1.757, -0.566]","[0.075, -2.9]"
1069,"[180.424, 175.078]","[1.749, 0.738]","[1.974, -1.509]"
1070,"[209.271, 163.227]","[-0.088, 0.348]","[-0.216, 2.651]"
1071,"[258.727, 236.557]","[0.352, 0.023]","[-0.448, 2.191]"
1072,"[208.211, 202.941]","[-1.091, -0.913]","[0.189, -2.977]"
1073,"[94.829, 82.4]","[1.992, -0.947]","[2.792, -0.818]"
1074,"[205.64, 203.166]","[0.315, 0.713]","[-3.099, 0.147]"
1075,"[214.151, 171.617]","[1.412, 2.008]","[-0.158, 2.767]"
1076,"[155.477, 152.474]","[-0.364, -1.2]","[2.493, -0.885]"
1077,"[178.676, 168.077]","[-0.526, 0.446]","[2.585, -0.708]"
1078,"[233.985, 201.763]","[-0.104, -0.064]","[0.316, -2.039]"
1079,"[201.969, 157.816]","[0.279, 1.121]","[1.922, -0.721]"
1080,"[122.386, 107.954]","[2.026, -0.304]","[2.423, -0.397]"
1081,"[199.425, 186.932]","[-0.726, -0.314]","[-1.74, 1.524]"
1082,"[265.944, 141.642]","[-0.506, 0.334]","[0.9, -1.6]"
1083,"[220.149, 158.628]","[0.782, 1.43]","[2.714, -0.224]"
1084,"[224.39, 157.362]","[1.906, 1.71]","[-2.691, 0.664]"
1085,"[240.468, 158.556]","[0.701, 0.125]","[1.263, -1.474]"
1086,"[257.561, 162.172]","[-2.081, -1.71]","[2.298, -1.185]"
1087,"[215.062, 212.814]","[0.963, 0.887]","[2.897, -0.102]"
1088,"[225.49, 172.009]","[1.002, 0.541]","[-0.668, 2.862]"
1089,"[202.506, 191.825]","[0.892, 0.882]","[0.39, -2.852]"
1090,"[181.463, 158.253]","[0.434, -0.349]","[-0.653, 2.146]"
1091,"[183.063, 153.54]","[0.366, -0.963]","[1.984, -1.155]"
1092,"[151.657, 137.026]","[0.939, -0.929]","[2.409, -0.227]"
1093,"[205.075, 106.021]","[0.166, -0.469]","[-0.488, 2.052]"
1094,"[212.485, 183.297]","[2.226, 1.781]","[-0.516, 2.379]"
1095,"[252.92, 210.822]","[-1.851, -1.145]","[-2.23, -0.296]"
1096,"[230.357, 133.15]","[-0.056, 0.757]","[-2.733, 0.124]"
1097,"[181.683, 95.589]","[-0.535, -2.426]","[3.063, -0.073]"
1098,"[214.696, 208.607]","[-1.275, -1.395]","[2.056, -1.083]"
1099,"[204.476, 161.087]","[-1.236, -0.484]","[-2.831, -0.028]"
1100,"[227.137, 183.355]","[-1.41, -1.178]","[0.019, 3.11]"
1101,"[220.502, 152.108]","[0.188, -0.634]","[0.038, 3.04]"
1102,"[196.606, 188.061]","[0.451, 1.123]","[0.454, -2.65]"
1103,"[136.375, 87.914]","[1.653, -0.78]","[-3.019, 0.629]"
1104,"[231.689, 140.859]","[-0.289, 0.657]","[1.498, -1.739]"
1105,"[221.974, 172.184]","[0.708, 1.88]","[-0.409, 2.921]"
1106,"[143.417, 141.355]","[1.129, -0.663]","[0.805, -2.308]"
1107,"[215.847, 183.506]","[0.743, 1.151]","[-1.742, 1.645]"
1108,"[297.789, 255.935]","[-0.068, 1.316]","[-2.56, 0.593]"
1109,"[258.395, 148.361]","[-1.154, -0.25]","[3.087, 0.069]"
1110,"[235.198, 150.487]","[1.712, 1.47]","[2.296, -1.371]"
1111,"[210.016, 196.316]","[-1.15, -1.239]","[-0.545, 2.452]"
1112,"[154.258, 97.511]","[0.268, -2.151]","[1.057, -1.455]"
1113,"[196.449, 196.19]","[-1.221, -0.816]","[0.333, -2.862]"
1114,"[226.749, 175.72]","[0.844, 0.094]","[1.836, -1.077]"
1115,"[229.745, 115.318]","[0.477, -0.902]","[-2.347, 0.503]"
1116,"[285.545, 122.186]","[-0.158, -0.35]","[0.396, -2.515]"
1117,"[164.086, 151.271]","[0.716, -0.796]","[-1.807, 1.49]"
1118,"[206.98, 154.988]","[-1.28, -2.267]","[-0.294, 2.976]"
1119,"[179.241, 174.984]","[2.091, 0.807]","[-2.904, 0.985]"
1120,"[190.981, 167.813]","[0.916, 2.045]","[-1.916, 1.293]"
1121,"[191.641, 170.716]","[-1.789, -0.814]","[-1.532, 1.886]"
1122,"[208.15, 166.63]","[-0.383, -0.935]","[-1.225, 2.253]"
1123,"[190.661, 185.573]","[-0.529, -0.225]","[-1.418, 1.885]"
1124,"[480.248, 33.271]","[0.994, -1.472]","[-1.3, -1.564]"
1125,"[207.2, 122.59]","[-1.026, 0.3]","[-2.484, 0.768]"
1126,"[165.959, 150.502]","[-0.112, 1.316]","[1.047, -1.738]"
1127,"[211.101, 193.003]","[0.444, 0.535]","[1.813, -1.036]"
1128,"[182.318, 163.123]","[-1.217, -2.292]","[0.951, -2.158]"
1129,"[184.336, 168.145]","[-0.993, 0.09]","[0.973, -2.458]"
1130,"[228.918, 174.451]","[0.364, 0.732]","[-1.469, 1.773]"
1131,"[150.224, 89.41]","[0.524, -1.904]","[-1.082, 0.836]"
1132,"[201.945, 191.462]","[-0.371, 0.197]","[2.641, -0.462]"
1133,"[188.081, 186.138]","[-1.209, -1.583]","[2.526, -0.478]"
1134,"[251.152, 156.725]","[0.539, 0.717]","[2.013, -1.36]"
1135,"[221.017, 189.6]","[0.004, -0.117]","[-0.236, 2.959]"
1136,"[189.402, 187.484]","[0.098, 0.95]","[0.984, -2.047]"
1137,"[204.424, 202.855]","[-0.649, -0.395]","[0.865, -2.18]"
1138,"[228.312, 145.297]","[0.752, 1.616]","[1.984, -1.497]"
1139,"[231.687, 172.986]","[-0.589, -0.656]","[2.739, -0.497]"
1140,"[197.664, 197.449]","[-0.481, -0.298]","[-2.378, 0.687]"
1141,"[205.98, 203.143]","[0.835, 0.881]","[-0.015, -2.563]"
1142,"[189.46, 186.92]","[1.806, 2.459]","[-2.668, 0.37]"
1143,"[152.515, 64.327]","[1.423, -1.337]","[0.565, -1.435]"
1144,"[362.338, 354.975]","[0.837, 0.707]","[1.041, -2.511]"
1145,"[395.669, 86.492]","[0.057, -1.113]","[1.989, -1.013]"
1146,"[206.264, 189.063]","[1.408, 1.759]","[-2.942, 0.213]"
1147,"[240.779, 163.146]","[0.874, 0.58]","[1.35, -2.195]"
1148,"[196.01, 190.61]","[-1.622, -1.191]","[2.254, -0.822]"
1149,"[211.264, 202.901]","[-1.329, -0.967]","[2.087, -1.068]"
1150,"[262.291, 170.539]","[0.691, 1.204]","[-2.178, 1.951]"
1151,"[192.817, 186.97]","[0.435, -0.1]","[-1.109, 2.355]"
1152,"[221.9, 199.924]","[-0.874, -1.557]","[2.535, -0.299]"
1153,"[207.382, 128.281]","[0.121, 1.427]","[-1.18, 2.055]"
1154,"[207.809, 193.523]","[-0.868, -0.09]","[-2.18, 1.775]"
1155,"[329.363, 160.641]","[-1.054, -0.859]","[-2.153, 2.044]"
1156,"[183.592, 182.876]","[2.114, 1.036]","[-1.53, 1.618]"
1157,"[182.955, 171.741]","[-0.452, -1.383]","[2.455, -0.826]"
1158,"[180.045, 178.357]","[-1.085, -0.123]","[-2.406, 0.864]"
1159,"[205.231, 183.901]","[0.195, 0.621]","[2.201, -1.084]"
1160,"[187.066, 184.483]","[-0.644, -1.327]","[2.522, -0.351]"
1161,"[199.588, 194.296]","[0.117, -0.117]","[-0.003, 3.126]"
1162,"[166.453, 126.457]","[-1.494, 0.17]","[-2.741, 0.498]"
1163,"[166.995, 148.119]","[-0.697, 0.747]","[1.419, -1.135]"
1164,"[173.868, 94.646]","[1.235, -0.837]","[-2.14, 0.726]"
1165,"[141.756, 110.117]","[1.732, -0.337]","[1.2, -1.326]"
1166,"[211.331, 198.476]","[1.116, 1.396]","[-1.69, 1.567]"
1167,"[391.037, 99.649]","[1.044, 0.403]","[2.783, 0.065]"
1168,"[212.282, 176.644]","[-1.621, -2.15]","[-2.285, 0.738]"
1169,"[215.455, 208.366]","[-0.515, -1.351]","[2.265, -0.806]"
1170,"[167.637, 113.161]","[1.264, -0.543]","[-0.503, 2.648]"
1171,"[229.258, 170.331]","[-0.009, 0.225]","[-1.937, 1.125]"
1172,"[187.126, 94.796]","[-1.464, 0.471]","[0.923, -2.33]"
1173,"[173.912, 157.076]","[-1.391, -0.092]","[0.197, -3.008]"
1174,"[287.247, 282.222]","[0.572, -0.509]","[0.307, -2.909]"
1175,"[179.471, 157.547]","[1.076, 2.319]","[-0.689, 2.241]"
1176,"[150.693, 132.872]","[-0.521, -2.277]","[1.196, -1.714]"
1177,"[287.241, 180.997]","[-0.156, -0.047]","[-1.801, 2.514]"
1178,"[214.833, 183.253]","[0.345, -0.223]","[2.314, -1.296]"
1179,"[199.248, 197.757]","[0.305, 0.638]","[1.112, -1.955]"
1180,"[164.818, 141.348]","[-1.452, 0.11]","[2.852, -0.368]"
1181,"[197.056, 188.485]","[0.703, 1.317]","[-2.511, 0.25]"
1182,"[178.647, 148.323]","[2.128, 0.849]","[0.714, 2.865]"
1183,"[151.283, 115.782]","[0.066, 1.918]","[-2.057, 1.24]"
1184,"[171.538, 167.713]","[-0.061, -1.206]","[-1.092, 2.208]"
1185,"[190.99, 177.112]","[0.739, -0.351]","[1.858, -1.884]"
1186,"[209.364, 203.054]","[0.602, 0.947]","[1.964, -1.442]"
1187,"[224.741, 164.274]","[-1.21, -1.588]","[1.242, -1.862]"
1188,"[350.708, 92.724]","[0.405, 0.986]","[-1.388, 2.762]"
1189,"[206.741, 139.275]","[1.2, 2.479]","[0.273, -2.385]"
1190,"[238.341, 203.021]","[0.803, 0.521]","[2.25, -1.826]"
1191,"[214.224, 62.47]","[0.261, -2.057]","[-3.041, 0.706]"
1192,"[202.992, 200.512]","[0.02, -0.21]","[1.771, -1.192]"
1193,"[227.645, 129.248]","[0.749, -0.195]","[2.222, -1.134]"
1194,"[273.611, 224.643]","[-0.112, -1.18]","[-2.304, 2.736]"
1195,"[194.347, 165.423]","[-0.116, -1.442]","[0.779, -2.222]"
1196,"[183.474, 154.052]","[0.464, -0.59]","[1.662, -1.307]"
1197,"[188.269, 182.702]","[-0.894, -0.452]","[0.768, -2.246]"
1198,"[887.839, 76.817]","[-0.767, -1.002]","[0.176, -3.091]"
1199,"[120.051, 98.19]","[-0.443, 2.023]","[0.488, -2.994]"
1200,"[335.465, 112.206]","[0.803, 0.721]","[-0.545, 2.899]"
1201,"[216.18, 170.654]","[-0.452, 0.231]","[3.075, -0.342]"
1202,"[160.174, 158.7]","[-0.297, 1.099]","[0.289, -2.69]"
1203,"[228.222, 137.658]","[-1.893, -0.535]","[1.923, -1.37]"
1204,"[199.767, 190.45]","[0.764, 0.209]","[-0.487, 2.801]"
1205,"[225.381, 180.909]","[0.865, 1.103]","[-1.491, 1.421]"
1206,"[153.033, 139.25]","[1.478, -0.232]","[2.595, -0.575]"
1207,"[199.819, 184.217]","[0.533, -0.02]","[-1.581, 1.57]"
1208,"[428.68, 257.249]","[-0.035, -0.883]","[-0.594, 0.156]"
1209,"[203.829, 185.906]","[-1.301, -1.49]","[-0.447, 2.802]"
1210,"[201.457, 172.886]","[-0.179, -0.375]","[1.764, -1.253]"
1211,"[194.909, 194.59]","[0.964, 1.3]","[0.848, -2.303]"
1212,"[191.738, 184.433]","[-1.539, -1.968]","[1.04, -2.24]"
1213,"[169.025, 140.819]","[-0.18, 1.333]","[-2.407, 0.845]"
1214,"[189.195, 187.223]","[1.092, 1.943]","[0.115, -2.977]"
1215,"[223.804, 143.626]","[-0.235, 0.781]","[0.941, -2.622]"
1216,"[235.029, 154.477]","[0.591, -0.085]","[-3.021, -0.206]"
1217,"[148.307, 116.259]","[-1.155, 0.796]","[1.466, -1.839]"
1218,"[192.884, 188.198]","[0.068, 0.671]","[2.38, -0.753]"
