,Momenta,Eta,Phi
2752,"[445.851, 430.49]","[0.345, -0.101]","[1.723, 0.933]"
2753,"[348.303, 140.282]","[-0.733, -0.701]","[1.172, -0.9]"
2754,"[150.823, 129.952]","[-1.532, -0.115]","[2.627, -0.579]"
2755,"[192.523, 184.497]","[-1.947, -1.971]","[-2.141, 0.902]"
2756,"[277.163, 217.95]","[0.281, -0.778]","[0.426, -2.827]"
2757,"[239.274, 162.509]","[1.963, 2.5]","[2.239, -0.503]"
2758,"[191.907, 161.234]","[-0.02, -1.232]","[2.492, -0.574]"
2759,"[224.992, 136.065]","[0.677, -0.515]","[-1.907, 1.068]"
2760,"[185.63, 159.683]","[1.239, 0.37]","[0.297, -2.907]"
2761,"[181.823, 177.341]","[-1.685, -0.529]","[-2.703, 0.188]"
2762,"[125.157, 104.387]","[-2.266, 0.102]","[2.249, -1.414]"
2763,"[196.168, 196.08]","[-0.545, -0.991]","[2.377, -0.659]"
2764,"[342.807, 123.197]","[-0.762, -2.279]","[0.954, -0.044]"
2765,"[282.128, 191.486]","[0.583, -0.001]","[-2.951, 1.298]"
2766,"[186.671, 184.071]","[-1.449, -2.173]","[-1.118, 2.011]"
2767,"[178.843, 176.84]","[1.48, 2.447]","[-0.247, 2.855]"
2768,"[187.183, 142.563]","[-1.334, -0.015]","[-1.591, 1.65]"
2769,"[189.124, 183.531]","[0.438, -0.036]","[-1.183, 1.993]"
2770,"[173.503, 159.07]","[-1.696, -0.144]","[2.971, -0.098]"
2771,"[501.758, 200.586]","[-0.096, -0.482]","[-1.235, -2.543]"
2772,"[229.677, 134.363]","[1.161, 2.46]","[1.987, -1.333]"
2773,"[182.335, 176.859]","[-0.32, -1.301]","[3.054, -0.034]"
2774,"[284.025, 230.15]","[-0.392, 0.363]","[3.058, -1.683]"
2775,"[234.858, 182.99]","[-1.281, -1.439]","[1.079, -2.107]"
2776,"[216.874, 116.914]","[1.511, 0.588]","[2.01, -0.484]"
2777,"[153.691, 137.603]","[2.367, 0.688]","[-0.3, 2.773]"
2778,"[695.438, 360.903]","[0.995, 0.871]","[-0.822, 2.032]"
2779,"[205.904, 119.767]","[0.156, -1.132]","[0.59, -2.5]"
2780,"[202.082, 178.366]","[-1.144, -0.582]","[-1.117, 2.035]"
2781,"[128.438, 93.567]","[-1.64, 1.371]","[0.038, -3.065]"
2782,"[276.602, 251.649]","[-0.708, -0.221]","[-0.255, 2.319]"
2783,"[232.972, 222.132]","[1.008, 0.724]","[2.534, -0.72]"
2784,"[210.187, 206.401]","[0.638, 1.185]","[2.966, 0.158]"
2785,"[258.159, 164.526]","[0.171, 0.195]","[-1.987, 0.742]"
2786,"[255.488, 156.25]","[-1.236, -1.459]","[0.882, -2.546]"
2787,"[182.119, 181.456]","[-1.347, -0.593]","[2.359, -0.73]"
2788,"[223.116, 186.504]","[0.798, 0.849]","[-2.952, 0.544]"
2789,"[440.14, 355.294]","[-0.458, -0.379]","[-1.712, 1.56]"
2790,"[207.402, 168.623]","[1.425, 2.332]","[-0.435, -2.976]"
2791,"[123.264, 121.129]","[-2.075, 0.09]","[2.653, -0.305]"
2792,"[162.777, 157.269]","[-2.181, -0.826]","[2.7, -0.519]"
2793,"[250.008, 150.691]","[-0.675, -0.379]","[-2.038, 0.849]"
2794,"[170.27, 166.097]","[0.229, 1.511]","[-2.592, 0.328]"
2795,"[351.143, 263.981]","[0.087, -0.753]","[1.459, 0.291]"
2796,"[205.983, 196.27]","[1.624, 1.557]","[2.557, -0.372]"
2797,"[215.403, 194.404]","[0.461, 0.467]","[-1.906, 0.847]"
2798,"[197.798, 195.874]","[-1.759, -2.019]","[-1.01, 2.173]"
2799,"[198.488, 171.494]","[-0.158, 0.635]","[1.274, -1.745]"
2800,"[180.349, 172.471]","[0.528, 1.42]","[-0.005, -2.959]"
2801,"[138.847, 103.387]","[-0.687, 1.548]","[-1.42, 1.678]"
2802,"[197.124, 192.144]","[-0.354, 0.074]","[2.696, -0.434]"
2803,"[389.615, 164.773]","[0.72, 0.791]","[2.564, -1.899]"
2804,"[255.831, 84.972]","[-1.557, 0.295]","[1.526, -2.741]"
2805,"[538.503, 532.607]","[-0.665, -1.364]","[0.796, -2.357]"
2806,"[586.201, 71.52]","[0.458, 0.831]","[-2.725, 0.944]"
2807,"[202.755, 174.965]","[-0.665, -0.005]","[3.12, 0.044]"
2808,"[232.397, 176.868]","[-0.062, 0.691]","[-0.08, 2.222]"
2809,"[199.442, 190.259]","[0.478, 0.085]","[-2.655, 0.598]"
2810,"[190.499, 133.601]","[0.577, 1.967]","[1.007, -2.411]"
2811,"[143.573, 114.343]","[-0.325, 1.722]","[1.365, -1.797]"
2812,"[208.063, 188.163]","[0.898, 0.911]","[-2.276, 0.834]"
2813,"[144.75, 132.006]","[0.71, -1.103]","[-1.454, 1.734]"
2814,"[347.407, 108.322]","[-0.079, -0.88]","[-1.477, 1.956]"
2815,"[351.793, 137.659]","[0.644, 0.132]","[-0.007, -2.353]"
2816,"[212.336, 187.058]","[0.235, -0.121]","[-2.164, 0.653]"
2817,"[205.613, 192.4]","[1.362, 1.963]","[1.114, -1.841]"
2818,"[168.794, 125.622]","[-1.196, 0.34]","[-0.502, 2.736]"
2819,"[313.025, 143.129]","[1.559, 1.225]","[-0.829, 1.613]"
2820,"[193.388, 189.15]","[-0.621, 0.306]","[-1.47, 1.535]"
2821,"[173.193, 163.391]","[-0.734, -2.06]","[2.096, -0.933]"
2822,"[219.493, 158.576]","[0.356, -0.472]","[-0.351, -3.136]"
2823,"[282.701, 148.452]","[0.618, 0.481]","[0.58, -2.916]"
2824,"[228.439, 167.28]","[0.446, 0.864]","[-1.663, 1.242]"
2825,"[158.458, 109.007]","[-0.529, 1.449]","[-2.0, 0.366]"
2826,"[175.007, 155.32]","[-0.01, -1.17]","[1.749, -1.287]"
2827,"[212.834, 136.56]","[-0.531, -1.795]","[1.329, -2.396]"
2828,"[190.369, 166.858]","[-0.043, -1.001]","[-0.412, 2.777]"
2829,"[204.604, 196.688]","[-1.652, -1.834]","[0.337, -2.821]"
2830,"[196.851, 193.604]","[0.427, -0.419]","[0.484, -2.298]"
2831,"[178.525, 165.354]","[-0.328, -1.231]","[2.449, -0.371]"
2832,"[432.852, 302.492]","[0.392, 0.209]","[2.687, 1.544]"
2833,"[302.875, 137.589]","[0.38, -0.258]","[2.334, -1.558]"
2834,"[252.645, 156.708]","[-1.173, -0.704]","[-0.248, 2.519]"
2835,"[388.32, 351.254]","[-0.889, -0.123]","[1.719, -1.445]"
2836,"[184.506, 174.459]","[1.653, 0.72]","[2.42, -0.406]"
2837,"[240.895, 118.488]","[-0.6, -1.789]","[-1.719, 1.535]"
2838,"[280.837, 164.538]","[-0.547, 0.221]","[-2.429, 1.891]"
2839,"[317.948, 131.683]","[1.479, 1.223]","[0.447, -2.229]"
2840,"[174.83, 168.794]","[0.119, 0.485]","[-0.504, 2.618]"
2841,"[305.831, 129.009]","[-0.728, -1.274]","[0.951, -2.65]"
2842,"[109.93, 97.664]","[1.577, -1.414]","[-0.857, 2.238]"
2843,"[201.671, 191.963]","[-0.411, -0.956]","[-1.987, 1.019]"
2844,"[223.362, 107.911]","[0.855, -0.689]","[0.806, -3.054]"
2845,"[202.245, 194.338]","[-2.283, -1.711]","[2.849, 0.321]"
2846,"[173.861, 142.801]","[-0.975, 0.444]","[-3.097, -0.026]"
2847,"[216.037, 190.293]","[1.428, 1.497]","[1.799, -1.009]"
2848,"[739.822, 487.653]","[1.482, 1.122]","[0.339, -2.119]"
2849,"[223.605, 156.678]","[-1.229, -0.335]","[-2.539, 0.246]"
2850,"[192.295, 175.835]","[0.395, -0.879]","[-2.634, -0.485]"
2851,"[158.698, 156.66]","[-0.801, -2.362]","[0.233, -2.816]"
2852,"[190.517, 174.007]","[0.444, 1.17]","[1.549, -1.433]"
2853,"[211.15, 202.215]","[0.963, 0.488]","[-2.355, 1.399]"
2854,"[223.541, 162.49]","[1.377, 0.788]","[-1.62, 1.311]"
2855,"[182.978, 166.849]","[-0.468, 0.551]","[-0.583, 2.467]"
2856,"[420.441, 137.118]","[0.002, -0.796]","[-2.22, -0.242]"
2857,"[170.482, 75.481]","[-0.218, 2.229]","[-0.059, 2.461]"
2858,"[233.383, 169.692]","[1.33, 1.825]","[2.475, -1.053]"
2859,"[169.613, 114.991]","[-0.346, -2.149]","[0.372, -2.091]"
2860,"[316.885, 240.948]","[1.751, 1.123]","[-2.684, -1.231]"
2861,"[174.151, 169.311]","[1.124, -0.251]","[-0.15, 3.067]"
2862,"[257.624, 193.44]","[1.36, 1.973]","[-2.957, -0.975]"
2863,"[126.219, 111.878]","[1.744, -0.482]","[-2.702, 0.523]"
2864,"[200.927, 196.565]","[-1.66, -1.488]","[-2.525, 0.604]"
2865,"[222.845, 117.376]","[-0.374, -1.839]","[0.872, -1.742]"
2866,"[203.374, 183.678]","[1.534, 2.194]","[-2.937, -0.086]"
2867,"[178.644, 160.861]","[-0.298, 0.858]","[-1.021, 2.252]"
2868,"[222.378, 163.016]","[2.008, 1.373]","[2.321, -0.713]"
2869,"[207.627, 186.614]","[-0.788, -0.305]","[2.274, -0.784]"
2870,"[306.664, 184.101]","[-0.167, -0.827]","[3.095, 1.371]"
2871,"[172.284, 134.818]","[0.835, -0.714]","[-2.646, 0.307]"
2872,"[286.257, 129.157]","[0.73, 1.363]","[0.46, -3.123]"
2873,"[195.78, 177.545]","[-1.152, -0.414]","[-2.783, 0.321]"
2874,"[191.291, 173.003]","[0.675, 1.312]","[-1.719, 1.273]"
2875,"[213.366, 188.779]","[1.083, 1.495]","[2.98, -0.168]"
2876,"[192.029, 191.057]","[0.68, 1.101]","[0.963, -2.039]"
2877,"[131.744, 116.237]","[-0.222, 1.126]","[-2.582, 0.663]"
2878,"[165.163, 143.836]","[0.965, -0.373]","[-1.334, 2.24]"
2879,"[204.922, 187.625]","[-0.066, -0.693]","[1.065, -2.006]"
2880,"[203.614, 144.306]","[0.153, 1.246]","[0.018, 2.861]"
2881,"[163.392, 148.907]","[-0.436, -1.914]","[1.76, -1.15]"
2882,"[226.105, 158.447]","[-0.569, -0.119]","[-0.112, -2.693]"
2883,"[244.161, 100.106]","[1.463, -0.085]","[1.347, -1.884]"
2884,"[208.054, 191.925]","[1.345, 1.112]","[0.081, -3.039]"
2885,"[145.78, 140.123]","[0.496, -1.21]","[2.664, -0.646]"
2886,"[265.088, 158.473]","[-0.678, -0.779]","[-0.1, 2.807]"
2887,"[143.198, 113.674]","[-1.282, 0.786]","[-0.404, 1.706]"
2888,"[180.955, 18.392]","[0.571, 0.574]","[-3.097, -3.097]"
2889,"[196.926, 173.532]","[1.43, 0.511]","[0.327, -2.744]"
2890,"[164.972, 125.503]","[0.336, 2.035]","[-2.499, 0.546]"
2891,"[187.225, 150.767]","[-0.713, -1.851]","[1.726, -1.922]"
2892,"[227.975, 190.714]","[-0.089, 0.114]","[-0.847, 2.16]"
2893,"[188.235, 186.46]","[-1.271, -0.407]","[-0.429, 2.649]"
2894,"[184.736, 184.269]","[-0.343, 0.146]","[-1.164, 1.903]"
2895,"[198.052, 148.34]","[-1.308, -0.097]","[-1.149, 1.754]"
2896,"[210.97, 176.47]","[-1.48, -0.741]","[2.746, 0.234]"
2897,"[211.441, 182.173]","[0.422, -0.231]","[-2.647, 0.232]"
2898,"[201.54, 170.336]","[0.691, 1.384]","[2.684, -0.415]"
2899,"[1112.268, 315.295]","[-0.343, -0.78]","[0.979, 0.461]"
2900,"[198.073, 187.517]","[-1.964, -1.311]","[0.9, -2.131]"
2901,"[140.968, 20.647]","[-0.633, 1.998]","[-2.015, -0.448]"
2902,"[156.319, 133.075]","[1.602, 0.055]","[-2.04, 1.242]"
2903,"[204.997, 172.31]","[-1.351, -0.588]","[1.871, -1.347]"
2904,"[561.015, 184.014]","[0.493, -0.149]","[0.978, -0.123]"
2905,"[241.457, 138.862]","[-0.409, 0.427]","[-1.291, 2.253]"
2906,"[188.276, 172.941]","[0.342, 1.273]","[0.329, -3.022]"
2907,"[325.3, 195.254]","[-0.909, -1.2]","[-2.757, -0.933]"
2908,"[195.787, 185.1]","[1.098, 1.689]","[1.037, -2.151]"
2909,"[193.18, 188.961]","[0.301, 0.988]","[1.688, -1.46]"
2910,"[206.183, 186.788]","[0.292, -0.118]","[1.372, -1.876]"
2911,"[204.687, 202.709]","[0.325, 0.275]","[1.074, -2.174]"
2912,"[206.799, 178.738]","[1.265, 0.812]","[-1.821, 1.266]"
2913,"[245.188, 155.7]","[0.893, 1.194]","[-2.53, 0.087]"
2914,"[161.843, 149.947]","[-0.063, -1.55]","[-1.78, 1.76]"
2915,"[193.867, 172.076]","[-0.358, -1.277]","[-1.173, 1.589]"
2916,"[328.331, 101.423]","[-1.604, -2.451]","[-0.587, 2.269]"
2917,"[208.004, 176.521]","[2.211, 1.904]","[-3.097, 0.162]"
2918,"[211.63, 210.131]","[-1.473, -1.378]","[2.457, -0.842]"
2919,"[179.849, 165.744]","[0.521, 1.559]","[1.106, -2.094]"
2920,"[231.924, 182.087]","[-0.079, 0.275]","[-2.762, 0.297]"
2921,"[233.897, 176.388]","[0.864, 0.406]","[-3.076, -0.429]"
2922,"[199.18, 198.416]","[-0.616, -1.007]","[0.479, -2.62]"
2923,"[353.424, 138.672]","[1.1, 1.198]","[-0.391, -2.714]"
2924,"[223.246, 185.312]","[-0.652, -0.889]","[-1.881, 0.799]"
2925,"[182.852, 170.648]","[1.162, 0.211]","[-2.657, 0.573]"
2926,"[229.601, 160.264]","[1.651, 1.381]","[-0.989, 2.142]"
2927,"[215.39, 190.184]","[1.438, 1.354]","[2.362, -0.578]"
2928,"[199.63, 139.003]","[-2.126, -0.743]","[-1.71, 0.788]"
2929,"[249.076, 127.277]","[0.067, -0.928]","[-2.92, 0.092]"
2930,"[499.473, 127.57]","[-0.391, 1.057]","[1.436, 1.698]"
2931,"[301.71, 66.332]","[-0.525, 1.452]","[-1.977, 0.696]"
2932,"[244.583, 227.187]","[1.591, 0.704]","[-2.709, 1.529]"
2933,"[158.437, 87.151]","[-1.917, 0.32]","[-0.294, -2.298]"
2934,"[198.456, 191.607]","[-0.001, 0.667]","[-3.087, 0.086]"
2935,"[172.641, 157.862]","[0.681, 1.934]","[-1.443, 1.869]"
2936,"[181.422, 171.632]","[1.345, 0.793]","[1.355, -1.689]"
2937,"[341.507, 116.466]","[0.497, -0.352]","[1.164, -1.882]"
2938,"[140.382, 133.012]","[0.509, -1.071]","[1.727, -1.883]"
2939,"[153.329, 141.672]","[1.569, -0.119]","[-2.559, 0.334]"
2940,"[235.733, 145.89]","[0.021, -0.433]","[-2.461, 1.253]"
2941,"[201.457, 177.715]","[0.304, 1.04]","[2.293, -1.189]"
2942,"[234.256, 156.991]","[-0.341, -0.617]","[1.625, -1.131]"
2943,"[201.418, 190.443]","[-0.429, -0.781]","[-1.554, 1.683]"
2944,"[200.49, 180.474]","[-1.554, -0.782]","[0.522, -2.56]"
2945,"[235.734, 215.058]","[-0.709, -1.48]","[2.762, 0.483]"
2946,"[276.601, 180.668]","[0.229, -0.321]","[-0.38, 1.656]"
2947,"[145.669, 137.513]","[1.454, -0.455]","[-1.523, 2.602]"
2948,"[213.537, 204.724]","[-0.316, -0.138]","[2.038, -1.315]"
2949,"[186.686, 186.275]","[0.323, -0.414]","[2.304, -1.094]"
2950,"[253.022, 129.979]","[-0.337, 0.789]","[2.945, -0.946]"
2951,"[175.381, 167.96]","[1.858, 0.679]","[2.198, -0.803]"
2952,"[173.176, 168.347]","[-0.106, 1.094]","[-1.117, 1.868]"
2953,"[198.437, 184.478]","[-1.006, -1.161]","[-1.379, 1.687]"
2954,"[214.492, 170.979]","[-0.547, -0.435]","[0.445, -2.778]"
2955,"[207.522, 192.346]","[1.172, 1.155]","[2.315, -1.084]"
2956,"[129.845, 127.043]","[0.854, -1.377]","[-2.031, 2.634]"
2957,"[200.02, 170.528]","[0.807, 0.363]","[-1.504, 1.59]"
2958,"[212.509, 178.948]","[-0.443, -0.773]","[0.241, -2.94]"
2959,"[385.335, 156.937]","[0.785, 0.986]","[-1.963, -0.059]"
2960,"[229.292, 212.828]","[1.132, 1.315]","[2.378, 0.171]"
2961,"[204.221, 134.572]","[1.68, 0.469]","[0.701, -2.242]"
2962,"[186.67, 186.639]","[-1.255, -0.57]","[0.319, -2.808]"
2963,"[175.612, 156.792]","[1.381, 0.085]","[2.735, -0.057]"
2964,"[176.484, 172.135]","[1.538, 0.52]","[1.694, -1.745]"
2965,"[227.124, 195.743]","[-0.255, -0.683]","[2.316, -0.011]"
2966,"[189.761, 179.539]","[0.38, 1.259]","[-0.112, 3.072]"
2967,"[265.955, 169.087]","[-2.094, -2.096]","[-1.395, 2.493]"
2968,"[127.97, 116.319]","[-0.906, 1.262]","[1.996, -1.102]"
2969,"[127.597, 122.9]","[2.078, 0.075]","[2.528, -0.649]"
2970,"[233.648, 169.532]","[-0.847, -0.442]","[-2.732, 0.12]"
2971,"[186.945, 186.805]","[1.063, 0.509]","[0.871, -2.341]"
2972,"[204.356, 201.95]","[0.924, 1.029]","[-0.007, -2.761]"
2973,"[198.331, 180.991]","[-1.331, -0.81]","[-1.381, 2.045]"
2974,"[197.981, 191.998]","[-1.055, -0.723]","[-2.656, 0.565]"
2975,"[208.601, 194.023]","[0.462, -0.128]","[-0.748, 2.484]"
2976,"[312.676, 163.423]","[0.831, -0.198]","[0.693, 2.264]"
2977,"[351.617, 146.568]","[0.888, 1.442]","[-1.253, 0.723]"
2978,"[190.5, 136.986]","[1.195, -0.314]","[2.849, -0.127]"
2979,"[182.312, 162.141]","[0.93, -0.577]","[2.8, -0.12]"
2980,"[339.784, 108.409]","[1.336, 0.4]","[2.9, 0.429]"
2981,"[246.491, 166.616]","[-1.036, -1.125]","[0.482, -2.292]"
2982,"[246.099, 153.32]","[-1.353, -0.195]","[-2.652, -0.698]"
2983,"[217.199, 152.952]","[1.147, 0.815]","[0.811, -2.257]"
2984,"[316.371, 131.82]","[-1.171, -0.131]","[1.88, -0.037]"
2985,"[157.67, 155.62]","[1.941, 0.415]","[-0.237, 2.797]"
2986,"[309.125, 147.91]","[-1.252, -1.675]","[-2.105, 2.016]"
2987,"[162.601, 162.21]","[1.426, 0.13]","[1.669, -1.308]"
2988,"[246.663, 148.874]","[0.542, 0.107]","[1.455, -2.742]"
2989,"[180.403, 166.578]","[-1.592, -0.562]","[2.091, -1.14]"
2990,"[188.723, 186.972]","[-1.752, -1.078]","[3.005, -0.144]"
2991,"[187.518, 177.243]","[1.016, 0.074]","[-1.012, 2.309]"
2992,"[182.271, 156.061]","[1.955, 0.793]","[2.852, -0.383]"
2993,"[146.977, 133.768]","[0.576, -1.161]","[2.565, -0.719]"
2994,"[436.52, 160.285]","[0.479, 1.424]","[-0.304, 0.906]"
2995,"[223.906, 165.593]","[-0.908, -0.327]","[-2.603, 0.669]"
2996,"[151.211, 135.515]","[0.804, -0.969]","[1.145, -1.682]"
2997,"[217.863, 181.989]","[0.023, 0.548]","[0.472, -3.029]"
2998,"[213.389, 153.921]","[-0.05, -0.915]","[-2.571, 0.822]"
2999,"[190.849, 177.72]","[-0.599, -0.4]","[1.179, -2.155]"
3000,"[188.613, 184.749]","[-0.844, -0.07]","[0.746, -2.278]"
3001,"[234.912, 155.773]","[-1.248, -0.489]","[-1.517, 2.249]"
3002,"[151.476, 141.216]","[-2.235, -0.563]","[2.088, -1.091]"
3003,"[287.147, 182.338]","[-0.343, -0.34]","[-0.343, 1.79]"
3004,"[195.428, 192.173]","[0.149, 0.443]","[-2.101, 1.003]"
3005,"[84.573, 78.999]","[-0.727, 2.358]","[-1.526, 1.272]"
3006,"[213.049, 182.729]","[-0.967, -0.348]","[2.947, 0.107]"
3007,"[239.952, 173.47]","[0.825, 0.997]","[-0.103, 3.007]"
3008,"[370.553, 185.087]","[0.507, 1.387]","[1.313, 2.656]"
3009,"[206.12, 197.132]","[-1.436, -1.379]","[-1.469, 1.587]"
3010,"[231.639, 222.583]","[0.236, 0.636]","[1.782, -1.363]"
3011,"[199.283, 166.45]","[-1.042, 0.186]","[0.251, 3.084]"
3012,"[207.315, 190.665]","[0.525, 0.642]","[-2.916, -0.056]"
3013,"[247.415, 93.384]","[1.23, -0.677]","[0.943, 2.837]"
3014,"[501.282, 459.62]","[-0.446, -0.095]","[-2.03, 1.628]"
3015,"[213.108, 151.853]","[0.167, 0.775]","[2.26, -1.1]"
3016,"[206.35, 197.361]","[-0.117, -0.243]","[-3.068, -0.316]"
3017,"[258.015, 156.772]","[0.428, 0.143]","[2.259, -0.505]"
3018,"[218.858, 180.157]","[-1.385, -1.144]","[0.465, -2.899]"
3019,"[203.476, 195.603]","[-0.159, -0.103]","[2.176, -0.953]"
3020,"[249.608, 123.806]","[0.24, -0.976]","[-2.431, 0.024]"
3021,"[176.763, 163.499]","[1.885, 1.617]","[3.017, -0.396]"
3022,"[188.076, 182.689]","[-0.133, 0.633]","[-1.283, 1.694]"
3023,"[205.351, 126.952]","[1.387, 0.301]","[1.794, -2.04]"
3024,"[215.099, 178.471]","[-0.474, -0.182]","[0.4, -2.829]"
3025,"[173.836, 170.108]","[-1.143, -0.019]","[-0.105, 2.977]"
3026,"[220.787, 146.966]","[-0.152, 0.56]","[-2.597, 0.635]"
3027,"[240.345, 171.448]","[-0.258, 0.253]","[1.818, -1.572]"
3028,"[124.747, 84.012]","[-1.321, 1.326]","[0.659, -3.01]"
3029,"[147.743, 138.279]","[0.043, -1.741]","[-0.13, -3.097]"
3030,"[496.149, 207.022]","[-0.863, -1.247]","[-3.022, 1.175]"
3031,"[201.038, 194.273]","[-1.615, -1.366]","[-0.893, 2.25]"
3032,"[140.451, 140.258]","[-0.765, 1.022]","[1.338, -1.826]"
3033,"[227.909, 141.611]","[-0.649, -1.644]","[2.804, -1.35]"
3034,"[219.5, 181.197]","[-0.677, 0.061]","[-1.805, 0.335]"
3035,"[207.237, 202.056]","[-0.635, -0.504]","[-1.602, 1.581]"
3036,"[247.987, 161.785]","[0.359, 0.867]","[-0.923, 2.672]"
3037,"[212.707, 158.509]","[1.34, 0.622]","[-1.855, 0.902]"
3038,"[218.88, 198.75]","[0.271, -0.48]","[0.681, -2.938]"
3039,"[282.716, 146.275]","[-1.792, -1.852]","[-0.202, -2.825]"
3040,"[298.073, 106.798]","[-0.15, -1.789]","[-2.615, 2.282]"
3041,"[292.401, 288.901]","[-1.036, -1.145]","[1.008, -2.127]"
3042,"[248.727, 189.742]","[-1.954, -1.831]","[1.766, -0.535]"
3043,"[217.421, 166.472]","[-1.636, -0.566]","[0.686, -2.969]"
3044,"[216.072, 139.785]","[0.498, -0.221]","[-0.736, 2.335]"
3045,"[265.163, 69.508]","[0.396, 2.413]","[1.79, -2.124]"
3046,"[173.724, 169.012]","[0.425, -0.825]","[1.503, -1.547]"
3047,"[215.562, 191.877]","[0.426, 0.498]","[0.995, -2.146]"
3048,"[219.807, 144.532]","[0.391, -0.605]","[-2.07, 1.295]"
3049,"[182.977, 153.014]","[2.041, 0.679]","[1.33, -1.158]"
3050,"[152.024, 115.439]","[-0.294, -2.239]","[-0.62, 2.7]"
3051,"[183.712, 181.006]","[-0.871, -1.789]","[-1.138, 1.958]"
3052,"[208.77, 184.222]","[-0.53, -0.907]","[-2.704, 0.66]"
3053,"[285.427, 106.047]","[-0.663, -1.96]","[2.044, -1.903]"
3054,"[230.682, 166.436]","[0.187, 0.221]","[-0.983, 2.436]"
3055,"[132.569, 120.385]","[-0.421, 1.657]","[1.005, -2.43]"
3056,"[216.401, 192.82]","[0.616, 0.563]","[1.604, -1.789]"
3057,"[176.473, 144.904]","[-1.08, 0.299]","[-3.075, 0.278]"
3058,"[213.005, 180.132]","[-1.376, -0.961]","[-2.729, 0.507]"
3059,"[248.915, 152.739]","[0.557, 1.268]","[0.583, 3.124]"
3060,"[208.538, 189.369]","[-0.839, -0.669]","[-0.932, 2.1]"
3061,"[102.425, 101.015]","[-1.57, 1.005]","[1.4, -1.875]"
3062,"[220.353, 180.633]","[0.917, 1.428]","[0.846, -2.445]"
3063,"[222.376, 183.072]","[0.669, 0.311]","[2.644, -0.691]"
3064,"[270.133, 147.174]","[0.554, 1.109]","[0.432, -2.234]"
3065,"[213.961, 116.282]","[0.403, 0.063]","[-1.272, 1.653]"
3066,"[199.156, 196.446]","[-0.189, -0.117]","[-1.974, 1.241]"
3067,"[154.978, 111.042]","[0.65, -1.334]","[-0.705, 3.063]"
3068,"[247.654, 131.499]","[-0.387, 0.644]","[-2.341, 0.143]"
3069,"[283.195, 120.181]","[-1.744, -0.655]","[2.083, -0.232]"
3070,"[170.527, 160.734]","[1.476, -0.308]","[1.164, -0.366]"
3071,"[237.218, 163.081]","[-1.437, -1.844]","[0.358, -2.602]"
3072,"[203.433, 150.923]","[0.295, 1.395]","[-0.081, -3.086]"
3073,"[168.055, 167.631]","[-1.424, -0.263]","[2.996, -0.005]"
3074,"[221.51, 158.714]","[0.062, 0.783]","[0.416, -1.939]"
3075,"[309.857, 125.995]","[-1.658, -1.81]","[-2.823, 0.558]"
3076,"[225.727, 178.556]","[1.822, 1.764]","[-1.975, 1.049]"
3077,"[218.757, 172.285]","[0.468, -0.207]","[-2.381, 0.878]"
3078,"[224.673, 196.074]","[1.484, 1.94]","[-1.758, 2.142]"
3079,"[167.496, 153.462]","[0.279, -0.951]","[2.109, -1.013]"
3080,"[201.13, 182.506]","[-0.143, -0.763]","[-2.476, 0.816]"
3081,"[186.689, 178.476]","[0.715, 1.585]","[-1.487, 1.871]"
3082,"[206.522, 183.339]","[-0.011, 0.639]","[0.058, -3.102]"
3083,"[472.2, 256.871]","[-1.105, -1.623]","[-2.83, -1.751]"
3084,"[311.25, 161.417]","[-1.148, -1.095]","[-2.19, 1.844]"
3085,"[371.179, 90.36]","[0.191, 1.202]","[-2.856, -0.397]"
3086,"[231.271, 180.595]","[0.352, 0.24]","[2.659, -0.04]"
3087,"[425.932, 117.045]","[-0.913, -1.116]","[-1.451, 2.543]"
3088,"[123.834, 120.938]","[-0.022, -2.204]","[-0.158, 2.397]"
3089,"[239.582, 231.106]","[0.101, 0.389]","[-0.275, -2.991]"
3090,"[182.259, 116.612]","[-1.995, -0.398]","[1.464, -2.054]"
3091,"[169.789, 158.086]","[0.648, -0.497]","[-1.851, 1.374]"
3092,"[220.276, 156.128]","[0.741, -0.381]","[2.796, -1.329]"
3093,"[220.867, 163.826]","[0.137, 1.146]","[1.411, -2.704]"
3094,"[1012.128, 69.926]","[-0.244, -0.081]","[-2.49, -0.773]"
3095,"[210.372, 188.966]","[-2.23, -1.465]","[0.992, -1.901]"
3096,"[59.434, 46.577]","[1.612, -2.443]","[2.811, -1.256]"
3097,"[213.312, 191.232]","[-1.517, -1.266]","[-2.6, 0.146]"
3098,"[236.39, 134.703]","[1.054, 0.024]","[1.633, -1.552]"
3099,"[205.52, 172.844]","[-0.077, 0.689]","[-1.822, 1.587]"
3100,"[165.699, 143.591]","[1.684, 0.124]","[-1.429, 1.713]"
3101,"[96.585, 93.781]","[-1.924, 0.798]","[-3.031, 0.151]"
3102,"[201.804, 186.269]","[-0.244, -0.561]","[-2.336, 0.712]"
3103,"[215.73, 187.131]","[0.008, -0.102]","[-2.03, 1.111]"
3104,"[180.454, 123.143]","[-1.571, 0.073]","[3.034, -0.369]"
3105,"[163.994, 150.424]","[-2.327, -1.081]","[2.269, -1.097]"
3106,"[229.601, 154.432]","[-0.993, -0.319]","[-2.536, 0.324]"
3107,"[210.962, 163.144]","[-1.075, -0.227]","[1.969, -1.101]"
3108,"[480.856, 129.888]","[-0.18, 0.302]","[-0.326, -2.757]"
3109,"[290.629, 124.849]","[-1.083, -1.608]","[-0.873, 0.964]"
