,Momenta,Eta,Phi
38353,"[797.275, 677.069]","[0.457, 0.864]","[-0.678, 2.41]"
38354,"[346.864, 292.717]","[2.159, 0.36]","[2.831, -0.488]"
38355,"[517.544, 489.611]","[-0.811, -0.901]","[-0.56, 2.599]"
38356,"[500.714, 489.027]","[0.936, 0.387]","[-1.582, 1.572]"
38357,"[505.943, 488.763]","[-0.031, 1.805]","[2.832, -0.331]"
38358,"[361.734, 347.23]","[-0.181, -1.599]","[0.807, -2.449]"
38359,"[472.555, 436.221]","[1.03, 0.644]","[1.635, -1.503]"
38360,"[365.502, 361.715]","[-1.637, 0.219]","[-0.201, 3.004]"
38361,"[378.954, 368.404]","[0.182, 1.644]","[-1.97, 1.143]"
38362,"[715.051, 630.39]","[0.052, 1.988]","[-1.341, 1.82]"
38363,"[545.172, 432.177]","[-0.372, -0.776]","[0.352, -2.8]"
38364,"[513.797, 366.19]","[1.362, 0.138]","[2.27, -0.886]"
38365,"[358.623, 327.143]","[2.284, 0.333]","[2.355, -0.731]"
38366,"[548.838, 472.855]","[-0.374, -1.345]","[2.848, -0.283]"
38367,"[576.833, 566.791]","[0.729, 0.454]","[-0.654, 2.491]"
38368,"[450.061, 447.847]","[-1.157, -0.477]","[-3.007, 0.145]"
38369,"[342.034, 324.421]","[-0.915, 0.737]","[1.622, -1.378]"
38370,"[390.825, 376.026]","[0.342, 1.667]","[2.093, -1.039]"
38371,"[627.981, 133.864]","[0.594, -1.069]","[-1.269, 1.992]"
38372,"[537.933, 428.177]","[0.503, -0.595]","[0.46, -2.594]"
38373,"[678.349, 543.41]","[0.027, -1.377]","[-2.919, 0.116]"
38374,"[487.025, 465.714]","[1.231, -0.056]","[-2.368, 0.775]"
38375,"[495.622, 463.869]","[-0.997, -1.267]","[-1.888, 1.366]"
38376,"[429.311, 424.969]","[-0.289, 1.371]","[-0.984, 2.129]"
38377,"[314.484, 255.252]","[-1.744, 0.285]","[-1.965, 1.22]"
38378,"[327.502, 315.034]","[-1.613, 0.855]","[-2.608, 0.462]"
38379,"[288.711, 271.263]","[-0.783, 2.024]","[-2.364, 1.761]"
38380,"[488.78, 474.261]","[-0.363, 0.66]","[-2.285, 0.853]"
38381,"[590.81, 492.303]","[-0.373, -0.588]","[-1.545, 1.647]"
38382,"[335.012, 287.442]","[2.174, -0.076]","[0.749, -2.288]"
38383,"[613.965, 611.702]","[-0.02, 0.582]","[-1.166, 1.977]"
38384,"[659.008, 507.036]","[-0.365, -0.297]","[2.218, -0.74]"
38385,"[402.473, 388.078]","[-1.439, -0.137]","[-1.873, 1.183]"
38386,"[405.562, 387.062]","[0.425, -1.373]","[-0.08, 3.036]"
38387,"[483.805, 481.444]","[-0.762, -0.101]","[0.856, -2.362]"
38388,"[421.296, 390.482]","[1.703, 0.138]","[-2.582, 0.562]"
38389,"[384.155, 352.939]","[-0.941, 0.467]","[0.185, -3.099]"
38390,"[571.814, 456.198]","[0.512, 0.399]","[-3.046, -0.108]"
38391,"[418.409, 346.162]","[-0.052, 1.209]","[-1.345, 1.771]"
38392,"[360.013, 350.159]","[0.947, -0.862]","[-0.879, 2.188]"
38393,"[538.191, 277.252]","[-0.626, 1.165]","[-0.214, 2.552]"
38394,"[643.345, 634.374]","[1.2, -1.115]","[-2.91, 0.228]"
38395,"[432.042, 416.9]","[-0.286, -1.603]","[2.291, -0.882]"
38396,"[352.751, 352.035]","[0.28, -1.361]","[-0.228, 2.922]"
38397,"[605.455, 592.998]","[-0.942, -1.066]","[-1.888, 1.259]"
38398,"[402.631, 385.32]","[-1.362, 0.598]","[1.731, -1.432]"
38399,"[398.67, 382.482]","[-1.077, 0.209]","[2.873, -0.156]"
38400,"[453.318, 446.941]","[-0.0, 1.577]","[-0.596, 2.551]"
38401,"[496.93, 470.701]","[0.55, 1.151]","[3.014, -0.255]"
38402,"[1057.933, 332.146]","[-0.549, -0.573]","[-2.728, 0.825]"
38403,"[354.529, 352.646]","[-0.243, -1.874]","[0.379, -2.67]"
38404,"[444.246, 439.029]","[-0.685, -1.392]","[2.022, -1.114]"
38405,"[548.421, 542.496]","[-0.901, -0.978]","[-0.198, 2.916]"
38406,"[257.03, 186.664]","[-1.504, 1.412]","[-2.663, 1.852]"
38407,"[334.17, 103.88]","[1.546, -1.981]","[0.347, -2.938]"
38408,"[529.568, 513.829]","[-0.551, -0.832]","[-2.56, 0.555]"
38409,"[466.263, 450.292]","[2.319, 1.282]","[2.645, -0.602]"
38410,"[466.683, 458.458]","[0.915, 1.469]","[1.937, -1.211]"
38411,"[941.477, 936.502]","[1.128, 0.33]","[0.545, -2.593]"
38412,"[519.22, 477.017]","[-0.035, 0.165]","[2.087, -1.129]"
38413,"[281.747, 232.459]","[-0.082, 2.381]","[-1.134, 1.986]"
38414,"[509.719, 241.601]","[1.793, -0.113]","[-3.02, 0.382]"
38415,"[334.488, 298.893]","[-0.051, 1.341]","[-2.552, 0.824]"
38416,"[410.125, 392.553]","[0.343, 1.406]","[-1.637, 1.839]"
38417,"[267.15, 251.451]","[1.907, -0.489]","[0.911, -2.213]"
38418,"[474.421, 368.415]","[-0.213, -1.732]","[-1.4, 2.307]"
38419,"[289.781, 278.191]","[0.656, -1.981]","[2.452, -1.011]"
38420,"[433.891, 430.665]","[0.178, -1.121]","[0.199, -2.973]"
38421,"[131.46, 130.479]","[2.028, -1.881]","[-0.272, 0.949]"
38422,"[506.914, 466.308]","[0.582, 2.098]","[-0.5, 2.581]"
38423,"[517.491, 462.626]","[-0.098, -0.291]","[-0.783, 2.322]"
38424,"[429.18, 414.432]","[-1.017, -2.051]","[0.991, -2.016]"
38425,"[499.057, 440.262]","[1.852, 0.37]","[-0.527, 2.584]"
38426,"[192.647, 175.433]","[1.485, -1.732]","[1.738, -1.42]"
38427,"[721.8, 428.634]","[0.377, 0.561]","[1.971, -1.702]"
38428,"[527.572, 495.792]","[-0.012, 0.715]","[2.626, -0.446]"
38429,"[949.773, 868.376]","[-0.913, -1.208]","[-0.32, 2.843]"
38430,"[508.836, 487.667]","[-1.456, -0.153]","[-0.389, 2.748]"
38431,"[323.927, 302.521]","[0.283, 2.256]","[-1.9, 1.253]"
38432,"[449.989, 433.166]","[-0.168, -0.091]","[0.274, -2.837]"
38433,"[457.55, 408.008]","[-1.578, -0.236]","[-2.304, 1.023]"
38434,"[591.615, 581.155]","[0.059, 0.542]","[1.893, -1.255]"
38435,"[551.281, 425.763]","[0.359, -0.57]","[2.85, -0.137]"
38436,"[439.954, 425.357]","[-0.457, 0.29]","[-0.103, 3.022]"
38437,"[468.28, 464.231]","[1.654, -0.596]","[-0.593, 2.534]"
38438,"[494.289, 434.393]","[-0.918, -0.748]","[-1.709, 1.369]"
38439,"[439.943, 422.248]","[0.907, 1.583]","[2.443, -0.47]"
38440,"[661.409, 620.996]","[1.293, 0.198]","[0.854, -2.294]"
38441,"[652.924, 640.885]","[-0.329, -0.982]","[-0.117, 3.073]"
38442,"[482.585, 270.19]","[-0.61, 1.869]","[0.158, 3.113]"
38443,"[525.798, 510.599]","[-0.629, -0.768]","[1.382, -1.846]"
38444,"[318.585, 315.715]","[-0.27, -2.113]","[0.995, -2.232]"
38445,"[586.319, 586.032]","[0.648, -0.841]","[-0.029, 3.101]"
38446,"[398.174, 378.144]","[-0.726, 0.863]","[-2.947, 0.181]"
38447,"[458.216, 452.445]","[-0.217, -0.86]","[-1.23, 2.134]"
38448,"[1008.272, 899.112]","[0.434, 0.236]","[-2.223, 0.771]"
38449,"[337.47, 277.766]","[0.523, -2.095]","[-0.223, 3.056]"
38450,"[543.185, 539.003]","[0.123, 1.255]","[-2.847, 0.293]"
38451,"[474.857, 472.623]","[-0.732, -0.851]","[-2.655, 0.455]"
38452,"[621.665, 595.772]","[-1.197, -1.395]","[-1.58, 1.526]"
38453,"[793.954, 761.702]","[0.618, 1.188]","[-2.946, 0.159]"
38454,"[468.586, 341.535]","[0.747, -0.663]","[-2.971, 0.322]"
38455,"[493.212, 432.834]","[1.344, 0.582]","[2.847, -0.232]"
38456,"[340.995, 329.559]","[-0.017, -1.854]","[-2.238, 0.874]"
38457,"[882.198, 879.439]","[-0.225, 0.135]","[-0.051, 3.092]"
38458,"[440.765, 373.819]","[0.93, -1.529]","[-0.207, 2.885]"
38459,"[425.436, 324.531]","[0.447, 2.375]","[2.167, -1.026]"
38460,"[391.377, 359.605]","[-0.364, 1.324]","[-0.488, 2.758]"
38461,"[572.118, 567.882]","[-0.534, 0.198]","[-2.753, 0.354]"
38462,"[462.012, 456.781]","[0.865, -0.847]","[-2.831, 0.21]"
38463,"[485.974, 421.609]","[0.497, 0.036]","[0.424, -2.839]"
38464,"[595.277, 428.206]","[-0.178, 0.441]","[1.381, -1.493]"
38465,"[485.286, 466.431]","[-1.654, -0.3]","[3.028, -0.186]"
38466,"[376.602, 370.583]","[-1.104, 0.184]","[1.606, -1.556]"
38467,"[457.082, 423.675]","[-0.032, -1.034]","[0.598, -3.039]"
38468,"[598.469, 531.891]","[-1.594, -0.745]","[1.53, -1.549]"
38469,"[381.997, 377.827]","[-1.181, 0.094]","[-2.445, 0.734]"
38470,"[597.768, 576.597]","[0.377, 0.447]","[3.032, 0.057]"
38471,"[207.265, 202.117]","[-2.387, 1.732]","[1.429, -1.787]"
38472,"[606.586, 594.763]","[1.003, 1.605]","[-1.842, 1.298]"
38473,"[611.641, 584.946]","[-1.372, -1.437]","[-3.008, 0.173]"
38474,"[548.144, 524.888]","[-0.708, -0.783]","[-1.552, 1.545]"
38475,"[908.602, 672.549]","[-0.058, 1.033]","[-2.206, 0.696]"
38476,"[302.447, 302.072]","[1.174, -1.013]","[0.916, -2.177]"
38477,"[243.599, 216.609]","[0.594, -2.424]","[1.921, -1.213]"
38478,"[389.645, 360.595]","[-0.056, -1.7]","[2.223, -0.951]"
38479,"[364.023, 345.395]","[-1.638, 0.025]","[-1.072, 2.137]"
38480,"[504.498, 478.38]","[-0.011, 0.6]","[-2.292, 0.861]"
38481,"[512.05, 471.359]","[-0.523, 0.273]","[1.508, -1.696]"
38482,"[638.802, 600.364]","[0.992, 0.58]","[0.004, 3.092]"
38483,"[813.472, 796.6]","[0.742, 0.785]","[-1.182, 1.886]"
38484,"[671.734, 627.294]","[-0.788, 0.787]","[-1.742, 1.526]"
38485,"[453.643, 436.608]","[-0.792, 0.092]","[3.084, -0.08]"
38486,"[905.573, 187.474]","[-0.171, 1.012]","[0.594, -2.451]"
38487,"[431.8, 412.464]","[0.124, -0.727]","[0.489, -2.673]"
38488,"[669.272, 341.832]","[-0.454, 1.201]","[-2.182, 1.818]"
38489,"[376.662, 269.24]","[-1.27, -0.118]","[-0.048, -3.006]"
38490,"[854.873, 834.767]","[-0.447, -0.52]","[0.819, -2.38]"
38491,"[631.322, 629.073]","[1.579, 0.539]","[-0.586, 2.582]"
38492,"[469.594, 311.945]","[-1.391, -2.021]","[1.818, -1.249]"
38493,"[432.311, 399.999]","[0.432, -0.473]","[-2.655, 0.434]"
38494,"[880.883, 876.313]","[-0.257, -0.255]","[0.34, -2.795]"
38495,"[269.475, 161.754]","[-1.917, 0.391]","[2.241, -1.557]"
38496,"[269.359, 259.971]","[-0.462, 1.909]","[0.154, -3.03]"
38497,"[397.367, 69.33]","[-0.202, -0.402]","[-3.022, -2.994]"
38498,"[444.43, 384.274]","[-0.191, 0.176]","[0.297, -2.709]"
38499,"[384.053, 375.558]","[0.726, -0.851]","[2.233, -0.91]"
38500,"[808.24, 779.758]","[-1.366, -0.48]","[1.333, -1.851]"
38501,"[294.16, 289.02]","[1.759, -0.753]","[0.29, -2.879]"
38502,"[609.009, 602.904]","[-0.29, 0.168]","[-0.986, 2.193]"
38503,"[1898.615, 1851.938]","[-0.356, 0.29]","[2.887, -0.233]"
38504,"[463.834, 414.949]","[-0.522, -1.374]","[-1.358, 1.869]"
38505,"[499.674, 471.904]","[0.326, -0.894]","[-1.609, 1.518]"
38506,"[469.083, 442.845]","[-0.572, -0.56]","[-0.502, 2.319]"
38507,"[372.429, 327.543]","[0.484, -1.966]","[-2.216, 0.963]"
38508,"[318.365, 303.889]","[0.216, 2.218]","[2.019, -1.183]"
38509,"[427.165, 379.944]","[0.567, -1.885]","[1.113, -2.024]"
38510,"[608.521, 562.016]","[0.175, -0.824]","[0.72, -2.432]"
38511,"[580.276, 524.234]","[-0.307, 0.108]","[-1.545, 1.532]"
38512,"[566.479, 477.925]","[-0.727, -1.102]","[-1.662, 1.554]"
38513,"[282.255, 273.168]","[0.802, -2.079]","[-0.831, 2.291]"
38514,"[444.118, 436.787]","[-1.392, -1.959]","[-1.895, 1.299]"
38515,"[449.443, 445.117]","[-0.041, -0.85]","[-1.223, 1.922]"
38516,"[853.375, 793.651]","[0.688, -1.097]","[-2.482, 0.653]"
38517,"[448.67, 379.377]","[2.243, 1.217]","[-2.689, 0.356]"
38518,"[627.171, 523.011]","[-0.338, 0.191]","[2.119, -1.425]"
38519,"[363.599, 343.397]","[1.076, -0.55]","[1.683, -1.38]"
38520,"[362.613, 287.627]","[1.387, -0.755]","[1.923, -1.084]"
38521,"[593.585, 584.232]","[-0.684, -0.911]","[-2.714, 0.438]"
38522,"[666.019, 317.597]","[-0.457, -1.739]","[-1.203, 1.915]"
38523,"[531.446, 527.865]","[-0.698, 0.19]","[-1.33, 1.904]"
38524,"[679.241, 574.148]","[-0.344, 0.121]","[1.704, -1.383]"
38525,"[480.611, 438.666]","[-0.788, -2.324]","[-2.263, 0.995]"
38526,"[412.586, 379.654]","[-0.156, 1.06]","[-1.218, 1.843]"
38527,"[439.205, 322.982]","[-2.248, -0.148]","[0.505, 2.911]"
38528,"[430.131, 413.582]","[-0.011, 1.774]","[0.903, -2.22]"
38529,"[526.371, 427.355]","[0.302, -0.36]","[0.535, -2.393]"
38530,"[402.839, 395.795]","[-0.783, 0.637]","[0.863, -2.262]"
38531,"[432.018, 413.061]","[-0.744, 0.006]","[2.098, -0.935]"
38532,"[503.71, 21.534]","[-0.527, -0.534]","[-0.372, -0.378]"
38533,"[480.347, 466.247]","[0.295, 1.393]","[-0.565, 2.154]"
38534,"[431.199, 424.133]","[0.182, -1.312]","[0.921, -3.103]"
38535,"[566.755, 409.564]","[0.119, -0.577]","[-0.637, 2.851]"
38536,"[252.505, 237.811]","[-1.565, 1.248]","[1.825, -1.348]"
38537,"[598.514, 591.424]","[0.057, 1.451]","[-2.811, 0.337]"
38538,"[264.897, 260.795]","[-1.975, 0.325]","[-2.974, 0.185]"
38539,"[540.799, 536.195]","[-0.503, -0.167]","[2.889, -0.248]"
38540,"[424.985, 395.288]","[1.3, 0.38]","[1.299, -1.739]"
38541,"[398.232, 373.087]","[-0.603, -1.838]","[-1.311, 1.78]"
38542,"[492.389, 484.062]","[0.751, 1.127]","[-0.216, 2.892]"
38543,"[460.239, 414.857]","[-2.337, -1.277]","[-2.81, -0.222]"
38544,"[475.226, 448.412]","[-0.032, 0.009]","[-2.669, 0.448]"
38545,"[539.441, 533.064]","[1.903, 0.402]","[-0.175, 2.98]"
38546,"[353.057, 314.307]","[0.963, -0.766]","[2.76, -0.341]"
38547,"[501.918, 454.771]","[-0.565, -0.798]","[-0.059, 3.034]"
38548,"[597.008, 580.674]","[2.101, 1.289]","[-1.977, 1.161]"
38549,"[457.555, 387.697]","[-0.669, -2.085]","[-0.194, 3.012]"
38550,"[950.053, 428.992]","[0.927, 0.13]","[-2.713, -0.869]"
38551,"[298.092, 291.984]","[-1.738, 0.893]","[-1.243, 1.956]"
38552,"[453.704, 431.104]","[0.464, 1.099]","[-0.581, 2.547]"
38553,"[332.233, 315.608]","[2.28, -0.912]","[-0.811, 1.901]"
38554,"[438.743, 419.909]","[-1.162, -0.027]","[-2.577, 0.651]"
38555,"[485.794, 481.088]","[-1.942, -1.142]","[-1.882, 1.352]"
38556,"[419.682, 418.91]","[0.741, -0.359]","[-1.779, 1.354]"
38557,"[337.63, 320.965]","[0.486, -1.344]","[2.898, -0.177]"
38558,"[500.697, 498.986]","[0.596, 0.859]","[-1.129, 2.022]"
38559,"[740.959, 194.073]","[-0.452, 0.93]","[-2.609, 0.399]"
38560,"[315.852, 314.123]","[-1.82, 0.416]","[1.412, -1.742]"
38561,"[559.889, 290.234]","[1.097, 2.216]","[1.966, -1.136]"
38562,"[423.336, 420.419]","[-2.21, -1.066]","[0.987, -2.165]"
38563,"[336.914, 332.031]","[-0.059, 2.266]","[0.478, -2.659]"
38564,"[427.379, 426.632]","[0.648, -0.53]","[0.052, -3.12]"
38565,"[251.693, 243.278]","[0.978, -1.458]","[-2.908, 0.275]"
38566,"[578.458, 386.445]","[0.026, 1.544]","[-1.182, 2.363]"
38567,"[546.115, 545.365]","[-0.38, 0.478]","[-1.045, 2.053]"
38568,"[819.404, 810.03]","[0.992, 0.611]","[1.959, -1.242]"
38569,"[514.52, 490.784]","[-1.801, -1.18]","[2.792, -0.369]"
38570,"[491.058, 422.449]","[0.492, 1.188]","[-1.876, 1.391]"
38571,"[480.397, 433.437]","[-0.71, -0.609]","[-0.346, 2.91]"
38572,"[585.932, 412.072]","[-0.41, -0.756]","[-2.152, 0.751]"
38573,"[389.99, 360.941]","[1.123, -0.528]","[3.032, -0.216]"
38574,"[323.232, 297.031]","[-1.788, 0.164]","[-1.867, 1.449]"
38575,"[382.448, 377.871]","[1.216, 0.015]","[-0.284, 2.856]"
38576,"[549.418, 444.488]","[0.138, 1.173]","[3.116, -0.378]"
38577,"[501.503, 497.091]","[0.016, 2.206]","[-0.453, 2.673]"
38578,"[505.935, 268.457]","[-1.226, 1.971]","[2.069, -0.704]"
38579,"[495.398, 494.239]","[1.454, 1.805]","[-2.9, 0.248]"
38580,"[592.132, 357.58]","[0.74, -0.201]","[-2.908, 0.857]"
38581,"[378.667, 279.414]","[1.555, -0.193]","[-2.32, 0.358]"
38582,"[417.309, 108.801]","[1.669, -1.407]","[1.174, -0.77]"
38583,"[243.269, 214.666]","[-1.472, 1.281]","[0.659, -2.681]"
38584,"[381.988, 364.544]","[-2.162, -0.507]","[-0.356, 2.792]"
38585,"[460.271, 442.773]","[0.265, -0.586]","[0.73, -2.451]"
38586,"[613.42, 608.975]","[-0.963, -0.666]","[-2.025, 1.091]"
38587,"[180.876, 116.565]","[-1.808, 1.513]","[-1.409, 2.386]"
38588,"[358.851, 349.395]","[-1.18, 0.616]","[-0.669, 2.463]"
38589,"[450.418, 443.192]","[0.053, -0.229]","[2.461, -0.681]"
38590,"[398.605, 381.787]","[0.143, -1.138]","[-0.538, 2.541]"
38591,"[262.751, 229.255]","[-1.195, 1.247]","[-2.827, 0.47]"
38592,"[553.055, 352.657]","[-1.469, -0.845]","[-1.285, 1.561]"
38593,"[352.463, 334.508]","[-1.226, 0.529]","[-2.328, 0.818]"
38594,"[928.579, 892.213]","[0.129, 1.155]","[0.294, -2.837]"
38595,"[341.683, 236.428]","[-2.084, 0.026]","[-2.681, 0.969]"
38596,"[786.946, 640.316]","[1.326, 1.497]","[0.149, -3.077]"
38597,"[738.341, 727.018]","[0.447, -0.078]","[2.006, -1.128]"
38598,"[406.642, 400.855]","[-0.423, 1.876]","[0.032, -3.131]"
38599,"[502.646, 466.545]","[0.588, 1.949]","[-2.002, 1.225]"
38600,"[457.94, 337.219]","[-1.627, 0.257]","[2.867, 0.28]"
38601,"[539.173, 471.662]","[0.047, 1.122]","[-1.596, 1.475]"
38602,"[111.038, 94.398]","[-2.163, 2.274]","[1.418, -1.531]"
38603,"[775.31, 723.832]","[0.916, -0.711]","[2.472, -0.656]"
38604,"[378.218, 347.117]","[0.465, 2.144]","[-1.639, 1.555]"
38605,"[574.651, 568.355]","[-0.173, -0.588]","[1.522, -1.6]"
38606,"[608.943, 603.38]","[0.728, 2.004]","[-2.262, 0.91]"
38607,"[556.337, 470.851]","[-0.106, -0.38]","[3.099, -0.051]"
38608,"[245.59, 232.997]","[0.611, -2.17]","[-2.341, 0.551]"
38609,"[816.505, 194.254]","[-0.038, 1.324]","[0.536, 2.77]"
38610,"[1253.809, 1122.876]","[0.322, -0.919]","[0.709, -2.415]"
38611,"[460.808, 457.649]","[1.176, 0.553]","[-0.513, 2.605]"
38612,"[491.371, 475.388]","[0.892, 1.329]","[1.861, -1.35]"
38613,"[742.44, 708.792]","[0.463, 1.744]","[-1.361, 1.786]"
38614,"[540.984, 539.677]","[1.404, -0.537]","[0.98, -2.146]"
38615,"[423.27, 417.692]","[0.812, -0.808]","[1.491, -1.736]"
38616,"[543.938, 536.49]","[1.922, 0.578]","[-3.066, 0.073]"
38617,"[466.291, 418.358]","[-0.3, -1.271]","[-2.362, 0.672]"
38618,"[572.693, 567.121]","[-0.705, 0.601]","[-0.549, 2.59]"
38619,"[252.515, 244.283]","[-2.366, 0.057]","[1.79, -1.516]"
38620,"[553.792, 549.808]","[0.097, 1.634]","[-0.355, 2.77]"
38621,"[437.184, 435.863]","[1.573, 2.372]","[-0.877, 2.213]"
38622,"[391.742, 384.338]","[-0.664, 1.083]","[-1.203, 1.714]"
38623,"[319.781, 316.316]","[-0.76, 1.057]","[2.03, -1.082]"
38624,"[527.135, 452.102]","[-0.238, -0.71]","[-2.186, 1.022]"
38625,"[495.226, 448.812]","[1.529, 0.804]","[2.608, -0.273]"
38626,"[726.742, 711.129]","[-0.761, -0.645]","[-0.438, 2.87]"
38627,"[238.186, 220.704]","[0.241, -2.345]","[-1.56, 1.429]"
38628,"[701.038, 504.667]","[-1.708, -0.769]","[-2.852, 0.927]"
38629,"[403.558, 370.207]","[1.303, -0.077]","[-1.635, 1.426]"
38630,"[605.154, 586.132]","[-0.583, 1.256]","[-1.31, 1.856]"
38631,"[461.274, 451.535]","[-0.236, -1.845]","[-2.83, -0.493]"
38632,"[445.752, 435.183]","[0.981, 1.902]","[-0.598, 2.565]"
38633,"[575.985, 445.717]","[-1.26, -0.49]","[-0.825, 2.674]"
38634,"[418.53, 416.887]","[-1.131, -0.247]","[-1.72, 1.368]"
38635,"[435.825, 435.578]","[-0.963, -1.603]","[-2.624, 0.481]"
38636,"[671.597, 594.936]","[1.188, 1.33]","[0.247, -2.961]"
38637,"[594.392, 564.714]","[-0.289, 0.716]","[-1.799, 1.618]"
38638,"[300.289, 258.496]","[-0.738, 1.469]","[2.912, 0.181]"
38639,"[472.935, 316.971]","[-0.811, -0.49]","[2.166, -1.138]"
38640,"[720.479, 659.06]","[-1.756, 0.397]","[2.288, -0.76]"
38641,"[706.142, 667.523]","[0.425, 0.434]","[2.991, -0.159]"
38642,"[479.83, 418.645]","[-0.305, 0.411]","[2.536, -0.568]"
38643,"[602.932, 571.308]","[0.494, -0.927]","[-2.153, 0.927]"
38644,"[393.756, 324.932]","[-0.891, 2.154]","[-3.007, 0.112]"
38645,"[652.964, 650.597]","[-0.637, -1.291]","[-0.594, 2.542]"
38646,"[498.76, 406.468]","[0.556, 1.2]","[1.544, -1.741]"
38647,"[548.69, 477.588]","[-0.781, -0.349]","[2.339, -0.892]"
38648,"[394.464, 174.391]","[0.988, -0.962]","[0.559, -2.149]"
38649,"[470.406, 436.01]","[0.76, 1.78]","[1.989, -1.173]"
38650,"[433.424, 431.845]","[1.248, 0.148]","[-1.015, 2.113]"
38651,"[265.8, 253.94]","[1.19, -1.205]","[-2.838, 0.575]"
38652,"[291.151, 281.317]","[-0.875, 1.187]","[0.998, -2.147]"
38653,"[375.663, 337.221]","[-1.119, 0.949]","[0.615, -2.371]"
38654,"[502.501, 425.289]","[1.592, 1.134]","[1.692, -1.624]"
38655,"[550.056, 436.087]","[-0.683, -0.589]","[0.881, -2.216]"
38656,"[729.547, 716.74]","[1.63, -0.206]","[2.023, -1.135]"
38657,"[494.575, 458.656]","[1.218, 1.748]","[0.306, -2.844]"
38658,"[468.239, 462.489]","[-0.035, -0.686]","[1.799, -1.284]"
38659,"[437.706, 436.956]","[-0.161, -0.777]","[1.194, -1.912]"
38660,"[506.874, 471.642]","[0.82, 0.271]","[3.02, -0.241]"
38661,"[392.421, 378.795]","[-0.978, -2.443]","[-1.446, 1.724]"
38662,"[425.808, 401.197]","[-2.072, -1.127]","[-0.862, 2.288]"
38663,"[338.482, 253.791]","[-0.691, 1.439]","[-1.641, 1.133]"
38664,"[417.183, 414.898]","[-0.252, 0.628]","[2.949, -0.129]"
38665,"[1163.209, 1119.105]","[-0.573, 0.11]","[2.103, -1.021]"
38666,"[607.575, 323.213]","[0.067, 1.172]","[2.847, -0.772]"
38667,"[257.338, 248.057]","[-1.896, 0.582]","[-0.106, 3.102]"
38668,"[489.949, 425.968]","[-0.735, 0.292]","[1.896, -0.765]"
38669,"[457.72, 456.698]","[1.394, 0.857]","[-1.992, 1.214]"
38670,"[579.467, 523.895]","[-0.668, 0.004]","[-0.039, 2.786]"
38671,"[378.624, 373.604]","[-1.044, 0.638]","[-0.105, 3.046]"
38672,"[231.307, 190.823]","[0.791, -2.435]","[1.249, -1.615]"
38673,"[214.637, 214.628]","[0.928, -2.169]","[0.765, -2.371]"
38674,"[692.651, 670.89]","[0.263, 0.623]","[0.464, -2.646]"
38675,"[185.198, 164.954]","[1.924, -1.385]","[2.866, -0.332]"
38676,"[574.221, 550.76]","[0.833, 1.068]","[2.28, -0.877]"
38677,"[400.421, 390.791]","[-2.305, -1.243]","[-1.661, 1.462]"
38678,"[440.915, 431.856]","[1.201, 2.29]","[-0.052, 3.091]"
38679,"[273.577, 264.635]","[0.97, -1.421]","[1.806, -1.346]"
38680,"[521.337, 505.002]","[1.658, -0.326]","[-0.022, -3.117]"
38681,"[635.785, 602.036]","[0.722, 1.218]","[-0.924, 2.199]"
38682,"[388.346, 363.275]","[-0.178, -1.987]","[-3.11, -0.09]"
38683,"[470.611, 465.385]","[-0.163, -1.451]","[-2.949, 0.229]"
38684,"[454.072, 453.671]","[0.938, -0.046]","[2.056, -1.064]"
38685,"[552.809, 514.802]","[0.273, -0.432]","[-2.154, 0.904]"
38686,"[381.951, 308.679]","[-0.181, 1.895]","[2.198, -1.2]"
38687,"[431.261, 430.661]","[-0.365, 0.651]","[-2.786, 0.368]"
38688,"[217.983, 170.336]","[1.106, -2.198]","[0.307, -2.798]"
38689,"[696.604, 551.848]","[-1.626, -1.303]","[-0.604, 2.502]"
38690,"[354.004, 329.707]","[2.314, 0.683]","[0.141, -3.055]"
38691,"[468.324, 444.744]","[0.073, 0.876]","[-2.571, 0.487]"
38692,"[498.316, 489.607]","[0.179, 1.008]","[-2.725, 0.374]"
38693,"[488.936, 435.473]","[1.823, 1.644]","[0.871, -2.31]"
38694,"[555.102, 553.929]","[-0.837, 0.135]","[-1.009, 2.134]"
38695,"[149.052, 80.632]","[-2.297, 1.958]","[2.454, -0.629]"
38696,"[387.505, 366.912]","[-2.217, -0.053]","[-0.586, 2.468]"
38697,"[270.561, 259.92]","[-0.727, 1.579]","[-0.767, 2.068]"
38698,"[452.597, 425.178]","[-0.733, 0.211]","[-0.172, 2.975]"
38699,"[539.151, 523.167]","[1.601, 0.206]","[-2.455, 0.599]"
38700,"[237.324, 188.933]","[-0.384, 2.448]","[-0.961, 2.227]"
38701,"[536.619, 515.112]","[-0.337, -0.662]","[2.648, -0.55]"
38702,"[785.854, 766.94]","[1.277, 1.096]","[-2.709, 0.464]"
38703,"[490.142, 430.587]","[1.034, 0.958]","[-2.027, 1.081]"
38704,"[305.297, 180.713]","[1.681, -0.829]","[2.935, -0.226]"
38705,"[272.406, 269.285]","[-2.144, 0.187]","[-1.87, 1.23]"
38706,"[366.236, 365.914]","[-1.256, 0.53]","[-2.36, 0.79]"
38707,"[420.833, 419.71]","[-0.284, -1.083]","[-0.43, 2.746]"
38708,"[617.75, 608.797]","[0.788, 0.932]","[-2.518, 0.59]"
38709,"[516.5, 509.118]","[0.274, 0.269]","[3.109, -0.028]"
