,Momenta,Eta,Phi
11316,"[401.378, 371.212]","[1.325, 2.377]","[-1.396, 1.496]"
11317,"[332.559, 246.894]","[-1.333, 1.421]","[-2.488, 0.577]"
11318,"[365.355, 145.842]","[0.929, -2.316]","[0.828, -1.689]"
11319,"[480.05, 464.806]","[0.109, 1.38]","[0.53, -2.632]"
11320,"[448.08, 445.899]","[-1.049, -1.564]","[2.226, -0.962]"
11321,"[812.26, 695.448]","[0.47, 0.653]","[-3.128, -0.318]"
11322,"[473.571, 450.909]","[0.925, -0.45]","[-2.126, 1.074]"
11323,"[329.476, 327.589]","[0.541, -1.185]","[0.266, -2.845]"
11324,"[261.137, 191.979]","[2.291, -0.505]","[-2.946, 0.115]"
11325,"[473.417, 455.632]","[-1.08, 0.612]","[0.031, -3.104]"
11326,"[330.049, 291.941]","[-0.366, 1.43]","[0.381, -2.672]"
11327,"[466.157, 442.459]","[0.306, 0.263]","[2.637, -0.415]"
11328,"[550.365, 503.221]","[0.106, 0.502]","[-2.213, 0.823]"
11329,"[524.79, 506.156]","[-1.732, -1.127]","[-0.447, 2.728]"
11330,"[623.794, 601.167]","[0.032, 0.231]","[-0.478, 2.78]"
11331,"[785.263, 775.468]","[-1.158, -0.678]","[2.6, -0.496]"
11332,"[516.398, 364.379]","[0.898, 0.136]","[-3.041, -0.057]"
11333,"[257.041, 252.084]","[1.619, -1.09]","[-2.359, 0.772]"
11334,"[453.025, 428.724]","[1.049, -0.412]","[-2.44, 0.779]"
11335,"[491.796, 488.902]","[1.009, 0.14]","[1.194, -1.873]"
11336,"[461.779, 437.804]","[0.196, 0.424]","[-2.588, 0.659]"
11337,"[381.739, 377.733]","[0.09, -1.591]","[-0.857, 2.27]"
11338,"[271.313, 259.449]","[-1.673, 0.96]","[0.131, -2.939]"
11339,"[440.051, 417.995]","[0.29, -0.524]","[-3.028, 0.168]"
11340,"[556.302, 229.758]","[-0.175, -1.646]","[-1.301, 2.184]"
11341,"[520.347, 516.682]","[-0.7, -1.416]","[0.879, -2.239]"
11342,"[546.958, 358.815]","[-1.339, 0.69]","[-1.06, 1.775]"
11343,"[316.83, 270.322]","[1.678, -0.945]","[-1.255, 1.647]"
11344,"[568.246, 552.168]","[-1.462, -1.324]","[-2.323, 0.787]"
11345,"[534.731, 514.065]","[0.013, -1.004]","[-1.693, 1.442]"
11346,"[599.133, 525.044]","[0.014, 1.07]","[-2.975, -0.022]"
11347,"[451.305, 450.096]","[1.721, 0.518]","[-1.128, 2.018]"
11348,"[326.746, 322.394]","[0.433, -1.489]","[-0.29, 2.919]"
11349,"[279.448, 272.196]","[2.29, -0.112]","[-2.613, 0.55]"
11350,"[549.763, 484.793]","[0.509, 0.599]","[-0.434, 2.789]"
11351,"[237.514, 222.123]","[1.834, -0.85]","[1.374, -1.849]"
11352,"[495.0, 492.277]","[0.907, 1.416]","[2.242, -1.146]"
11353,"[384.148, 338.191]","[-1.179, 1.013]","[-1.444, 1.442]"
11354,"[324.367, 316.475]","[-0.1, 2.431]","[-2.647, 0.495]"
11355,"[474.367, 469.008]","[-0.955, -1.126]","[-1.866, 1.272]"
11356,"[500.867, 494.597]","[1.192, 1.562]","[0.025, -3.111]"
11357,"[453.987, 442.159]","[2.47, 1.037]","[2.381, -0.768]"
11358,"[723.604, 704.645]","[-0.515, -0.52]","[-3.082, 0.083]"
11359,"[463.264, 441.453]","[-0.135, 1.355]","[-2.891, 0.241]"
11360,"[590.663, 587.875]","[0.158, 1.3]","[-2.623, 0.527]"
11361,"[501.883, 332.982]","[0.3, -1.174]","[-0.962, 1.429]"
11362,"[345.982, 335.713]","[-0.912, 0.939]","[1.694, -1.474]"
11363,"[580.719, 518.567]","[-1.02, -1.183]","[-1.986, 1.085]"
11364,"[811.829, 789.925]","[0.706, 0.346]","[-2.168, 0.941]"
11365,"[303.261, 300.037]","[0.245, -1.767]","[-2.117, 1.046]"
11366,"[654.645, 521.583]","[-0.808, -1.249]","[2.757, -0.331]"
11367,"[834.973, 798.236]","[-0.147, 0.093]","[1.503, -1.623]"
11368,"[764.454, 730.035]","[0.296, -1.155]","[-2.71, 0.718]"
11369,"[280.882, 268.411]","[0.261, -2.424]","[-2.861, 0.268]"
11370,"[639.736, 624.201]","[-0.342, 0.139]","[0.617, -2.538]"
11371,"[479.359, 373.865]","[-0.671, -1.822]","[1.386, -1.611]"
11372,"[374.727, 369.233]","[2.287, 0.971]","[2.314, -0.771]"
11373,"[520.11, 419.886]","[-1.04, 0.262]","[-0.137, 3.127]"
11374,"[435.845, 391.398]","[-0.655, 0.952]","[-2.433, 0.874]"
11375,"[307.176, 275.701]","[-0.135, -2.399]","[2.706, -0.641]"
11376,"[435.64, 431.888]","[-0.922, -0.114]","[-2.543, 0.608]"
11377,"[411.839, 319.241]","[1.554, -0.206]","[-1.465, 1.268]"
11378,"[433.771, 317.589]","[-1.481, -0.991]","[-0.56, 2.611]"
11379,"[405.57, 364.652]","[0.342, -1.799]","[1.163, -2.092]"
11380,"[529.179, 301.126]","[-0.26, 1.413]","[-1.727, 0.982]"
11381,"[450.435, 447.686]","[-0.327, 0.874]","[-0.559, 2.569]"
11382,"[837.373, 391.094]","[-1.235, -1.266]","[-2.33, 1.772]"
11383,"[106.455, 105.502]","[-2.399, 1.987]","[-2.459, 0.733]"
11384,"[505.241, 504.234]","[-0.226, 0.14]","[-0.227, 3.066]"
11385,"[356.099, 328.983]","[-1.788, -0.003]","[-0.93, 1.638]"
11386,"[421.334, 417.375]","[0.292, -1.116]","[-0.0, -3.01]"
11387,"[511.344, 505.503]","[-0.794, 0.684]","[-2.699, 0.437]"
11388,"[527.833, 418.811]","[-0.229, 0.367]","[2.76, -0.504]"
11389,"[476.027, 469.266]","[0.57, 0.856]","[1.828, -1.312]"
11390,"[326.515, 245.065]","[0.855, -1.372]","[0.983, -2.453]"
11391,"[390.622, 369.886]","[-0.396, -1.497]","[-0.331, 2.791]"
11392,"[260.119, 258.628]","[1.255, -1.897]","[-2.531, 0.59]"
11393,"[524.099, 523.329]","[-1.702, -1.632]","[1.762, -1.363]"
11394,"[385.352, 383.669]","[-1.394, -0.186]","[2.54, -0.6]"
11395,"[658.508, 615.684]","[1.047, 0.615]","[-2.111, 1.193]"
11396,"[158.879, 147.155]","[1.638, -2.214]","[-2.58, 0.46]"
11397,"[523.235, 521.233]","[0.463, -0.448]","[1.004, -2.081]"
11398,"[401.482, 381.138]","[-0.427, 1.043]","[-1.971, 1.13]"
11399,"[713.535, 23.968]","[0.687, 1.366]","[-1.414, 2.588]"
11400,"[448.983, 447.587]","[1.246, 0.737]","[-2.794, 0.329]"
11401,"[480.422, 452.924]","[0.209, 0.498]","[2.717, -0.414]"
11402,"[332.744, 305.214]","[-2.162, 0.163]","[1.821, -1.214]"
11403,"[379.337, 369.487]","[0.609, -1.058]","[1.948, -1.224]"
11404,"[436.975, 413.248]","[-0.599, 0.529]","[2.418, -0.801]"
11405,"[463.194, 454.392]","[-1.29, -0.917]","[1.41, -1.773]"
11406,"[850.81, 780.797]","[0.404, 0.727]","[-2.207, 0.997]"
11407,"[417.47, 392.704]","[1.843, 0.583]","[-2.766, 0.247]"
11408,"[478.709, 310.573]","[-0.77, 0.826]","[-0.128, 2.914]"
11409,"[338.28, 320.694]","[1.643, -0.348]","[0.512, -2.639]"
11410,"[464.916, 463.283]","[-0.167, 0.212]","[2.894, -0.267]"
11411,"[477.214, 435.127]","[-1.552, -0.891]","[-2.945, 0.192]"
11412,"[510.667, 487.812]","[-1.741, -1.015]","[3.058, -0.338]"
11413,"[452.538, 412.252]","[1.265, -1.507]","[-2.576, 0.306]"
11414,"[459.664, 343.817]","[-0.3, 1.187]","[-2.396, 0.116]"
11415,"[498.718, 496.878]","[-1.363, -0.04]","[1.786, -1.41]"
11416,"[344.344, 299.64]","[2.182, -0.7]","[0.433, -2.672]"
11417,"[458.074, 436.192]","[1.21, 0.602]","[0.282, -2.783]"
11418,"[201.479, 200.505]","[-2.064, 1.072]","[2.463, -0.753]"
11419,"[1146.629, 1092.053]","[-0.318, 0.015]","[2.726, -0.377]"
11420,"[487.792, 475.558]","[-1.108, -0.903]","[-2.798, 0.378]"
11421,"[328.531, 282.455]","[0.031, -1.937]","[2.979, -0.917]"
11422,"[368.455, 341.139]","[0.383, -1.353]","[-2.087, 0.659]"
11423,"[622.931, 571.543]","[-0.327, -0.345]","[-0.04, -3.059]"
11424,"[412.665, 326.085]","[0.847, -0.907]","[-1.888, 1.373]"
11425,"[235.947, 228.088]","[1.24, -1.456]","[0.199, -3.021]"
11426,"[675.377, 605.709]","[-0.923, -1.334]","[-2.513, 0.555]"
11427,"[491.398, 449.741]","[0.248, -2.337]","[-2.091, 1.072]"
11428,"[611.437, 393.161]","[1.382, -0.75]","[-1.902, 1.072]"
11429,"[488.839, 484.129]","[0.245, -0.556]","[-0.151, 2.952]"
11430,"[670.62, 627.749]","[-1.487, -1.327]","[1.204, -2.042]"
11431,"[472.074, 436.427]","[-0.806, -1.116]","[-2.815, 0.324]"
11432,"[542.657, 426.861]","[0.102, 1.091]","[-0.151, 2.925]"
11433,"[456.623, 446.95]","[1.026, 1.38]","[0.273, -2.833]"
11434,"[501.523, 394.76]","[0.451, 1.365]","[-2.729, 0.948]"
11435,"[615.117, 568.771]","[0.043, 0.253]","[1.918, -0.922]"
11436,"[451.242, 437.252]","[-0.505, 0.558]","[-2.071, 1.115]"
11437,"[264.729, 243.163]","[-0.31, 2.111]","[1.924, -1.201]"
11438,"[310.5, 297.803]","[1.694, -0.465]","[-2.899, 0.234]"
11439,"[352.63, 281.907]","[0.254, -1.924]","[-2.632, 0.732]"
11440,"[534.814, 534.421]","[0.367, -0.548]","[0.735, -2.341]"
11441,"[381.649, 287.836]","[-0.963, 1.065]","[-2.944, 0.051]"
11442,"[357.616, 344.991]","[-1.286, 0.288]","[-2.786, 0.402]"
11443,"[381.327, 344.782]","[0.271, 1.982]","[-1.51, 1.682]"
11444,"[632.543, 624.0]","[-0.564, -1.943]","[-0.631, 2.502]"
11445,"[522.813, 504.169]","[-1.488, -0.616]","[2.377, -0.748]"
11446,"[267.936, 258.247]","[-0.767, 1.781]","[2.872, -0.257]"
11447,"[459.447, 439.173]","[-0.456, 0.506]","[0.647, -2.428]"
11448,"[529.636, 523.322]","[1.229, 0.234]","[-1.87, 1.244]"
11449,"[850.995, 828.532]","[1.39, 0.062]","[1.173, -2.002]"
11450,"[248.425, 196.4]","[-1.213, 1.658]","[2.533, -0.394]"
11451,"[460.553, 452.082]","[0.564, -2.069]","[-2.062, 1.067]"
11452,"[577.791, 475.212]","[1.709, 1.26]","[-1.98, 1.117]"
11453,"[446.58, 445.512]","[-0.921, 1.391]","[1.442, -1.7]"
11454,"[254.552, 252.966]","[-1.866, 0.523]","[-0.101, 2.82]"
11455,"[514.372, 442.631]","[0.91, 1.089]","[2.016, -0.994]"
11456,"[620.6, 540.462]","[-0.718, 0.354]","[0.061, -3.075]"
11457,"[422.276, 373.138]","[1.117, -0.343]","[0.949, -2.451]"
11458,"[557.374, 404.842]","[-0.635, -0.951]","[-0.713, 2.052]"
11459,"[360.529, 359.039]","[0.952, -1.281]","[-1.588, 1.523]"
11460,"[490.765, 455.819]","[-0.467, -0.467]","[-2.864, 0.793]"
11461,"[472.257, 453.725]","[-1.396, 0.119]","[-2.386, 0.78]"
11462,"[450.743, 449.325]","[-0.131, -0.18]","[-0.265, 2.852]"
11463,"[376.586, 139.938]","[0.688, -2.147]","[-0.653, -1.365]"
11464,"[439.216, 431.543]","[0.753, -0.285]","[-0.192, 2.972]"
11465,"[299.752, 299.404]","[-0.397, 1.633]","[-2.372, 0.734]"
11466,"[387.381, 379.547]","[0.254, 1.669]","[-1.489, 1.623]"
11467,"[440.532, 379.794]","[-0.727, -1.607]","[2.395, -0.193]"
11468,"[463.624, 459.444]","[-0.384, -1.463]","[-0.105, 3.06]"
11469,"[303.447, 267.398]","[1.221, -0.892]","[1.186, -2.341]"
11470,"[562.083, 560.822]","[0.694, 0.989]","[3.075, -0.116]"
11471,"[637.279, 618.464]","[-0.938, 0.498]","[1.424, -1.661]"
11472,"[462.408, 441.271]","[1.468, 0.285]","[-0.136, 3.029]"
11473,"[426.99, 387.957]","[1.023, 1.977]","[1.145, -2.151]"
11474,"[419.217, 411.703]","[-0.021, -0.846]","[-1.001, 2.145]"
11475,"[517.118, 464.463]","[1.713, 1.034]","[2.852, -0.173]"
11476,"[441.783, 419.657]","[0.888, 1.962]","[1.216, -1.653]"
11477,"[543.956, 534.641]","[1.51, 1.431]","[-2.928, 0.219]"
11478,"[631.995, 585.713]","[-0.909, -0.277]","[-1.312, 1.92]"
11479,"[221.7, 123.816]","[-1.447, 1.958]","[-2.505, 2.001]"
11480,"[422.108, 397.64]","[-0.909, 1.512]","[1.953, -1.296]"
11481,"[349.953, 304.907]","[1.483, -0.839]","[0.38, -2.825]"
11482,"[464.443, 441.817]","[-1.311, 0.371]","[-0.659, 2.468]"
11483,"[545.399, 307.832]","[-0.223, 0.737]","[2.457, -0.805]"
11484,"[357.249, 342.091]","[-1.696, -0.176]","[2.32, -0.897]"
11485,"[373.142, 292.23]","[-0.922, 0.985]","[1.911, -1.021]"
11486,"[231.369, 228.065]","[-1.538, 1.547]","[1.689, -1.487]"
11487,"[399.011, 389.401]","[-0.99, 0.536]","[-0.112, 2.939]"
11488,"[196.559, 167.568]","[-1.85, 1.258]","[-0.423, 2.737]"
11489,"[810.066, 482.778]","[0.01, 1.705]","[-0.858, 1.875]"
11490,"[449.731, 232.003]","[0.934, -0.856]","[2.359, -0.841]"
11491,"[640.97, 597.786]","[1.181, 0.987]","[2.327, -0.733]"
11492,"[470.227, 469.44]","[-1.521, -1.693]","[-2.898, 0.262]"
11493,"[295.817, 251.73]","[2.42, 0.222]","[-0.038, 3.008]"
11494,"[452.307, 418.907]","[-1.073, 1.034]","[2.323, -0.883]"
11495,"[812.758, 699.273]","[-0.372, -1.538]","[2.132, -0.846]"
11496,"[454.427, 448.79]","[1.309, 1.596]","[-1.736, 1.392]"
11497,"[479.129, 469.979]","[0.021, -1.058]","[2.794, -0.359]"
11498,"[240.482, 239.422]","[-0.514, 2.361]","[2.437, -0.656]"
11499,"[605.874, 586.554]","[0.122, 1.292]","[-0.002, 3.122]"
11500,"[478.972, 434.863]","[0.723, 0.865]","[-2.127, 1.169]"
11501,"[338.754, 333.409]","[-1.739, 0.15]","[1.738, -1.405]"
11502,"[521.76, 282.934]","[-0.785, 1.086]","[-0.784, 2.306]"
11503,"[227.767, 226.123]","[-1.552, 1.038]","[-0.828, 2.256]"
11504,"[715.316, 666.997]","[-1.461, -0.44]","[1.054, -2.144]"
11505,"[508.727, 293.204]","[0.801, -1.739]","[1.012, 3.097]"
11506,"[514.668, 498.332]","[0.981, 1.121]","[-0.238, 3.044]"
11507,"[421.932, 417.04]","[-0.144, 0.752]","[-0.185, 2.951]"
11508,"[274.342, 226.081]","[-1.184, 2.051]","[-3.028, 0.222]"
11509,"[465.854, 456.028]","[1.785, 1.317]","[1.212, -1.963]"
11510,"[788.511, 774.154]","[0.936, 0.518]","[0.091, -3.043]"
11511,"[449.954, 436.603]","[-1.274, -0.566]","[-0.311, 2.829]"
11512,"[1137.475, 595.708]","[-0.048, -0.601]","[-2.374, 0.682]"
11513,"[431.606, 419.683]","[0.632, -0.583]","[-0.242, 2.806]"
11514,"[338.134, 260.93]","[-0.866, 1.174]","[0.321, -2.955]"
11515,"[486.689, 456.919]","[1.191, 1.567]","[-1.647, 1.523]"
11516,"[428.179, 420.378]","[0.245, -0.561]","[0.319, -2.884]"
11517,"[497.56, 185.222]","[-1.131, 1.128]","[0.635, -2.922]"
11518,"[560.925, 532.983]","[-0.671, -1.5]","[-0.806, 2.125]"
11519,"[638.783, 616.791]","[0.893, 1.307]","[0.609, -2.535]"
11520,"[305.034, 265.108]","[-2.157, 0.076]","[0.838, -2.421]"
11521,"[425.207, 356.967]","[-1.147, -1.713]","[-1.664, 1.418]"
11522,"[507.193, 500.664]","[-0.216, -1.336]","[3.072, 0.053]"
11523,"[479.925, 378.19]","[-0.857, -0.145]","[-0.745, 2.579]"
11524,"[382.667, 367.117]","[-0.024, 1.353]","[1.532, -1.57]"
11525,"[608.551, 598.194]","[-1.355, -1.203]","[0.441, -2.686]"
11526,"[514.054, 508.464]","[-1.31, -0.987]","[-1.562, 1.579]"
11527,"[771.087, 577.027]","[-1.185, -0.235]","[1.604, -1.692]"
11528,"[409.958, 392.402]","[0.743, -0.381]","[2.337, -0.744]"
11529,"[501.423, 495.599]","[-0.858, -2.049]","[-0.587, 2.565]"
11530,"[424.878, 359.389]","[-0.135, 1.314]","[2.848, -0.207]"
11531,"[503.794, 493.851]","[-0.142, -0.761]","[-0.148, 2.866]"
11532,"[508.71, 441.093]","[1.327, 2.06]","[1.387, -1.713]"
11533,"[386.931, 375.981]","[0.108, -1.091]","[1.201, -1.949]"
11534,"[416.402, 406.132]","[0.567, -0.486]","[1.062, -2.122]"
11535,"[1020.263, 1013.414]","[-0.347, -1.322]","[0.694, -2.436]"
11536,"[558.672, 475.837]","[-0.211, 1.39]","[-3.055, 0.638]"
11537,"[532.57, 423.4]","[0.32, -0.018]","[-0.211, 3.029]"
11538,"[522.653, 418.843]","[-0.306, 0.422]","[3.101, 0.094]"
11539,"[416.329, 395.019]","[-0.859, 0.321]","[-0.037, 3.091]"
11540,"[518.92, 464.335]","[0.185, 1.316]","[-2.238, 0.876]"
11541,"[687.795, 653.976]","[-0.459, -1.864]","[-0.078, 3.036]"
11542,"[458.737, 442.991]","[-0.246, 0.116]","[0.123, -2.991]"
11543,"[553.598, 452.522]","[-1.211, -0.983]","[2.904, -0.262]"
11544,"[629.776, 599.942]","[0.188, 0.683]","[-0.693, 2.437]"
11545,"[495.95, 487.444]","[-0.313, -0.848]","[-3.008, 0.149]"
11546,"[562.351, 559.461]","[-0.187, -1.013]","[1.833, -1.302]"
11547,"[520.006, 476.843]","[0.393, -0.421]","[-2.649, 0.142]"
11548,"[320.708, 273.402]","[-0.994, 1.305]","[-1.334, 2.788]"
11549,"[339.662, 324.212]","[-1.399, 0.83]","[-1.39, 1.793]"
11550,"[468.905, 430.046]","[0.677, -0.564]","[-2.638, 0.379]"
11551,"[437.728, 409.104]","[-0.96, -1.757]","[-2.211, 0.966]"
11552,"[511.757, 387.699]","[1.759, -0.521]","[2.451, -0.19]"
11553,"[535.469, 511.451]","[0.112, 2.135]","[-2.053, 0.897]"
11554,"[689.699, 680.801]","[0.623, 0.552]","[-0.769, 2.423]"
11555,"[246.243, 233.914]","[-1.261, 1.689]","[-1.625, 1.52]"
11556,"[330.259, 318.851]","[0.281, 2.316]","[3.006, -0.099]"
11557,"[374.306, 44.963]","[-0.38, 1.559]","[0.922, -0.859]"
11558,"[480.411, 462.387]","[-0.845, -0.091]","[1.579, -1.536]"
11559,"[292.923, 282.647]","[-0.845, 1.223]","[-2.345, 0.777]"
11560,"[544.773, 432.825]","[-0.772, -0.297]","[-0.427, 2.38]"
11561,"[483.898, 474.986]","[-1.075, -1.48]","[-0.283, 2.882]"
11562,"[558.633, 431.671]","[0.996, 1.749]","[-2.623, 0.09]"
11563,"[400.368, 394.834]","[-2.056, -0.994]","[-0.781, 2.374]"
11564,"[359.389, 354.721]","[-1.797, 0.613]","[1.651, -1.763]"
11565,"[358.378, 342.623]","[-0.82, 1.005]","[0.17, -3.02]"
11566,"[628.467, 570.333]","[1.503, 0.651]","[-2.685, 0.489]"
11567,"[496.598, 469.8]","[0.2, 1.177]","[0.504, -2.612]"
11568,"[470.88, 465.631]","[0.154, -0.268]","[2.729, -0.409]"
11569,"[273.083, 260.462]","[-0.571, 1.952]","[2.562, -0.562]"
11570,"[501.295, 472.348]","[-1.556, -1.676]","[-1.62, 1.585]"
11571,"[399.294, 393.773]","[-1.153, -0.045]","[2.032, -1.107]"
11572,"[312.959, 275.411]","[-1.362, 0.609]","[-2.07, 0.987]"
11573,"[655.915, 541.814]","[0.111, 0.534]","[2.903, -0.283]"
11574,"[524.036, 434.511]","[-0.657, -0.869]","[1.168, -1.946]"
11575,"[399.887, 369.389]","[0.253, -1.396]","[2.245, -1.082]"
11576,"[402.112, 247.235]","[1.252, -0.279]","[0.009, -2.859]"
11577,"[403.048, 384.185]","[-1.925, -0.614]","[0.807, -2.294]"
11578,"[822.694, 568.403]","[-0.545, -0.97]","[1.619, -1.36]"
11579,"[520.167, 502.548]","[0.981, 0.371]","[1.796, -1.363]"
11580,"[326.328, 319.546]","[1.68, -0.216]","[0.856, -2.345]"
11581,"[602.234, 506.409]","[-0.893, 1.479]","[-0.464, 2.982]"
11582,"[307.836, 304.185]","[1.169, -1.737]","[-0.187, -3.017]"
11583,"[902.841, 345.685]","[-1.179, -0.006]","[-0.753, 3.076]"
11584,"[410.459, 364.71]","[-0.456, -1.763]","[-1.119, 1.826]"
11585,"[357.3, 242.508]","[-0.934, 1.05]","[2.271, -0.968]"
11586,"[300.335, 262.427]","[1.774, -1.459]","[-0.355, -3.001]"
11587,"[667.765, 658.413]","[-1.149, -0.935]","[0.167, -2.985]"
11588,"[518.615, 441.911]","[0.362, 0.464]","[1.354, -1.692]"
11589,"[418.098, 411.979]","[0.607, 1.965]","[0.606, -2.539]"
11590,"[592.101, 564.439]","[1.318, -0.618]","[-0.987, 2.253]"
11591,"[350.642, 320.72]","[-1.387, 1.406]","[1.644, -1.553]"
11592,"[537.438, 498.85]","[-0.837, -1.753]","[1.433, -0.848]"
11593,"[364.894, 353.812]","[-0.476, 1.03]","[-1.021, 2.301]"
11594,"[474.724, 334.264]","[-1.967, -0.078]","[-2.018, 1.176]"
11595,"[420.629, 418.721]","[-0.401, 0.769]","[0.325, -2.672]"
11596,"[409.88, 399.843]","[0.64, 1.644]","[1.732, -1.397]"
11597,"[340.464, 332.719]","[-0.049, -2.257]","[1.087, -2.106]"
11598,"[481.518, 402.048]","[0.964, 1.78]","[2.892, -0.513]"
11599,"[650.359, 443.889]","[-0.546, -0.698]","[-1.959, 1.73]"
11600,"[396.326, 391.388]","[-2.312, -1.106]","[-0.01, -3.135]"
11601,"[655.485, 628.058]","[-1.337, 1.456]","[1.565, -1.516]"
11602,"[505.13, 427.138]","[0.385, -0.971]","[0.424, 3.081]"
11603,"[446.455, 443.962]","[1.721, 0.638]","[-0.168, 3.047]"
11604,"[572.304, 567.912]","[-0.299, -0.075]","[0.343, -2.846]"
11605,"[247.029, 230.764]","[-1.886, 1.315]","[2.548, -0.33]"
11606,"[433.802, 397.579]","[0.646, -0.427]","[-1.171, 2.588]"
11607,"[359.76, 356.028]","[1.428, -0.33]","[-0.417, 2.727]"
11608,"[847.551, 747.123]","[0.014, -1.4]","[3.13, -0.061]"
11609,"[382.873, 376.51]","[-1.065, 1.445]","[-0.557, 2.628]"
11610,"[531.575, 468.681]","[-0.593, 0.917]","[1.858, -1.39]"
11611,"[697.375, 563.998]","[-0.079, -0.544]","[0.104, -3.025]"
11612,"[510.779, 506.706]","[0.54, 1.729]","[2.389, -0.751]"
11613,"[461.791, 408.325]","[-0.821, -1.655]","[1.597, -1.582]"
11614,"[432.105, 420.796]","[-0.931, -2.149]","[-2.319, 0.765]"
11615,"[493.32, 130.597]","[1.391, -1.098]","[-1.593, 1.713]"
11616,"[513.35, 512.961]","[-0.282, 0.05]","[-0.995, 2.081]"
11617,"[477.537, 472.603]","[0.373, 0.522]","[-2.846, 0.276]"
11618,"[654.664, 609.99]","[0.95, -1.039]","[-2.831, 0.7]"
11619,"[500.971, 469.757]","[-1.957, 0.081]","[0.948, -2.288]"
11620,"[479.114, 477.374]","[-0.474, -0.013]","[2.879, -0.275]"
11621,"[522.583, 522.546]","[-0.925, -0.602]","[1.71, -1.457]"
11622,"[254.928, 227.454]","[0.455, -2.357]","[0.64, -2.45]"
11623,"[349.558, 308.409]","[-1.918, 0.04]","[-2.63, 0.521]"
11624,"[482.705, 454.65]","[-0.5, -0.329]","[1.097, -1.976]"
11625,"[288.815, 271.823]","[-0.529, 1.74]","[-0.613, 2.55]"
11626,"[368.14, 327.762]","[0.455, -1.268]","[2.964, -0.257]"
11627,"[491.908, 377.195]","[0.334, 1.064]","[-2.499, 0.527]"
11628,"[477.926, 442.444]","[0.281, -0.872]","[-2.243, 0.929]"
11629,"[541.693, 504.61]","[1.156, 1.844]","[0.741, -2.495]"
11630,"[388.071, 379.444]","[1.384, -0.135]","[-2.249, 0.897]"
11631,"[211.914, 200.675]","[-1.873, 1.265]","[-1.394, 1.83]"
11632,"[486.288, 485.356]","[-0.165, -2.181]","[-0.206, 2.957]"
11633,"[434.045, 410.601]","[-1.029, -0.259]","[-1.891, 1.282]"
11634,"[355.108, 325.932]","[-1.069, 1.096]","[1.115, -2.011]"
11635,"[308.895, 302.899]","[-1.439, 1.453]","[-0.646, 2.473]"
11636,"[430.409, 420.471]","[-2.439, -1.495]","[2.273, -0.891]"
11637,"[538.939, 517.324]","[-1.464, -2.234]","[-0.234, 2.864]"
11638,"[660.362, 646.035]","[1.706, 0.864]","[-2.458, 0.697]"
11639,"[392.35, 370.137]","[-0.105, -1.932]","[-2.056, 1.078]"
11640,"[820.76, 714.872]","[-0.142, -0.527]","[-2.972, -0.014]"
11641,"[806.924, 771.487]","[-1.164, -1.594]","[2.458, -0.5]"
11642,"[612.003, 589.133]","[-0.422, 0.264]","[-1.235, 1.875]"
11643,"[446.705, 429.545]","[-1.142, 0.064]","[-1.838, 1.322]"
11644,"[1206.72, 1188.427]","[1.677, 0.44]","[2.529, -0.625]"
11645,"[735.577, 646.775]","[0.665, 1.352]","[1.033, -2.053]"
11646,"[529.045, 521.776]","[-2.041, -1.245]","[2.402, -0.76]"
11647,"[491.565, 486.797]","[0.68, 0.167]","[2.003, -1.187]"
11648,"[620.711, 559.269]","[0.12, -1.06]","[0.693, -2.7]"
11649,"[597.913, 578.667]","[0.495, 0.286]","[3.107, -0.037]"
11650,"[431.797, 424.044]","[1.173, -0.228]","[2.077, -1.057]"
11651,"[697.272, 501.229]","[-0.764, 0.89]","[-2.613, 0.284]"
11652,"[362.694, 321.425]","[-2.211, -0.4]","[-0.053, -3.089]"
11653,"[549.973, 525.938]","[-0.272, -1.187]","[0.857, -2.182]"
11654,"[459.14, 458.324]","[0.782, 0.421]","[2.261, -0.885]"
11655,"[530.779, 473.796]","[-0.813, 0.231]","[-2.332, 0.905]"
11656,"[406.719, 345.598]","[0.578, 2.157]","[-1.128, 1.781]"
11657,"[491.639, 446.213]","[-0.683, 0.932]","[-2.737, 0.267]"
11658,"[937.678, 931.675]","[-0.961, 0.847]","[0.599, -2.549]"
11659,"[325.354, 290.493]","[0.121, -1.972]","[0.504, -2.461]"
11660,"[320.886, 264.165]","[-0.766, 1.138]","[0.399, -2.527]"
11661,"[216.861, 216.608]","[-0.798, 1.943]","[0.102, 3.122]"
11662,"[249.996, 240.864]","[-1.822, 1.315]","[1.379, -1.75]"
11663,"[457.331, 440.681]","[-0.237, 0.601]","[-1.721, 1.41]"
11664,"[379.05, 267.226]","[-2.082, -0.269]","[0.375, -2.741]"
11665,"[207.465, 167.537]","[-2.164, 0.934]","[2.034, -0.957]"
11666,"[521.21, 519.949]","[1.754, 1.399]","[1.762, -1.38]"
11667,"[494.203, 436.073]","[1.315, 0.327]","[-1.15, 1.926]"
11668,"[554.059, 515.856]","[-0.285, -0.157]","[1.667, -1.187]"
11669,"[277.679, 163.675]","[1.257, -1.869]","[2.608, -0.25]"
11670,"[527.901, 480.267]","[0.783, 1.103]","[0.094, -3.12]"
11671,"[640.429, 613.335]","[-0.406, 0.813]","[1.293, -1.719]"
11672,"[541.388, 510.194]","[-0.664, -1.105]","[1.021, -2.09]"
