,Momenta 1,Momenta 2,Eta 1,Eta 2,Phi 1,Phi 2
10612,296.49,244.873,0.77,-0.74,-2.298,0.665
10613,102.226,86.756,-2.284,2.303,2.402,1.206
10614,377.431,280.662,-1.179,-1.145,-0.795,2.433
10615,208.194,201.891,0.827,-1.83,2.967,-0.191
10616,578.928,568.12,0.331,0.067,0.584,-2.596
10617,387.051,192.346,-0.314,0.94,0.704,-2.38
10618,358.559,353.097,-0.501,-0.88,-0.714,2.828
10619,241.121,137.514,-2.283,-0.847,0.934,-1.479
10620,447.062,438.229,0.261,-0.163,-2.497,0.683
10621,369.11,254.791,0.019,-2.276,-0.544,2.918
10622,369.346,319.901,0.685,0.87,-0.876,2.209
10623,341.894,334.563,1.447,0.539,-2.914,0.208
10624,222.613,202.066,0.071,2.159,-0.417,2.684
10625,299.06,294.85,-1.246,0.325,-1.439,2.085
10626,877.164,703.384,0.566,0.07,0.2,-2.95
10627,245.507,228.523,1.545,-0.27,-2.336,0.807
10628,491.035,435.643,1.838,0.822,-1.67,1.528
10629,382.264,324.608,-0.196,-0.149,2.912,-0.945
10630,422.067,412.761,-0.68,-0.973,2.473,-0.977
10631,375.485,351.656,-1.785,-0.752,-1.647,1.642
10632,299.847,224.72,2.076,0.29,1.186,-1.65
10633,329.471,321.865,1.956,1.486,-0.424,2.69
10634,405.246,388.854,-1.174,-0.318,2.227,-0.942
10635,427.989,392.63,-1.665,-0.024,1.118,-2.198
10636,325.181,313.995,1.492,1.058,1.227,-1.892
10637,178.671,164.825,1.32,-1.352,-0.24,2.838
10638,448.805,410.57,1.33,1.129,1.307,-1.799
10639,315.805,265.272,-0.299,0.727,-2.722,0.504
10640,353.979,344.642,-1.163,-0.852,-1.198,1.95
10641,341.079,338.151,1.48,1.259,1.201,-1.937
10642,331.806,264.25,0.406,2.054,-0.865,2.008
10643,444.705,419.327,0.514,0.209,2.403,-0.664
10644,371.421,361.89,-1.193,-2.329,-2.331,0.837
10645,385.502,345.703,-0.693,0.333,1.582,-1.191
10646,297.234,284.677,1.623,-0.389,-2.605,0.53
10647,297.9,293.277,-2.015,0.082,0.898,-2.086
10648,505.382,477.191,0.223,0.434,1.397,-1.737
10649,148.726,132.682,-2.221,0.986,-0.328,2.75
10650,190.204,162.108,0.815,-2.081,-0.027,2.773
10651,337.114,234.249,-1.123,0.287,-1.312,1.525
10652,340.782,302.164,1.428,-0.165,-1.958,1.3
10653,166.144,159.893,-1.023,1.819,-2.778,0.551
10654,460.883,379.422,-0.39,-1.138,1.792,-1.455
10655,152.0,136.486,2.264,-0.577,-2.406,0.803
10656,457.09,445.394,-1.347,-2.284,-1.545,1.63
10657,202.373,187.261,-1.417,0.829,2.56,-0.515
10658,290.03,276.359,0.073,-1.219,-0.062,-3.026
10659,212.957,136.79,-1.289,1.352,0.287,-1.914
10660,605.901,579.962,-0.311,0.718,-1.951,1.227
10661,335.019,314.351,0.329,0.157,-2.142,1.06
10662,514.028,509.283,0.989,0.241,-1.272,1.905
10663,434.945,200.381,-0.618,-0.909,-2.458,0.893
10664,315.581,312.375,-0.919,-1.641,-2.648,0.502
10665,172.062,169.028,1.163,-1.381,2.185,-0.947
10666,341.984,308.944,1.325,0.675,-1.931,0.882
10667,123.167,118.964,1.735,-1.927,-1.416,1.765
10668,347.128,285.461,2.279,-0.377,-2.769,0.185
10669,244.933,126.021,-2.284,0.181,-0.98,1.962
10670,357.853,332.749,-1.106,-0.753,-1.957,1.21
10671,368.893,349.696,2.099,0.082,-2.827,0.366
10672,401.499,377.744,-0.646,0.014,2.499,-0.641
10673,327.115,269.206,-1.625,0.057,-0.273,2.725
10674,267.578,255.054,2.205,0.575,0.377,-2.616
10675,311.43,291.994,-1.569,-0.435,-0.498,2.612
10676,414.666,346.287,-0.098,-1.136,-1.608,1.639
10677,358.842,322.855,-0.273,-1.173,2.224,-0.834
10678,300.647,275.358,-0.659,-1.732,2.954,-0.245
10679,162.429,152.967,-1.353,1.386,1.182,-1.899
10680,446.086,430.281,0.619,0.63,-1.948,1.189
10681,168.965,167.808,-0.423,2.135,-2.679,0.399
10682,435.103,240.469,-1.064,0.426,2.141,-0.99
10683,325.708,322.399,1.846,2.34,0.517,-2.633
10684,364.468,328.123,-0.565,-1.057,2.391,-0.566
10685,267.682,253.545,0.441,2.021,-1.291,1.9
10686,375.229,312.865,1.286,2.179,-1.131,1.849
10687,313.494,288.817,-2.134,-1.153,1.017,-2.121
10688,351.073,329.267,0.308,0.731,-0.714,2.502
10689,355.429,349.037,-0.563,-1.408,-2.685,0.443
10690,283.216,246.371,0.253,-1.294,-2.18,0.572
10691,624.788,572.581,-0.925,-1.222,-0.938,2.354
10692,111.073,59.359,2.297,-1.977,0.699,-2.095
10693,430.328,391.677,1.487,1.217,-0.533,2.655
10694,410.502,403.485,-0.205,0.229,-2.595,0.498
10695,379.227,221.148,-0.022,-1.267,2.544,-0.515
10696,323.525,321.571,1.863,1.309,-1.925,1.176
10697,354.201,290.008,-1.334,-2.216,-2.149,1.06
10698,261.035,242.937,1.275,-1.398,-2.329,0.692
10699,436.171,305.267,-1.052,-1.028,-0.332,2.969
10700,254.733,246.148,0.465,2.159,-2.868,0.336
10701,310.186,268.496,-1.944,0.27,0.732,-2.667
10702,437.45,435.224,0.773,1.994,-2.485,0.666
10703,1475.368,1300.128,0.861,-0.493,2.801,-0.314
10704,364.706,306.254,0.559,1.307,-0.896,2.295
10705,253.348,253.317,1.947,0.258,-1.886,1.174
10706,382.472,351.069,-1.316,-0.544,2.207,-0.967
10707,282.274,229.553,0.267,2.04,0.803,-2.335
10708,404.701,395.848,-0.19,0.04,1.565,-1.532
10709,412.696,406.317,-0.235,-0.833,2.913,-0.237
10710,624.482,622.109,0.657,0.446,-0.841,2.288
10711,315.132,223.041,-1.864,-0.099,-2.09,1.232
10712,231.119,213.427,-1.117,0.824,-1.109,2.104
10713,297.763,280.48,1.509,-0.345,1.449,-1.693
10714,123.346,113.496,-2.23,1.324,-1.953,1.252
10715,295.486,288.859,1.047,-0.013,0.454,-2.698
10716,569.307,486.856,-1.123,0.093,1.308,-1.746
10717,337.96,289.123,1.269,2.05,-2.338,1.225
10718,346.576,335.118,1.367,0.459,1.159,-1.985
10719,399.64,399.529,-1.266,-1.396,2.683,-0.451
10720,497.329,494.032,0.513,0.854,-0.586,2.575
10721,324.474,172.912,0.203,1.944,1.261,-1.5
10722,386.164,384.497,-1.205,-0.277,2.802,-0.289
10723,524.956,521.164,1.809,0.935,0.342,-3.046
10724,309.383,298.334,1.892,0.347,0.838,-2.291
10725,381.653,245.672,-0.712,-1.779,-0.375,-3.039
10726,248.366,245.729,1.458,-0.26,2.387,-0.801
10727,343.223,333.846,0.038,1.546,2.389,-0.76
10728,301.224,269.421,0.243,1.892,1.819,-1.426
10729,199.029,195.892,-0.394,2.315,-1.916,1.189
10730,330.594,326.155,1.391,1.447,-2.011,1.138
10731,245.123,243.174,0.687,-1.189,-2.36,0.733
10732,414.971,409.04,-1.415,-1.039,2.147,-0.978
10733,325.563,324.855,-0.147,-1.222,-2.688,0.432
10734,561.067,552.358,1.2,1.697,-2.856,0.268
10735,701.727,698.794,0.465,1.118,1.843,-1.288
10736,285.302,278.028,1.054,-0.894,1.406,-1.742
10737,321.517,314.845,1.386,0.388,1.62,-1.486
10738,431.173,309.857,0.473,1.127,3.001,0.043
10739,300.202,299.072,-1.866,-0.75,0.682,-2.304
10740,794.611,704.708,1.765,1.421,-2.67,0.801
10741,407.359,346.197,1.656,1.824,0.293,3.097
10742,815.582,814.884,-1.096,-0.919,-2.995,0.147
10743,354.222,333.036,1.29,0.78,-2.791,0.356
10744,609.333,400.283,-0.296,0.091,1.585,-2.106
10745,468.969,414.627,-0.357,0.782,1.24,-1.872
10746,438.315,260.173,1.663,1.506,-1.97,1.617
10747,728.329,627.89,-0.318,-0.594,-2.718,0.434
10748,217.646,183.609,-0.717,1.821,-1.185,1.922
10749,196.251,192.528,-1.297,1.499,-2.045,1.12
10750,350.787,348.042,-1.139,-1.933,1.391,-1.716
10751,367.93,364.511,2.098,2.235,0.826,-2.311
10752,447.286,436.213,-0.138,0.093,-0.132,3.014
10753,334.065,294.716,1.184,2.318,0.578,-2.523
10754,357.33,323.746,-1.695,-0.247,-1.946,1.193
10755,656.499,653.156,1.274,1.145,-2.236,0.902
10756,624.187,622.052,-0.26,0.899,-1.489,1.646
10757,554.623,531.551,0.368,0.54,-0.866,2.237
10758,202.263,195.759,2.212,-0.028,-1.031,2.124
10759,785.723,774.725,-1.122,-0.029,-1.821,1.315
10760,330.125,318.093,-0.732,-0.471,-3.039,0.084
10761,125.847,104.319,1.171,-2.248,-0.096,-2.906
10762,195.113,192.396,-1.324,1.161,-1.514,1.398
10763,331.196,320.595,1.585,0.252,2.519,-0.606
10764,376.803,368.893,-1.108,-1.78,1.118,-1.914
10765,533.43,533.176,1.348,0.414,-1.574,1.563
10766,358.776,259.087,0.371,1.417,-0.7,2.566
10767,638.922,633.388,-0.043,-0.177,1.233,-1.894
10768,264.477,179.395,-1.25,0.906,0.164,-2.81
10769,296.807,259.749,-2.223,-0.886,2.45,-0.674
10770,358.637,356.078,1.849,0.602,-1.886,1.313
10771,965.419,274.49,0.011,-0.075,-0.571,-2.624
10772,227.044,226.495,0.249,-1.73,-2.972,0.159
10773,422.74,418.955,2.155,1.853,-0.076,3.06
10774,354.502,219.132,0.683,1.967,1.567,-2.186
10775,472.735,457.47,-0.746,-1.526,0.201,-2.924
10776,275.415,270.308,-0.662,1.247,-2.839,0.338
10777,415.521,371.994,-0.375,1.003,-1.558,1.658
10778,452.394,446.752,1.084,0.633,1.749,-1.388
10779,504.544,441.452,1.125,1.248,-2.216,0.805
10780,461.863,446.445,-1.16,-1.583,1.754,-1.435
10781,380.476,369.058,-1.162,-1.46,3.106,-0.125
10782,303.4,285.688,0.048,1.851,0.198,-2.975
10783,685.375,303.254,-0.417,-0.084,-0.161,2.468
10784,384.312,377.415,0.183,-1.211,-1.895,1.219
10785,408.901,408.533,-0.703,-0.113,2.165,-0.951
10786,146.872,122.233,-1.769,1.617,2.885,-0.553
10787,268.435,267.365,1.092,-0.552,3.056,-0.048
10788,421.766,288.144,-1.833,-1.117,2.072,-0.36
10789,533.135,480.333,-1.818,-0.312,2.394,-0.823
10790,230.773,225.79,-0.704,1.097,-1.077,2.047
10791,481.671,479.208,-0.576,-0.734,-2.753,0.357
10792,599.565,597.08,-0.684,-1.071,-2.545,0.528
10793,227.267,217.324,0.249,-1.972,0.357,-2.852
10794,331.891,331.582,0.795,0.623,-0.73,2.44
10795,289.583,289.302,2.063,0.686,-3.0,0.144
10796,403.414,376.31,-1.558,-0.492,0.3,-2.771
10797,235.336,220.833,-1.327,0.528,-2.547,0.432
10798,436.539,364.841,-0.998,1.035,2.475,-0.597
10799,148.577,140.665,-1.079,1.992,0.576,-2.552
10800,480.81,471.951,1.608,1.075,0.608,-2.532
10801,270.918,270.354,0.442,-1.092,-1.343,1.852
10802,250.935,215.86,-0.699,2.281,1.052,-2.027
10803,316.142,306.598,2.078,1.122,0.108,-2.783
10804,317.989,268.227,-0.394,0.862,-2.354,1.035
10805,232.525,230.601,-0.312,1.597,-1.314,1.745
10806,241.212,210.943,1.366,-0.922,0.51,-2.977
10807,345.857,251.651,-1.901,0.022,1.356,-1.936
10808,346.526,343.28,-0.36,-1.84,-0.282,3.004
10809,217.279,129.73,0.66,-2.04,1.946,-1.003
10810,146.673,111.649,-0.867,2.349,-1.402,1.773
10811,565.507,448.168,-0.39,-0.319,0.907,-2.432
10812,558.083,531.788,0.737,0.678,1.325,-1.828
10813,442.201,411.234,-0.583,0.188,0.362,-2.864
10814,299.582,271.296,-0.184,1.89,-0.459,2.646
10815,444.782,444.3,0.271,-1.411,-0.982,2.011
10816,356.553,327.148,-1.257,0.081,-0.928,2.117
10817,459.576,454.357,1.786,1.299,-0.839,2.188
10818,291.142,248.313,0.593,-1.282,-2.566,0.621
10819,383.984,355.608,0.363,2.412,-2.078,1.089
10820,508.292,504.021,-0.748,-1.078,0.193,-3.021
10821,375.67,281.065,-0.32,-0.721,-2.77,0.337
10822,372.373,365.305,1.057,0.183,-2.693,0.343
10823,385.654,383.42,-0.363,-0.335,2.217,-0.924
10824,344.132,341.159,-1.703,-1.37,0.104,3.042
10825,328.716,310.096,1.521,0.825,-1.788,1.394
10826,369.84,368.584,-0.754,-0.49,2.006,-1.135
10827,346.78,305.904,-0.087,0.573,0.216,-2.925
10828,222.49,189.155,1.271,-1.768,-1.981,1.18
10829,505.333,494.291,-0.582,-1.29,-0.726,2.426
10830,210.116,202.461,0.585,-1.959,2.83,-0.277
10831,617.785,404.04,1.297,1.066,-2.192,1.173
10832,330.301,324.228,-0.448,0.381,2.87,-0.068
10833,316.646,301.153,1.115,-0.414,-3.073,0.133
10834,578.166,506.816,-1.633,-1.074,0.374,-2.567
10835,676.657,674.393,1.258,-0.527,-0.476,2.65
10836,207.159,194.116,-0.258,2.011,1.656,-1.636
10837,351.238,344.923,-1.234,-0.59,0.806,-2.302
10838,269.591,227.272,-0.379,2.153,-2.366,0.706
10839,303.662,294.31,-0.68,-1.703,-0.883,2.271
10840,297.428,237.111,0.344,2.252,0.227,-2.911
10841,407.605,403.514,-1.142,-1.9,1.246,-1.895
10842,593.962,583.019,0.231,0.439,2.094,-1.066
10843,322.892,318.056,0.684,-0.206,-0.435,2.619
10844,115.241,107.304,1.968,-1.675,-2.117,-0.002
10845,321.705,302.106,1.087,0.031,1.761,-1.35
10846,193.132,189.734,1.096,-1.14,-2.072,1.047
10847,257.805,253.127,0.681,-1.302,1.688,-1.449
10848,402.209,263.706,0.794,-0.281,-1.111,2.046
10849,345.307,334.262,0.469,-0.632,2.701,-0.453
10850,363.244,323.228,-1.488,-0.39,-1.696,1.081
10851,663.389,472.765,0.604,-0.797,0.249,-1.487
10852,668.09,655.794,0.424,-0.059,-2.642,0.494
10853,307.275,298.625,-1.409,-0.622,-1.483,1.563
10854,168.565,160.688,1.363,-1.442,0.968,3.117
10855,300.32,286.111,2.193,1.068,-0.377,2.742
10856,251.562,242.03,0.693,-1.173,-1.584,1.64
10857,325.372,317.434,0.352,1.808,1.021,-2.032
10858,835.958,471.493,-0.812,-0.479,0.266,3.02
10859,244.191,216.511,1.518,-0.42,3.078,0.2
10860,326.417,314.654,-1.873,-1.251,0.725,-2.329
10861,454.398,451.242,0.475,1.413,-1.348,1.98
10862,431.273,392.705,0.154,-0.015,-2.885,0.162
10863,384.447,303.498,-1.496,-1.467,-1.294,1.365
10864,283.843,254.785,0.648,2.141,-0.684,2.409
10865,468.291,464.216,-1.063,-1.315,2.857,-0.322
10866,451.834,332.529,-1.796,-1.453,0.557,-2.482
10867,422.901,380.417,-1.899,-1.924,-1.21,2.007
10868,407.816,389.412,1.292,1.602,0.185,-3.011
10869,384.617,300.369,-1.096,0.171,0.999,-2.077
10870,359.512,330.242,-0.738,-0.079,-1.862,1.37
10871,349.666,329.24,0.905,1.574,2.255,-0.809
10872,274.413,256.306,2.489,0.65,-0.769,2.36
10873,203.012,121.582,-2.255,0.503,0.621,-3.004
10874,438.793,390.238,1.057,2.16,2.558,-0.602
10875,373.492,329.018,-0.84,0.403,2.149,-0.863
10876,307.601,250.885,1.183,-0.132,-2.501,0.835
10877,207.947,207.295,-2.359,-0.278,-2.818,0.302
10878,275.785,253.979,-0.364,-1.703,3.029,-0.05
10879,262.024,255.811,0.213,1.992,-2.065,1.103
10880,421.923,385.633,-0.366,-0.609,-0.702,2.144
10881,283.858,282.624,0.126,1.468,2.135,-0.997
10882,212.724,164.198,2.127,-0.689,-0.658,3.043
10883,340.277,313.817,1.397,1.657,-1.918,1.334
10884,543.215,492.801,0.085,0.9,2.918,-0.213
10885,231.152,224.282,1.087,-0.897,-1.738,1.468
10886,397.63,346.194,-1.428,-0.528,-3.082,0.063
10887,561.389,555.314,-1.008,-0.929,2.523,-0.587
10888,494.212,427.269,0.295,1.061,1.761,-1.603
10889,443.521,404.339,-0.733,-1.466,-2.204,0.919
10890,299.445,277.851,-1.99,-0.96,1.129,-2.057
10891,483.564,462.713,0.893,0.961,-3.062,0.129
10892,201.679,151.121,0.933,-2.309,2.759,-0.279
10893,339.83,329.975,-1.509,-1.353,-2.437,0.618
10894,329.769,323.043,-1.476,-1.293,2.358,-0.795
10895,410.594,332.897,0.941,1.529,-2.592,0.437
10896,305.032,282.422,-0.168,0.859,1.022,-2.135
10897,512.845,443.726,-0.904,-0.955,2.24,-1.036
10898,422.38,368.822,0.017,0.123,-0.748,2.386
10899,421.004,385.859,0.556,-0.249,-0.108,-3.07
10900,513.184,482.003,0.934,1.481,-2.519,0.518
10901,311.491,307.242,0.847,1.839,0.29,-2.879
10902,342.357,328.003,2.366,2.312,-2.215,0.989
10903,336.934,292.73,-1.204,-0.213,-1.48,1.574
10904,219.892,149.328,-1.075,1.307,-1.444,1.918
10905,351.0,336.918,1.306,-0.25,1.461,-1.736
10906,240.904,237.376,-0.58,1.31,2.879,-0.284
10907,359.679,283.05,-1.198,-0.831,1.217,-1.684
10908,355.132,316.393,1.733,2.339,-0.341,2.859
10909,431.507,353.819,1.263,0.232,1.146,-2.067
10910,526.17,501.675,0.077,-0.518,-0.026,3.131
10911,437.789,289.66,-1.674,-0.977,2.279,-0.289
10912,170.033,151.64,-2.15,0.52,-2.197,0.93
10913,678.579,661.401,-0.006,0.142,-0.381,2.742
10914,377.818,375.974,1.076,0.695,-1.704,1.41
10915,355.489,326.2,1.474,1.282,2.031,-1.149
10916,154.254,149.157,-1.259,1.37,-0.586,2.543
10917,250.834,247.96,0.51,-1.197,-0.43,2.729
10918,536.005,499.384,0.665,1.541,-1.356,1.748
10919,714.383,679.268,-1.497,-1.123,0.98,-2.285
10920,448.312,376.463,2.155,0.248,0.654,-2.68
10921,369.21,268.751,0.852,2.13,-2.948,0.453
10922,890.332,873.934,-0.474,-2.003,-1.654,1.479
10923,352.705,312.984,-1.079,-0.28,1.531,-1.588
10924,323.932,298.98,-0.008,1.385,2.773,-0.547
10925,219.286,217.997,2.387,0.429,1.883,-1.269
10926,410.922,281.404,-0.141,1.673,-0.378,2.766
10927,454.213,441.169,-1.715,-1.15,0.166,-3.014
10928,333.493,331.931,0.553,-0.057,-1.246,2.013
10929,334.084,299.579,-0.273,0.338,-2.709,0.482
10930,205.341,104.524,-1.815,1.815,0.109,3.027
10931,518.615,515.693,0.455,0.22,-1.456,1.732
10932,467.013,384.799,-0.312,-1.549,-2.22,0.641
10933,268.235,115.61,-2.046,0.603,-2.123,0.184
10934,186.942,115.223,-0.062,1.958,2.292,-0.61
10935,365.462,277.198,0.448,-1.732,1.438,-1.877
10936,261.314,242.363,0.059,-1.364,0.326,-2.817
10937,365.47,346.706,0.424,0.236,1.994,-1.134
10938,389.112,383.286,1.534,1.394,-1.504,1.625
10939,196.397,190.755,-0.573,1.947,1.012,-2.207
10940,354.086,273.588,0.163,0.425,-1.056,1.908
10941,349.717,345.019,-0.09,-0.95,1.537,-1.555
10942,185.324,180.868,-1.024,1.561,1.942,-1.237
10943,570.477,314.603,-0.446,-0.575,2.237,-0.679
10944,281.464,257.854,0.745,2.419,-1.595,1.518
10945,364.364,99.272,-0.528,1.937,-0.805,1.507
10946,410.956,407.808,2.267,1.102,0.08,-3.044
10947,364.365,355.651,1.024,0.422,-1.281,1.909
10948,370.056,329.118,-0.632,-0.62,-0.953,2.411
10949,430.732,428.997,0.317,0.01,0.491,-2.67
10950,467.562,340.701,-1.549,-0.576,2.419,-0.816
10951,357.418,300.32,-0.167,-1.103,3.085,-0.012
10952,405.676,398.061,0.141,1.205,2.171,-0.884
10953,326.023,319.735,1.506,0.135,1.321,-1.782
10954,647.732,609.912,-1.271,-0.515,0.098,-2.798
10955,276.731,236.068,0.177,0.127,0.536,-1.89
10956,465.131,395.49,-1.979,-1.121,-0.727,2.458
10957,331.633,320.519,-0.912,-0.527,2.66,-0.484
10958,433.578,430.087,2.435,1.434,-2.895,0.263
10959,419.831,338.029,-1.245,0.367,2.35,-0.922
10960,388.799,374.724,-0.247,-1.501,1.475,-1.632
10961,507.49,495.653,-0.473,-0.011,1.376,-1.777
10962,434.306,312.728,-0.657,-0.647,1.918,-1.046
10963,278.043,257.632,0.666,-0.988,0.14,-2.952
10964,296.699,251.483,0.6,-0.768,1.139,-2.059
10965,276.023,253.153,0.507,2.142,2.209,-0.999
10966,291.292,275.862,-0.79,-1.925,-1.88,1.217
10967,224.196,118.981,1.488,-0.569,1.045,2.782
10968,466.547,446.639,0.328,0.159,-0.974,2.204
10969,169.587,166.361,-0.777,2.052,1.74,-1.305
10970,335.263,311.245,-1.14,-1.455,-3.028,0.079
10971,451.43,433.531,-1.197,-1.307,0.23,-3.036
10972,392.905,348.642,1.391,1.43,1.681,-1.31
10973,296.445,273.044,1.336,2.305,2.639,-0.563
10974,348.289,333.72,-0.601,1.13,0.055,-3.072
10975,315.184,315.156,-0.954,1.351,2.125,-1.049
10976,239.472,236.693,-2.198,0.243,-0.923,2.244
10977,444.957,263.686,-0.151,1.071,-3.018,-0.024
10978,384.012,365.35,-0.945,-2.249,2.641,-0.538
10979,286.789,273.398,-2.251,-1.068,-1.483,1.477
10980,494.232,490.655,-0.92,-2.055,-0.234,2.919
10981,445.431,438.058,1.232,1.19,1.442,-1.72
10982,206.639,154.951,-0.703,2.092,-0.348,2.747
10983,327.706,324.168,-0.249,-0.232,1.208,-1.929
10984,1057.095,360.554,-1.262,-0.033,-2.422,2.115
10985,554.687,537.321,-0.137,0.519,-0.478,2.611
10986,396.371,300.387,0.458,-0.437,2.097,-1.15
10987,392.751,386.818,-2.072,-1.759,-2.586,0.663
10988,271.704,253.063,0.92,-1.534,1.027,-2.296
10989,618.344,433.198,-0.918,-0.12,2.637,-0.854
10990,409.482,305.121,0.524,-1.147,-1.151,2.054
10991,340.925,327.979,-0.558,-0.78,0.341,-2.835
10992,348.806,330.824,0.128,-1.212,1.959,-1.235
10993,223.667,220.106,-2.264,-0.372,2.008,-0.744
10994,428.442,414.519,1.292,1.112,-1.096,1.872
10995,303.606,300.492,-0.487,0.4,0.284,-2.838
10996,628.16,472.741,1.773,1.557,-1.303,2.267
10997,396.965,278.993,0.835,0.568,-0.514,2.403
10998,191.404,190.461,1.077,-1.166,-0.77,2.589
10999,249.847,240.242,1.933,-0.105,0.417,-2.789
11000,287.081,214.395,-2.075,-0.677,-2.035,1.172
11001,264.128,259.138,2.009,0.349,0.591,-2.419
11002,359.698,324.346,-1.124,-1.231,-0.931,2.181
11003,169.591,166.048,0.331,-2.28,-0.596,2.438
11004,362.867,357.659,0.596,0.423,-2.749,0.369
11005,316.445,288.545,-1.461,-0.463,1.734,-1.305
11006,423.164,380.652,-0.308,-1.405,-2.796,0.369
11007,324.545,311.735,-1.489,-0.865,-0.272,2.864
11008,258.812,217.854,-0.55,1.113,0.639,-2.704
11009,346.097,322.902,1.428,0.118,1.334,-1.831
11010,248.49,245.396,-0.803,1.142,-2.424,0.56
11011,341.055,316.375,0.112,0.818,-0.576,2.626
11012,112.543,102.664,2.386,-1.635,2.51,-0.97
11013,500.002,248.638,-0.743,-0.289,1.023,-2.878
11014,230.681,227.596,1.103,-1.096,0.547,-2.597
11015,630.171,607.735,1.225,0.246,2.221,-0.787
11016,233.088,227.099,0.701,-1.089,-0.665,2.564
11017,317.172,315.707,0.722,1.273,-2.198,0.969
11018,445.368,347.8,0.581,1.061,0.217,3.079
11019,442.286,421.742,-0.077,-0.435,0.612,-2.553
11020,512.906,512.633,0.588,0.4,-2.218,0.901
11021,241.485,202.969,-1.397,0.672,2.528,-0.83
11022,285.624,284.865,2.47,1.417,2.375,-0.76
11023,329.589,327.969,0.797,-1.155,-2.676,0.449
11024,303.533,303.293,-1.465,-0.16,-1.674,1.482
11025,289.679,261.826,-1.417,-0.026,0.808,-2.362
11026,442.868,305.796,0.507,0.577,0.466,-2.651
11027,354.514,348.207,-1.228,-2.187,2.443,-0.689
11028,469.507,464.603,-1.214,-1.306,1.077,-2.038
11029,550.725,443.545,1.517,0.632,2.463,-0.689
11030,533.544,484.792,-1.748,-0.451,2.729,-0.128
11031,576.022,472.345,-0.541,-0.596,2.033,-1.118
11032,411.701,302.08,1.328,1.396,1.264,-1.359
11033,394.571,264.994,1.199,1.441,0.578,-2.72
11034,429.865,340.745,-0.789,-1.026,1.013,-2.03
11035,351.477,343.76,-0.106,0.22,-0.851,2.31
11036,297.835,254.62,-0.613,0.917,1.022,-2.224
11037,376.291,373.399,-1.341,-0.592,0.589,-2.434
11038,1176.938,943.372,-0.122,-1.161,-1.32,1.539
11039,449.326,446.202,1.181,1.041,1.172,-1.958
11040,312.841,288.235,0.019,-1.619,2.965,-0.221
11041,382.992,276.713,0.493,0.565,1.254,-2.028
11042,271.898,190.32,1.607,-0.282,-1.296,1.564
11043,202.801,137.135,-0.054,2.383,2.475,-1.244
11044,389.36,380.099,0.324,0.405,-1.683,1.494
11045,371.945,362.232,-1.509,-1.209,1.943,-1.326
11046,309.478,217.969,2.242,0.238,2.84,0.846
11047,396.243,378.039,-1.65,-1.333,1.095,-2.073
11048,433.864,427.563,-2.038,-0.292,0.029,-2.997
11049,246.051,218.327,-1.689,0.189,-2.462,0.704
11050,351.052,349.378,0.655,1.685,0.475,-2.666
11051,330.166,317.936,-2.11,-0.238,0.755,-2.507
11052,427.07,334.134,-1.911,0.548,-0.787,2.195
11053,296.991,272.295,1.359,0.138,-1.515,1.547
11054,730.137,717.21,1.094,1.47,1.438,-1.749
11055,454.484,444.646,0.364,-0.02,1.277,-1.872
11056,474.157,441.14,0.37,1.654,0.29,-2.877
11057,335.826,311.363,-0.463,0.687,-2.526,0.636
11058,815.375,634.552,-0.539,1.447,-1.736,1.472
11059,407.495,368.66,1.653,1.155,-0.985,2.257
11060,240.595,227.835,-0.682,0.952,1.326,-1.847
11061,323.214,318.116,2.003,1.535,0.952,-2.133
11062,546.47,540.909,-0.032,1.359,-2.651,0.528
11063,405.219,358.458,-1.429,-1.403,1.338,-1.038
11064,480.329,474.576,-0.633,0.201,-2.521,0.621
11065,399.24,382.033,1.412,1.563,1.67,-1.41
11066,322.097,274.05,0.405,-0.891,0.395,-2.725
11067,413.186,306.769,-0.312,-1.017,-1.318,1.297
11068,365.803,329.306,2.306,2.131,1.157,-2.122
11069,399.997,387.617,-0.971,-0.957,-3.085,0.054
11070,436.966,318.531,1.44,0.399,-1.114,1.904
11071,154.711,142.343,2.449,-1.311,-1.754,1.193
11072,577.282,510.856,0.415,0.991,0.722,-2.385
11073,326.113,298.698,-1.469,-1.103,0.484,-2.631
11074,440.219,241.97,-0.294,1.142,-1.456,2.465
11075,347.766,267.711,0.831,-1.161,2.231,-1.246
11076,233.617,173.777,0.712,-2.037,-1.551,1.355
11077,364.69,348.431,0.235,0.686,-0.267,2.878
11078,363.495,360.919,0.512,-0.49,-2.108,0.986
11079,371.216,348.419,0.523,2.198,-2.235,0.831
11080,440.596,284.141,-0.685,0.271,2.674,-0.465
11081,280.743,272.381,-2.382,-0.697,2.49,-0.611
11082,315.616,310.714,-1.223,-0.304,-1.486,1.569
11083,301.757,230.848,0.645,-1.242,0.253,3.051
11084,328.366,318.992,-0.858,0.171,2.695,-0.398
11085,286.228,252.902,-0.617,1.449,2.115,-1.056
11086,384.556,383.977,-0.264,0.827,0.538,-2.662
11087,140.773,130.65,0.619,-2.484,2.77,-0.386
11088,312.383,273.429,1.932,0.842,2.691,-0.453
11089,326.912,321.802,-1.42,-1.014,2.591,-0.5
11090,249.467,230.242,1.206,-0.509,1.58,-1.597
11091,376.027,348.374,1.084,1.503,1.567,-1.477
11092,277.083,236.892,-0.128,2.2,1.412,-2.482
