,Momenta,Eta,Phi
2199,"[99.21, 94.934]","[-2.15, -2.15]","[0.394, -2.416]"
2200,"[109.052, 82.21]","[-0.555, -1.216]","[2.959, 0.004]"
2201,"[108.59, 74.989]","[-0.438, 0.509]","[-2.842, 0.463]"
2202,"[106.411, 58.06]","[0.57, 2.369]","[-0.279, -2.283]"
2203,"[109.457, 106.256]","[0.563, -0.907]","[-2.536, 0.762]"
2204,"[117.541, 81.446]","[1.515, 0.913]","[-1.621, 1.676]"
2205,"[231.731, 147.647]","[-0.031, -0.39]","[-2.469, 2.688]"
2206,"[63.056, 40.09]","[0.517, 1.736]","[-2.252, 1.063]"
2207,"[114.885, 92.523]","[0.869, 1.801]","[-0.539, 2.923]"
2208,"[156.425, 67.784]","[-0.344, -0.143]","[-2.055, 0.668]"
2209,"[215.35, 75.062]","[0.459, -0.847]","[2.775, -0.699]"
2210,"[118.113, 108.626]","[0.182, 0.942]","[2.711, 0.467]"
2211,"[88.271, 69.331]","[-2.023, -0.454]","[-2.014, 1.824]"
2212,"[65.67, 49.991]","[-1.121, 0.669]","[3.023, 0.257]"
2213,"[98.037, 93.063]","[0.66, 1.227]","[1.327, -2.086]"
2214,"[126.136, 70.754]","[1.351, 0.849]","[-0.234, -2.976]"
2215,"[65.677, 63.59]","[-1.589, 0.521]","[-0.84, 0.493]"
2216,"[141.462, 95.561]","[1.221, 1.471]","[2.004, -0.155]"
2217,"[101.331, 95.944]","[1.954, 1.267]","[-1.451, 1.667]"
2218,"[102.751, 60.349]","[-0.479, 0.986]","[2.183, -1.152]"
2219,"[123.375, 115.148]","[-1.423, -0.675]","[-1.05, 2.075]"
2220,"[158.339, 84.514]","[1.861, 0.868]","[-1.791, -0.229]"
2221,"[129.116, 82.401]","[0.234, 0.125]","[1.101, -2.461]"
2222,"[102.152, 101.22]","[-0.095, 0.067]","[-0.263, 2.18]"
2223,"[102.324, 82.247]","[1.174, 2.026]","[2.192, -0.69]"
2224,"[119.943, 73.003]","[0.135, 1.086]","[1.985, -0.398]"
2225,"[133.973, 128.719]","[-0.236, 0.006]","[-1.111, 1.504]"
2226,"[132.746, 74.676]","[0.216, 1.383]","[-0.874, 0.866]"
2227,"[49.629, 40.471]","[1.764, -0.601]","[2.074, -1.357]"
2228,"[433.921, 404.794]","[0.939, -0.456]","[0.799, -2.49]"
2229,"[111.327, 37.026]","[0.322, -1.596]","[-0.693, 2.963]"
2230,"[173.648, 112.261]","[0.278, 1.255]","[-0.563, -3.042]"
2231,"[99.899, 87.158]","[2.065, 1.366]","[0.335, 3.057]"
2232,"[96.856, 80.905]","[-0.884, 0.414]","[1.196, -2.313]"
2233,"[137.632, 120.201]","[-0.326, 0.38]","[2.487, -0.963]"
2234,"[96.253, 91.938]","[-0.913, -1.661]","[2.682, -0.597]"
2235,"[100.232, 100.095]","[-1.893, -2.22]","[1.482, -1.953]"
2236,"[91.8, 79.904]","[0.433, -0.886]","[2.627, -0.244]"
2237,"[113.275, 76.085]","[-0.379, 0.539]","[-1.256, 1.69]"
2238,"[183.557, 59.638]","[-1.091, -0.399]","[-2.347, 0.902]"
2239,"[89.36, 71.007]","[0.176, -1.07]","[2.156, -1.096]"
2240,"[214.236, 25.046]","[-0.179, -1.897]","[0.262, 2.413]"
2241,"[82.993, 70.334]","[-1.164, 0.449]","[1.135, -1.791]"
2242,"[163.814, 57.066]","[-0.249, 0.633]","[-2.284, -0.011]"
2243,"[98.285, 96.26]","[-1.332, -1.423]","[-3.002, 0.101]"
2244,"[72.503, 65.279]","[-0.731, 1.135]","[-1.277, 1.668]"
2245,"[170.503, 138.264]","[-1.518, -0.323]","[-2.126, 0.702]"
2246,"[128.213, 80.8]","[1.652, 2.081]","[-2.12, 0.393]"
2247,"[138.341, 93.143]","[-0.725, -0.207]","[-2.518, 0.42]"
2248,"[117.969, 58.291]","[0.445, -1.36]","[-2.792, 1.113]"
2249,"[104.018, 97.252]","[-1.299, -0.849]","[-2.717, 0.363]"
2250,"[103.971, 95.957]","[0.79, 0.693]","[2.45, -0.509]"
2251,"[208.178, 135.788]","[-1.41, -0.854]","[-0.415, 2.762]"
2252,"[137.435, 111.068]","[2.017, 1.632]","[-1.226, -2.898]"
2253,"[112.927, 61.71]","[0.22, 0.985]","[1.738, -2.414]"
2254,"[75.323, 45.092]","[1.972, -0.481]","[1.13, -2.354]"
2255,"[197.161, 81.374]","[0.798, -0.228]","[1.287, -1.464]"
2256,"[91.282, 85.265]","[0.994, 1.701]","[-1.506, 1.498]"
2257,"[128.279, 85.884]","[1.807, 1.775]","[1.394, -1.736]"
2258,"[91.341, 41.151]","[0.032, 2.054]","[-1.552, 1.269]"
2259,"[111.998, 87.175]","[-0.842, -0.458]","[2.368, -0.82]"
2260,"[121.232, 81.329]","[-0.756, -1.195]","[-0.004, 2.888]"
2261,"[100.954, 73.474]","[0.505, -0.632]","[3.067, -0.058]"
2262,"[127.293, 96.867]","[0.253, -0.632]","[1.284, -2.074]"
2263,"[137.961, 71.956]","[-1.742, -0.806]","[0.192, 2.326]"
2264,"[179.485, 79.607]","[1.416, 1.464]","[2.542, -1.131]"
2265,"[106.326, 63.41]","[1.837, 0.257]","[1.06, -3.042]"
2266,"[107.832, 91.313]","[-0.546, 0.047]","[-3.11, -0.292]"
2267,"[129.163, 94.508]","[-0.754, -0.705]","[-1.358, 0.834]"
2268,"[72.893, 64.382]","[2.315, 0.465]","[-1.549, 1.55]"
2269,"[111.665, 56.884]","[-0.23, -1.595]","[0.719, -2.761]"
2270,"[115.932, 85.973]","[-1.399, -1.976]","[2.272, -1.201]"
2271,"[193.614, 179.075]","[0.817, -0.046]","[1.347, -1.732]"
2272,"[103.055, 102.119]","[0.698, 1.968]","[0.166, 1.707]"
2273,"[201.065, 56.681]","[-0.344, 0.313]","[-0.29, 1.887]"
2274,"[128.75, 93.504]","[0.93, -0.167]","[-0.712, -2.326]"
2275,"[103.472, 95.306]","[0.763, 0.542]","[0.315, -2.834]"
2276,"[131.586, 71.814]","[-0.295, -0.825]","[-2.958, -0.423]"
2277,"[112.064, 87.134]","[1.146, 1.574]","[-1.805, 1.878]"
2278,"[100.111, 98.517]","[1.083, 1.027]","[0.221, -2.611]"
2279,"[80.606, 47.55]","[-2.33, -2.173]","[0.151, -2.711]"
2280,"[119.615, 77.762]","[-0.87, -1.349]","[-0.57, 2.408]"
2281,"[51.101, 29.227]","[1.116, -2.082]","[1.183, -2.316]"
2282,"[38.841, 37.544]","[1.481, -1.715]","[-2.1, 1.013]"
2283,"[157.038, 72.952]","[-1.497, -1.837]","[1.859, -2.265]"
2284,"[159.317, 82.195]","[-1.077, -2.151]","[0.59, 2.115]"
2285,"[119.797, 100.093]","[-0.671, -0.12]","[0.173, -2.378]"
2286,"[117.759, 109.06]","[-2.23, -1.388]","[2.104, -2.425]"
2287,"[133.117, 73.928]","[1.625, 1.462]","[2.699, -1.086]"
2288,"[268.055, 36.57]","[-0.205, 0.601]","[-2.541, 0.023]"
2289,"[120.486, 77.938]","[-0.029, 0.581]","[0.775, -2.368]"
2290,"[109.752, 64.162]","[-1.017, 0.016]","[0.969, -2.037]"
2291,"[118.615, 94.935]","[1.337, 1.096]","[-1.897, 0.64]"
2292,"[86.039, 83.002]","[0.073, 1.229]","[1.916, -1.118]"
2293,"[67.843, 59.581]","[2.122, 0.023]","[0.985, -1.212]"
2294,"[213.612, 64.419]","[0.913, -0.239]","[0.503, -2.151]"
2295,"[66.036, 65.975]","[-0.009, -0.87]","[2.231, -0.816]"
2296,"[156.974, 104.311]","[1.031, 1.601]","[-0.815, -2.425]"
2297,"[106.434, 104.936]","[1.44, 0.716]","[0.041, 3.092]"
2298,"[87.515, 75.753]","[0.418, -0.988]","[-2.812, 0.451]"
2299,"[103.121, 89.027]","[-0.627, -0.372]","[-2.45, 0.701]"
2300,"[268.666, 70.399]","[-1.115, -1.195]","[-1.624, 2.776]"
2301,"[94.378, 85.84]","[1.185, 2.228]","[0.479, -2.62]"
2302,"[62.172, 61.719]","[1.478, -0.645]","[-1.519, 1.993]"
2303,"[142.91, 71.851]","[-0.06, 0.162]","[2.449, -1.171]"
2304,"[178.87, 79.071]","[0.319, 0.208]","[-2.519, 0.82]"
2305,"[221.287, 35.948]","[0.765, 0.087]","[2.586, -0.921]"
2306,"[90.025, 54.686]","[-0.257, 1.353]","[-1.744, 1.321]"
2307,"[110.486, 86.811]","[-0.601, -0.106]","[2.646, -0.84]"
2308,"[102.483, 56.125]","[-0.938, 0.662]","[1.798, -1.629]"
2309,"[113.125, 85.022]","[1.957, 1.509]","[2.006, -1.267]"
2310,"[103.778, 101.324]","[0.568, 0.827]","[2.921, -0.208]"
2311,"[102.002, 101.929]","[-0.372, -0.572]","[-0.189, 2.899]"
2312,"[105.515, 94.804]","[-0.015, -0.213]","[-0.21, 2.845]"
2313,"[153.203, 85.662]","[0.709, 0.007]","[1.385, -2.857]"
2314,"[138.533, 80.657]","[0.087, -0.991]","[0.898, -1.422]"
2315,"[172.38, 108.564]","[-0.965, -0.906]","[-0.366, -2.007]"
2316,"[103.92, 90.674]","[1.237, 1.993]","[-0.161, -2.992]"
2317,"[66.599, 41.355]","[0.674, 0.937]","[-0.088, -2.983]"
2318,"[105.313, 82.991]","[-1.11, -1.854]","[0.134, -3.133]"
2319,"[157.691, 93.939]","[0.737, 1.943]","[0.025, 2.316]"
2320,"[199.278, 63.226]","[-1.103, -0.808]","[-0.853, 1.537]"
2321,"[99.865, 72.881]","[-1.457, -0.221]","[1.729, -0.982]"
2322,"[90.797, 73.369]","[0.719, -0.479]","[-0.709, 2.104]"
2323,"[61.129, 60.263]","[-2.373, -0.366]","[-2.766, -0.126]"
2324,"[102.312, 69.502]","[0.132, -0.872]","[0.406, -2.755]"
2325,"[198.538, 192.838]","[0.044, -0.078]","[-0.507, 0.423]"
2326,"[102.002, 95.59]","[1.717, 1.296]","[2.114, -0.773]"
2327,"[115.815, 73.409]","[0.829, 0.035]","[-0.596, 2.252]"
2328,"[91.753, 78.966]","[-0.558, 0.668]","[2.785, -1.321]"
2329,"[122.886, 85.067]","[-0.121, 0.446]","[0.475, 3.045]"
2330,"[157.436, 98.23]","[0.095, 0.191]","[-0.713, -2.678]"
2331,"[90.765, 88.685]","[-0.001, -1.164]","[0.859, -2.169]"
2332,"[113.547, 100.673]","[1.258, 0.981]","[0.833, -1.798]"
2333,"[131.991, 65.479]","[-0.637, -1.352]","[-2.446, 0.162]"
2334,"[104.624, 99.835]","[0.112, -0.139]","[-0.979, 2.335]"
2335,"[131.462, 81.551]","[0.529, -1.241]","[-0.151, 0.042]"
2336,"[379.559, 334.084]","[0.447, -0.801]","[0.576, -2.722]"
2337,"[125.186, 83.611]","[0.257, 0.766]","[2.857, 0.448]"
2338,"[95.314, 94.212]","[-0.747, -0.269]","[-1.987, 0.973]"
2339,"[132.811, 100.603]","[0.393, -0.558]","[-2.369, 0.183]"
2340,"[85.036, 66.534]","[-1.125, 0.501]","[0.539, -2.452]"
2341,"[124.723, 86.147]","[-0.924, 0.053]","[-2.277, -0.348]"
2342,"[98.987, 98.63]","[-0.131, 0.006]","[-2.252, 1.099]"
2343,"[150.839, 72.949]","[-0.797, -0.382]","[2.605, -0.488]"
2344,"[186.078, 128.202]","[1.385, 0.781]","[-1.262, 2.329]"
2345,"[184.283, 130.683]","[0.24, 0.299]","[-2.067, 2.805]"
2346,"[77.077, 72.895]","[-0.276, 1.188]","[1.133, -2.012]"
2347,"[139.649, 126.226]","[0.968, 0.806]","[-0.286, -2.554]"
2348,"[236.9, 48.887]","[0.053, 0.032]","[-0.106, -2.245]"
2349,"[113.897, 69.421]","[-1.091, -0.182]","[2.366, -1.147]"
2350,"[110.451, 90.545]","[1.583, 2.088]","[1.248, -1.597]"
2351,"[154.039, 61.055]","[1.274, 1.712]","[-2.087, 0.951]"
2352,"[165.61, 58.285]","[0.294, 0.426]","[-0.705, 3.037]"
2353,"[108.636, 72.215]","[-0.62, 0.334]","[2.536, -0.986]"
2354,"[94.969, 88.953]","[-2.015, -1.125]","[-1.598, 1.694]"
2355,"[67.032, 61.321]","[-1.672, -0.776]","[-1.296, 1.959]"
2356,"[86.649, 85.215]","[0.39, -0.683]","[-1.024, 2.307]"
2357,"[129.657, 79.325]","[1.351, 1.761]","[0.913, -1.731]"
2358,"[103.51, 95.633]","[-0.959, -1.581]","[-2.895, -0.08]"
2359,"[112.0, 111.928]","[-0.438, -0.353]","[0.797, -2.573]"
2360,"[285.754, 88.671]","[-0.083, 0.58]","[2.086, -3.073]"
2361,"[103.335, 92.329]","[-1.474, 0.075]","[-0.334, 2.919]"
2362,"[104.108, 87.196]","[1.47, 0.631]","[1.1, -1.882]"
2363,"[94.673, 92.047]","[-0.496, 0.201]","[0.101, -3.0]"
2364,"[108.077, 57.99]","[0.661, -1.379]","[0.767, -0.132]"
2365,"[90.553, 66.94]","[0.286, 1.836]","[-1.1, 1.716]"
2366,"[98.578, 90.353]","[-1.246, -0.379]","[-2.752, -0.435]"
2367,"[95.596, 83.37]","[-0.367, 0.828]","[2.683, -0.217]"
2368,"[93.121, 90.954]","[0.873, 0.352]","[-1.3, 1.593]"
2369,"[99.624, 80.633]","[-0.51, 0.335]","[1.93, -1.385]"
2370,"[91.483, 81.517]","[0.722, 1.861]","[0.003, -2.884]"
2371,"[105.834, 84.503]","[1.766, 2.258]","[0.933, -2.339]"
2372,"[155.909, 60.708]","[0.068, -0.366]","[0.443, -2.241]"
2373,"[93.566, 80.939]","[-0.178, -1.334]","[1.369, -2.024]"
2374,"[104.839, 72.983]","[-1.357, -0.292]","[1.806, -1.007]"
2375,"[143.779, 139.98]","[0.865, -0.965]","[-1.742, 1.394]"
2376,"[96.098, 89.891]","[0.748, -0.045]","[0.131, -3.111]"
2377,"[118.327, 77.978]","[0.758, 0.14]","[-0.366, 2.824]"
2378,"[116.35, 72.187]","[-0.362, -0.962]","[-2.109, 0.868]"
2379,"[104.83, 78.61]","[1.682, 0.772]","[2.899, -0.117]"
2380,"[157.976, 72.603]","[0.361, 0.113]","[2.208, -0.277]"
2381,"[126.724, 72.739]","[1.129, 2.374]","[3.118, 1.215]"
2382,"[122.954, 103.526]","[1.258, 1.263]","[2.115, -1.753]"
2383,"[249.03, 27.318]","[-0.266, -1.628]","[0.91, -1.619]"
2384,"[139.023, 103.24]","[1.606, 0.332]","[1.41, -1.812]"
2385,"[111.275, 79.378]","[0.347, -0.599]","[0.573, -2.514]"
2386,"[102.626, 95.48]","[0.968, 1.301]","[-1.817, 1.31]"
2387,"[128.111, 83.342]","[0.761, 0.492]","[-1.372, 1.699]"
2388,"[107.199, 55.3]","[-1.595, -0.019]","[2.967, -0.054]"
2389,"[130.842, 41.561]","[-0.708, -2.341]","[0.721, -1.46]"
2390,"[110.657, 91.618]","[0.38, 0.114]","[2.989, -0.223]"
2391,"[324.64, 210.39]","[-0.935, -1.082]","[3.024, 0.069]"
2392,"[184.215, 88.938]","[0.705, -0.278]","[-1.391, -2.549]"
2393,"[138.05, 107.864]","[0.351, -1.188]","[0.861, 1.967]"
2394,"[674.22, 478.341]","[0.515, -0.578]","[0.483, -3.104]"
2395,"[111.106, 37.88]","[-0.172, 1.817]","[2.274, -0.894]"
2396,"[93.638, 45.824]","[-0.009, -2.071]","[2.852, 0.212]"
2397,"[120.767, 93.704]","[-1.367, -1.466]","[-2.296, 1.553]"
2398,"[136.185, 126.423]","[-0.917, 0.043]","[0.877, -2.085]"
2399,"[163.977, 119.347]","[1.044, 1.439]","[-0.353, 2.909]"
2400,"[126.532, 91.808]","[-1.184, -1.288]","[-2.186, 1.277]"
2401,"[277.7, 257.342]","[-0.236, -1.541]","[0.327, -2.504]"
2402,"[293.653, 292.764]","[-0.476, -0.676]","[-2.603, 0.321]"
2403,"[87.6, 86.721]","[-1.468, -0.443]","[0.019, -2.973]"
2404,"[108.77, 90.735]","[1.142, 1.578]","[-0.246, 2.487]"
2405,"[123.826, 77.383]","[0.096, 0.4]","[-2.889, 0.338]"
2406,"[228.696, 37.273]","[-0.309, 0.746]","[-1.681, 2.21]"
2407,"[123.835, 87.407]","[-0.609, -1.42]","[2.355, -0.569]"
2408,"[91.172, 75.256]","[-0.014, 1.448]","[2.874, -0.941]"
2409,"[572.22, 172.721]","[0.24, 0.694]","[-2.752, 3.123]"
2410,"[124.465, 66.368]","[0.36, 1.431]","[2.074, -1.431]"
2411,"[164.747, 15.497]","[-0.25, 2.497]","[-1.152, -2.121]"
2412,"[116.806, 114.005]","[-0.587, 0.088]","[1.139, -2.054]"
2413,"[83.284, 78.379]","[0.574, -0.486]","[-2.946, -0.331]"
2414,"[226.62, 95.637]","[0.469, 0.404]","[-0.801, -2.345]"
2415,"[115.578, 112.825]","[-0.761, -1.484]","[0.319, -1.571]"
2416,"[122.901, 107.809]","[0.416, 0.408]","[2.583, -0.589]"
2417,"[799.031, 184.635]","[0.182, 0.689]","[-1.305, -1.361]"
2418,"[203.009, 137.702]","[1.043, 0.425]","[0.476, -0.718]"
2419,"[275.356, 32.915]","[0.739, 2.015]","[1.874, -2.781]"
2420,"[106.243, 101.78]","[-0.855, -0.358]","[-3.079, -0.092]"
2421,"[99.899, 93.151]","[0.046, 0.877]","[2.985, 0.083]"
2422,"[141.567, 60.287]","[-0.731, -0.171]","[1.639, -1.653]"
2423,"[103.788, 88.677]","[-1.472, -0.517]","[-1.399, 1.094]"
2424,"[122.207, 74.268]","[1.165, 0.359]","[-1.01, 1.344]"
2425,"[94.167, 89.161]","[-0.791, -0.035]","[1.093, -2.018]"
2426,"[111.531, 85.644]","[-1.971, -1.426]","[-0.461, -3.038]"
2427,"[100.399, 83.165]","[1.431, 2.114]","[2.032, -1.251]"
2428,"[273.469, 95.202]","[-0.762, -0.605]","[-0.888, 0.418]"
2429,"[168.244, 64.282]","[-1.313, -1.579]","[2.596, -0.477]"
2430,"[204.446, 75.429]","[0.582, 1.125]","[-0.293, 2.289]"
2431,"[111.088, 104.935]","[0.304, -0.139]","[-3.078, 0.033]"
2432,"[96.544, 96.072]","[-0.641, 0.028]","[-1.135, 2.189]"
2433,"[157.056, 58.175]","[-1.638, -0.831]","[-0.591, -3.131]"
2434,"[192.092, 59.292]","[0.829, 0.43]","[2.759, -1.258]"
2435,"[117.988, 102.776]","[1.039, 0.066]","[1.438, -3.093]"
2436,"[110.497, 88.129]","[-0.269, 0.663]","[0.031, -2.959]"
2437,"[194.677, 161.45]","[1.575, -0.32]","[1.25, -1.834]"
2438,"[150.035, 121.496]","[1.65, 1.716]","[2.655, -0.752]"
2439,"[104.748, 85.23]","[-1.53, -2.257]","[-2.095, 1.111]"
2440,"[128.487, 123.903]","[-1.191, -1.487]","[2.245, -1.601]"
2441,"[138.777, 41.458]","[0.159, 1.613]","[2.679, -0.825]"
2442,"[124.095, 74.726]","[0.262, 0.492]","[-2.665, 0.19]"
2443,"[161.068, 72.645]","[1.254, 1.746]","[0.871, -2.071]"
2444,"[197.218, 143.179]","[-0.904, -0.179]","[-2.903, 0.891]"
2445,"[202.855, 36.18]","[-0.0, -1.528]","[0.869, -1.021]"
2446,"[112.796, 73.555]","[-1.897, -2.004]","[-0.407, 2.312]"
2447,"[114.093, 92.784]","[0.007, -0.792]","[0.396, -1.136]"
2448,"[145.772, 68.754]","[0.749, 0.767]","[-2.351, 0.29]"
2449,"[185.005, 110.222]","[1.659, 1.793]","[2.352, -0.644]"
2450,"[112.73, 101.755]","[-2.359, -2.243]","[-2.876, -0.101]"
2451,"[104.788, 51.117]","[-1.321, 0.446]","[1.49, -2.265]"
2452,"[101.026, 100.77]","[1.596, 2.184]","[-2.236, 0.269]"
2453,"[99.816, 91.473]","[-0.589, -1.037]","[-2.91, 0.188]"
2454,"[169.468, 154.661]","[0.658, 0.375]","[-1.47, -0.202]"
2455,"[156.266, 88.048]","[-0.382, -0.96]","[-2.967, -1.213]"
2456,"[88.81, 64.631]","[1.923, 0.12]","[-2.288, -0.8]"
2457,"[154.313, 146.324]","[-0.582, -0.711]","[2.099, 0.482]"
2458,"[89.783, 79.046]","[0.164, -1.015]","[-2.676, 0.6]"
2459,"[72.646, 53.317]","[1.108, 0.603]","[1.852, -0.933]"
2460,"[94.808, 94.247]","[-1.47, -0.955]","[-2.356, 0.707]"
2461,"[324.876, 314.15]","[0.359, 0.305]","[-2.843, 0.368]"
2462,"[108.108, 87.874]","[0.453, -0.054]","[-2.269, 0.96]"
2463,"[107.464, 99.584]","[0.731, 0.784]","[1.492, -1.552]"
2464,"[81.4, 80.895]","[-0.652, -1.948]","[0.627, -2.848]"
2465,"[123.928, 73.399]","[0.264, -0.326]","[-1.932, 1.464]"
2466,"[98.977, 96.837]","[-0.975, -1.292]","[2.583, -0.825]"
2467,"[127.918, 76.949]","[1.855, 0.972]","[-1.33, 2.392]"
2468,"[92.375, 90.328]","[1.625, 0.816]","[-0.101, 2.896]"
2469,"[94.711, 69.396]","[1.41, 0.013]","[1.173, -1.99]"
2470,"[101.362, 92.953]","[0.051, 0.523]","[-2.962, 0.097]"
2471,"[92.329, 88.372]","[-1.304, -0.341]","[2.166, -0.978]"
2472,"[74.767, 59.446]","[-0.59, 1.351]","[1.681, -1.179]"
2473,"[98.167, 68.573]","[0.765, -0.448]","[-1.3, 1.839]"
2474,"[96.858, 91.889]","[1.792, 1.059]","[-3.01, 0.734]"
2475,"[98.308, 94.472]","[-1.566, -0.683]","[-2.698, 0.511]"
2476,"[110.903, 89.472]","[-1.199, -0.734]","[-1.813, 1.508]"
2477,"[123.68, 87.293]","[0.753, 0.1]","[1.912, -2.202]"
2478,"[114.151, 87.944]","[-1.447, -1.842]","[-1.347, 1.456]"
2479,"[137.791, 103.655]","[0.544, 0.781]","[0.138, 3.074]"
2480,"[135.909, 48.84]","[0.82, -0.517]","[1.833, -1.035]"
2481,"[95.848, 94.46]","[0.391, -0.349]","[-0.953, 2.134]"
2482,"[104.682, 93.379]","[0.539, 0.658]","[-1.758, 1.384]"
2483,"[57.08, 34.788]","[0.57, -2.492]","[2.093, -2.534]"
2484,"[142.962, 47.424]","[-0.212, -1.516]","[0.578, -2.964]"
2485,"[145.845, 97.025]","[-1.327, -0.648]","[-2.835, 1.608]"
2486,"[82.04, 65.544]","[0.612, -1.342]","[-2.469, -0.956]"
2487,"[100.027, 84.225]","[0.013, 0.813]","[-1.293, 1.844]"
2488,"[183.801, 105.992]","[-0.303, 0.6]","[-3.032, -1.932]"
2489,"[176.491, 56.674]","[1.512, 2.309]","[-2.774, 0.261]"
2490,"[117.483, 111.315]","[-0.784, -1.404]","[0.434, -1.433]"
2491,"[59.376, 57.438]","[-0.468, 1.422]","[0.159, -3.104]"
2492,"[137.958, 75.831]","[-1.195, -0.666]","[1.831, -0.63]"
2493,"[100.64, 100.113]","[-1.365, -1.693]","[-1.512, 1.618]"
2494,"[120.145, 78.129]","[-0.79, -0.247]","[-1.437, 1.302]"
2495,"[172.523, 54.638]","[-0.248, -1.722]","[-2.053, 2.76]"
2496,"[689.041, 629.828]","[0.278, 0.34]","[-1.228, 1.898]"
2497,"[121.808, 84.73]","[0.849, 0.79]","[2.502, -0.317]"
2498,"[195.299, 102.339]","[-0.901, 0.298]","[0.676, -2.103]"
2499,"[222.049, 191.342]","[-0.57, 0.037]","[0.111, -0.678]"
2500,"[100.971, 87.286]","[-0.844, -0.167]","[1.583, -1.141]"
2501,"[208.618, 179.53]","[0.521, 1.301]","[2.753, -0.047]"
2502,"[118.982, 100.108]","[1.103, 1.753]","[-2.471, 1.086]"
2503,"[97.879, 62.617]","[0.998, -0.373]","[-3.076, 0.686]"
2504,"[116.442, 88.859]","[1.135, 1.45]","[1.72, -1.338]"
2505,"[87.204, 74.406]","[-0.938, -1.257]","[3.122, 0.057]"
2506,"[106.018, 90.016]","[0.7, 1.055]","[0.63, -2.466]"
2507,"[404.63, 63.179]","[0.37, 1.167]","[0.222, 1.095]"
2508,"[78.919, 67.653]","[-1.828, -0.198]","[-0.73, 2.968]"
2509,"[202.289, 141.48]","[1.642, 0.649]","[1.566, -3.104]"
2510,"[114.379, 80.923]","[-0.462, 0.676]","[1.727, -0.454]"
2511,"[107.661, 71.416]","[-0.109, -1.042]","[-2.282, 0.737]"
2512,"[133.511, 87.637]","[-0.483, -0.589]","[0.348, 2.99]"
2513,"[98.251, 92.922]","[-0.64, -0.821]","[-2.276, 0.717]"
2514,"[100.715, 98.367]","[-0.338, -0.411]","[-1.729, 1.346]"
2515,"[89.54, 82.28]","[0.236, -0.718]","[-2.181, 0.894]"
2516,"[101.723, 86.616]","[0.101, -0.954]","[-2.733, -0.005]"
2517,"[238.932, 104.216]","[-0.044, 0.616]","[-2.589, 0.856]"
2518,"[148.847, 77.995]","[-0.477, -0.341]","[0.358, -2.58]"
2519,"[148.762, 29.219]","[-0.177, 2.002]","[-1.109, 2.791]"
2520,"[169.789, 164.725]","[-1.099, -0.59]","[-0.131, 2.993]"
2521,"[164.9, 137.918]","[0.516, -0.19]","[0.528, -2.574]"
2522,"[221.448, 110.68]","[1.229, 0.054]","[-1.438, 2.084]"
2523,"[246.108, 244.309]","[-0.025, -0.02]","[-2.248, 0.578]"
2524,"[164.882, 135.494]","[-1.022, -0.476]","[0.651, -2.54]"
2525,"[96.344, 95.707]","[-1.111, -0.252]","[2.94, 0.552]"
2526,"[106.984, 100.892]","[1.307, 0.953]","[-2.617, 0.463]"
2527,"[82.208, 74.48]","[0.407, 1.474]","[-0.445, 2.818]"
2528,"[111.305, 35.044]","[0.513, -1.455]","[0.79, -1.706]"
2529,"[92.378, 78.665]","[-1.821, -0.867]","[-2.235, 0.714]"
2530,"[100.992, 100.621]","[-0.937, -0.615]","[0.385, -2.873]"
2531,"[553.566, 497.002]","[-0.105, 0.317]","[-2.222, 0.564]"
2532,"[129.063, 105.255]","[1.438, 1.265]","[-3.133, 0.738]"
2533,"[97.677, 95.038]","[0.672, -0.178]","[-0.441, 2.632]"
2534,"[110.814, 87.342]","[1.1, 0.794]","[-1.361, 1.552]"
2535,"[108.009, 99.175]","[0.102, 0.607]","[-0.153, 2.653]"
2536,"[118.058, 72.848]","[-0.207, -1.234]","[-0.34, 2.635]"
2537,"[313.203, 294.331]","[1.682, 0.322]","[2.482, -0.673]"
2538,"[102.528, 98.931]","[-0.322, -0.372]","[-1.33, 1.707]"
2539,"[92.169, 72.349]","[-0.0, -1.224]","[2.835, -0.177]"
2540,"[89.44, 33.592]","[0.946, -1.426]","[1.354, -1.805]"
2541,"[147.593, 23.405]","[-0.125, 2.348]","[2.716, 1.309]"
2542,"[83.027, 46.178]","[-0.218, -1.963]","[0.074, 2.341]"
2543,"[99.609, 73.732]","[-0.172, -1.404]","[2.235, -0.866]"
2544,"[423.364, 164.46]","[-0.102, -0.022]","[1.43, 0.16]"
2545,"[613.876, 431.593]","[-0.148, -0.258]","[1.09, 2.336]"
2546,"[120.527, 96.64]","[1.054, 0.285]","[-1.787, 1.59]"
2547,"[72.658, 39.856]","[1.553, -1.019]","[-2.314, -0.428]"
2548,"[81.697, 72.738]","[-1.1, 0.624]","[-2.946, 0.495]"
2549,"[91.44, 83.928]","[-1.056, -2.16]","[2.354, -0.755]"
2550,"[92.675, 88.138]","[0.572, -0.371]","[0.481, -2.65]"
2551,"[172.478, 113.674]","[1.022, 1.874]","[2.333, -2.762]"
2552,"[74.436, 57.992]","[0.141, 2.271]","[-2.933, -0.494]"
2553,"[348.003, 187.151]","[1.195, 0.296]","[1.962, 2.8]"
2554,"[135.784, 122.781]","[0.68, 1.702]","[1.186, 2.484]"
2555,"[155.195, 139.586]","[1.114, -0.371]","[0.575, -2.936]"
2556,"[116.139, 82.826]","[-0.863, -0.598]","[0.681, -2.691]"
2557,"[120.614, 99.797]","[-0.512, -1.29]","[1.538, -2.598]"
