,Momenta,Eta,Phi
1560,"[144.145, 123.35]","[0.001, -0.477]","[0.253, -2.887]"
1561,"[136.496, 96.35]","[1.332, -0.235]","[-3.133, 0.14]"
1562,"[136.653, 113.002]","[-0.053, -1.469]","[-0.051, 2.501]"
1563,"[239.946, 99.429]","[-0.286, -0.536]","[-2.671, 0.857]"
1564,"[386.122, 213.589]","[-0.092, -1.061]","[2.945, -2.89]"
1565,"[361.834, 103.546]","[1.382, 0.281]","[0.615, 1.559]"
1566,"[144.414, 124.686]","[-2.008, -1.02]","[1.79, -1.159]"
1567,"[178.171, 131.1]","[0.719, 1.69]","[1.861, -0.058]"
1568,"[159.912, 133.66]","[-0.422, -0.163]","[-0.724, 2.306]"
1569,"[96.472, 46.599]","[1.319, -1.567]","[-0.12, -2.413]"
1570,"[171.265, 141.593]","[0.162, 0.456]","[3.062, 0.474]"
1571,"[147.285, 96.5]","[-0.016, 1.416]","[2.292, -0.936]"
1572,"[147.861, 100.562]","[-1.894, -1.056]","[-0.901, 2.103]"
1573,"[88.767, 77.174]","[0.873, -1.264]","[-0.976, 2.173]"
1574,"[158.784, 143.128]","[0.849, 1.428]","[-2.094, 1.734]"
1575,"[115.505, 98.592]","[-1.118, 0.613]","[0.289, 3.106]"
1576,"[160.718, 144.824]","[0.778, 0.809]","[1.0, -1.5]"
1577,"[120.447, 114.385]","[-0.334, 1.642]","[-2.21, 0.715]"
1578,"[256.396, 88.776]","[0.144, 0.761]","[-1.531, 2.406]"
1579,"[151.542, 139.773]","[0.183, 0.537]","[2.754, -0.563]"
1580,"[165.24, 118.636]","[0.416, -0.529]","[-2.096, 1.543]"
1581,"[152.378, 140.056]","[-1.299, -2.049]","[-0.819, 2.391]"
1582,"[342.21, 69.465]","[-1.14, -0.309]","[-1.328, 2.756]"
1583,"[152.502, 147.918]","[0.269, 1.033]","[2.518, -0.038]"
1584,"[146.665, 105.006]","[-0.163, 1.071]","[-1.207, 2.022]"
1585,"[154.029, 129.787]","[-1.468, -1.102]","[-2.772, 0.26]"
1586,"[185.513, 125.719]","[0.037, -0.093]","[-1.873, 1.47]"
1587,"[181.954, 156.241]","[-0.109, -0.263]","[-2.818, 0.2]"
1588,"[123.221, 108.529]","[1.2, -0.279]","[-1.242, 2.349]"
1589,"[129.284, 123.152]","[-0.612, 0.296]","[0.022, -3.068]"
1590,"[205.904, 147.757]","[-0.677, -0.443]","[-0.668, -2.735]"
1591,"[152.153, 141.626]","[1.034, 0.695]","[2.658, -0.556]"
1592,"[125.024, 101.56]","[1.78, 0.143]","[-0.07, 3.086]"
1593,"[152.699, 144.354]","[1.679, 1.06]","[-1.132, 2.046]"
1594,"[147.263, 137.189]","[-0.929, 0.357]","[-2.504, -0.83]"
1595,"[151.97, 140.614]","[-1.199, -0.623]","[-2.766, 0.156]"
1596,"[209.56, 106.143]","[-0.218, -0.756]","[-0.329, 3.062]"
1597,"[190.052, 118.733]","[1.132, 0.916]","[1.686, -1.641]"
1598,"[75.277, 53.65]","[-0.989, 0.644]","[0.468, -1.691]"
1599,"[145.631, 138.3]","[-0.674, 0.035]","[3.074, -0.088]"
1600,"[265.937, 125.917]","[-0.775, -0.092]","[1.598, -0.095]"
1601,"[142.639, 102.894]","[0.745, -0.747]","[-0.023, 2.418]"
1602,"[165.235, 138.245]","[-0.085, -0.384]","[-1.1, 1.758]"
1603,"[156.328, 144.113]","[0.37, 0.061]","[-2.592, 0.69]"
1604,"[135.321, 135.115]","[-0.841, 0.122]","[0.178, -2.895]"
1605,"[173.286, 141.476]","[0.098, -0.188]","[-1.761, 1.0]"
1606,"[162.396, 128.901]","[-0.623, -1.066]","[-1.35, 1.778]"
1607,"[180.663, 115.98]","[0.594, 0.434]","[-2.12, 1.089]"
1608,"[156.343, 134.759]","[-1.103, -1.693]","[2.832, -0.362]"
1609,"[153.089, 140.145]","[-0.285, 0.514]","[2.318, -1.18]"
1610,"[100.673, 59.446]","[-0.627, 1.96]","[-2.877, 0.932]"
1611,"[321.261, 78.177]","[0.277, 0.033]","[-1.938, 0.461]"
1612,"[151.617, 94.728]","[-0.452, 0.366]","[-0.09, -3.022]"
1613,"[936.985, 853.906]","[0.282, 0.119]","[1.579, -1.498]"
1614,"[156.041, 143.299]","[1.85, 1.661]","[-1.561, 1.377]"
1615,"[297.141, 206.535]","[-1.214, -1.39]","[-0.72, 0.543]"
1616,"[139.898, 59.853]","[-1.29, 0.913]","[1.343, -1.281]"
1617,"[211.694, 102.036]","[-0.714, -1.279]","[0.821, -2.233]"
1618,"[143.015, 128.387]","[-0.664, -1.868]","[-1.594, 1.159]"
1619,"[138.0, 124.361]","[-0.764, 0.225]","[0.177, -2.817]"
1620,"[176.385, 122.468]","[1.444, 1.575]","[-1.999, 0.809]"
1621,"[159.224, 141.691]","[-2.066, -1.769]","[1.933, -1.294]"
1622,"[224.358, 92.644]","[-0.501, -1.038]","[2.989, -0.375]"
1623,"[144.665, 143.78]","[2.162, 2.415]","[2.085, -1.051]"
1624,"[134.402, 106.579]","[-0.514, -1.037]","[3.026, -2.397]"
1625,"[306.429, 256.636]","[-0.837, -1.662]","[1.438, 1.203]"
1626,"[188.837, 160.464]","[0.82, 0.751]","[-0.096, 2.917]"
1627,"[269.06, 59.048]","[-0.606, 1.191]","[2.39, -2.498]"
1628,"[128.353, 118.476]","[-0.54, 0.613]","[-1.435, 1.779]"
1629,"[78.035, 39.244]","[-1.153, 2.171]","[-2.572, -0.229]"
1630,"[170.214, 123.168]","[-1.734, -1.183]","[1.694, -1.397]"
1631,"[151.65, 106.155]","[0.446, -0.746]","[-1.297, 2.088]"
1632,"[163.936, 130.376]","[1.143, 1.588]","[-2.937, 0.071]"
1633,"[164.459, 119.921]","[0.321, -0.524]","[0.754, -2.989]"
1634,"[156.87, 122.811]","[-0.144, -0.07]","[2.741, -0.401]"
1635,"[137.279, 133.806]","[0.644, 0.028]","[1.772, -1.361]"
1636,"[121.692, 105.603]","[-0.206, -1.798]","[0.072, -3.055]"
1637,"[150.76, 130.851]","[0.769, 0.679]","[3.05, -0.182]"
1638,"[157.029, 101.371]","[1.296, 2.466]","[-1.888, 1.019]"
1639,"[178.558, 166.113]","[0.093, 0.364]","[-2.257, -0.129]"
1640,"[175.038, 171.385]","[-0.83, -0.517]","[2.464, -1.752]"
1641,"[108.164, 102.815]","[0.988, -0.617]","[3.099, 0.019]"
1642,"[157.008, 128.301]","[-0.83, -0.16]","[-0.083, 2.946]"
1643,"[187.327, 147.233]","[-0.223, 0.404]","[2.215, 0.197]"
1644,"[136.799, 68.427]","[0.487, -1.607]","[-0.812, 2.228]"
1645,"[137.11, 110.955]","[0.194, 1.496]","[0.14, 3.042]"
1646,"[132.841, 106.685]","[-0.665, -2.307]","[1.46, -0.555]"
1647,"[226.882, 74.185]","[0.48, -0.834]","[-0.983, 1.565]"
1648,"[156.868, 152.148]","[-0.264, -0.444]","[-2.08, 1.084]"
1649,"[124.834, 83.521]","[1.022, -0.966]","[0.894, 3.078]"
1650,"[150.61, 143.474]","[0.438, 0.12]","[-1.841, 1.123]"
1651,"[155.149, 118.138]","[-0.22, 1.004]","[-1.429, 1.922]"
1652,"[210.325, 89.179]","[0.82, 1.931]","[-1.247, 1.908]"
1653,"[257.135, 100.087]","[-1.395, -0.777]","[-2.724, 1.344]"
1654,"[184.23, 132.291]","[-0.923, -0.884]","[-1.182, 2.512]"
1655,"[164.136, 124.395]","[0.192, 0.579]","[0.564, -2.813]"
1656,"[162.666, 142.867]","[-0.553, -0.207]","[0.207, 3.13]"
1657,"[128.725, 125.51]","[-0.589, -1.932]","[2.897, -0.113]"
1658,"[164.294, 144.208]","[0.802, 0.499]","[1.006, -2.499]"
1659,"[154.939, 143.744]","[0.132, -0.223]","[-2.014, 1.132]"
1660,"[258.436, 64.168]","[-0.799, 1.041]","[-2.127, 3.032]"
1661,"[160.919, 129.985]","[0.229, -0.334]","[0.28, -2.876]"
1662,"[152.768, 119.034]","[0.737, 1.715]","[-0.87, 2.212]"
1663,"[193.073, 140.434]","[0.322, 0.198]","[1.833, -0.703]"
1664,"[154.672, 141.487]","[0.595, -0.166]","[2.763, -0.491]"
1665,"[342.605, 71.262]","[1.03, 1.43]","[-2.592, 1.174]"
1666,"[156.129, 128.093]","[-0.528, -0.489]","[1.164, -2.093]"
1667,"[145.525, 139.138]","[0.679, 1.404]","[-0.409, 2.792]"
1668,"[124.846, 103.675]","[0.583, 2.222]","[-2.535, 0.583]"
1669,"[157.246, 134.163]","[-1.106, -0.628]","[0.683, -2.475]"
1670,"[176.569, 160.693]","[-0.305, -0.584]","[-0.819, 2.279]"
1671,"[183.04, 123.685]","[0.473, 1.078]","[2.094, -2.148]"
1672,"[129.734, 121.191]","[-0.904, 0.418]","[-0.403, 2.746]"
1673,"[149.908, 143.517]","[0.936, 1.442]","[-2.064, 1.632]"
1674,"[130.946, 127.501]","[1.008, 0.187]","[0.829, -2.432]"
1675,"[167.683, 124.074]","[-1.444, -1.973]","[-0.759, 2.382]"
1676,"[126.16, 108.514]","[0.267, 1.244]","[1.318, -2.643]"
1677,"[173.661, 116.598]","[0.874, -0.033]","[-0.299, 2.649]"
1678,"[151.83, 141.861]","[0.936, 0.916]","[1.476, -1.712]"
1679,"[89.716, 78.428]","[-0.728, 1.636]","[-2.729, 1.068]"
1680,"[214.251, 194.562]","[0.208, -0.145]","[2.24, 0.627]"
1681,"[159.413, 129.76]","[0.681, -0.026]","[0.689, -2.256]"
1682,"[156.726, 124.946]","[0.154, 0.839]","[-0.825, 2.372]"
1683,"[133.166, 126.188]","[0.718, -0.406]","[-2.642, 0.999]"
1684,"[153.327, 142.608]","[-0.718, -0.985]","[-0.815, 2.307]"
1685,"[134.886, 75.831]","[-0.51, 1.984]","[-1.921, -1.548]"
1686,"[137.185, 133.371]","[1.559, 1.741]","[1.257, -2.114]"
1687,"[152.706, 133.101]","[2.153, 2.472]","[0.372, -2.648]"
1688,"[146.584, 85.326]","[-1.63, 0.242]","[2.591, 0.506]"
1689,"[160.653, 130.031]","[0.464, -0.144]","[-0.473, 2.511]"
1690,"[248.111, 139.479]","[-1.273, -2.088]","[-0.074, -1.526]"
1691,"[162.29, 135.851]","[-0.958, -0.378]","[2.071, -1.102]"
1692,"[176.597, 151.383]","[-0.543, -0.68]","[0.039, -2.42]"
1693,"[162.508, 124.936]","[0.38, 1.05]","[2.832, -0.503]"
1694,"[246.661, 145.829]","[-0.331, -1.001]","[-1.26, -2.982]"
1695,"[141.247, 128.625]","[0.005, 0.978]","[1.352, -1.476]"
1696,"[216.675, 85.769]","[0.276, -0.874]","[-2.135, -0.06]"
1697,"[234.591, 130.466]","[0.769, 0.127]","[-1.006, 1.418]"
1698,"[157.444, 148.958]","[0.825, 1.035]","[2.173, -1.168]"
1699,"[149.602, 111.644]","[0.089, -1.203]","[1.972, -0.42]"
1700,"[374.336, 285.578]","[0.985, -0.133]","[2.815, -1.018]"
1701,"[131.743, 95.692]","[-0.023, 1.512]","[-2.803, 0.052]"
1702,"[155.427, 142.064]","[0.422, 0.539]","[0.601, -2.672]"
1703,"[144.186, 136.586]","[-1.272, -0.696]","[-1.241, 1.912]"
1704,"[149.625, 139.114]","[-0.408, -1.087]","[-1.881, 1.408]"
1705,"[346.218, 292.535]","[-0.042, -0.3]","[2.347, -0.577]"
1706,"[118.067, 99.492]","[0.433, 2.139]","[-0.594, 2.778]"
1707,"[153.88, 126.466]","[0.951, 1.723]","[-1.356, 2.253]"
1708,"[220.353, 118.06]","[-0.168, -0.166]","[-0.344, 2.137]"
1709,"[197.39, 117.972]","[0.624, -0.317]","[-2.137, 0.001]"
1710,"[151.565, 118.643]","[-0.581, -1.532]","[-0.935, 2.043]"
1711,"[149.157, 138.893]","[-0.183, 0.605]","[0.515, -2.237]"
1712,"[137.066, 125.387]","[-0.084, -1.152]","[0.17, -2.728]"
1713,"[181.356, 108.052]","[0.884, -0.196]","[2.909, 0.735]"
1714,"[192.866, 93.183]","[-0.668, -1.729]","[0.422, 3.107]"
1715,"[298.723, 114.088]","[-0.536, -0.574]","[0.304, 2.372]"
1716,"[92.69, 80.947]","[1.198, -1.047]","[-3.002, -0.027]"
1717,"[151.8, 132.473]","[-1.168, -0.382]","[2.542, -0.625]"
1718,"[135.068, 119.927]","[1.195, 2.367]","[-3.066, -0.147]"
1719,"[125.753, 81.56]","[-1.822, 0.566]","[-1.072, 2.38]"
1720,"[167.693, 96.838]","[0.037, 0.517]","[-2.155, 1.713]"
1721,"[155.209, 150.272]","[-0.177, -0.394]","[2.303, -0.515]"
1722,"[163.959, 112.444]","[-0.082, 0.845]","[-0.885, 1.927]"
1723,"[170.936, 152.011]","[1.307, 1.239]","[0.21, -2.329]"
1724,"[138.135, 101.12]","[0.814, -0.347]","[2.412, -1.243]"
1725,"[183.029, 126.184]","[-0.548, -0.128]","[1.713, -2.064]"
1726,"[176.141, 132.716]","[1.226, 1.549]","[-1.041, 2.012]"
1727,"[144.342, 136.138]","[-1.715, -2.176]","[-1.275, 1.949]"
1728,"[122.576, 90.118]","[-0.347, 1.4]","[-0.907, 2.653]"
1729,"[176.118, 123.548]","[0.9, 0.659]","[-3.056, -0.379]"
1730,"[210.466, 154.32]","[-0.849, -0.436]","[1.651, -0.608]"
1731,"[138.777, 135.886]","[2.012, 2.003]","[3.0, -0.101]"
1732,"[159.836, 142.596]","[1.826, 1.982]","[1.337, -1.748]"
1733,"[129.885, 127.248]","[0.143, 1.188]","[-0.316, 2.411]"
1734,"[159.661, 99.613]","[1.274, 0.503]","[0.077, 3.094]"
1735,"[186.855, 119.899]","[1.085, 1.077]","[-0.58, 2.144]"
1736,"[203.296, 70.469]","[0.94, 2.41]","[0.695, -3.042]"
1737,"[214.677, 136.916]","[-0.379, -0.372]","[-2.249, -0.128]"
1738,"[178.591, 125.926]","[-0.549, 0.075]","[-1.879, 1.908]"
1739,"[339.967, 77.159]","[0.123, -0.378]","[-1.48, 2.502]"
1740,"[907.474, 797.744]","[-0.396, 0.64]","[-0.621, 2.577]"
1741,"[165.105, 112.577]","[-0.915, -0.115]","[-0.393, 2.831]"
1742,"[125.762, 103.466]","[2.221, 0.715]","[-2.366, 0.431]"
1743,"[137.777, 93.08]","[-0.5, 1.122]","[-0.929, 2.857]"
1744,"[244.378, 60.277]","[-0.852, -2.148]","[-2.678, 0.748]"
1745,"[165.736, 124.859]","[-1.854, -1.804]","[1.699, -1.309]"
1746,"[310.132, 224.946]","[-0.091, 0.133]","[-2.168, -0.664]"
1747,"[1303.521, 1291.208]","[0.156, -0.216]","[1.497, -1.603]"
1748,"[161.936, 150.252]","[-0.079, 0.14]","[3.098, 0.065]"
1749,"[166.351, 129.223]","[-1.232, -1.688]","[-1.249, 1.896]"
1750,"[96.642, 75.42]","[-2.304, 0.055]","[1.138, -2.321]"
1751,"[148.945, 121.006]","[1.8, 0.62]","[0.261, -2.871]"
1752,"[108.643, 74.721]","[1.889, -0.168]","[2.429, -1.126]"
1753,"[252.801, 118.903]","[-1.295, -1.313]","[2.843, -1.426]"
1754,"[158.538, 126.14]","[-1.167, -1.718]","[-1.051, -2.719]"
1755,"[70.702, 61.236]","[0.396, -1.337]","[-3.131, 0.627]"
1756,"[102.616, 69.997]","[-1.385, 0.945]","[1.342, -1.521]"
1757,"[152.344, 148.528]","[0.178, 0.425]","[1.465, -1.774]"
1758,"[260.88, 109.12]","[-1.288, -0.463]","[-3.005, -1.249]"
1759,"[178.648, 104.27]","[-0.354, -1.272]","[1.379, -1.688]"
1760,"[176.771, 115.994]","[0.022, 0.943]","[2.346, -1.627]"
1761,"[395.075, 51.105]","[-0.893, -1.578]","[0.354, -2.668]"
1762,"[480.219, 75.09]","[0.298, 1.39]","[-1.723, 3.098]"
1763,"[161.313, 141.205]","[1.152, 0.945]","[-1.41, 1.719]"
1764,"[150.859, 144.379]","[1.836, 1.18]","[2.333, -0.992]"
1765,"[388.271, 32.874]","[0.694, 2.289]","[0.741, -2.451]"
1766,"[199.85, 101.191]","[-2.145, -1.336]","[0.402, 3.01]"
1767,"[146.483, 120.524]","[1.413, 0.222]","[2.855, -0.209]"
1768,"[286.636, 107.778]","[-0.937, -0.489]","[0.458, -1.493]"
1769,"[144.389, 141.555]","[-0.91, -0.696]","[-2.394, 0.864]"
1770,"[148.827, 148.036]","[-0.978, -1.34]","[2.431, -0.603]"
1771,"[224.299, 223.054]","[1.212, 0.122]","[0.955, -2.119]"
1772,"[179.956, 125.774]","[-0.645, -0.525]","[-0.782, 2.32]"
1773,"[153.778, 125.823]","[-0.559, 0.155]","[2.052, -1.266]"
1774,"[90.546, 80.986]","[-0.497, 1.83]","[2.213, -0.336]"
1775,"[247.11, 244.736]","[-1.367, -0.066]","[-1.253, 1.792]"
1776,"[131.506, 124.885]","[-1.026, -1.669]","[2.025, -1.187]"
1777,"[147.789, 88.138]","[0.478, -1.819]","[0.228, 2.895]"
1778,"[124.095, 117.046]","[0.36, 1.293]","[0.207, -3.043]"
1779,"[202.623, 69.345]","[1.265, -0.201]","[0.615, -3.021]"
1780,"[183.758, 98.015]","[0.193, 1.263]","[0.279, -2.637]"
1781,"[247.259, 111.739]","[0.145, -0.036]","[-0.99, 1.404]"
1782,"[236.353, 98.949]","[-0.617, -0.201]","[-1.914, 1.415]"
1783,"[169.074, 114.709]","[-0.548, 0.006]","[-0.7, 2.694]"
1784,"[705.822, 243.912]","[-1.513, -1.372]","[2.673, 1.964]"
1785,"[308.374, 89.685]","[-1.032, -0.421]","[-1.074, -2.889]"
1786,"[158.475, 88.715]","[0.636, -0.706]","[-2.262, 0.598]"
1787,"[164.097, 155.432]","[-0.769, -1.439]","[1.085, -3.129]"
1788,"[127.527, 88.476]","[-0.324, -2.176]","[2.032, -1.29]"
1789,"[152.641, 115.99]","[-1.616, 0.167]","[-3.084, 2.175]"
1790,"[147.375, 100.51]","[0.921, -0.472]","[2.646, -0.226]"
1791,"[148.067, 76.793]","[0.217, 2.046]","[0.12, 2.968]"
1792,"[129.214, 107.554]","[1.046, 0.333]","[-2.827, 0.304]"
1793,"[138.489, 114.678]","[-1.624, -0.332]","[-1.571, 1.453]"
1794,"[165.35, 91.489]","[-2.268, -0.069]","[-0.529, 2.754]"
1795,"[60.74, 56.433]","[1.945, -1.243]","[-1.172, 2.411]"
1796,"[142.994, 117.541]","[0.997, -0.069]","[3.097, 0.24]"
1797,"[152.695, 138.919]","[0.86, 1.298]","[0.04, 3.019]"
1798,"[166.454, 123.309]","[1.139, 1.614]","[1.169, -2.081]"
1799,"[167.331, 111.997]","[0.437, 1.437]","[1.929, -0.549]"
1800,"[164.375, 142.27]","[1.056, 1.357]","[2.378, -1.218]"
1801,"[235.7, 85.934]","[1.912, 0.716]","[-2.335, 1.877]"
1802,"[228.57, 100.804]","[-0.119, 0.548]","[-2.798, 1.108]"
1803,"[173.778, 166.565]","[1.552, 1.452]","[1.078, -2.075]"
1804,"[145.632, 141.648]","[-0.224, -0.926]","[2.548, -0.487]"
1805,"[224.605, 153.036]","[1.928, 1.813]","[-2.027, -0.213]"
1806,"[203.651, 120.117]","[1.214, 1.917]","[-1.489, 1.75]"
1807,"[1119.696, 840.042]","[-1.034, -0.879]","[-0.633, 2.512]"
1808,"[69.223, 63.177]","[1.074, -1.616]","[2.717, 0.046]"
1809,"[213.347, 133.022]","[-0.939, -0.997]","[-2.449, -0.267]"
1810,"[199.502, 150.15]","[1.118, 0.525]","[-1.243, 0.655]"
1811,"[224.613, 161.515]","[-0.155, -0.801]","[1.482, -0.289]"
1812,"[229.442, 98.687]","[0.129, 1.105]","[0.193, -1.94]"
1813,"[169.127, 126.083]","[0.876, 0.946]","[-2.852, 0.049]"
1814,"[129.504, 117.614]","[-1.469, -0.093]","[-2.282, 0.836]"
1815,"[130.019, 117.187]","[0.714, 2.031]","[-1.359, 1.7]"
1816,"[145.337, 80.793]","[-0.439, 1.346]","[-1.542, 2.29]"
1817,"[168.804, 131.723]","[-2.37, -2.414]","[-2.407, 0.841]"
1818,"[371.651, 122.462]","[0.706, 1.207]","[0.157, 1.712]"
1819,"[198.663, 158.823]","[-0.134, -0.164]","[1.95, -0.978]"
1820,"[186.547, 131.125]","[-0.141, -0.182]","[-0.585, 2.854]"
1821,"[217.613, 179.156]","[-0.855, -0.064]","[-1.973, 1.512]"
1822,"[164.694, 142.643]","[-0.759, -0.18]","[2.998, 0.591]"
1823,"[154.539, 144.024]","[1.143, 1.62]","[2.714, -0.216]"
1824,"[122.96, 65.307]","[0.74, -1.504]","[1.416, -0.971]"
1825,"[153.333, 82.894]","[1.001, -0.674]","[-3.124, -0.805]"
1826,"[143.119, 121.851]","[0.967, -0.022]","[-0.374, 2.846]"
1827,"[181.832, 126.336]","[1.123, 1.382]","[2.688, 0.056]"
1828,"[168.311, 133.948]","[-0.464, -0.239]","[-0.118, 3.14]"
1829,"[168.407, 149.648]","[1.563, 1.062]","[-0.854, 2.365]"
1830,"[149.827, 114.579]","[0.353, -0.911]","[-1.509, 1.473]"
1831,"[132.982, 118.461]","[1.059, 1.056]","[-2.001, 1.304]"
1832,"[97.645, 95.911]","[-1.38, 0.645]","[-0.084, 3.059]"
1833,"[159.329, 129.965]","[0.204, 0.234]","[2.533, -0.384]"
1834,"[202.976, 123.171]","[-0.566, -1.497]","[-2.485, 1.9]"
1835,"[163.092, 132.684]","[0.89, 0.183]","[-1.26, 2.422]"
1836,"[201.07, 123.409]","[-0.814, -0.101]","[1.833, -2.125]"
1837,"[173.501, 171.525]","[0.001, -1.352]","[-0.167, -1.147]"
1838,"[295.683, 86.818]","[0.108, -0.117]","[-1.515, 1.892]"
1839,"[186.244, 137.221]","[-0.164, -0.037]","[1.23, -1.189]"
1840,"[202.393, 111.35]","[0.034, -0.427]","[-1.295, 2.416]"
1841,"[228.716, 216.769]","[1.993, 2.367]","[1.466, -1.749]"
1842,"[144.826, 143.265]","[1.55, 0.692]","[0.402, -2.748]"
1843,"[171.495, 96.998]","[-0.949, 0.168]","[-2.044, 0.97]"
1844,"[138.045, 78.917]","[0.293, 2.222]","[-0.557, 3.012]"
1845,"[119.128, 80.311]","[-0.14, 1.759]","[1.405, -2.051]"
1846,"[137.868, 112.032]","[-0.069, -1.508]","[-3.065, 0.16]"
1847,"[255.11, 87.673]","[0.13, -0.557]","[-0.276, -2.79]"
1848,"[175.059, 123.427]","[0.402, -0.18]","[-1.936, 0.767]"
1849,"[192.567, 122.159]","[-0.413, -0.437]","[-0.6, 2.305]"
1850,"[129.191, 119.393]","[0.128, -1.018]","[0.229, -2.844]"
1851,"[173.601, 135.733]","[0.827, 0.89]","[-1.56, 1.545]"
1852,"[164.275, 147.85]","[-0.843, -0.259]","[-2.656, 0.002]"
1853,"[159.981, 127.59]","[-0.115, 0.561]","[2.029, -1.337]"
1854,"[695.643, 115.626]","[-0.909, -0.433]","[1.153, 0.064]"
1855,"[91.13, 73.089]","[0.7, -1.744]","[1.327, -1.049]"
1856,"[147.137, 134.237]","[-0.0, -0.342]","[0.833, -2.419]"
1857,"[114.501, 105.44]","[-0.276, 1.344]","[2.439, -0.729]"
1858,"[154.315, 110.827]","[-0.579, -0.034]","[-0.533, 2.812]"
1859,"[129.719, 122.811]","[0.119, 1.487]","[2.559, -0.542]"
1860,"[152.267, 143.202]","[0.011, -0.309]","[-0.593, 2.541]"
1861,"[177.124, 157.051]","[0.947, 0.493]","[-0.155, -2.657]"
1862,"[146.338, 135.738]","[0.103, 0.903]","[-1.927, 1.381]"
1863,"[173.59, 148.391]","[-1.152, -0.812]","[2.372, -1.632]"
1864,"[168.579, 116.222]","[0.62, -0.36]","[2.197, -0.199]"
1865,"[131.879, 124.199]","[-0.52, 0.677]","[1.261, -2.176]"
1866,"[195.136, 144.969]","[1.707, 1.268]","[-0.328, 1.742]"
1867,"[153.767, 141.082]","[0.181, 0.444]","[-1.329, 1.966]"
1868,"[186.707, 110.782]","[1.354, -0.034]","[-0.807, 0.932]"
1869,"[151.451, 146.373]","[-0.059, -0.281]","[-0.431, 2.763]"
1870,"[398.816, 106.141]","[0.201, -0.659]","[-0.036, -1.25]"
1871,"[176.661, 123.603]","[1.9, 1.305]","[-1.372, 1.036]"
1872,"[157.713, 131.203]","[-0.515, 0.019]","[2.072, -0.829]"
1873,"[162.298, 143.909]","[0.745, 0.761]","[1.14, -2.076]"
1874,"[85.758, 77.252]","[0.395, -1.809]","[-0.328, 2.631]"
1875,"[332.399, 96.048]","[-1.363, -1.483]","[2.853, 1.672]"
1876,"[171.56, 118.999]","[1.221, 0.279]","[-1.843, 1.262]"
1877,"[106.784, 104.85]","[-1.059, -2.407]","[-0.825, 2.221]"
1878,"[173.234, 139.479]","[-1.358, -1.522]","[-2.377, 0.458]"
1879,"[131.166, 123.997]","[-1.215, -2.014]","[-1.131, 2.043]"
1880,"[138.148, 112.331]","[0.304, -0.951]","[-1.032, 1.911]"
1881,"[978.539, 646.25]","[0.49, 0.35]","[-1.907, 1.039]"
1882,"[212.184, 206.742]","[-0.054, 1.359]","[1.613, -1.592]"
1883,"[270.868, 58.725]","[0.789, -0.671]","[-2.376, -0.062]"
1884,"[138.267, 135.883]","[-0.609, -1.458]","[1.259, -1.778]"
1885,"[134.321, 122.001]","[-1.288, 0.489]","[-0.572, 2.644]"
1886,"[203.196, 159.034]","[-1.254, -0.901]","[0.763, -2.426]"
1887,"[124.434, 90.199]","[1.852, 0.477]","[2.318, -0.872]"
1888,"[169.445, 132.314]","[0.679, 0.4]","[0.725, -2.296]"
1889,"[120.923, 64.947]","[-1.559, 0.705]","[-2.373, 1.699]"
1890,"[147.113, 115.451]","[0.947, 0.278]","[-0.307, 2.113]"
1891,"[177.61, 133.501]","[0.701, -0.487]","[-2.903, -0.044]"
1892,"[154.902, 79.405]","[0.67, -1.232]","[-1.624, 2.883]"
1893,"[177.771, 120.749]","[1.962, 1.334]","[-1.829, 1.339]"
1894,"[271.343, 166.959]","[0.37, -0.747]","[-2.452, -1.611]"
1895,"[158.118, 140.839]","[0.418, 0.71]","[1.337, -2.001]"
1896,"[167.169, 161.989]","[1.072, 2.001]","[-0.421, -2.692]"
1897,"[194.476, 113.684]","[-1.833, -2.015]","[-0.817, 2.334]"
1898,"[76.262, 75.111]","[0.639, -1.941]","[-1.707, 1.442]"
1899,"[746.444, 78.388]","[0.769, 1.206]","[1.583, 2.792]"
1900,"[116.155, 80.319]","[-0.002, -1.986]","[2.738, -0.094]"
1901,"[169.261, 104.023]","[-1.619, -0.562]","[0.961, -2.288]"
1902,"[246.569, 83.193]","[-0.614, -0.966]","[1.868, -2.124]"
1903,"[151.951, 97.745]","[-0.061, 0.783]","[-1.842, 1.863]"
1904,"[141.786, 121.66]","[-0.207, -1.177]","[0.211, -2.679]"
1905,"[145.844, 131.944]","[0.101, -0.693]","[0.164, -2.839]"
1906,"[129.173, 90.974]","[0.217, -1.163]","[0.364, -2.874]"
1907,"[310.84, 137.252]","[-0.377, 0.195]","[1.266, 2.717]"
1908,"[275.307, 72.362]","[-0.658, 0.245]","[-1.379, 1.202]"
1909,"[230.37, 209.133]","[-0.008, 0.036]","[1.346, -1.808]"
1910,"[122.697, 108.972]","[-0.839, -0.321]","[0.484, -2.169]"
1911,"[199.242, 88.608]","[0.021, -1.18]","[2.832, -1.084]"
1912,"[216.005, 110.633]","[0.727, 0.992]","[-1.64, 1.987]"
1913,"[142.847, 131.832]","[-0.575, -0.052]","[-1.652, 1.264]"
1914,"[120.869, 116.803]","[-0.888, 0.309]","[2.069, -1.158]"
1915,"[184.661, 126.16]","[1.42, 1.532]","[0.181, -2.695]"
1916,"[156.215, 144.918]","[0.418, 0.428]","[-0.442, 3.006]"
1917,"[115.803, 111.916]","[0.744, -0.763]","[1.249, -2.317]"
