,Momenta,Eta,Phi
45,"[439.446, 379.469]","[0.04, -0.358]","[0.222, -2.896]"
46,"[222.86, 41.413]","[-0.332, 1.92]","[-1.489, 3.035]"
47,"[170.763, 137.376]","[-1.088, -1.133]","[0.913, -2.334]"
48,"[153.466, 131.644]","[0.012, 0.663]","[0.401, -2.521]"
49,"[142.004, 126.676]","[-1.294, -0.253]","[2.644, -0.365]"
50,"[151.289, 134.292]","[1.968, 1.832]","[-2.665, 0.499]"
51,"[145.043, 89.65]","[-0.658, 0.802]","[0.674, -2.183]"
52,"[153.067, 146.701]","[0.059, -0.141]","[0.518, -2.562]"
53,"[147.717, 143.068]","[-0.556, -1.154]","[-1.422, 1.637]"
54,"[180.035, 133.712]","[2.06, 2.387]","[-0.144, 2.58]"
55,"[191.896, 111.07]","[-0.825, 0.444]","[-1.165, 3.141]"
56,"[308.774, 108.456]","[-0.984, -1.307]","[-0.351, -2.186]"
57,"[149.507, 117.412]","[1.802, 0.835]","[-2.639, 0.306]"
58,"[167.018, 165.962]","[-1.608, -0.481]","[-2.683, 0.227]"
59,"[584.249, 313.667]","[-0.5, 0.403]","[-2.628, 0.32]"
60,"[96.965, 96.243]","[0.38, -1.402]","[0.047, -3.025]"
61,"[368.336, 356.398]","[0.585, 2.469]","[1.066, -2.095]"
62,"[173.104, 154.923]","[0.409, 0.084]","[2.96, -0.023]"
63,"[159.747, 109.014]","[-1.182, -0.65]","[-2.752, 0.268]"
64,"[151.824, 142.415]","[-0.897, -0.592]","[-0.715, 2.594]"
65,"[155.799, 113.192]","[1.843, 0.715]","[2.312, -0.225]"
66,"[174.782, 131.431]","[-1.501, -1.603]","[2.486, -0.679]"
67,"[164.2, 151.303]","[1.272, 1.618]","[3.123, -0.043]"
68,"[162.141, 140.678]","[-0.081, 0.315]","[-1.267, 2.21]"
69,"[135.452, 112.976]","[-0.624, 0.509]","[-2.816, 0.333]"
70,"[158.244, 125.23]","[-0.463, -1.347]","[1.915, -1.643]"
71,"[134.581, 69.607]","[0.367, 2.474]","[3.072, -0.751]"
72,"[174.844, 168.659]","[-0.105, -0.149]","[1.293, -1.834]"
73,"[178.429, 138.765]","[-1.886, -1.685]","[-0.161, -2.606]"
74,"[318.577, 65.245]","[-0.1, -0.591]","[0.612, -2.711]"
75,"[166.142, 129.994]","[-0.075, 0.077]","[-2.431, 0.542]"
76,"[163.796, 131.812]","[-0.628, -0.168]","[-0.226, 2.7]"
77,"[183.676, 124.654]","[-0.406, -0.448]","[0.314, -2.875]"
78,"[152.165, 137.75]","[0.111, -0.339]","[-1.826, 1.398]"
79,"[192.909, 145.752]","[-0.279, 0.605]","[2.858, -1.665]"
80,"[157.826, 144.429]","[0.571, 0.719]","[1.152, -2.305]"
81,"[172.692, 150.227]","[-0.066, 0.033]","[1.816, -1.047]"
82,"[194.443, 115.425]","[-1.354, -1.109]","[3.123, -0.081]"
83,"[171.388, 140.145]","[1.085, 0.685]","[2.263, -0.625]"
84,"[176.182, 128.4]","[-0.127, 0.14]","[3.007, -0.292]"
85,"[201.119, 106.702]","[0.864, 1.123]","[2.359, -0.562]"
86,"[177.176, 149.511]","[-1.972, -1.425]","[1.337, -1.687]"
87,"[154.234, 136.89]","[0.314, -0.11]","[-0.581, -3.091]"
88,"[146.524, 115.443]","[0.47, 1.65]","[2.448, -0.863]"
89,"[136.488, 128.367]","[-1.339, -0.632]","[0.662, -2.491]"
90,"[139.489, 122.058]","[-0.022, -0.978]","[-2.183, 1.232]"
91,"[214.082, 103.049]","[-1.31, -1.0]","[-1.529, 1.893]"
92,"[158.226, 150.458]","[0.232, 0.029]","[-1.211, 1.89]"
93,"[263.706, 221.885]","[-0.518, 0.579]","[1.663, -0.793]"
94,"[154.633, 144.962]","[0.025, 0.235]","[-2.355, 0.844]"
95,"[154.445, 144.613]","[-0.578, -0.404]","[-1.717, 1.514]"
96,"[189.785, 143.171]","[-0.066, 1.464]","[-1.579, 1.511]"
97,"[215.749, 177.875]","[1.919, 2.309]","[-1.03, 2.017]"
98,"[387.737, 92.437]","[-0.539, -0.985]","[0.522, 2.165]"
99,"[167.088, 108.582]","[0.973, 1.621]","[1.188, -1.991]"
100,"[193.516, 94.296]","[-1.416, -1.236]","[-1.047, 1.693]"
101,"[180.329, 121.74]","[-1.009, -0.951]","[1.369, -1.63]"
102,"[383.903, 203.657]","[1.266, 0.151]","[0.262, 1.304]"
103,"[177.638, 172.836]","[-0.126, -0.119]","[1.091, -2.194]"
104,"[151.813, 148.551]","[-0.816, -0.777]","[0.375, -2.907]"
105,"[135.592, 118.193]","[0.948, 2.222]","[-2.774, 0.328]"
106,"[121.45, 42.704]","[-0.231, 2.394]","[-0.19, 2.942]"
107,"[124.323, 102.456]","[-0.953, 0.627]","[-1.125, 2.186]"
108,"[1068.775, 609.675]","[1.004, 0.254]","[1.302, -1.951]"
109,"[403.53, 316.255]","[-0.137, 0.161]","[3.121, 0.33]"
110,"[255.77, 217.499]","[0.42, 0.14]","[3.03, -1.721]"
111,"[217.33, 91.688]","[-0.481, 0.298]","[-1.563, 1.342]"
112,"[72.777, 67.939]","[-0.427, 2.37]","[-0.008, 3.097]"
113,"[297.077, 278.542]","[0.695, 1.485]","[-2.25, 0.577]"
114,"[146.716, 100.276]","[-0.154, 1.234]","[2.754, 0.28]"
115,"[146.94, 121.545]","[0.633, -0.248]","[-3.062, 0.67]"
116,"[126.325, 124.02]","[0.408, -0.771]","[1.664, -1.46]"
117,"[147.612, 145.314]","[-0.769, -0.519]","[2.907, -0.551]"
118,"[217.25, 207.95]","[0.025, -0.629]","[0.606, -2.254]"
119,"[178.995, 121.502]","[0.999, 0.354]","[-2.281, 0.434]"
120,"[237.407, 113.734]","[-1.039, -1.304]","[2.013, -0.277]"
121,"[160.99, 122.624]","[0.418, 1.143]","[-2.779, 0.446]"
122,"[121.183, 116.638]","[1.059, -0.323]","[-2.721, 0.355]"
123,"[69.801, 57.874]","[1.3, -1.703]","[1.713, -0.287]"
124,"[116.039, 107.616]","[-0.588, -1.794]","[0.065, -3.026]"
125,"[194.587, 124.224]","[-0.709, -1.127]","[-2.95, 1.185]"
126,"[160.338, 124.016]","[-1.991, -1.199]","[1.673, -1.619]"
127,"[184.529, 127.6]","[-1.604, -1.34]","[-1.88, 0.698]"
128,"[285.546, 97.203]","[-1.086, -1.036]","[-0.245, -2.338]"
129,"[138.219, 136.571]","[-0.912, -1.82]","[-2.387, 0.719]"
130,"[126.415, 116.32]","[0.973, -0.654]","[2.548, -1.782]"
131,"[103.268, 40.144]","[-1.141, 2.074]","[-2.682, 1.218]"
132,"[111.401, 108.777]","[0.201, -1.467]","[-0.164, -2.625]"
133,"[179.308, 110.863]","[-0.707, -1.103]","[1.072, -1.935]"
134,"[154.4, 130.175]","[-0.492, -1.224]","[-2.312, 0.97]"
135,"[199.276, 170.803]","[0.49, 0.74]","[2.071, -0.747]"
136,"[158.292, 141.44]","[-0.75, -1.321]","[0.316, -2.992]"
137,"[189.377, 123.377]","[0.807, 0.422]","[-0.308, -3.093]"
138,"[111.028, 87.283]","[-0.011, -1.996]","[-2.723, 0.32]"
139,"[143.99, 122.599]","[-0.664, -2.093]","[-2.615, 1.267]"
140,"[168.952, 103.6]","[-0.047, 0.977]","[1.849, -0.942]"
141,"[174.375, 140.872]","[-0.808, -0.588]","[-2.436, 1.333]"
142,"[191.345, 179.414]","[-2.041, -2.18]","[-2.681, 0.368]"
143,"[151.399, 112.744]","[-0.994, 0.535]","[-0.256, -1.982]"
144,"[154.77, 109.311]","[-1.97, 1.147]","[-1.074, 2.232]"
145,"[124.647, 117.861]","[-0.553, -1.935]","[2.052, -0.928]"
146,"[126.116, 113.65]","[0.654, 2.137]","[1.26, -2.418]"
147,"[255.095, 114.871]","[0.864, 0.747]","[-1.558, 2.644]"
148,"[140.463, 64.934]","[-2.338, -0.09]","[-0.127, 1.589]"
149,"[130.065, 119.528]","[1.939, 0.621]","[2.968, -0.164]"
150,"[142.859, 132.236]","[-1.153, -0.509]","[-1.446, 1.73]"
151,"[58.172, 53.811]","[-0.22, 0.772]","[-0.466, 2.008]"
152,"[162.445, 143.433]","[0.791, 0.145]","[2.948, -0.793]"
153,"[126.861, 104.6]","[0.799, -0.684]","[2.243, -0.994]"
154,"[123.162, 120.539]","[1.104, -0.376]","[-2.079, 1.781]"
155,"[64.507, 61.231]","[1.346, -1.694]","[-1.842, 1.412]"
156,"[446.819, 73.151]","[-1.291, -1.751]","[-2.766, 1.663]"
157,"[251.965, 81.905]","[-0.869, -2.076]","[-0.276, -2.2]"
158,"[218.989, 129.867]","[-1.49, -2.001]","[-2.668, -0.349]"
159,"[129.78, 118.835]","[-0.694, -1.905]","[-0.698, 2.115]"
160,"[180.266, 178.506]","[-0.354, -0.651]","[2.695, -0.718]"
161,"[139.02, 106.13]","[1.89, 0.288]","[2.356, -1.823]"
162,"[142.183, 125.062]","[-0.844, -1.802]","[2.062, -1.179]"
163,"[421.129, 57.785]","[0.569, 1.236]","[-2.705, 0.805]"
164,"[146.17, 143.506]","[1.2, 0.68]","[0.727, -2.437]"
165,"[139.227, 87.375]","[-1.404, 0.762]","[0.566, 1.378]"
166,"[217.665, 105.538]","[1.337, 1.507]","[0.434, -2.483]"
167,"[131.853, 128.263]","[1.516, 1.67]","[-2.59, 0.051]"
168,"[130.295, 119.159]","[1.449, 0.18]","[0.749, -2.938]"
169,"[100.884, 98.751]","[-2.376, -0.434]","[0.835, -2.832]"
170,"[241.728, 181.92]","[-0.855, -1.472]","[0.48, 1.863]"
171,"[192.135, 136.252]","[-0.88, -2.184]","[2.614, -2.494]"
172,"[156.466, 132.183]","[-1.801, -1.107]","[-1.132, 2.045]"
173,"[166.624, 124.692]","[1.13, 1.334]","[-1.015, 2.088]"
174,"[157.971, 137.87]","[-1.179, -0.682]","[1.014, -1.757]"
175,"[145.932, 135.326]","[-0.917, -1.796]","[1.127, -2.083]"
176,"[147.142, 139.378]","[1.326, 1.249]","[-1.776, 1.425]"
177,"[150.5, 136.004]","[-1.639, -2.448]","[-2.248, 1.024]"
178,"[116.591, 58.597]","[1.265, -0.979]","[1.879, -1.004]"
179,"[176.633, 166.249]","[-1.816, -2.197]","[-2.062, 1.147]"
180,"[133.52, 131.53]","[1.493, 2.313]","[2.139, -0.854]"
181,"[133.462, 91.547]","[0.57, 2.475]","[-1.318, 0.234]"
182,"[201.339, 98.949]","[-0.328, 0.621]","[2.743, -1.096]"
183,"[148.222, 122.937]","[0.166, 0.085]","[-2.935, 0.015]"
184,"[107.754, 92.09]","[0.155, 1.906]","[-2.621, 0.401]"
185,"[136.197, 135.901]","[0.732, 1.955]","[-1.26, 1.729]"
186,"[329.532, 307.778]","[1.676, 0.837]","[-0.369, -0.012]"
187,"[143.853, 116.103]","[-0.202, -1.278]","[0.946, -1.716]"
188,"[184.462, 129.452]","[0.432, 0.627]","[-0.733, 3.128]"
189,"[109.359, 77.232]","[-1.337, 0.913]","[0.779, -2.331]"
190,"[218.784, 189.799]","[0.627, 1.634]","[-0.225, 3.091]"
191,"[169.72, 130.026]","[0.307, -0.052]","[0.9, -2.478]"
192,"[154.516, 135.814]","[-0.471, -0.991]","[0.362, -2.794]"
193,"[120.17, 108.044]","[-2.086, -0.591]","[0.466, -2.845]"
194,"[214.155, 129.461]","[0.404, 0.439]","[-2.545, 0.255]"
195,"[182.565, 48.225]","[-1.055, 1.104]","[1.458, -1.205]"
196,"[165.195, 138.364]","[-0.206, -0.294]","[0.859, -2.176]"
197,"[170.367, 111.747]","[-0.862, -1.856]","[-1.577, 1.808]"
198,"[288.042, 222.166]","[-0.237, -0.1]","[2.09, -2.928]"
199,"[231.332, 197.233]","[-0.892, -0.999]","[2.941, 0.057]"
200,"[160.345, 144.341]","[-1.676, -1.194]","[2.121, -1.248]"
201,"[108.289, 99.094]","[-0.694, 1.123]","[-2.87, 0.247]"
202,"[183.555, 127.135]","[2.174, 2.479]","[2.604, -0.472]"
203,"[99.269, 88.018]","[-2.232, -0.177]","[-0.681, 2.508]"
204,"[160.876, 159.328]","[-0.645, -0.768]","[-1.851, 1.529]"
205,"[149.971, 136.456]","[0.024, -0.64]","[-2.985, -0.055]"
206,"[174.117, 151.358]","[1.171, 1.982]","[2.963, -1.441]"
207,"[156.15, 135.066]","[-0.717, -0.086]","[0.46, -2.693]"
208,"[151.122, 139.302]","[0.303, -0.055]","[-1.066, 2.258]"
209,"[161.043, 133.309]","[-0.078, 0.269]","[2.438, -0.842]"
210,"[160.679, 114.559]","[0.18, -0.717]","[1.609, -1.248]"
211,"[212.76, 95.585]","[1.17, 2.141]","[0.509, -1.976]"
212,"[144.14, 34.468]","[-0.528, 2.249]","[-1.24, 2.412]"
213,"[152.029, 143.074]","[-1.626, -1.16]","[1.094, -1.784]"
214,"[224.875, 97.771]","[-1.029, -2.09]","[2.873, 0.552]"
215,"[151.675, 123.649]","[1.538, 0.713]","[0.743, -2.706]"
216,"[170.37, 122.401]","[-0.753, -0.544]","[-1.163, 1.95]"
217,"[446.114, 114.591]","[-0.143, 0.502]","[1.174, 2.373]"
218,"[142.865, 99.948]","[0.793, 2.14]","[0.957, -2.288]"
219,"[313.232, 194.238]","[-0.414, -0.668]","[-2.321, 0.891]"
220,"[189.286, 117.16]","[1.916, 0.853]","[-1.027, 2.062]"
221,"[163.326, 156.01]","[-1.34, -1.259]","[-1.386, 1.709]"
222,"[127.771, 127.085]","[0.032, 1.025]","[-1.895, 1.085]"
223,"[260.895, 204.144]","[0.073, -0.232]","[-2.845, 0.518]"
224,"[159.326, 154.291]","[-1.599, -1.465]","[-2.634, 0.526]"
225,"[171.607, 127.469]","[1.726, 1.943]","[-0.016, 3.091]"
226,"[179.811, 109.322]","[0.536, 1.31]","[2.275, -1.065]"
227,"[224.968, 88.274]","[1.551, 1.11]","[0.797, -2.543]"
228,"[256.921, 76.613]","[-0.155, -0.724]","[2.972, -0.133]"
229,"[254.222, 106.468]","[-0.712, -0.864]","[2.913, 0.729]"
230,"[144.047, 132.385]","[1.46, 0.881]","[2.259, -0.76]"
231,"[738.316, 496.063]","[-0.186, -0.017]","[-0.809, 1.889]"
232,"[121.458, 115.866]","[0.398, 1.066]","[2.147, -1.092]"
233,"[115.829, 111.972]","[1.809, 0.308]","[0.814, -2.167]"
234,"[131.961, 131.657]","[-1.422, -0.372]","[-2.476, 0.539]"
235,"[168.002, 36.637]","[-0.373, 2.218]","[-1.251, 1.347]"
236,"[133.999, 96.515]","[-0.408, 1.11]","[-3.068, -0.02]"
237,"[181.279, 122.318]","[-1.812, -1.298]","[0.393, -2.959]"
238,"[181.182, 111.738]","[0.752, 1.255]","[2.486, -0.431]"
239,"[155.363, 78.696]","[1.26, -0.367]","[3.078, 0.293]"
240,"[212.811, 86.938]","[1.281, 0.6]","[-1.516, 1.754]"
241,"[135.768, 117.759]","[0.247, -1.365]","[-0.63, 2.602]"
242,"[177.347, 128.913]","[1.325, 1.955]","[2.969, -0.561]"
243,"[213.192, 112.929]","[-1.533, -0.776]","[2.122, -0.648]"
244,"[125.249, 116.767]","[-2.178, -0.851]","[3.07, 0.184]"
245,"[308.323, 82.043]","[1.139, 1.651]","[-0.292, -2.535]"
246,"[450.554, 37.849]","[-0.108, 1.212]","[-1.196, 0.897]"
247,"[132.508, 123.153]","[0.235, -0.868]","[1.122, -2.083]"
248,"[154.552, 108.839]","[0.288, 1.392]","[-1.463, 1.951]"
249,"[146.127, 144.207]","[-2.433, -2.428]","[2.086, -1.06]"
250,"[147.62, 131.425]","[-0.213, -2.463]","[-0.683, 1.251]"
251,"[196.518, 125.319]","[0.875, 0.348]","[-1.186, 2.721]"
252,"[183.259, 152.867]","[-1.15, -1.298]","[0.828, 3.075]"
253,"[277.649, 71.272]","[0.997, 0.357]","[1.25, -2.514]"
254,"[153.223, 150.573]","[-0.251, 0.067]","[-0.86, 2.386]"
255,"[177.32, 163.704]","[1.285, 1.39]","[-2.132, 2.0]"
256,"[140.051, 119.949]","[1.729, 0.744]","[2.077, -0.853]"
257,"[176.795, 102.735]","[-0.51, 0.449]","[2.476, -0.717]"
258,"[138.353, 135.185]","[-0.339, 0.477]","[2.46, -0.711]"
259,"[148.397, 125.831]","[0.278, -0.641]","[-0.363, 2.77]"
260,"[161.079, 133.034]","[-0.914, -1.36]","[-0.739, 2.284]"
261,"[119.805, 93.327]","[0.359, -1.438]","[1.267, -1.806]"
262,"[146.55, 139.913]","[0.688, 0.813]","[-0.27, -3.083]"
263,"[140.655, 137.762]","[1.462, 0.597]","[-0.376, 2.963]"
264,"[276.876, 248.84]","[2.348, 1.565]","[0.014, -3.094]"
265,"[180.64, 104.339]","[-0.014, -1.208]","[0.417, -1.973]"
266,"[159.14, 135.463]","[1.15, 1.462]","[-0.949, 2.202]"
267,"[137.293, 93.337]","[1.264, -0.454]","[-1.233, 2.945]"
268,"[188.81, 139.677]","[-1.288, -0.964]","[-0.694, 3.083]"
269,"[163.029, 91.228]","[0.119, -0.198]","[0.857, -2.238]"
270,"[387.409, 87.963]","[-0.075, -0.833]","[0.75, -0.831]"
271,"[134.209, 124.252]","[-0.185, -1.411]","[-0.266, 2.731]"
272,"[64.22, 50.991]","[1.821, -1.409]","[-0.64, 2.248]"
273,"[220.715, 93.849]","[-0.218, 0.212]","[1.899, -1.474]"
274,"[156.72, 143.997]","[1.04, 0.953]","[0.394, -2.746]"
275,"[216.586, 150.214]","[-0.399, 1.58]","[0.422, -2.773]"
276,"[160.551, 142.562]","[1.381, 0.58]","[-1.455, 1.652]"
277,"[155.542, 125.553]","[0.102, -0.685]","[-2.026, 1.007]"
278,"[234.784, 106.188]","[0.756, 0.516]","[-0.903, 1.554]"
279,"[157.241, 134.423]","[0.826, 0.672]","[1.911, -1.174]"
280,"[168.089, 85.464]","[-1.057, 0.541]","[2.084, -2.236]"
281,"[185.139, 88.347]","[-0.867, 0.375]","[-0.264, -2.947]"
282,"[159.685, 104.609]","[2.026, 1.137]","[-0.26, 2.784]"
283,"[348.05, 43.953]","[-0.323, 1.482]","[2.703, 1.38]"
284,"[308.104, 272.826]","[0.263, 1.204]","[-0.134, 1.684]"
285,"[183.041, 175.73]","[-0.561, -0.219]","[-1.485, 1.533]"
286,"[134.763, 122.642]","[-0.574, -1.78]","[3.038, 0.066]"
287,"[166.076, 128.595]","[-0.247, -1.061]","[2.642, 0.015]"
288,"[176.808, 67.794]","[1.09, -0.648]","[-1.322, 2.061]"
289,"[134.007, 100.388]","[0.541, 2.149]","[2.018, -0.856]"
290,"[154.797, 117.502]","[0.604, -0.257]","[-0.582, 2.71]"
291,"[180.571, 127.23]","[0.439, 0.913]","[-2.531, 0.282]"
292,"[201.244, 153.221]","[0.177, -0.253]","[1.514, -2.292]"
293,"[130.245, 105.4]","[1.781, -0.333]","[-2.276, -1.846]"
294,"[145.237, 142.356]","[-0.336, -1.144]","[0.7, -2.234]"
295,"[166.805, 150.97]","[0.389, 0.36]","[-2.67, 0.362]"
296,"[159.909, 146.654]","[1.826, 1.749]","[1.851, -1.63]"
297,"[154.398, 56.497]","[-0.345, 0.421]","[2.383, -0.303]"
298,"[206.603, 111.05]","[-1.806, -2.237]","[-0.202, 2.433]"
299,"[151.472, 150.943]","[-2.152, -2.172]","[-2.985, 0.161]"
300,"[146.831, 85.057]","[0.795, -1.233]","[2.613, -2.26]"
301,"[166.197, 139.201]","[-0.774, -0.241]","[3.043, 0.498]"
302,"[271.914, 98.165]","[-0.504, -0.637]","[2.238, -0.676]"
303,"[169.912, 139.811]","[1.338, 1.03]","[1.631, -1.533]"
304,"[149.622, 133.655]","[1.389, 0.168]","[1.116, -2.027]"
305,"[90.537, 67.82]","[-1.818, 0.73]","[-2.56, 0.054]"
306,"[220.549, 208.582]","[-2.342, -1.24]","[-2.38, 3.085]"
307,"[195.904, 177.57]","[2.242, 2.431]","[2.23, -0.952]"
308,"[220.18, 104.482]","[-0.23, 0.237]","[0.227, -2.274]"
309,"[485.375, 382.189]","[1.18, 0.283]","[-1.978, 1.066]"
310,"[295.276, 284.505]","[-2.123, -1.696]","[0.347, -2.835]"
311,"[242.043, 101.5]","[0.752, 0.746]","[-0.446, -3.032]"
312,"[245.139, 43.592]","[-0.748, 1.125]","[2.465, -0.58]"
313,"[157.331, 145.414]","[0.185, 0.149]","[-2.75, 0.383]"
314,"[154.263, 143.879]","[0.195, -0.161]","[-2.145, 1.038]"
315,"[129.895, 109.806]","[-0.246, -1.645]","[-1.38, 1.293]"
316,"[139.209, 137.291]","[-0.633, -1.463]","[-1.128, 2.032]"
317,"[120.463, 115.442]","[-0.433, 0.384]","[-2.123, 0.784]"
318,"[212.952, 119.292]","[0.132, 0.145]","[2.818, -1.052]"
319,"[188.245, 174.852]","[-0.016, -0.2]","[1.936, -1.461]"
320,"[195.107, 120.058]","[-1.203, -0.509]","[1.392, -2.126]"
321,"[172.58, 100.333]","[-0.911, 0.258]","[-0.111, -2.466]"
322,"[149.349, 123.91]","[-0.29, -1.02]","[-2.865, 0.493]"
323,"[148.631, 138.489]","[-2.153, -1.953]","[2.15, -0.931]"
324,"[191.284, 169.623]","[-0.003, -0.731]","[0.135, 3.019]"
325,"[101.0, 83.903]","[-1.678, 0.436]","[0.527, -2.781]"
326,"[155.319, 124.196]","[0.189, 1.145]","[0.751, -3.128]"
327,"[229.636, 96.887]","[0.736, 1.26]","[0.281, -2.489]"
328,"[141.233, 107.36]","[0.553, -0.82]","[2.875, 0.103]"
329,"[152.539, 133.805]","[0.788, 0.194]","[2.542, 0.14]"
330,"[302.663, 74.739]","[0.997, 1.949]","[0.217, -2.028]"
331,"[133.685, 124.206]","[0.931, 2.111]","[-1.158, 1.665]"
332,"[142.183, 129.336]","[1.138, 0.636]","[-2.616, 0.751]"
333,"[161.554, 139.268]","[0.539, 0.121]","[-2.751, 0.698]"
334,"[175.095, 146.925]","[-1.352, -1.452]","[2.12, -0.72]"
335,"[184.994, 125.651]","[0.843, 1.217]","[-0.634, 2.428]"
336,"[116.245, 114.805]","[-0.956, 0.735]","[1.901, -1.606]"
337,"[239.578, 88.373]","[1.421, 2.167]","[1.02, -2.592]"
338,"[63.91, 52.762]","[1.665, -1.317]","[-1.614, 1.62]"
339,"[235.909, 107.974]","[0.304, 0.902]","[2.441, -1.648]"
340,"[151.379, 139.973]","[0.076, -0.109]","[0.388, -2.655]"
341,"[283.175, 75.591]","[0.551, 1.171]","[-0.492, 2.69]"
342,"[108.408, 69.306]","[-1.301, 0.831]","[-1.55, -2.647]"
343,"[109.842, 106.861]","[0.138, -0.046]","[-1.137, 1.595]"
344,"[155.762, 134.627]","[0.751, 0.941]","[0.225, -2.992]"
345,"[173.776, 106.645]","[-0.363, 0.421]","[1.397, -2.092]"
346,"[167.699, 127.497]","[1.358, 0.931]","[2.172, -1.473]"
347,"[344.985, 272.221]","[0.043, -0.409]","[-1.201, 1.624]"
348,"[172.881, 96.689]","[-1.066, 0.057]","[-2.669, 0.471]"
349,"[142.987, 120.038]","[-0.796, 0.953]","[-2.047, 0.658]"
350,"[147.869, 128.709]","[0.981, 0.434]","[2.229, -0.975]"
351,"[159.27, 122.37]","[-1.009, -1.712]","[-1.341, 1.69]"
352,"[186.27, 141.943]","[0.152, -0.133]","[1.412, -1.523]"
353,"[188.45, 143.082]","[-0.239, 0.57]","[-2.015, 0.815]"
354,"[140.407, 130.703]","[1.091, 2.004]","[0.269, 3.072]"
355,"[149.697, 130.38]","[-0.216, 0.487]","[-3.141, -0.548]"
356,"[297.488, 105.194]","[0.271, 0.752]","[-2.103, -0.124]"
357,"[112.631, 108.488]","[-1.135, 0.857]","[-2.214, 2.452]"
358,"[189.666, 139.031]","[-1.155, -1.701]","[3.133, -0.152]"
359,"[181.842, 109.65]","[-0.888, -1.299]","[-2.862, 0.463]"
360,"[159.934, 111.814]","[0.632, -0.336]","[2.763, -0.562]"
361,"[185.31, 126.288]","[0.364, -0.111]","[1.641, -1.253]"
362,"[182.412, 137.438]","[1.343, 0.731]","[0.735, 2.999]"
363,"[112.703, 100.031]","[-2.154, -0.453]","[-1.668, 1.648]"
364,"[137.901, 125.331]","[0.975, 0.277]","[-1.835, 1.247]"
365,"[231.831, 102.468]","[-0.192, -0.401]","[-2.138, 0.649]"
366,"[156.318, 145.201]","[-0.905, -0.795]","[2.914, -0.469]"
