,Momenta,Eta,Phi
2404,"[232.893, 209.397]","[-1.065, 0.048]","[-2.329, 0.967]"
2405,"[344.991, 194.746]","[-0.942, -1.446]","[0.442, 2.955]"
2406,"[272.907, 103.096]","[0.729, -1.282]","[2.681, -1.39]"
2407,"[225.035, 220.505]","[1.192, 0.199]","[-0.278, 2.821]"
2408,"[246.121, 178.395]","[-0.3, -1.685]","[-1.409, 2.03]"
2409,"[313.355, 209.236]","[-1.361, -1.397]","[-1.822, 1.284]"
2410,"[214.095, 201.534]","[-2.055, -0.755]","[2.906, -0.159]"
2411,"[181.851, 94.537]","[0.751, -1.785]","[-1.758, 1.969]"
2412,"[167.509, 156.646]","[1.081, -0.883]","[-1.191, 1.587]"
2413,"[301.923, 212.077]","[0.8, -0.066]","[2.189, -0.114]"
2414,"[400.706, 222.534]","[1.416, 1.127]","[3.016, 0.057]"
2415,"[273.024, 210.558]","[2.008, 1.441]","[2.559, -0.295]"
2416,"[255.297, 225.677]","[1.099, 1.566]","[1.798, -1.307]"
2417,"[251.31, 233.643]","[-0.866, -1.313]","[2.054, -0.839]"
2418,"[300.784, 190.636]","[0.295, -0.329]","[-1.889, 1.304]"
2419,"[255.878, 233.874]","[-0.196, -0.774]","[-1.058, 1.679]"
2420,"[291.148, 212.774]","[-0.027, -0.21]","[1.155, -2.293]"
2421,"[246.913, 227.196]","[1.45, 0.893]","[1.153, -1.846]"
2422,"[220.765, 196.836]","[-0.319, 0.936]","[-1.209, 2.027]"
2423,"[265.584, 230.469]","[-0.04, 0.195]","[1.777, -1.725]"
2424,"[236.718, 175.441]","[1.311, 0.061]","[-2.403, 0.119]"
2425,"[269.409, 224.602]","[0.961, 1.381]","[-1.646, 1.445]"
2426,"[256.2, 248.005]","[0.393, 0.371]","[-2.104, 0.991]"
2427,"[231.793, 230.388]","[0.746, 1.237]","[2.617, -0.427]"
2428,"[231.926, 211.471]","[-1.431, -0.501]","[0.356, -2.802]"
2429,"[312.452, 310.567]","[-1.264, -0.709]","[-2.7, -1.085]"
2430,"[500.321, 317.375]","[0.637, -0.084]","[1.532, 0.471]"
2431,"[280.299, 189.673]","[-0.365, -0.298]","[-2.655, 0.374]"
2432,"[289.176, 215.026]","[-1.506, -1.282]","[-0.952, 2.095]"
2433,"[312.838, 207.054]","[1.051, 1.083]","[2.258, -0.873]"
2434,"[298.487, 202.561]","[1.026, 1.482]","[-1.748, 1.343]"
2435,"[278.85, 236.687]","[0.269, 1.036]","[-2.48, 2.085]"
2436,"[266.161, 228.61]","[0.149, 0.142]","[2.419, -0.783]"
2437,"[281.068, 211.31]","[0.869, 1.5]","[0.727, -2.442]"
2438,"[349.686, 163.888]","[0.608, 1.507]","[2.964, -0.866]"
2439,"[247.326, 240.776]","[-0.081, -0.209]","[-0.335, 2.512]"
2440,"[275.278, 198.965]","[1.082, 0.528]","[-0.786, 2.323]"
2441,"[207.856, 202.914]","[-0.666, 0.338]","[-1.827, 2.364]"
2442,"[266.616, 116.032]","[0.268, 2.131]","[-2.301, 0.267]"
2443,"[252.439, 229.581]","[-0.72, -1.34]","[-1.741, 1.474]"
2444,"[233.279, 183.89]","[-0.544, 0.601]","[1.231, -1.699]"
2445,"[282.207, 215.194]","[0.334, 0.148]","[-1.465, 1.744]"
2446,"[277.921, 204.868]","[0.331, -0.354]","[-2.121, 1.126]"
2447,"[327.765, 190.494]","[0.554, -0.552]","[-0.974, 2.552]"
2448,"[290.84, 214.279]","[0.168, -0.178]","[0.914, -1.869]"
2449,"[246.684, 228.688]","[-0.791, -0.176]","[-0.432, 2.875]"
2450,"[305.02, 225.408]","[-0.382, -0.31]","[2.417, -0.024]"
2451,"[295.212, 198.706]","[-0.552, -1.086]","[-1.197, 1.701]"
2452,"[257.654, 243.747]","[0.849, 0.625]","[2.241, -0.598]"
2453,"[250.589, 203.284]","[-2.186, -1.761]","[-3.034, 0.371]"
2454,"[295.463, 241.358]","[0.61, 0.581]","[-3.029, -0.713]"
2455,"[260.262, 238.382]","[0.933, 0.933]","[-2.983, -0.082]"
2456,"[288.015, 205.14]","[0.343, 0.481]","[-2.0, 1.237]"
2457,"[81.337, 78.563]","[2.038, -1.309]","[-3.122, -0.104]"
2458,"[253.112, 242.76]","[0.953, 0.908]","[1.469, -1.683]"
2459,"[236.558, 213.649]","[1.36, 0.367]","[3.019, 0.175]"
2460,"[219.325, 169.929]","[1.124, 2.497]","[-2.637, 0.573]"
2461,"[291.082, 281.748]","[-1.2, -0.073]","[2.112, -1.351]"
2462,"[305.284, 207.589]","[-0.273, -0.307]","[-1.982, 1.057]"
2463,"[247.921, 209.855]","[0.17, -0.681]","[2.02, -1.123]"
2464,"[143.666, 134.171]","[2.356, -0.056]","[-1.761, 1.398]"
2465,"[286.169, 213.894]","[0.865, 1.983]","[0.21, 2.602]"
2466,"[191.499, 177.037]","[-0.245, 1.341]","[2.28, -0.905]"
2467,"[218.615, 156.087]","[-0.579, 1.154]","[0.98, -1.453]"
2468,"[238.939, 190.618]","[0.573, 1.801]","[2.847, -0.266]"
2469,"[239.251, 233.316]","[1.028, 0.546]","[-0.296, 2.733]"
2470,"[267.746, 218.891]","[1.778, 1.186]","[-1.199, 2.13]"
2471,"[251.613, 227.342]","[1.087, 0.635]","[-0.295, 3.045]"
2472,"[249.774, 225.532]","[-0.317, 0.564]","[-0.355, 2.186]"
2473,"[238.269, 211.37]","[0.052, -0.917]","[0.636, -2.413]"
2474,"[276.169, 206.155]","[-0.194, 0.481]","[3.027, 0.144]"
2475,"[274.806, 230.608]","[-0.698, -1.149]","[0.423, -2.002]"
2476,"[227.655, 197.874]","[-1.009, 0.171]","[-1.639, 1.523]"
2477,"[253.479, 247.54]","[0.158, 0.442]","[-1.014, 2.191]"
2478,"[268.583, 218.8]","[0.48, 1.027]","[1.94, -1.493]"
2479,"[199.461, 165.257]","[0.575, 2.227]","[-2.982, 0.213]"
2480,"[118.536, 65.052]","[-1.72, 1.696]","[-1.462, 2.13]"
2481,"[373.411, 173.604]","[0.303, 0.815]","[2.015, -0.368]"
2482,"[223.231, 122.857]","[0.199, -2.24]","[-2.901, 2.381]"
2483,"[307.422, 171.542]","[1.051, 0.153]","[2.023, -1.126]"
2484,"[279.974, 218.99]","[1.173, 1.426]","[1.985, -1.041]"
2485,"[145.432, 134.723]","[0.019, -1.911]","[2.066, -1.101]"
2486,"[297.847, 218.752]","[1.405, 0.794]","[0.283, 2.63]"
2487,"[336.02, 255.744]","[0.743, 1.064]","[-0.728, -2.949]"
2488,"[236.056, 233.863]","[0.155, 0.992]","[-0.656, 1.912]"
2489,"[296.152, 196.272]","[-0.977, -0.335]","[-0.498, 3.054]"
2490,"[346.142, 154.183]","[1.579, 0.697]","[-2.45, 0.545]"
2491,"[239.757, 238.676]","[1.028, 0.492]","[0.245, -2.88]"
2492,"[354.463, 234.816]","[-1.264, -0.748]","[-0.788, 1.107]"
2493,"[243.307, 226.784]","[1.099, 0.492]","[1.027, -2.202]"
2494,"[287.38, 191.791]","[-1.162, -1.381]","[2.895, -0.246]"
2495,"[383.96, 159.025]","[0.464, 0.452]","[-1.546, 1.258]"
2496,"[222.721, 201.226]","[-0.389, -1.957]","[1.138, 2.939]"
2497,"[175.186, 159.709]","[1.679, -0.205]","[-1.188, 1.861]"
2498,"[352.053, 182.446]","[0.239, -0.192]","[2.555, -0.092]"
2499,"[301.309, 268.679]","[0.108, 0.665]","[2.718, 0.085]"
2500,"[610.285, 590.934]","[0.98, 0.766]","[2.818, -0.294]"
2501,"[296.394, 201.619]","[-0.311, 0.467]","[-2.973, 0.498]"
2502,"[227.998, 213.916]","[0.995, 1.996]","[-3.043, -0.021]"
2503,"[897.734, 81.415]","[0.18, 0.491]","[-3.052, 1.033]"
2504,"[251.199, 240.686]","[-0.014, 0.415]","[-1.887, 1.17]"
2505,"[270.411, 227.433]","[0.317, 0.97]","[1.194, -2.251]"
2506,"[226.171, 194.816]","[0.076, -1.089]","[0.132, -3.011]"
2507,"[252.166, 213.92]","[-0.892, -1.564]","[-2.12, 0.929]"
2508,"[334.532, 267.103]","[-1.07, 0.413]","[-2.34, 2.06]"
2509,"[130.884, 120.344]","[1.76, -0.839]","[-0.025, 2.653]"
2510,"[236.121, 213.404]","[-1.271, -0.674]","[-0.622, 2.433]"
2511,"[285.986, 274.322]","[1.7, 2.08]","[-2.029, 1.154]"
2512,"[313.829, 160.275]","[-1.012, 0.217]","[0.6, -2.486]"
2513,"[280.567, 191.133]","[-1.397, -1.863]","[2.369, -0.773]"
2514,"[260.727, 240.849]","[-0.017, -0.005]","[-2.272, 1.026]"
2515,"[261.316, 232.551]","[1.198, 1.242]","[1.377, -1.646]"
2516,"[95.334, 86.286]","[1.541, -1.811]","[-2.434, 0.479]"
2517,"[251.428, 238.059]","[-0.771, -0.364]","[-0.563, 2.859]"
2518,"[353.237, 215.976]","[0.757, 0.286]","[-2.033, 0.793]"
2519,"[326.555, 236.452]","[-0.771, -1.463]","[-0.41, -2.438]"
2520,"[272.844, 255.87]","[-0.513, -1.208]","[-2.988, -0.941]"
2521,"[269.409, 235.477]","[0.909, 0.57]","[-1.761, 1.386]"
2522,"[261.255, 236.959]","[-1.66, -2.155]","[-2.106, 1.389]"
2523,"[365.762, 161.535]","[-0.063, 0.527]","[-2.943, -0.311]"
2524,"[262.316, 254.239]","[-0.383, -0.859]","[-1.103, 2.542]"
2525,"[280.687, 117.99]","[0.532, -1.246]","[2.397, -1.642]"
2526,"[295.616, 195.272]","[-1.234, -1.421]","[0.565, 2.917]"
2527,"[218.874, 214.822]","[0.591, -0.495]","[0.185, -3.001]"
2528,"[225.589, 184.489]","[-1.073, 0.274]","[1.554, -1.543]"
2529,"[293.56, 141.524]","[-0.312, -1.625]","[1.798, -1.367]"
2530,"[284.879, 228.976]","[-1.671, -1.422]","[0.6, -2.469]"
2531,"[270.764, 186.944]","[-0.465, 0.424]","[-1.786, 1.358]"
2532,"[220.697, 185.639]","[0.615, 1.987]","[-0.11, -3.126]"
2533,"[285.057, 243.246]","[-0.008, 0.072]","[0.111, 2.663]"
2534,"[253.505, 242.836]","[1.661, 1.308]","[0.3, -2.714]"
2535,"[281.199, 159.738]","[0.037, 1.119]","[-1.297, 1.85]"
2536,"[397.627, 143.158]","[-0.98, -1.751]","[-0.849, 2.09]"
2537,"[257.329, 240.844]","[0.32, 0.685]","[-0.715, 2.618]"
2538,"[158.699, 149.729]","[-0.004, 2.155]","[-1.926, 1.83]"
2539,"[247.727, 189.975]","[0.494, 1.644]","[-1.797, 0.856]"
2540,"[223.801, 142.813]","[-0.272, 0.314]","[0.998, -2.081]"
2541,"[419.22, 351.154]","[0.866, -0.62]","[-0.383, 2.579]"
2542,"[219.514, 218.736]","[-0.152, -1.244]","[0.064, -2.865]"
2543,"[252.252, 219.907]","[-1.189, -0.442]","[-0.592, 2.378]"
2544,"[258.229, 250.483]","[-0.941, -0.847]","[3.054, 0.224]"
2545,"[252.442, 247.403]","[1.053, 1.122]","[-0.451, 2.642]"
2546,"[284.452, 229.9]","[0.822, -0.166]","[-2.168, -0.312]"
2547,"[197.557, 167.048]","[0.476, 2.205]","[1.584, -1.767]"
2548,"[219.689, 188.286]","[-0.955, 0.444]","[2.684, -0.428]"
2549,"[229.915, 229.059]","[0.675, 1.129]","[1.759, -1.494]"
2550,"[240.02, 186.221]","[0.411, -0.948]","[-3.069, -0.343]"
2551,"[306.308, 291.491]","[-0.443, 0.009]","[-0.289, -2.114]"
2552,"[116.254, 97.014]","[1.662, -1.226]","[-3.106, 0.08]"
2553,"[274.372, 216.06]","[1.012, 1.537]","[-1.41, 1.548]"
2554,"[477.003, 384.144]","[-0.845, -0.826]","[1.977, -1.178]"
2555,"[255.448, 246.635]","[0.29, 0.576]","[2.112, -1.08]"
2556,"[414.34, 308.048]","[-0.888, -0.365]","[-0.975, 0.768]"
2557,"[233.192, 174.235]","[-1.245, -0.989]","[-0.794, 1.998]"
2558,"[194.958, 155.763]","[0.675, -1.133]","[1.317, -1.713]"
2559,"[206.46, 197.799]","[0.46, -0.859]","[-0.145, 3.018]"
2560,"[277.461, 263.188]","[-0.064, -0.112]","[1.709, -1.566]"
2561,"[294.962, 215.26]","[0.127, -0.14]","[-1.376, 1.581]"
2562,"[236.99, 217.859]","[-0.871, -1.358]","[2.597, -0.337]"
2563,"[259.436, 246.022]","[0.074, -0.371]","[2.145, -1.339]"
2564,"[238.57, 217.405]","[-0.506, 0.31]","[-2.614, 0.356]"
2565,"[288.715, 251.267]","[-0.383, 0.43]","[1.407, -0.577]"
2566,"[243.701, 242.561]","[-0.194, -0.61]","[0.345, -2.765]"
2567,"[261.883, 230.081]","[-1.525, -0.944]","[-1.167, 2.039]"
2568,"[228.899, 201.626]","[-1.916, -0.703]","[1.12, -2.271]"
2569,"[260.939, 199.906]","[-0.455, 0.069]","[2.53, -0.381]"
2570,"[316.289, 150.791]","[-1.077, 0.072]","[0.611, -2.995]"
2571,"[390.35, 176.76]","[0.471, 0.334]","[2.674, 0.099]"
2572,"[220.948, 213.093]","[-0.959, 0.14]","[-1.896, 1.139]"
2573,"[171.883, 171.095]","[-0.135, 1.735]","[-2.663, 0.501]"
2574,"[331.82, 222.859]","[0.901, 1.108]","[-1.988, 2.068]"
2575,"[262.182, 182.414]","[-0.608, 0.409]","[-0.405, 2.939]"
2576,"[194.631, 140.718]","[0.416, -1.497]","[-0.787, 2.734]"
2577,"[260.892, 203.881]","[0.104, 1.133]","[-2.175, 0.192]"
2578,"[204.706, 166.005]","[1.931, 0.276]","[-0.159, 3.054]"
2579,"[372.932, 236.994]","[1.162, 0.197]","[-0.281, -1.867]"
2580,"[224.308, 214.096]","[0.043, -1.069]","[-2.093, 0.99]"
2581,"[249.013, 231.016]","[1.613, 1.427]","[0.657, -2.521]"
2582,"[265.068, 258.643]","[0.24, -0.691]","[0.86, -2.135]"
2583,"[291.398, 139.335]","[-1.289, 0.071]","[-0.223, 2.779]"
2584,"[252.311, 241.852]","[-1.1, -1.533]","[-2.091, 1.126]"
2585,"[284.833, 223.985]","[0.046, 0.068]","[1.642, -1.436]"
2586,"[295.477, 242.631]","[0.26, 0.621]","[-1.703, 0.426]"
2587,"[179.489, 140.862]","[1.648, -0.407]","[-3.005, 0.519]"
2588,"[372.682, 245.772]","[-0.534, -0.173]","[-0.751, -2.523]"
2589,"[277.462, 219.123]","[-0.367, -0.435]","[-0.768, 2.515]"
2590,"[278.323, 223.744]","[-0.436, -0.571]","[1.933, -1.175]"
2591,"[323.481, 188.906]","[-0.335, -0.292]","[-2.296, 0.762]"
2592,"[359.879, 182.144]","[0.07, 0.919]","[2.793, 0.737]"
2593,"[263.493, 149.311]","[0.137, -1.29]","[0.345, -2.53]"
2594,"[240.402, 163.977]","[0.857, 0.274]","[2.329, -1.031]"
2595,"[267.714, 236.779]","[-1.541, -1.386]","[0.126, -2.996]"
2596,"[272.276, 210.772]","[-0.789, -0.341]","[1.517, -1.517]"
2597,"[457.076, 218.182]","[-0.263, 0.993]","[-0.459, 0.875]"
2598,"[304.511, 210.904]","[-0.712, -0.952]","[2.887, -0.52]"
2599,"[214.802, 193.609]","[-0.145, 1.255]","[-0.212, 2.836]"
2600,"[269.844, 152.83]","[0.021, 1.501]","[1.717, -0.633]"
2601,"[181.413, 152.163]","[-2.016, -0.101]","[-1.791, 1.197]"
2602,"[202.492, 136.826]","[0.728, -1.204]","[1.514, -2.255]"
2603,"[151.434, 126.873]","[0.667, -1.754]","[2.987, 0.144]"
2604,"[224.43, 175.898]","[1.085, -0.535]","[0.257, -2.46]"
2605,"[326.971, 175.965]","[-0.813, -1.476]","[-2.558, 0.845]"
2606,"[328.099, 194.292]","[-0.407, -0.648]","[-2.591, 0.879]"
2607,"[148.684, 127.738]","[-0.051, 0.912]","[1.875, -1.607]"
2608,"[263.337, 213.992]","[-0.21, -1.074]","[-3.116, -0.166]"
2609,"[226.697, 205.806]","[-0.046, -1.151]","[2.548, -0.704]"
2610,"[271.504, 178.278]","[-0.045, 0.86]","[-2.012, 0.983]"
2611,"[257.392, 230.121]","[-0.883, -1.178]","[-1.786, 1.384]"
2612,"[236.507, 215.048]","[-0.864, 0.066]","[1.148, -2.224]"
2613,"[210.16, 193.318]","[-2.229, -0.775]","[-0.419, 2.555]"
2614,"[230.25, 197.272]","[0.785, -0.467]","[0.16, 2.908]"
2615,"[195.275, 183.062]","[-0.031, -1.546]","[-2.881, 0.28]"
2616,"[241.318, 229.342]","[0.996, 1.709]","[-1.144, 2.052]"
2617,"[275.654, 146.496]","[-0.698, -1.689]","[-0.966, 1.733]"
2618,"[160.115, 159.929]","[1.92, -0.112]","[0.392, -3.053]"
2619,"[251.178, 208.084]","[-0.291, -0.821]","[-0.182, -2.966]"
2620,"[264.986, 165.426]","[1.293, 0.024]","[2.514, -0.298]"
2621,"[356.836, 173.672]","[-0.849, -0.584]","[0.761, -2.506]"
2622,"[280.624, 238.34]","[1.117, 1.34]","[-0.641, -3.029]"
2623,"[220.96, 203.343]","[1.114, -0.093]","[2.033, -1.257]"
2624,"[246.816, 220.684]","[-0.873, -0.201]","[1.839, -1.326]"
2625,"[269.25, 165.969]","[-0.932, -2.105]","[0.917, -1.638]"
2626,"[266.88, 230.41]","[-1.077, -1.392]","[0.339, -2.717]"
2627,"[173.716, 97.75]","[-0.419, 2.143]","[0.295, 2.692]"
2628,"[226.802, 191.568]","[-0.238, -1.508]","[-1.743, 1.924]"
2629,"[155.575, 106.238]","[1.05, -1.471]","[-0.12, 3.121]"
2630,"[401.431, 365.164]","[-0.479, 0.031]","[-1.978, 1.647]"
2631,"[226.13, 121.705]","[-0.085, 1.63]","[0.501, -2.234]"
2632,"[129.483, 116.711]","[2.098, -0.503]","[-2.902, 0.027]"
2633,"[417.584, 192.749]","[-1.821, -1.8]","[2.049, -0.18]"
2634,"[235.739, 222.282]","[-0.304, -1.176]","[-0.133, 3.011]"
2635,"[265.796, 216.785]","[-0.665, -1.283]","[2.354, -0.589]"
2636,"[271.737, 265.321]","[-0.304, -0.204]","[-1.519, 1.569]"
2637,"[226.636, 213.916]","[0.269, -0.76]","[-1.253, 1.887]"
2638,"[214.269, 156.037]","[0.561, 1.986]","[3.07, -0.375]"
2639,"[295.937, 225.059]","[-0.735, -0.656]","[-0.648, 2.009]"
2640,"[254.762, 245.629]","[1.532, 1.35]","[-0.341, 2.771]"
2641,"[210.98, 137.817]","[-1.099, 0.691]","[2.241, -1.009]"
2642,"[249.728, 219.917]","[-1.579, -0.837]","[-1.935, 1.201]"
2643,"[258.17, 231.257]","[-0.252, -0.713]","[1.528, -1.576]"
2644,"[289.449, 185.362]","[0.407, -0.434]","[1.434, -1.521]"
2645,"[223.853, 209.413]","[-1.257, -2.422]","[2.739, -0.44]"
2646,"[171.709, 154.003]","[1.158, -0.822]","[-3.007, 0.411]"
2647,"[320.379, 198.844]","[-0.584, -0.748]","[3.013, -0.48]"
2648,"[265.41, 248.155]","[1.194, 1.744]","[0.175, 2.65]"
2649,"[240.093, 212.017]","[-0.346, -0.74]","[-0.338, 2.835]"
2650,"[479.573, 163.73]","[-1.395, -0.653]","[2.735, 0.725]"
2651,"[242.929, 212.627]","[-0.188, 0.628]","[2.554, -0.559]"
2652,"[186.997, 177.925]","[-1.001, 0.674]","[-1.898, 1.537]"
2653,"[256.363, 217.568]","[0.469, 1.547]","[0.296, -3.025]"
2654,"[183.849, 177.054]","[1.24, -0.474]","[-1.374, 1.743]"
2655,"[283.532, 214.428]","[0.713, 0.423]","[-2.299, 0.795]"
2656,"[266.539, 194.829]","[0.289, 1.146]","[2.358, -0.583]"
2657,"[307.775, 233.925]","[-0.007, 0.971]","[-2.214, 2.29]"
2658,"[148.564, 87.463]","[0.674, -0.978]","[-1.549, 1.62]"
2659,"[713.972, 337.432]","[0.526, 0.845]","[1.89, -2.123]"
2660,"[155.84, 132.137]","[-0.765, 1.516]","[-1.968, 1.039]"
2661,"[192.289, 178.053]","[-0.187, -1.756]","[-1.2, 0.962]"
2662,"[179.329, 150.626]","[0.976, -1.072]","[0.496, 2.289]"
2663,"[255.443, 248.817]","[-1.068, -0.872]","[-3.096, -0.211]"
2664,"[197.692, 175.218]","[-1.23, -0.305]","[-1.89, 1.464]"
2665,"[279.959, 216.475]","[-0.056, 0.457]","[2.377, -0.329]"
2666,"[220.803, 215.735]","[-0.362, 0.643]","[0.68, -2.433]"
2667,"[204.34, 187.168]","[0.847, -0.728]","[1.824, -2.087]"
2668,"[219.286, 100.447]","[0.322, -1.937]","[-1.756, 2.027]"
2669,"[263.446, 140.956]","[0.944, -0.568]","[-0.076, -2.824]"
2670,"[250.082, 248.186]","[-1.742, -1.192]","[-2.295, 0.825]"
2671,"[300.735, 159.417]","[-0.527, 0.505]","[0.302, -2.179]"
2672,"[220.692, 212.621]","[1.15, 0.02]","[-1.895, 1.319]"
2673,"[302.678, 212.483]","[0.395, 0.217]","[1.558, -1.637]"
2674,"[250.63, 224.684]","[-0.481, 0.228]","[3.096, -0.326]"
2675,"[249.824, 237.343]","[0.821, 1.445]","[-1.904, 1.239]"
2676,"[216.943, 144.137]","[-0.512, 1.265]","[-2.528, 1.076]"
2677,"[248.776, 224.684]","[-0.115, 0.598]","[2.935, -0.053]"
2678,"[407.009, 253.715]","[0.124, 1.076]","[0.376, -0.791]"
2679,"[334.126, 159.557]","[1.843, 0.879]","[-2.432, 1.269]"
2680,"[182.847, 160.268]","[-0.161, 1.599]","[-1.429, 1.857]"
2681,"[233.656, 167.575]","[-0.567, -2.066]","[-2.78, -0.115]"
2682,"[161.842, 153.174]","[-1.381, -0.66]","[-0.778, -2.885]"
2683,"[262.377, 225.724]","[1.478, 0.881]","[-2.912, 0.584]"
2684,"[93.715, 81.853]","[-1.326, 2.079]","[2.001, -1.977]"
2685,"[252.969, 200.043]","[-0.393, -1.431]","[-0.766, 2.404]"
2686,"[205.264, 174.864]","[-1.767, -0.217]","[0.818, -2.511]"
2687,"[317.113, 202.908]","[-0.989, -0.92]","[0.982, -1.738]"
2688,"[202.216, 188.516]","[0.337, -1.169]","[0.508, -2.681]"
2689,"[259.922, 232.189]","[-0.721, -0.788]","[-2.595, 0.513]"
2690,"[246.716, 244.471]","[1.234, 0.763]","[-1.223, 1.896]"
2691,"[260.879, 239.624]","[0.092, -0.062]","[-0.447, 2.722]"
2692,"[242.759, 215.7]","[1.105, 0.286]","[2.979, -0.325]"
2693,"[181.682, 140.495]","[2.153, 0.115]","[1.872, -1.452]"
2694,"[258.894, 236.935]","[-0.27, -0.113]","[-2.029, 0.763]"
2695,"[158.542, 133.802]","[0.849, -1.499]","[0.5, -2.873]"
2696,"[358.715, 165.799]","[0.841, 1.583]","[1.851, -0.714]"
2697,"[295.899, 285.833]","[-1.787, -2.478]","[1.476, -1.654]"
2698,"[502.861, 129.096]","[-0.175, -0.4]","[2.653, -1.005]"
2699,"[368.547, 173.057]","[0.49, 0.638]","[-2.884, -0.273]"
2700,"[252.523, 247.769]","[-0.424, -0.376]","[0.097, 2.96]"
2701,"[286.625, 218.537]","[-0.023, 0.46]","[1.416, -2.403]"
2702,"[220.557, 197.354]","[-0.347, 1.032]","[-1.7, 2.068]"
2703,"[861.201, 631.814]","[1.178, 2.107]","[1.256, -2.106]"
2704,"[163.918, 148.279]","[-2.367, -0.266]","[-0.089, -3.117]"
2705,"[260.036, 225.517]","[0.866, 0.024]","[1.813, -2.072]"
2706,"[210.361, 207.993]","[-0.541, 0.716]","[-0.508, 2.61]"
2707,"[257.967, 250.441]","[-0.201, -0.403]","[-0.836, 2.254]"
2708,"[291.704, 193.661]","[0.19, 0.938]","[2.391, -1.121]"
2709,"[688.731, 401.145]","[-1.265, -1.048]","[2.115, 3.075]"
2710,"[308.273, 187.076]","[0.728, 1.355]","[-1.575, 1.575]"
2711,"[190.558, 138.39]","[1.113, -0.878]","[-2.174, 0.953]"
2712,"[182.124, 166.596]","[0.666, -0.176]","[-0.357, 1.887]"
2713,"[487.644, 190.41]","[-0.647, -0.636]","[-1.828, 0.175]"
2714,"[486.655, 133.335]","[0.155, 0.28]","[-2.272, 1.383]"
2715,"[240.955, 190.682]","[-0.824, 0.386]","[-1.895, 1.491]"
2716,"[185.49, 169.268]","[-0.816, 0.776]","[-0.497, 2.321]"
2717,"[220.282, 200.36]","[1.258, 0.059]","[2.381, -0.373]"
2718,"[211.362, 199.623]","[0.631, -0.265]","[-0.766, 2.426]"
2719,"[197.882, 138.928]","[0.7, -1.162]","[-2.919, 0.272]"
2720,"[266.497, 206.422]","[0.098, 0.802]","[0.555, -2.707]"
2721,"[310.956, 148.881]","[0.653, 1.577]","[-1.53, 1.784]"
2722,"[183.088, 182.828]","[1.33, -0.388]","[-1.743, 1.369]"
2723,"[139.633, 127.964]","[-1.903, 0.438]","[2.754, -0.391]"
2724,"[268.592, 244.685]","[-1.68, -1.324]","[2.525, 0.316]"
2725,"[152.645, 137.337]","[0.381, -1.954]","[-2.617, 0.691]"
2726,"[253.192, 229.28]","[-1.763, -2.312]","[-0.344, 2.701]"
2727,"[597.61, 95.482]","[0.327, 1.204]","[1.866, -0.717]"
2728,"[239.639, 223.886]","[-0.475, 0.337]","[3.085, 0.101]"
2729,"[452.678, 208.35]","[0.191, -0.066]","[2.455, -1.983]"
2730,"[405.832, 238.764]","[-0.994, -0.735]","[-2.788, 0.051]"
2731,"[246.927, 233.943]","[0.527, 0.033]","[2.25, -0.922]"
2732,"[203.281, 162.286]","[1.219, -0.575]","[-1.563, 1.127]"
2733,"[248.755, 242.787]","[0.613, 0.154]","[-0.002, -3.083]"
2734,"[237.574, 220.006]","[1.055, 0.233]","[-0.012, 2.976]"
2735,"[248.504, 223.689]","[-0.06, -0.724]","[-2.643, 0.26]"
2736,"[342.231, 194.391]","[1.181, 1.032]","[-2.448, 1.146]"
2737,"[256.415, 227.444]","[-1.477, -0.966]","[-1.504, 1.469]"
2738,"[284.652, 138.529]","[-0.456, 1.032]","[0.189, 3.092]"
2739,"[193.7, 193.502]","[0.723, -0.772]","[-2.756, 0.458]"
2740,"[457.47, 135.02]","[-0.573, -0.341]","[-0.735, 2.585]"
2741,"[267.458, 235.49]","[-0.439, -0.19]","[1.251, -1.575]"
2742,"[304.238, 193.698]","[-0.137, -0.237]","[1.492, -1.946]"
2743,"[306.99, 213.439]","[-0.321, -0.2]","[1.728, -1.791]"
2744,"[178.567, 177.622]","[-1.04, 0.677]","[0.83, -1.902]"
2745,"[251.835, 202.724]","[0.602, 0.95]","[-0.82, 2.707]"
2746,"[245.681, 207.566]","[1.327, 0.472]","[1.771, -1.326]"
2747,"[238.464, 236.152]","[0.739, 0.037]","[-2.771, 0.354]"
2748,"[258.31, 232.634]","[1.507, 1.908]","[-2.371, 0.891]"
2749,"[200.391, 195.552]","[2.086, 0.674]","[0.778, -2.167]"
2750,"[282.488, 228.035]","[1.022, 1.948]","[0.384, -1.712]"
2751,"[256.9, 256.596]","[0.186, 0.192]","[3.056, -0.183]"
2752,"[253.565, 233.172]","[-1.06, -0.606]","[2.248, -0.913]"
2753,"[197.056, 150.624]","[-0.761, 1.242]","[0.643, -2.694]"
2754,"[264.985, 136.5]","[-0.184, -1.767]","[1.195, -2.681]"
2755,"[280.349, 263.651]","[0.028, -0.153]","[2.017, -1.044]"
2756,"[265.25, 240.262]","[0.287, -0.065]","[-0.566, 2.798]"
2757,"[436.883, 123.864]","[1.393, 2.325]","[1.125, -1.488]"
2758,"[278.436, 215.349]","[0.281, 0.815]","[2.44, -0.543]"
2759,"[257.611, 240.457]","[-0.796, -0.658]","[-2.227, 0.829]"
2760,"[295.398, 179.692]","[0.264, 1.144]","[-1.553, 1.483]"
2761,"[278.151, 207.704]","[0.983, 0.318]","[2.888, -0.429]"
