,Momenta,Eta,Phi
35,"[463.324, 420.99]","[0.387, -0.651]","[-1.225, 2.017]"
36,"[497.067, 461.27]","[-1.107, -1.509]","[2.289, -0.606]"
37,"[457.232, 421.239]","[0.912, -0.973]","[-0.55, 2.51]"
38,"[491.668, 469.723]","[1.038, 0.46]","[-0.966, 2.213]"
39,"[198.634, 142.775]","[-1.401, 2.114]","[0.156, 2.978]"
40,"[502.187, 472.971]","[-0.012, -0.481]","[-2.234, 0.919]"
41,"[508.071, 471.24]","[-1.104, -0.697]","[1.277, -2.007]"
42,"[453.771, 446.704]","[0.188, -0.709]","[2.705, -0.465]"
43,"[503.232, 492.558]","[0.755, 0.982]","[2.559, -0.578]"
44,"[536.178, 451.137]","[1.356, 0.97]","[1.123, -1.992]"
45,"[490.795, 442.849]","[1.538, 0.794]","[-1.604, 1.617]"
46,"[458.333, 436.332]","[0.026, -0.73]","[-0.7, 2.5]"
47,"[503.48, 488.193]","[0.392, 0.547]","[1.619, -1.492]"
48,"[413.32, 389.046]","[-0.36, 0.829]","[1.533, -1.581]"
49,"[474.928, 393.33]","[-0.931, 0.175]","[2.153, -1.281]"
50,"[508.936, 467.458]","[0.05, -0.275]","[1.837, -1.269]"
51,"[510.336, 400.772]","[0.172, -0.782]","[-1.139, 2.136]"
52,"[440.33, 306.06]","[-1.223, -1.572]","[-0.343, 3.007]"
53,"[534.605, 420.193]","[-0.897, -0.29]","[2.851, -0.425]"
54,"[502.068, 488.766]","[0.739, 0.501]","[-0.787, 2.483]"
55,"[535.417, 437.189]","[0.868, 0.352]","[0.964, -2.373]"
56,"[363.877, 185.758]","[1.101, -1.472]","[-1.037, 2.708]"
57,"[282.753, 261.212]","[-1.029, 1.418]","[-1.08, 1.876]"
58,"[549.022, 434.05]","[-0.081, 0.47]","[2.483, -0.163]"
59,"[886.184, 287.472]","[0.205, 0.633]","[-2.859, -0.003]"
60,"[497.727, 454.522]","[1.532, 0.996]","[2.775, -0.394]"
61,"[459.501, 440.25]","[0.119, 1.128]","[-0.174, 3.133]"
62,"[410.669, 399.697]","[-1.301, -0.029]","[0.45, -2.696]"
63,"[616.434, 424.537]","[0.189, -0.288]","[1.12, -1.756]"
64,"[444.501, 436.688]","[-0.115, 0.858]","[1.734, -1.434]"
65,"[568.1, 315.946]","[-0.463, -1.46]","[-0.816, 2.658]"
66,"[514.965, 462.173]","[0.346, 0.042]","[0.036, -2.972]"
67,"[500.364, 474.155]","[0.646, 0.095]","[-0.8, 2.366]"
68,"[505.706, 481.545]","[0.741, 1.096]","[-1.933, 1.172]"
69,"[538.208, 535.677]","[0.408, 0.121]","[-0.93, 2.203]"
70,"[387.095, 379.297]","[-0.04, 1.473]","[-0.117, 2.976]"
71,"[337.498, 279.134]","[-1.744, 0.394]","[-1.425, 1.778]"
72,"[509.038, 493.26]","[1.201, 1.048]","[0.837, -2.112]"
73,"[519.284, 427.345]","[-0.819, -0.151]","[-1.994, 0.595]"
74,"[514.254, 482.835]","[-0.784, -0.533]","[-2.313, 0.778]"
75,"[370.087, 334.196]","[-0.397, 1.324]","[-1.668, 1.52]"
76,"[898.259, 663.263]","[0.273, -0.112]","[-2.893, -1.548]"
77,"[465.312, 441.889]","[-0.208, -1.08]","[-0.432, 2.622]"
78,"[503.609, 289.565]","[-0.822, 0.708]","[1.982, -1.345]"
79,"[371.239, 351.824]","[0.188, 1.963]","[-0.683, 2.186]"
80,"[564.18, 418.22]","[-0.708, -0.134]","[0.519, -2.992]"
81,"[573.838, 440.009]","[-1.685, -1.389]","[1.63, -1.075]"
82,"[727.352, 414.325]","[0.795, 0.47]","[-0.222, 2.016]"
83,"[437.878, 363.78]","[-1.129, 0.259]","[-0.796, 2.415]"
84,"[443.926, 438.224]","[-1.612, -0.575]","[-2.824, 0.341]"
85,"[486.371, 438.353]","[-0.296, 0.532]","[-3.083, -0.028]"
86,"[495.526, 479.735]","[-1.311, -0.799]","[0.692, -2.456]"
87,"[463.459, 451.755]","[1.528, 2.296]","[2.487, -0.63]"
88,"[685.106, 357.965]","[0.303, 0.531]","[2.688, -0.278]"
89,"[534.661, 457.1]","[-0.784, -1.135]","[-0.515, 2.777]"
90,"[361.698, 330.536]","[0.037, -1.804]","[0.932, -1.941]"
91,"[499.58, 437.44]","[0.873, 0.071]","[-2.631, 0.239]"
92,"[533.168, 438.931]","[1.049, 1.555]","[-2.385, 0.791]"
93,"[484.886, 458.919]","[-2.119, -1.491]","[-0.683, 2.52]"
94,"[325.253, 318.734]","[-0.62, 1.394]","[0.515, -2.795]"
95,"[625.378, 382.63]","[-0.542, -1.129]","[1.467, -0.949]"
96,"[456.303, 376.489]","[-0.856, 0.387]","[2.398, -0.983]"
97,"[482.241, 446.695]","[-0.376, -1.471]","[0.648, -1.497]"
98,"[620.85, 589.85]","[0.215, -0.3]","[2.351, -0.834]"
99,"[505.832, 483.753]","[-0.036, -0.207]","[0.195, -2.898]"
100,"[499.38, 371.121]","[-0.829, 0.321]","[-2.949, 0.345]"
101,"[508.44, 473.442]","[0.608, 1.182]","[-0.416, 2.761]"
102,"[294.849, 211.241]","[-1.691, 0.954]","[-1.515, 1.797]"
103,"[255.1, 244.687]","[0.25, -2.408]","[2.097, -1.041]"
104,"[461.3, 434.645]","[-0.686, 0.215]","[0.949, -1.987]"
105,"[453.823, 441.552]","[0.187, 1.188]","[-1.506, 1.734]"
106,"[436.34, 422.309]","[-0.147, 1.029]","[-0.257, -2.982]"
107,"[544.515, 485.825]","[-0.638, -1.218]","[1.861, -1.971]"
108,"[465.456, 459.117]","[-1.009, -0.214]","[1.81, -1.363]"
109,"[375.261, 314.569]","[-2.092, -0.112]","[-0.66, 2.388]"
110,"[376.581, 372.742]","[1.555, 0.043]","[2.955, -0.04]"
111,"[597.295, 423.646]","[-0.439, -0.428]","[-0.608, 2.433]"
112,"[492.132, 426.797]","[0.887, 0.053]","[-1.449, 1.979]"
113,"[486.988, 398.623]","[0.508, -0.495]","[-1.715, 1.699]"
114,"[458.951, 429.172]","[1.033, 0.145]","[-1.16, 1.943]"
115,"[198.796, 166.745]","[1.018, -2.315]","[-3.023, 0.191]"
116,"[502.492, 496.306]","[1.202, 1.256]","[3.099, 0.1]"
117,"[445.002, 442.023]","[1.055, 0.044]","[-2.514, 0.904]"
118,"[496.602, 450.818]","[1.194, 1.803]","[1.919, -1.28]"
119,"[781.037, 351.864]","[-0.96, -1.323]","[0.452, 2.737]"
120,"[575.847, 459.934]","[1.158, 1.062]","[0.142, 2.978]"
121,"[492.82, 492.231]","[0.703, 0.932]","[0.077, -3.097]"
122,"[632.419, 307.544]","[1.495, 0.433]","[-2.647, 0.204]"
123,"[413.038, 310.58]","[0.225, -1.613]","[-2.611, 1.395]"
124,"[577.356, 419.404]","[-1.145, -0.776]","[2.86, -0.36]"
125,"[423.432, 422.191]","[-0.753, 0.379]","[2.61, -0.46]"
126,"[550.759, 354.488]","[-0.597, 0.358]","[-2.511, 0.074]"
127,"[1065.942, 441.865]","[-0.738, -0.412]","[-0.683, -2.188]"
128,"[512.642, 478.857]","[1.159, 1.326]","[1.532, -1.73]"
129,"[745.348, 575.017]","[-0.356, -0.328]","[-2.225, 2.331]"
130,"[330.855, 297.075]","[1.702, -0.378]","[-2.449, 0.832]"
131,"[500.992, 498.734]","[0.115, -0.152]","[1.296, -1.855]"
132,"[275.202, 211.102]","[0.236, 1.577]","[-0.073, 2.965]"
133,"[540.801, 455.648]","[0.814, 0.597]","[1.272, -1.837]"
134,"[504.464, 449.793]","[-1.393, -0.756]","[-2.008, 1.091]"
135,"[530.463, 454.608]","[1.215, 0.938]","[0.253, -3.018]"
136,"[574.387, 461.722]","[0.082, 0.226]","[0.431, -2.504]"
137,"[660.425, 523.32]","[0.623, 0.929]","[-1.065, 0.872]"
138,"[479.949, 441.889]","[0.663, 1.393]","[-1.0, 2.112]"
139,"[481.279, 414.945]","[-1.091, -0.165]","[2.333, -0.668]"
140,"[375.364, 294.553]","[-0.753, 1.328]","[1.037, -2.918]"
141,"[477.587, 405.531]","[-1.396, -0.54]","[-0.157, 2.852]"
142,"[399.337, 386.117]","[1.388, -0.051]","[1.903, -1.266]"
143,"[488.32, 426.729]","[0.179, 1.163]","[-2.035, 1.665]"
144,"[505.911, 447.494]","[0.089, 0.724]","[-1.657, 1.579]"
145,"[512.612, 450.509]","[0.341, 0.937]","[1.897, -1.246]"
146,"[405.321, 350.331]","[-0.119, 1.45]","[-0.503, 2.291]"
147,"[806.945, 676.646]","[0.437, 0.4]","[1.822, -1.328]"
148,"[462.817, 438.633]","[-0.516, 0.573]","[1.67, -1.389]"
149,"[700.811, 308.032]","[0.64, -0.411]","[-2.848, -0.51]"
150,"[365.571, 291.907]","[1.066, -0.319]","[-2.221, 0.953]"
151,"[762.748, 115.866]","[-0.849, 0.543]","[0.95, -3.082]"
152,"[472.945, 450.61]","[-0.126, 0.545]","[-0.233, 2.856]"
153,"[496.598, 458.867]","[0.555, 0.008]","[-2.245, 1.023]"
154,"[345.286, 342.074]","[0.596, -1.257]","[-0.478, 2.35]"
155,"[520.709, 482.284]","[-0.429, -0.335]","[2.201, -0.982]"
156,"[563.577, 465.229]","[-0.986, -0.858]","[-0.898, 1.783]"
157,"[477.3, 424.834]","[-0.188, -1.183]","[1.286, -2.246]"
158,"[544.013, 409.786]","[-2.131, -1.354]","[1.548, -1.963]"
159,"[478.886, 472.23]","[1.229, 1.501]","[3.007, -0.078]"
160,"[497.7, 475.684]","[0.14, -0.348]","[0.541, -2.653]"
161,"[228.975, 215.264]","[1.856, -1.045]","[-1.131, 1.958]"
162,"[439.218, 248.827]","[0.714, -1.239]","[2.569, -1.258]"
163,"[490.373, 426.707]","[-0.36, 0.487]","[-1.707, 1.384]"
164,"[394.522, 384.785]","[0.796, -0.681]","[-2.031, 1.245]"
165,"[635.453, 444.565]","[0.401, -0.039]","[0.666, 2.996]"
166,"[473.517, 468.666]","[0.49, 1.204]","[-0.051, -3.125]"
167,"[449.682, 416.568]","[1.418, 0.227]","[-2.267, 0.968]"
168,"[208.558, 200.511]","[1.754, -1.275]","[1.496, -2.006]"
169,"[491.467, 482.016]","[0.161, 0.613]","[-2.634, 0.518]"
170,"[503.283, 469.766]","[-1.792, -0.463]","[-1.645, 1.51]"
171,"[357.843, 351.871]","[-0.501, 1.246]","[0.905, -2.504]"
172,"[513.356, 85.177]","[0.754, -2.273]","[-2.031, 1.28]"
173,"[513.455, 451.553]","[0.896, 0.431]","[-0.902, 2.605]"
174,"[314.514, 305.121]","[1.528, -0.212]","[-2.394, 1.163]"
175,"[456.695, 431.489]","[-0.733, -1.611]","[-1.016, 2.083]"
176,"[733.736, 357.693]","[0.387, 0.477]","[-2.523, 0.942]"
177,"[518.963, 491.289]","[-0.103, 0.069]","[-1.815, 1.41]"
178,"[268.99, 235.159]","[-0.623, 2.045]","[-2.683, 1.375]"
179,"[420.768, 408.047]","[-1.234, 0.017]","[2.133, -1.014]"
180,"[482.515, 463.09]","[-0.229, -0.949]","[-0.496, 2.713]"
181,"[327.421, 318.721]","[-0.532, -2.357]","[-0.135, 2.973]"
182,"[501.826, 470.376]","[-0.511, -0.023]","[-0.926, 2.24]"
183,"[327.269, 314.431]","[-1.701, 0.304]","[1.819, -1.407]"
184,"[519.87, 204.638]","[-0.498, 1.576]","[1.577, -1.297]"
185,"[243.428, 225.63]","[0.322, -0.744]","[2.184, -1.007]"
186,"[572.109, 453.057]","[-0.842, -1.022]","[1.747, -1.884]"
187,"[465.541, 445.744]","[-0.001, -0.84]","[3.123, 0.117]"
188,"[503.493, 453.267]","[-0.464, -1.058]","[-3.061, 0.085]"
189,"[209.137, 175.379]","[-1.694, 1.532]","[-0.321, 2.311]"
190,"[580.873, 438.582]","[1.626, 1.238]","[-2.73, 0.933]"
191,"[506.156, 490.55]","[1.3, 1.077]","[2.0, -1.158]"
192,"[523.898, 455.11]","[0.438, 0.539]","[-1.898, 1.317]"
193,"[520.072, 451.535]","[-0.257, 0.127]","[-0.842, 2.398]"
194,"[461.326, 303.721]","[1.288, -0.323]","[3.137, -0.422]"
195,"[496.947, 489.944]","[-0.732, -0.694]","[-1.934, 1.244]"
196,"[487.105, 469.356]","[0.986, 0.423]","[-2.94, 0.135]"
197,"[493.009, 441.85]","[-0.108, -0.868]","[-2.915, 0.235]"
198,"[523.349, 444.998]","[-0.884, -1.33]","[-3.111, 0.001]"
199,"[553.482, 200.141]","[0.438, 2.451]","[1.811, -0.783]"
200,"[498.384, 465.869]","[-1.31, -0.736]","[0.31, -2.818]"
201,"[510.695, 449.085]","[1.113, 0.647]","[3.082, -0.021]"
202,"[456.724, 383.32]","[1.376, 0.154]","[-1.253, 1.946]"
203,"[550.445, 308.027]","[-0.742, 0.637]","[3.093, 0.599]"
204,"[537.133, 516.167]","[-0.133, -0.494]","[3.133, -0.059]"
205,"[399.703, 320.209]","[1.082, -0.64]","[-2.368, 0.943]"
206,"[488.892, 438.746]","[0.073, -0.69]","[2.73, -0.358]"
207,"[369.193, 355.221]","[1.897, 0.204]","[1.98, -1.191]"
208,"[510.659, 476.011]","[0.841, 0.411]","[-0.936, 2.382]"
209,"[469.078, 463.292]","[-0.982, -0.4]","[-1.319, 1.834]"
210,"[515.811, 483.02]","[1.149, 0.521]","[-2.826, 0.686]"
211,"[525.64, 467.207]","[-0.903, -1.061]","[0.027, 2.926]"
212,"[891.039, 284.826]","[0.286, 0.37]","[0.548, -2.799]"
213,"[513.894, 489.851]","[-1.084, -1.039]","[1.298, -1.8]"
214,"[525.466, 410.753]","[-1.771, -0.922]","[-0.409, 2.343]"
215,"[520.289, 313.882]","[-0.49, 0.013]","[1.215, -2.218]"
216,"[476.689, 336.958]","[1.316, -0.417]","[0.106, -1.692]"
217,"[467.831, 443.161]","[-1.018, -0.012]","[-1.783, 1.528]"
218,"[382.558, 374.092]","[-0.163, -1.734]","[-1.148, 1.711]"
219,"[497.242, 469.126]","[-1.038, -0.501]","[-2.234, 0.837]"
220,"[456.076, 442.771]","[-0.308, 0.698]","[-1.765, 1.005]"
221,"[465.31, 462.854]","[-1.687, -0.875]","[0.857, -2.281]"
222,"[495.367, 459.707]","[-1.457, -0.984]","[-2.653, 0.65]"
223,"[554.916, 453.594]","[-0.686, -1.187]","[0.01, -2.576]"
224,"[513.06, 371.205]","[-0.182, -1.303]","[-2.121, 0.979]"
225,"[292.356, 284.334]","[-1.823, 0.494]","[-0.319, 2.779]"
226,"[559.252, 436.951]","[-0.177, 0.129]","[1.096, -2.037]"
227,"[535.257, 414.465]","[-1.472, -1.161]","[-0.141, 3.137]"
228,"[531.891, 434.211]","[-0.136, -0.729]","[-3.099, 0.14]"
229,"[500.264, 391.605]","[-0.556, -1.616]","[-0.208, 2.609]"
230,"[378.492, 368.514]","[0.244, 1.853]","[-1.491, 1.691]"
231,"[544.852, 454.908]","[-0.452, -0.289]","[-2.636, 0.767]"
232,"[527.83, 401.149]","[-0.332, 0.492]","[-0.838, 2.456]"
233,"[498.178, 491.944]","[0.311, 0.695]","[-0.082, 3.112]"
234,"[466.562, 453.772]","[1.537, 0.812]","[2.421, -0.767]"
235,"[454.297, 451.893]","[1.645, 0.763]","[2.562, -0.589]"
236,"[499.516, 493.408]","[-0.947, -0.824]","[0.714, -2.287]"
237,"[496.441, 493.838]","[-0.319, -0.126]","[1.878, -1.249]"
238,"[467.877, 357.006]","[1.313, -0.017]","[-2.212, 1.166]"
239,"[520.0, 413.281]","[0.516, -0.29]","[-0.377, 2.788]"
240,"[418.728, 410.711]","[1.196, -0.135]","[-1.072, 1.705]"
241,"[432.151, 403.138]","[-0.507, -1.798]","[-0.305, 2.707]"
242,"[491.677, 491.576]","[0.098, 0.354]","[-0.595, 2.663]"
243,"[645.93, 415.387]","[0.245, 0.266]","[-0.913, 2.259]"
244,"[439.375, 418.604]","[0.478, 1.58]","[-0.4, 2.593]"
245,"[525.289, 441.914]","[-0.655, -0.163]","[-2.693, 0.369]"
246,"[535.436, 252.089]","[-0.71, -2.359]","[1.458, -1.27]"
247,"[306.082, 299.529]","[1.888, -0.3]","[2.712, -0.371]"
248,"[723.438, 362.432]","[0.331, 1.053]","[-1.28, 2.711]"
249,"[618.63, 243.923]","[-1.122, 0.466]","[2.977, -1.143]"
250,"[538.096, 498.353]","[1.834, 1.176]","[-1.913, 0.345]"
251,"[399.106, 398.468]","[-1.039, 0.355]","[3.13, -0.245]"
252,"[537.228, 478.892]","[-1.014, -0.915]","[-2.154, 1.337]"
253,"[463.841, 463.5]","[1.481, 0.74]","[2.209, -0.957]"
254,"[496.421, 480.104]","[0.795, 0.371]","[1.256, -1.91]"
255,"[458.322, 454.21]","[0.263, -0.318]","[2.394, -0.804]"
256,"[371.548, 203.257]","[-1.205, 1.201]","[-0.21, -2.974]"
257,"[448.766, 446.728]","[0.607, -0.33]","[-1.574, 1.599]"
258,"[383.653, 266.18]","[-0.685, 1.34]","[0.215, -2.719]"
259,"[446.811, 440.733]","[1.016, 0.586]","[0.762, -2.396]"
260,"[510.748, 492.776]","[0.796, 0.635]","[0.456, -2.678]"
261,"[495.984, 435.019]","[-0.948, -1.817]","[1.824, -1.295]"
262,"[617.182, 193.048]","[-0.18, 1.67]","[-1.821, 1.025]"
263,"[489.46, 314.077]","[0.925, -0.488]","[0.513, -2.26]"
264,"[474.758, 473.04]","[0.618, -0.073]","[0.653, -2.544]"
265,"[571.121, 411.873]","[0.068, -0.457]","[-2.272, 0.909]"
266,"[456.539, 430.04]","[0.533, -0.433]","[-1.653, 1.41]"
267,"[262.683, 216.388]","[-2.038, 0.683]","[0.946, -2.309]"
268,"[495.02, 319.272]","[1.09, -0.331]","[-2.34, 1.206]"
269,"[490.287, 489.654]","[-0.24, -0.574]","[-2.002, 1.141]"
270,"[392.139, 359.039]","[0.47, -1.109]","[1.971, -1.452]"
271,"[388.416, 371.01]","[1.289, -0.231]","[-1.167, 2.032]"
272,"[571.498, 436.867]","[0.786, 0.797]","[2.776, -0.407]"
273,"[503.08, 493.028]","[-0.459, -0.719]","[1.502, -1.776]"
274,"[595.317, 446.312]","[0.355, 0.401]","[-0.79, 1.864]"
275,"[500.529, 492.178]","[-0.056, 0.297]","[-1.507, 1.564]"
276,"[474.511, 449.199]","[-0.237, -1.006]","[-2.312, 0.744]"
277,"[600.275, 332.604]","[0.05, -1.492]","[-2.536, 2.136]"
278,"[484.027, 471.342]","[0.231, 0.719]","[2.466, -0.718]"
279,"[495.589, 494.615]","[1.502, 1.378]","[-1.03, 2.121]"
280,"[513.847, 487.244]","[-0.556, -0.589]","[-0.973, 2.247]"
281,"[404.474, 391.175]","[-0.676, -2.119]","[0.797, -2.853]"
282,"[472.227, 459.843]","[0.371, -0.305]","[0.306, -2.796]"
283,"[463.675, 371.461]","[-0.892, -2.186]","[-2.067, 0.881]"
284,"[490.57, 481.717]","[0.829, 0.719]","[-3.07, 0.124]"
285,"[556.194, 450.854]","[-0.091, -0.017]","[-2.952, 0.35]"
286,"[313.006, 299.224]","[-1.914, 0.239]","[0.898, -2.382]"
287,"[560.467, 447.826]","[-0.003, -0.043]","[0.546, -2.45]"
288,"[500.559, 472.818]","[-0.034, -0.657]","[1.599, -1.922]"
289,"[482.322, 437.483]","[-0.948, -0.113]","[0.515, -2.641]"
290,"[522.826, 472.545]","[0.893, 0.683]","[0.567, -2.685]"
291,"[475.02, 437.39]","[0.38, 1.187]","[-1.48, 1.591]"
292,"[441.822, 417.18]","[-0.027, -1.134]","[-1.931, 1.21]"
293,"[400.214, 388.899]","[-0.524, 0.893]","[2.378, -0.727]"
294,"[480.815, 321.893]","[0.908, 2.379]","[1.4, -1.606]"
295,"[509.349, 463.721]","[0.071, 0.513]","[-2.918, 0.195]"
296,"[268.236, 257.422]","[0.999, -1.541]","[0.572, -2.436]"
297,"[335.241, 195.358]","[0.63, -1.972]","[-0.902, 1.35]"
298,"[500.494, 481.896]","[1.676, 1.354]","[2.426, -0.826]"
299,"[332.034, 281.455]","[-0.513, 1.587]","[-0.267, 2.878]"
300,"[286.9, 255.825]","[1.863, -0.597]","[0.793, -2.234]"
301,"[474.675, 461.231]","[0.549, 1.283]","[3.071, -0.085]"
302,"[493.069, 463.103]","[-1.345, -0.734]","[-0.851, 2.43]"
303,"[426.242, 412.345]","[0.273, -0.885]","[-2.868, 0.201]"
304,"[506.681, 506.424]","[0.647, 0.898]","[-2.245, 0.709]"
305,"[493.387, 482.429]","[-0.325, 0.357]","[-0.768, 2.421]"
306,"[499.885, 428.508]","[1.374, 2.284]","[-1.249, 1.761]"
307,"[245.513, 236.251]","[-1.532, 1.189]","[0.071, -3.113]"
308,"[529.613, 495.674]","[-0.48, -0.012]","[-2.627, -0.087]"
309,"[424.011, 382.134]","[-0.472, 0.95]","[-2.553, 0.649]"
310,"[702.981, 359.971]","[0.139, 0.594]","[1.263, -2.462]"
311,"[566.497, 423.526]","[0.005, -0.251]","[2.091, -1.0]"
312,"[482.951, 448.779]","[-0.07, 0.649]","[-1.083, 1.865]"
313,"[921.986, 324.13]","[-0.305, 0.067]","[-1.151, 1.219]"
314,"[1157.826, 230.392]","[-1.032, -0.74]","[-0.917, 2.697]"
315,"[276.518, 255.523]","[1.746, -0.533]","[3.137, -0.028]"
316,"[537.938, 439.106]","[-0.553, -0.768]","[-1.01, 2.142]"
317,"[439.781, 390.122]","[0.737, -0.526]","[1.256, -1.91]"
318,"[521.667, 354.119]","[-0.384, 0.777]","[2.336, -0.659]"
319,"[565.972, 452.865]","[0.881, 1.034]","[-3.018, -0.175]"
320,"[504.242, 418.39]","[1.587, 0.713]","[1.137, -2.219]"
321,"[139.009, 117.852]","[1.69, -2.351]","[-0.296, 2.869]"
322,"[428.809, 416.714]","[0.7, -0.382]","[-1.451, 1.719]"
323,"[485.011, 460.238]","[0.909, 0.263]","[0.175, -2.944]"
324,"[668.223, 581.227]","[0.071, 0.03]","[1.163, 3.02]"
325,"[511.634, 401.889]","[-0.531, 0.422]","[-0.119, -2.895]"
326,"[507.142, 482.984]","[1.422, 1.084]","[0.378, -2.823]"
327,"[261.391, 255.8]","[1.471, -1.079]","[-2.215, 1.226]"
328,"[480.915, 407.596]","[-0.237, 0.926]","[-1.489, 1.621]"
329,"[505.911, 500.067]","[-0.11, 0.135]","[-1.658, 1.424]"
330,"[413.398, 382.875]","[-1.864, -0.476]","[-2.708, 0.55]"
331,"[496.075, 360.24]","[0.591, -0.604]","[-2.785, 0.43]"
332,"[353.384, 215.809]","[-1.907, 0.469]","[1.295, -1.721]"
333,"[502.875, 494.459]","[0.544, 0.464]","[0.207, -2.947]"
334,"[544.866, 362.681]","[-0.5, 0.492]","[-0.587, 2.584]"
335,"[327.311, 241.79]","[1.682, -0.67]","[-1.389, 1.727]"
336,"[454.581, 414.047]","[-0.421, -1.388]","[-0.733, 2.533]"
337,"[468.563, 438.19]","[-1.515, -0.499]","[-2.773, 0.317]"
338,"[518.644, 426.716]","[0.602, -0.236]","[-3.016, 0.326]"
339,"[484.168, 472.844]","[-1.132, -0.581]","[0.474, -2.839]"
340,"[525.543, 470.521]","[-0.207, -0.38]","[0.62, -2.785]"
341,"[637.848, 385.075]","[-0.703, -0.433]","[-2.826, 0.442]"
342,"[472.23, 468.494]","[-0.436, 0.443]","[-0.937, 1.773]"
343,"[306.881, 270.754]","[-0.103, 2.206]","[-1.715, 1.225]"
344,"[518.937, 435.627]","[0.443, -0.366]","[-1.614, 2.047]"
345,"[497.893, 495.682]","[-0.875, -0.958]","[1.302, -1.939]"
346,"[576.433, 439.042]","[0.46, 0.899]","[-2.24, 1.377]"
347,"[504.318, 478.73]","[-0.95, -0.601]","[2.491, -0.733]"
348,"[376.372, 332.795]","[-0.334, -2.088]","[-2.899, 0.406]"
349,"[437.252, 366.887]","[-0.43, 0.927]","[-2.066, 1.147]"
350,"[481.306, 455.399]","[-0.319, -0.717]","[-3.139, 0.278]"
351,"[455.237, 424.349]","[0.87, 1.978]","[1.007, -1.927]"
352,"[663.306, 658.501]","[-0.502, 1.31]","[2.354, -0.783]"
353,"[538.764, 483.941]","[0.771, 0.429]","[-0.25, 3.01]"
354,"[378.225, 349.138]","[1.103, -0.548]","[-1.484, 1.863]"
355,"[670.38, 198.912]","[-0.533, 0.602]","[0.963, -1.84]"
356,"[352.438, 334.586]","[1.728, -0.152]","[1.784, -1.734]"
357,"[483.436, 447.961]","[0.944, 0.216]","[-1.168, 1.867]"
358,"[401.171, 399.815]","[0.6, -0.768]","[-0.778, 2.324]"
359,"[409.23, 375.868]","[1.869, 0.457]","[0.337, -2.888]"
360,"[450.539, 420.081]","[0.798, -0.258]","[0.979, -2.079]"
361,"[462.133, 419.708]","[1.905, 0.86]","[-1.198, 2.009]"
362,"[588.792, 507.228]","[-0.248, 0.687]","[-0.527, 2.797]"
363,"[442.079, 412.492]","[-0.153, 1.032]","[-1.218, 1.664]"
364,"[663.443, 73.093]","[-0.58, -0.221]","[-1.672, 1.943]"
365,"[514.34, 470.319]","[0.357, 0.733]","[-1.876, 1.334]"
366,"[598.004, 411.599]","[-0.828, -0.687]","[2.326, -1.058]"
