,Momenta,Eta,Phi
1342,"[557.279, 552.813]","[0.464, 0.813]","[1.102, -3.044]"
1343,"[481.518, 450.629]","[-0.598, 0.176]","[-2.668, 0.504]"
1344,"[358.731, 356.677]","[-1.928, -0.139]","[-2.166, 1.021]"
1345,"[569.395, 422.616]","[-1.235, -1.303]","[1.73, -1.193]"
1346,"[464.251, 422.689]","[0.892, 0.237]","[1.79, -1.353]"
1347,"[528.634, 515.956]","[0.912, 1.026]","[1.865, -1.169]"
1348,"[545.258, 478.348]","[-1.279, -0.926]","[-2.102, 0.714]"
1349,"[491.997, 490.685]","[-0.39, -0.663]","[0.503, -2.609]"
1350,"[417.818, 356.902]","[-0.321, -1.701]","[0.559, -2.553]"
1351,"[708.295, 314.851]","[2.244, 1.542]","[-2.155, 0.842]"
1352,"[621.613, 501.647]","[-0.402, -1.335]","[-0.323, -2.022]"
1353,"[425.91, 402.585]","[-1.239, 0.001]","[-2.777, 0.447]"
1354,"[464.963, 444.663]","[0.292, -0.576]","[1.157, -1.951]"
1355,"[493.901, 483.69]","[0.557, 0.816]","[-0.192, 2.955]"
1356,"[579.873, 357.742]","[0.537, -0.402]","[2.334, -1.201]"
1357,"[488.42, 484.41]","[-0.584, -1.07]","[-2.73, 0.429]"
1358,"[491.004, 442.431]","[0.964, 1.412]","[2.053, -1.11]"
1359,"[536.723, 444.981]","[0.579, 0.428]","[-1.945, 1.333]"
1360,"[515.583, 501.025]","[-0.074, -0.146]","[3.098, -0.463]"
1361,"[441.782, 415.099]","[-0.373, 0.813]","[0.983, -2.065]"
1362,"[537.993, 471.19]","[-1.472, -1.366]","[0.882, -2.398]"
1363,"[444.639, 415.639]","[-0.166, -1.287]","[-2.834, 0.187]"
1364,"[517.461, 463.269]","[-0.951, -0.471]","[2.083, -1.156]"
1365,"[513.151, 350.605]","[1.413, 0.24]","[1.993, -1.054]"
1366,"[497.125, 466.663]","[-0.126, 0.348]","[-2.541, 0.592]"
1367,"[594.037, 496.122]","[0.73, 0.649]","[0.516, -2.621]"
1368,"[512.052, 490.304]","[0.874, 0.876]","[3.13, -0.06]"
1369,"[475.502, 257.89]","[-0.602, -2.416]","[0.312, -3.132]"
1370,"[291.934, 275.975]","[-0.528, 1.631]","[1.873, -1.051]"
1371,"[433.465, 310.757]","[-0.446, 1.221]","[-1.596, 1.78]"
1372,"[356.935, 293.547]","[0.984, -0.791]","[2.745, -0.446]"
1373,"[491.087, 485.286]","[1.157, 0.678]","[2.848, -0.302]"
1374,"[464.368, 339.552]","[0.091, 0.571]","[-1.702, 1.272]"
1375,"[491.363, 478.865]","[-0.007, -0.211]","[1.429, -1.605]"
1376,"[517.989, 488.381]","[-0.11, -0.222]","[0.314, -3.113]"
1377,"[310.456, 305.134]","[1.41, 1.075]","[-3.087, 0.125]"
1378,"[622.123, 348.834]","[0.841, 0.052]","[-1.554, 1.162]"
1379,"[531.2, 390.263]","[-0.145, 0.762]","[0.383, -2.943]"
1380,"[482.96, 434.34]","[0.564, 1.49]","[-2.757, 0.614]"
1381,"[797.033, 294.112]","[-0.611, -1.655]","[-2.053, 2.012]"
1382,"[750.581, 424.026]","[1.18, 0.448]","[-1.652, 0.205]"
1383,"[535.775, 513.011]","[0.161, -0.403]","[1.993, -1.144]"
1384,"[532.095, 480.723]","[0.701, 1.102]","[-1.24, 1.454]"
1385,"[470.787, 455.737]","[1.774, 0.983]","[-3.007, 0.103]"
1386,"[506.422, 479.505]","[0.877, 1.196]","[-0.116, -2.897]"
1387,"[327.076, 316.456]","[0.797, -1.2]","[-3.095, 0.049]"
1388,"[503.478, 494.771]","[-1.12, -1.096]","[-0.77, 2.439]"
1389,"[500.193, 210.788]","[-0.69, 1.299]","[-2.263, 0.495]"
1390,"[873.374, 748.438]","[0.754, 0.643]","[-0.081, -3.14]"
1391,"[319.191, 303.656]","[1.742, -0.387]","[-2.235, 1.405]"
1392,"[624.32, 386.767]","[0.032, -0.343]","[-2.497, 0.807]"
1393,"[601.988, 367.643]","[0.52, -0.322]","[2.049, -1.613]"
1394,"[388.811, 340.004]","[0.395, -1.298]","[-0.062, -3.009]"
1395,"[532.839, 426.276]","[0.17, 1.063]","[-1.506, 1.257]"
1396,"[570.093, 432.064]","[0.858, 1.037]","[2.73, -0.4]"
1397,"[481.077, 309.998]","[-0.957, 0.566]","[2.116, -1.16]"
1398,"[584.093, 390.787]","[-0.815, -0.016]","[2.027, -1.565]"
1399,"[412.627, 393.298]","[0.219, 1.58]","[1.815, -1.504]"
1400,"[252.947, 202.391]","[-1.636, 1.001]","[-1.22, 1.776]"
1401,"[753.317, 296.175]","[0.452, -0.445]","[-1.005, 1.505]"
1402,"[513.298, 470.761]","[0.522, 0.879]","[1.619, -1.537]"
1403,"[525.947, 475.136]","[-0.044, -0.195]","[0.661, -2.664]"
1404,"[556.773, 444.282]","[-1.066, -1.087]","[2.655, -0.456]"
1405,"[513.903, 464.815]","[-0.108, 0.476]","[0.653, -2.384]"
1406,"[569.126, 426.78]","[0.685, 0.969]","[-0.158, -3.123]"
1407,"[667.024, 396.388]","[0.221, 0.971]","[1.256, -2.947]"
1408,"[333.735, 288.742]","[-1.708, 0.4]","[-2.81, 0.326]"
1409,"[541.574, 446.077]","[0.319, -0.056]","[-2.878, 0.232]"
1410,"[613.52, 431.908]","[-0.719, -1.172]","[1.274, -2.49]"
1411,"[479.551, 432.077]","[-0.553, 0.23]","[-2.942, 0.374]"
1412,"[449.663, 304.881]","[-1.507, 0.453]","[-0.477, -2.067]"
1413,"[606.477, 388.214]","[-1.344, -1.889]","[2.169, -0.871]"
1414,"[492.245, 492.235]","[-1.744, -2.031]","[1.594, -1.592]"
1415,"[337.749, 282.617]","[1.144, -0.897]","[1.205, -1.889]"
1416,"[315.296, 312.228]","[-1.206, 0.867]","[-2.945, 0.22]"
1417,"[483.164, 455.772]","[0.571, -0.178]","[-0.409, 2.753]"
1418,"[489.892, 471.283]","[0.013, -0.597]","[-1.825, 1.554]"
1419,"[518.946, 481.358]","[-0.439, -0.316]","[-2.489, 0.428]"
1420,"[482.696, 453.246]","[-0.629, 0.146]","[2.817, 0.013]"
1421,"[562.898, 444.86]","[-1.061, -1.202]","[-1.881, 0.966]"
1422,"[543.745, 426.363]","[0.14, 0.656]","[1.449, -1.523]"
1423,"[405.503, 364.908]","[-0.96, 0.763]","[-0.107, 3.096]"
1424,"[536.301, 493.178]","[1.154, 1.022]","[-2.062, 0.888]"
1425,"[452.219, 388.46]","[-0.606, 0.033]","[1.505, -1.831]"
1426,"[515.46, 255.596]","[-0.436, -2.125]","[-0.004, -2.889]"
1427,"[453.931, 432.568]","[-0.093, -1.101]","[1.145, -2.146]"
1428,"[328.342, 309.864]","[-1.418, 0.525]","[-2.582, 0.196]"
1429,"[509.485, 507.162]","[-0.591, -0.219]","[3.078, -0.013]"
1430,"[431.649, 401.674]","[-0.448, 0.826]","[-2.325, 0.944]"
1431,"[401.922, 401.066]","[-0.426, 0.953]","[-1.707, 1.169]"
1432,"[458.077, 433.453]","[-1.17, -0.183]","[1.517, -1.719]"
1433,"[534.395, 479.285]","[-1.698, -1.233]","[-1.595, 1.896]"
1434,"[574.882, 468.185]","[1.499, 1.934]","[-0.523, 2.457]"
1435,"[534.548, 407.037]","[-0.109, 0.631]","[-2.031, 1.327]"
1436,"[463.618, 454.738]","[0.123, 0.928]","[-0.978, 2.107]"
1437,"[260.617, 253.685]","[0.898, -1.639]","[-1.078, 1.982]"
1438,"[497.781, 460.368]","[0.809, -0.052]","[-1.783, 1.912]"
1439,"[530.311, 462.716]","[1.605, 1.343]","[-3.021, 0.096]"
1440,"[492.803, 476.49]","[1.159, 0.82]","[-1.914, 1.222]"
1441,"[691.351, 227.146]","[-0.297, 1.15]","[0.007, 3.055]"
1442,"[542.273, 534.767]","[-0.08, -0.304]","[0.739, -2.59]"
1443,"[437.513, 429.887]","[-0.21, 0.903]","[-1.206, 2.001]"
1444,"[379.109, 147.592]","[-0.692, 2.035]","[-2.917, 0.315]"
1445,"[229.128, 212.399]","[-1.037, 1.84]","[1.863, -1.297]"
1446,"[434.44, 374.025]","[-1.359, 0.08]","[-2.143, 0.571]"
1447,"[566.591, 538.948]","[-0.61, -0.464]","[0.517, -2.56]"
1448,"[346.218, 335.015]","[0.704, -1.328]","[1.066, -1.904]"
1449,"[484.769, 448.646]","[1.618, 1.225]","[1.04, -2.063]"
1450,"[539.52, 432.228]","[0.028, 0.413]","[-0.844, 2.077]"
1451,"[485.589, 479.175]","[0.238, 0.659]","[-2.928, 0.326]"
1452,"[423.252, 406.666]","[1.034, -0.19]","[0.263, -2.895]"
1453,"[464.129, 447.673]","[0.409, 1.231]","[0.137, -3.003]"
1454,"[358.75, 348.939]","[-0.168, -1.922]","[2.727, -0.28]"
1455,"[505.841, 486.307]","[-1.646, -1.419]","[-0.327, 2.845]"
1456,"[375.908, 365.593]","[1.495, -0.074]","[-0.821, 2.383]"
1457,"[287.289, 281.529]","[-0.165, 2.139]","[-0.933, 2.223]"
1458,"[494.547, 422.256]","[-0.869, -1.716]","[1.972, -1.19]"
1459,"[533.53, 481.206]","[-1.762, -1.533]","[0.58, -2.595]"
1460,"[469.215, 464.781]","[-0.258, 0.515]","[1.768, -1.498]"
1461,"[568.68, 174.669]","[0.117, -2.023]","[0.733, 3.095]"
1462,"[571.873, 429.516]","[0.755, 1.029]","[-3.015, 0.071]"
1463,"[367.812, 244.874]","[-0.423, 1.653]","[-1.465, 1.404]"
1464,"[496.243, 480.647]","[-0.832, -1.262]","[1.401, -1.678]"
1465,"[494.693, 481.213]","[0.758, 1.229]","[1.01, -2.21]"
1466,"[446.911, 435.227]","[-0.226, 0.821]","[1.437, -1.806]"
1467,"[456.442, 319.011]","[-0.199, -1.75]","[0.753, -2.519]"
1468,"[533.607, 444.976]","[-0.048, -0.527]","[0.097, -2.924]"
1469,"[422.214, 399.875]","[-0.608, 0.67]","[-2.739, 0.374]"
1470,"[344.405, 344.014]","[0.091, -1.755]","[2.079, -1.112]"
1471,"[560.246, 407.128]","[-0.337, 0.331]","[-0.139, -3.122]"
1472,"[599.633, 526.37]","[-1.167, -0.386]","[-0.756, 1.875]"
1473,"[382.772, 374.616]","[-0.123, 1.444]","[1.473, -1.727]"
1474,"[514.456, 480.919]","[-0.181, 0.067]","[2.08, -1.067]"
1475,"[493.368, 474.742]","[-0.294, 0.08]","[2.648, -0.423]"
1476,"[635.577, 441.812]","[0.283, 0.309]","[-0.931, 2.864]"
1477,"[503.278, 322.109]","[-0.013, 1.48]","[-1.597, 2.228]"
1478,"[472.419, 344.467]","[0.007, -1.432]","[-2.478, 1.366]"
1479,"[504.096, 475.902]","[1.482, 1.888]","[-0.926, 2.035]"
1480,"[492.282, 488.535]","[-0.905, -0.429]","[-2.607, 0.67]"
1481,"[418.667, 416.543]","[-1.379, -0.224]","[-2.532, 0.565]"
1482,"[630.271, 389.8]","[-0.358, 0.283]","[0.222, -2.492]"
1483,"[536.513, 405.812]","[0.125, 1.078]","[-0.023, -2.524]"
1484,"[502.869, 464.016]","[1.229, 1.72]","[2.206, -0.901]"
1485,"[467.749, 458.891]","[-1.051, -1.726]","[1.353, -1.797]"
1486,"[451.998, 443.917]","[-0.078, -1.074]","[0.282, -3.048]"
1487,"[562.194, 407.417]","[-0.005, 0.672]","[-0.436, 2.367]"
1488,"[540.736, 495.341]","[0.776, 0.089]","[2.217, -1.926]"
1489,"[355.488, 304.674]","[-1.223, 0.746]","[-1.979, 1.318]"
1490,"[547.659, 189.643]","[-0.041, -2.471]","[0.09, -0.753]"
1491,"[520.679, 468.822]","[-0.731, -1.018]","[-0.154, 2.957]"
1492,"[502.545, 488.49]","[-0.388, -0.045]","[0.598, -2.576]"
1493,"[510.772, 462.678]","[-0.467, 0.021]","[-1.528, 1.845]"
1494,"[417.377, 326.369]","[0.349, -1.344]","[1.393, -1.542]"
1495,"[481.625, 416.673]","[0.532, 1.491]","[1.144, -2.184]"
1496,"[456.175, 436.094]","[0.28, -0.82]","[2.869, 0.297]"
1497,"[471.886, 469.485]","[0.747, -0.125]","[0.754, -2.184]"
1498,"[514.052, 425.556]","[1.262, -0.037]","[-1.918, -0.023]"
1499,"[387.181, 359.009]","[-1.969, -0.413]","[-1.851, 1.273]"
1500,"[489.27, 394.229]","[-0.601, -0.834]","[-1.748, 1.723]"
1501,"[614.242, 356.862]","[2.362, 1.698]","[-0.194, 2.932]"
1502,"[397.279, 341.462]","[0.531, -0.886]","[-1.914, 1.153]"
1503,"[352.504, 303.942]","[-0.537, 1.454]","[1.46, -1.773]"
1504,"[522.517, 500.152]","[0.009, -0.106]","[-2.072, 1.034]"
1505,"[519.336, 425.857]","[-0.903, -1.176]","[2.21, -1.055]"
1506,"[588.303, 433.213]","[-0.105, -0.337]","[0.657, -2.926]"
1507,"[420.843, 414.561]","[-0.146, 1.132]","[1.404, -1.681]"
1508,"[471.85, 447.097]","[-0.252, -1.111]","[0.901, -2.213]"
1509,"[508.045, 484.269]","[-0.647, -0.379]","[-0.594, 2.533]"
1510,"[582.961, 423.196]","[-0.169, -0.535]","[-1.407, 1.441]"
1511,"[366.666, 353.892]","[0.325, -1.394]","[0.083, -2.995]"
1512,"[534.345, 478.995]","[-0.811, -1.068]","[0.586, -2.103]"
1513,"[530.163, 438.656]","[0.625, -0.027]","[2.581, -0.58]"
1514,"[514.71, 489.144]","[0.039, -0.153]","[2.119, -1.229]"
1515,"[411.137, 386.436]","[-0.978, 0.402]","[-1.002, 2.103]"
1516,"[498.812, 496.27]","[-1.345, -1.391]","[1.664, -1.509]"
1517,"[406.229, 387.933]","[0.216, -1.201]","[-2.588, 0.472]"
1518,"[358.154, 341.163]","[0.881, -0.903]","[-0.05, 3.07]"
1519,"[664.386, 490.681]","[-0.586, -0.656]","[-2.105, 2.061]"
1520,"[498.092, 475.054]","[0.261, 0.685]","[0.467, -2.582]"
1521,"[500.967, 492.521]","[-1.163, -1.331]","[1.654, -1.429]"
1522,"[535.918, 240.761]","[1.289, -0.484]","[-2.763, -0.216]"
1523,"[522.457, 486.41]","[-0.299, -0.405]","[2.394, -0.75]"
1524,"[413.462, 307.492]","[0.331, -1.398]","[-2.98, 0.389]"
1525,"[274.509, 261.777]","[-1.822, 0.645]","[1.438, -1.678]"
1526,"[590.362, 472.074]","[0.374, 0.913]","[1.376, -1.65]"
1527,"[383.86, 378.84]","[-0.068, -1.599]","[-2.472, 0.751]"
1528,"[547.514, 458.747]","[-0.308, -0.266]","[1.324, -1.826]"
1529,"[515.078, 487.163]","[-0.978, -0.78]","[2.83, -0.215]"
1530,"[437.117, 254.705]","[1.267, 0.472]","[0.797, 2.987]"
1531,"[579.628, 369.498]","[0.314, -0.504]","[-2.853, 0.18]"
1532,"[339.906, 313.48]","[-0.399, 1.508]","[0.473, -2.673]"
1533,"[511.775, 449.874]","[-0.448, -0.879]","[1.014, -2.291]"
1534,"[524.14, 455.714]","[-0.526, 0.046]","[-0.171, -2.989]"
1535,"[487.318, 68.862]","[0.057, 0.025]","[2.117, -1.426]"
1536,"[444.659, 356.235]","[-1.077, -1.846]","[2.468, -0.414]"
1537,"[518.25, 451.089]","[0.991, 1.457]","[-0.903, 2.046]"
1538,"[491.383, 338.465]","[1.871, 0.482]","[1.364, -2.281]"
1539,"[320.713, 263.741]","[1.193, -1.082]","[-3.104, 0.212]"
1540,"[383.111, 161.811]","[-1.205, 1.53]","[-2.523, 1.954]"
1541,"[443.845, 351.656]","[-1.762, -0.31]","[1.233, -1.84]"
1542,"[433.647, 423.988]","[-1.574, -0.484]","[-2.124, 0.996]"
1543,"[547.346, 420.483]","[-0.859, -0.07]","[1.473, -1.997]"
1544,"[600.132, 593.035]","[-0.174, -0.976]","[2.221, -0.983]"
1545,"[415.799, 410.625]","[-0.726, 0.515]","[-0.955, 2.118]"
1546,"[330.36, 327.819]","[-2.157, -0.198]","[-2.193, 0.815]"
1547,"[492.506, 491.849]","[0.216, 0.574]","[-1.813, 1.234]"
1548,"[417.742, 167.225]","[1.036, -1.509]","[-0.239, -3.073]"
1549,"[647.816, 353.05]","[-1.083, -0.13]","[1.704, -0.6]"
1550,"[516.996, 415.71]","[0.686, -0.04]","[0.847, -2.274]"
1551,"[491.3, 465.545]","[0.111, 0.674]","[0.169, -2.972]"
1552,"[512.467, 474.706]","[-0.652, -1.008]","[0.567, -2.368]"
1553,"[441.246, 383.848]","[-0.188, 1.282]","[1.48, -1.993]"
1554,"[482.659, 471.824]","[-0.333, 0.303]","[0.014, -2.897]"
1555,"[461.928, 403.234]","[-0.883, -1.93]","[-1.311, 1.977]"
1556,"[558.694, 520.911]","[0.499, 0.168]","[1.253, -1.106]"
1557,"[497.837, 487.104]","[1.288, 1.16]","[-0.084, 3.012]"
1558,"[510.528, 483.569]","[0.005, -0.283]","[2.96, -0.114]"
1559,"[495.829, 490.644]","[1.462, 1.403]","[-0.811, 2.324]"
1560,"[546.846, 460.057]","[0.078, -0.013]","[2.543, -0.589]"
1561,"[265.659, 222.679]","[-1.291, 1.374]","[-3.03, 0.12]"
1562,"[447.052, 411.445]","[0.77, -0.367]","[2.218, -0.897]"
1563,"[551.055, 490.047]","[-0.776, -0.785]","[1.118, -1.996]"
1564,"[434.709, 390.43]","[0.582, 0.204]","[2.168, -1.051]"
1565,"[464.797, 444.264]","[0.514, 1.468]","[-2.337, 0.857]"
1566,"[609.369, 423.521]","[-0.202, -0.52]","[-1.796, 0.985]"
1567,"[314.919, 253.965]","[1.115, -0.296]","[0.078, -2.736]"
1568,"[282.399, 252.311]","[-0.957, 1.523]","[-0.61, 2.475]"
1569,"[522.919, 454.77]","[-1.133, -1.421]","[1.382, -2.001]"
1570,"[591.03, 404.305]","[-0.096, 0.438]","[0.283, -3.009]"
1571,"[437.769, 429.372]","[0.99, -0.092]","[-1.64, 1.423]"
1572,"[506.35, 498.129]","[0.954, 0.835]","[2.706, -0.432]"
1573,"[545.033, 465.156]","[0.536, 0.532]","[1.004, -2.041]"
1574,"[299.192, 263.905]","[1.813, -0.567]","[0.645, -2.529]"
1575,"[201.138, 198.035]","[-1.355, 1.793]","[1.443, -1.426]"
1576,"[512.751, 477.308]","[-0.861, -1.164]","[1.203, -1.916]"
1577,"[658.326, 604.901]","[0.592, -0.558]","[2.192, -1.279]"
1578,"[488.037, 361.102]","[0.273, -1.019]","[-0.847, 2.847]"
1579,"[548.369, 437.536]","[0.197, 0.26]","[-1.165, 1.966]"
1580,"[542.5, 449.731]","[-1.094, -1.742]","[3.017, 0.507]"
1581,"[513.18, 479.938]","[0.886, 0.415]","[1.734, -1.264]"
1582,"[476.051, 310.912]","[-0.882, -0.886]","[2.433, -0.534]"
1583,"[499.3, 492.107]","[1.441, 1.036]","[1.015, -2.068]"
1584,"[570.314, 306.496]","[-0.47, -1.749]","[-2.874, -0.043]"
1585,"[502.334, 457.446]","[-0.392, 0.271]","[2.321, -0.668]"
1586,"[334.482, 117.962]","[-0.123, -2.161]","[0.644, -0.863]"
1587,"[468.604, 425.705]","[-1.007, -0.123]","[-1.199, 1.891]"
1588,"[277.656, 238.403]","[1.68, -0.884]","[-2.037, 0.962]"
1589,"[514.922, 417.738]","[-0.391, 0.451]","[-1.677, 1.111]"
1590,"[463.395, 441.034]","[0.263, 1.223]","[-1.005, 2.103]"
1591,"[502.149, 485.956]","[-0.597, -0.28]","[2.336, -0.75]"
1592,"[442.764, 426.772]","[-0.686, -1.773]","[1.522, -1.576]"
1593,"[540.481, 427.535]","[-0.485, -0.898]","[1.553, -2.007]"
1594,"[372.297, 342.586]","[-1.181, 0.541]","[-2.592, 0.662]"
1595,"[549.05, 320.671]","[0.451, 1.454]","[2.407, -0.796]"
1596,"[477.787, 418.227]","[0.887, 1.77]","[1.662, -1.396]"
1597,"[404.563, 396.27]","[-0.883, -2.249]","[-0.268, 2.912]"
1598,"[300.903, 293.424]","[0.994, -0.987]","[1.885, -1.319]"
1599,"[506.062, 477.65]","[-0.871, -1.358]","[-1.857, 1.457]"
1600,"[360.146, 342.959]","[-1.371, 0.356]","[2.212, -0.551]"
1601,"[534.573, 464.939]","[0.819, 0.783]","[-2.011, 1.144]"
1602,"[498.369, 465.621]","[-1.114, -0.581]","[0.699, -2.371]"
1603,"[531.784, 458.818]","[0.818, 0.478]","[-1.057, 2.071]"
1604,"[487.744, 367.066]","[1.074, -0.088]","[-2.523, 0.492]"
1605,"[661.182, 395.567]","[-0.642, -1.345]","[-1.268, 1.241]"
1606,"[475.111, 402.229]","[1.444, 0.409]","[-0.74, 2.746]"
1607,"[408.567, 398.869]","[0.916, -0.458]","[-2.737, 0.144]"
1608,"[545.741, 400.393]","[-0.769, -1.494]","[2.72, -0.55]"
1609,"[347.12, 319.527]","[1.338, -0.462]","[-3.094, 0.124]"
1610,"[515.43, 417.685]","[0.309, -0.451]","[-0.512, 2.564]"
1611,"[517.424, 496.242]","[-0.902, -1.064]","[-2.656, 0.378]"
1612,"[507.333, 489.927]","[0.084, 0.267]","[-2.159, 0.976]"
1613,"[268.537, 126.286]","[1.083, -2.227]","[-1.752, 1.166]"
1614,"[750.216, 416.845]","[-0.396, 0.142]","[-1.015, 1.041]"
1615,"[546.373, 448.762]","[0.82, 0.889]","[-0.864, 2.281]"
1616,"[666.067, 401.566]","[0.177, 0.683]","[-0.172, 2.245]"
1617,"[508.117, 506.649]","[-0.464, -1.278]","[2.353, -0.678]"
1618,"[513.396, 251.798]","[-1.28, 0.418]","[-2.536, 0.744]"
1619,"[384.983, 369.363]","[1.095, -0.656]","[-2.335, 1.769]"
1620,"[470.066, 469.459]","[0.316, -0.693]","[-2.288, 0.642]"
1621,"[499.327, 494.122]","[0.512, 0.108]","[-1.652, 1.037]"
1622,"[472.464, 465.283]","[1.361, 0.628]","[-1.433, 1.734]"
1623,"[461.408, 402.433]","[-2.058, -0.942]","[0.375, -2.962]"
1624,"[521.415, 456.226]","[1.381, 0.954]","[2.711, -0.413]"
1625,"[366.419, 328.517]","[1.087, -0.717]","[1.867, -1.275]"
1626,"[525.652, 451.865]","[-0.798, -0.429]","[-1.788, 1.245]"
1627,"[384.476, 379.384]","[2.142, 0.599]","[0.479, -2.67]"
1628,"[723.74, 268.161]","[-0.515, -0.547]","[0.027, 2.869]"
1629,"[294.094, 293.311]","[-1.049, 1.162]","[-1.784, 1.346]"
1630,"[466.128, 452.669]","[-0.274, 0.539]","[2.452, -0.659]"
1631,"[522.414, 471.338]","[-0.166, -0.832]","[0.604, -2.656]"
1632,"[529.107, 371.654]","[0.426, -0.58]","[-0.755, 2.224]"
1633,"[397.903, 374.985]","[-1.488, 0.007]","[-1.212, 2.08]"
1634,"[431.281, 419.208]","[-0.867, 0.315]","[2.544, -0.43]"
1635,"[547.655, 477.512]","[0.252, 0.121]","[2.211, -0.992]"
1636,"[384.313, 382.072]","[-1.311, 0.196]","[1.102, -2.045]"
1637,"[342.341, 311.615]","[1.433, -0.517]","[-2.27, 0.684]"
1638,"[520.659, 463.886]","[-0.723, -0.246]","[1.441, -1.961]"
1639,"[553.807, 458.932]","[1.722, 1.617]","[2.547, -0.415]"
1640,"[450.125, 364.573]","[-0.967, 0.44]","[-0.713, 2.38]"
1641,"[453.556, 394.995]","[1.016, -0.163]","[-2.425, 0.771]"
1642,"[443.59, 438.849]","[0.569, -0.464]","[-2.958, 0.062]"
1643,"[479.832, 452.984]","[-0.166, 0.585]","[1.895, -1.181]"
1644,"[395.852, 351.182]","[0.657, 2.262]","[0.637, -2.639]"
1645,"[487.957, 484.287]","[-0.372, -0.987]","[0.971, -2.534]"
1646,"[456.21, 451.94]","[0.552, -0.426]","[-0.45, 2.732]"
1647,"[486.876, 449.887]","[-1.346, -0.594]","[2.358, -0.596]"
1648,"[525.811, 493.603]","[-0.076, -0.282]","[-0.541, 2.212]"
1649,"[546.152, 430.657]","[-0.266, 0.218]","[2.679, -0.402]"
1650,"[332.384, 267.887]","[1.965, -0.266]","[-2.35, 0.953]"
1651,"[411.127, 385.165]","[0.62, -0.879]","[-0.542, 3.069]"
1652,"[342.847, 301.568]","[-0.998, 1.208]","[3.016, -0.066]"
1653,"[567.546, 309.188]","[-0.723, 0.665]","[-1.674, 1.2]"
1654,"[520.036, 476.973]","[0.425, 0.415]","[2.736, -0.37]"
1655,"[370.429, 236.989]","[1.099, -1.144]","[-1.656, 1.816]"
1656,"[507.677, 489.577]","[0.971, 1.122]","[-1.664, 1.512]"
1657,"[609.668, 377.186]","[-0.498, -1.167]","[1.508, -1.283]"
1658,"[513.639, 479.807]","[1.447, 1.483]","[0.545, -2.653]"
1659,"[436.011, 340.588]","[-1.315, 0.269]","[1.411, -1.264]"
1660,"[335.991, 279.634]","[-1.848, 0.304]","[-0.947, 2.275]"
1661,"[370.864, 308.46]","[-1.753, 0.123]","[-1.239, 2.277]"
1662,"[513.217, 431.295]","[-0.097, 0.214]","[-1.853, 1.254]"
1663,"[396.557, 383.152]","[-1.076, 0.415]","[1.485, -1.503]"
1664,"[474.583, 459.739]","[-1.342, -0.35]","[-0.33, 2.741]"
1665,"[388.87, 368.705]","[-0.631, 0.945]","[-1.382, 1.741]"
1666,"[553.418, 459.005]","[-0.635, -0.542]","[-3.066, -0.143]"
1667,"[508.266, 396.918]","[0.067, 1.083]","[1.942, -0.76]"
1668,"[190.303, 177.579]","[2.35, -0.926]","[-0.791, 3.112]"
1669,"[476.928, 473.876]","[-1.003, -1.329]","[-1.685, 1.737]"
1670,"[508.823, 490.48]","[-0.169, -0.159]","[-2.85, 0.121]"
1671,"[568.563, 506.568]","[-0.594, -0.368]","[-0.424, -2.89]"
1672,"[476.841, 420.154]","[-0.259, -1.298]","[-0.507, 2.091]"
1673,"[468.126, 442.276]","[0.388, -0.5]","[0.471, -2.647]"
1674,"[526.909, 434.637]","[-0.026, 0.174]","[-2.978, 0.351]"
1675,"[506.176, 472.421]","[-0.326, -0.021]","[1.42, -1.652]"
1676,"[510.778, 510.492]","[0.919, 0.672]","[-0.108, -2.764]"
1677,"[378.233, 212.837]","[-1.151, 1.202]","[0.055, 2.738]"
1678,"[523.809, 476.062]","[1.148, 0.907]","[-0.616, 2.499]"
1679,"[532.616, 467.417]","[-0.476, -0.455]","[-1.304, 1.758]"
1680,"[544.277, 460.236]","[0.58, 0.709]","[2.628, -0.509]"
1681,"[948.814, 501.029]","[0.497, 1.406]","[0.122, -1.039]"
1682,"[523.597, 435.819]","[0.313, 0.97]","[-2.114, 0.873]"
1683,"[327.779, 269.495]","[-1.325, 0.905]","[-0.53, 2.801]"
1684,"[578.415, 384.344]","[1.006, 1.882]","[-2.378, 0.216]"
1685,"[530.733, 399.733]","[1.024, 0.062]","[-2.215, 1.198]"
1686,"[531.066, 455.111]","[0.898, 0.766]","[0.508, -2.575]"
1687,"[549.71, 427.433]","[-0.774, -1.475]","[0.325, -2.736]"
1688,"[437.505, 399.578]","[0.495, 1.822]","[-0.503, 2.657]"
1689,"[395.406, 290.718]","[1.071, -0.807]","[0.153, -3.081]"
1690,"[488.367, 483.135]","[-0.312, 0.007]","[0.98, -2.151]"
1691,"[499.539, 481.713]","[0.156, -0.144]","[-1.777, 1.364]"
1692,"[500.869, 488.874]","[-0.523, -0.899]","[3.079, -0.048]"
1693,"[437.493, 370.301]","[-1.241, 0.299]","[-0.028, 2.637]"
1694,"[356.861, 347.286]","[-1.163, 0.619]","[-1.324, 1.747]"
1695,"[360.622, 360.023]","[-0.688, 1.023]","[2.2, -0.988]"
1696,"[231.973, 221.604]","[0.389, 0.549]","[-2.77, -1.517]"
1697,"[480.332, 473.692]","[-0.343, 0.388]","[1.469, -1.657]"
1698,"[416.448, 337.287]","[0.106, -1.534]","[-2.108, 1.079]"
1699,"[419.094, 361.134]","[-1.848, -0.33]","[0.347, 2.821]"
