,Momenta 1,Momenta 2,Eta 1,Eta 2,Phi 1,Phi 2
1200,1089.952,368.375,-0.516,-0.753,-2.056,-0.8
1201,561.499,248.69,-0.054,-0.356,0.847,-1.996
1202,394.501,323.753,0.458,-0.153,-2.198,0.921
1203,298.129,294.672,-0.568,1.053,1.121,-1.061
1204,367.516,336.107,1.15,0.149,-2.119,0.283
1205,393.473,354.684,-0.193,-0.473,-0.959,2.254
1206,393.887,365.479,0.096,0.077,2.147,-0.995
1207,539.224,484.269,-0.694,-0.719,-0.146,1.522
1208,312.446,311.506,-0.125,1.168,0.731,-2.46
1209,295.647,275.317,-1.218,0.449,2.274,-0.822
1210,410.895,327.816,0.182,0.575,1.574,-1.647
1211,346.723,316.571,0.257,-0.779,0.764,-2.31
1212,400.18,327.6,0.698,0.182,0.803,-2.489
1213,277.418,275.699,-0.275,1.367,0.84,-2.335
1214,381.666,338.266,1.579,0.967,-1.534,1.64
1215,510.919,435.08,-0.454,-0.575,-0.232,-2.075
1216,510.574,122.365,0.521,-1.395,-0.565,2.965
1217,305.126,292.341,-0.499,-1.889,1.471,-1.506
1218,380.469,372.004,-0.002,-0.075,-0.074,2.863
1219,375.832,325.491,0.909,0.163,-1.961,1.345
1220,389.656,266.56,0.729,-0.411,-2.76,0.124
1221,367.854,142.334,-0.315,1.964,2.973,0.091
1222,433.606,323.483,-1.27,-1.702,0.523,-2.345
1223,333.179,309.278,-1.041,-2.241,0.137,2.879
1224,260.353,192.712,1.701,-0.495,0.825,-2.257
1225,383.148,367.159,1.123,1.086,-1.555,1.619
1226,268.657,235.378,-0.036,1.964,1.952,-1.329
1227,425.776,359.607,-0.748,-1.203,-0.318,2.034
1228,378.337,361.449,1.331,0.983,1.757,-1.373
1229,212.865,177.795,1.722,-0.781,-2.22,1.142
1230,278.061,272.533,-1.528,-1.865,-0.914,2.194
1231,377.678,377.464,0.2,0.552,-0.821,2.559
1232,371.852,289.495,1.197,0.183,3.07,-0.141
1233,378.328,343.385,-0.34,0.108,2.579,-0.543
1234,338.053,296.402,-0.105,-1.455,1.014,-2.772
1235,361.373,333.253,-0.484,0.36,0.03,3.095
1236,353.478,312.458,-0.052,-0.988,0.838,-2.384
1237,232.257,215.637,1.375,-0.868,2.274,-1.043
1238,701.802,116.058,-0.564,1.358,2.057,0.531
1239,339.153,316.639,0.779,-0.233,2.808,-0.365
1240,694.182,205.342,1.51,1.185,-1.338,1.393
1241,391.211,364.949,0.996,0.848,-1.24,2.053
1242,329.06,318.926,-0.993,-2.115,0.502,-2.649
1243,278.117,277.543,-0.07,1.503,2.068,-1.012
1244,274.082,185.689,-0.868,0.888,2.479,-0.804
1245,400.117,317.309,0.171,-0.489,0.316,-2.897
1246,542.26,261.955,-0.553,-0.392,-1.532,1.782
1247,445.354,306.591,0.82,0.54,-0.193,2.573
1248,362.998,353.552,-0.436,-1.073,0.906,-2.298
1249,457.82,261.35,-1.256,-0.708,-2.685,0.394
1250,363.926,325.478,-0.451,-1.326,-1.38,2.01
1251,382.438,327.811,1.281,0.584,-2.096,1.152
1252,349.855,327.477,0.323,1.31,-0.188,3.126
1253,397.295,354.179,-0.506,-0.557,-2.424,0.729
1254,384.449,361.274,0.684,1.049,2.811,-0.378
1255,339.563,326.269,-0.557,-1.552,-0.179,2.845
1256,352.068,303.49,1.425,0.32,2.657,-0.264
1257,393.214,155.876,-0.438,-2.391,-2.474,0.37
1258,519.495,264.384,0.703,-0.542,-1.24,-2.949
1259,375.801,357.645,-0.061,-0.376,1.632,-1.541
1260,386.337,352.59,-1.415,-1.814,-0.178,3.115
1261,296.369,274.415,-0.892,0.745,-3.141,0.672
1262,328.924,308.516,1.934,1.349,0.868,-1.962
1263,269.072,259.195,0.63,2.339,2.056,-1.111
1264,481.924,245.055,-0.149,-1.234,-0.376,1.653
1265,424.707,339.5,1.046,0.907,1.394,-2.064
1266,315.356,303.486,-1.006,-2.304,0.333,-2.785
1267,373.356,364.006,-0.397,-0.863,1.152,-2.056
1268,383.219,329.401,-0.647,0.058,-2.092,1.29
1269,390.173,332.505,-1.318,-1.075,1.769,-1.322
1270,371.145,335.005,-0.338,-0.941,1.663,-1.565
1271,257.754,256.674,0.632,-1.267,-2.557,0.581
1272,356.138,330.655,0.344,-0.565,0.419,-2.655
1273,287.952,231.54,-1.687,0.243,2.81,-0.446
1274,358.086,294.68,-0.34,0.61,-2.873,0.186
1275,261.185,253.449,-2.374,-0.878,1.991,-1.045
1276,325.378,303.886,1.317,0.091,-2.802,0.384
1277,526.467,243.499,0.568,-0.03,-0.909,2.074
1278,367.862,367.317,0.176,0.634,2.143,-1.055
1279,672.333,238.389,0.24,0.533,-1.684,0.73
1280,365.303,200.855,-1.383,0.301,-0.484,2.446
1281,380.599,233.348,0.587,-1.057,0.999,3.059
1282,365.106,266.885,0.974,2.112,2.35,-0.827
1283,362.32,357.383,1.943,1.429,2.665,-0.44
1284,329.667,293.095,-0.647,-1.884,1.0,-2.223
1285,376.227,350.546,0.812,0.31,0.242,-2.742
1286,352.893,250.992,1.247,-0.183,0.463,-2.213
1287,380.197,315.547,0.932,0.156,-0.81,2.42
1288,266.589,265.934,-1.696,0.158,-1.778,0.798
1289,390.691,387.177,1.013,0.646,1.759,-1.247
1290,549.486,338.897,0.748,1.45,-3.041,1.415
1291,463.064,270.362,-0.657,-1.661,2.652,0.247
1292,368.877,336.083,-1.109,-0.607,0.886,-2.313
1293,384.929,366.664,0.304,0.154,0.473,-2.652
1294,408.984,356.032,0.562,0.986,-0.012,-2.978
1295,399.378,359.44,-0.628,-0.116,-3.024,0.396
1296,252.4,120.721,-0.296,0.833,-2.394,-0.234
1297,483.447,210.04,0.894,-0.274,-1.227,1.693
1298,406.315,388.612,-0.693,-0.321,3.079,0.741
1299,151.555,148.774,-0.744,2.362,-2.891,0.199
1300,361.02,315.485,0.839,-0.052,2.173,-1.039
1301,433.532,296.811,0.427,1.208,-2.392,0.326
1302,391.945,257.14,-0.003,-0.869,-2.149,1.048
1303,354.166,353.017,0.474,-0.432,2.49,-0.653
1304,169.636,162.486,-1.145,1.308,-2.716,0.21
1305,284.503,276.164,-1.2,0.194,2.292,-0.871
1306,409.123,381.87,-0.486,-0.52,-0.523,2.763
1307,374.373,349.721,0.791,1.13,0.122,3.078
1308,387.009,335.349,0.944,0.4,1.971,-1.295
1309,449.22,299.367,-0.06,-0.668,3.059,-0.441
1310,349.874,341.661,1.239,0.439,0.96,-2.213
1311,536.038,244.465,0.056,0.547,-1.122,1.871
1312,381.991,303.165,0.767,-0.109,1.655,-1.228
1313,371.267,370.817,1.302,1.321,3.081,0.133
1314,576.21,209.086,-0.067,1.082,2.411,-1.557
1315,359.135,292.482,0.535,-0.579,-1.354,2.008
1316,385.726,337.751,-0.317,0.225,0.229,-2.731
1317,402.813,320.953,-0.572,-0.026,-0.947,2.145
1318,391.207,328.0,-0.053,0.364,2.416,-0.761
1319,451.008,420.646,-0.616,-0.207,-2.786,0.45
1320,324.612,307.658,-0.701,0.521,-3.116,-0.087
1321,229.35,228.973,-2.047,0.063,1.702,-1.309
1322,342.134,331.693,1.6,0.915,-2.616,0.364
1323,253.492,247.782,0.652,-1.27,1.731,-1.348
1324,307.693,288.749,-0.509,0.911,1.072,-2.07
1325,400.702,373.048,0.593,0.072,-1.596,2.291
1326,411.665,339.475,0.332,0.835,2.408,-0.704
1327,365.099,348.975,2.106,1.737,2.917,-0.263
1328,304.326,179.392,-0.678,-2.385,-2.772,-0.352
1329,432.424,334.334,-0.113,-0.026,1.453,-1.263
1330,354.569,342.991,-0.774,-1.534,1.961,-1.172
1331,346.466,332.648,0.19,1.129,-2.184,0.994
1332,417.356,330.707,-0.403,-0.699,2.816,-0.121
1333,435.638,305.538,0.474,1.324,-2.091,1.013
1334,370.447,269.647,1.527,0.311,2.824,-0.355
1335,380.379,355.232,-0.326,-0.808,1.146,-2.03
1336,359.347,341.471,-0.936,0.746,2.745,-2.559
1337,365.694,303.698,-0.155,-1.268,-0.779,2.141
1338,365.853,347.136,-0.403,-0.98,2.427,-0.664
1339,468.467,291.455,0.598,0.879,-1.925,0.955
1340,421.449,294.767,-0.033,0.833,0.798,-2.777
1341,430.744,320.194,-1.202,-1.058,0.37,-2.532
1342,326.0,249.741,-0.755,-2.161,1.565,-1.755
1343,424.362,304.366,-0.667,-0.091,0.643,-2.193
1344,388.161,355.258,-0.036,-0.217,-1.833,1.36
1345,454.585,355.349,-0.465,-0.703,-0.92,1.59
1346,365.889,351.608,-0.492,0.27,2.638,-0.547
1347,305.861,201.137,-1.43,0.543,1.43,-2.205
1348,393.514,365.851,1.904,2.237,1.358,-1.344
1349,192.966,178.381,-0.997,1.651,2.986,0.08
1350,310.617,294.684,-1.673,-0.329,2.573,-0.675
1351,358.343,338.476,-0.315,-0.991,1.576,-1.787
1352,344.859,324.832,-0.306,-1.258,1.172,-1.981
1353,405.765,261.728,0.54,-0.529,-2.225,0.986
1354,421.128,247.034,-1.584,0.258,1.7,-0.617
1355,361.952,351.052,0.736,1.232,-2.759,0.443
1356,300.444,285.236,0.431,-1.155,-1.425,2.412
1357,377.192,340.417,1.638,1.026,-2.306,0.747
1358,273.324,188.999,-0.389,1.912,2.878,-0.379
1359,432.764,376.469,0.714,0.426,0.861,-2.529
1360,390.656,347.94,0.473,0.333,0.458,-2.791
1361,295.183,208.008,-0.162,-2.209,-1.137,1.97
1362,387.16,332.649,-0.458,-1.136,-2.003,1.14
1363,380.198,329.085,0.227,0.744,0.797,-2.538
1364,266.13,251.49,-1.299,0.519,0.947,-2.235
1365,203.672,184.652,-1.143,1.435,-1.722,1.571
1366,369.351,346.559,-0.306,0.269,-0.502,2.742
1367,466.497,334.108,-0.689,-1.246,0.69,2.969
1368,119.669,87.736,0.929,-1.438,1.351,-2.029
1369,432.581,324.706,0.136,0.304,2.81,-0.051
1370,296.232,288.262,-0.103,-1.581,0.99,-2.424
1371,550.842,339.521,-0.402,-0.792,2.327,-2.055
1372,416.84,366.275,0.705,0.477,2.665,-0.722
1373,370.979,366.887,-0.831,-1.232,0.964,-2.174
1374,392.922,367.944,-0.758,-0.708,-1.425,1.626
1375,325.467,264.155,1.253,-0.222,2.738,-0.491
1376,299.157,296.724,-0.367,0.802,-1.064,2.134
1377,348.246,346.01,2.016,1.01,-2.737,1.01
1378,397.707,348.689,0.758,0.786,2.582,-0.564
1379,372.173,368.517,0.939,1.288,-1.975,1.408
1380,442.486,259.789,1.556,0.623,-1.515,1.396
1381,308.632,297.434,-0.416,-1.775,-2.049,1.147
1382,367.131,287.602,1.309,0.349,1.317,-1.882
1383,364.173,353.148,-0.757,-0.089,0.652,-2.569
1384,477.389,176.806,0.77,-0.607,-1.84,1.427
1385,394.223,381.397,0.034,-0.372,-1.526,1.623
1386,417.336,266.106,0.254,1.527,1.213,-2.801
1387,345.094,275.051,1.136,-0.206,0.612,-2.193
1388,401.823,349.026,-0.603,-0.447,-1.067,2.202
1389,385.767,363.572,-0.47,-0.36,0.442,-2.844
1390,382.926,325.132,-0.394,-1.181,1.062,-2.119
1391,359.219,269.69,0.544,-0.829,-2.634,1.025
1392,390.172,328.522,0.363,1.112,-1.237,1.949
1393,364.737,354.772,-2.26,-1.477,-2.626,0.474
1394,373.115,342.72,0.117,0.911,2.005,-1.172
1395,309.64,308.125,1.214,-0.06,0.475,-2.681
1396,325.507,323.049,0.909,-0.068,-0.549,2.499
1397,380.352,315.634,1.519,0.769,-0.78,2.296
1398,369.906,299.614,0.369,1.376,-2.322,0.537
1399,349.99,294.818,-0.817,0.36,2.32,-0.744
1400,309.301,299.741,-0.372,-1.598,-2.264,0.772
1401,366.145,359.255,-0.203,0.098,-3.097,-0.011
1402,365.357,355.632,0.845,1.227,1.096,-2.092
1403,375.461,373.352,0.736,1.057,-1.204,1.966
1404,377.16,372.705,0.13,0.292,0.033,3.004
1405,343.485,317.371,0.96,1.862,-0.603,2.613
1406,259.114,195.206,1.602,-0.578,1.287,-2.063
1407,349.295,315.8,0.563,1.641,-2.8,0.02
1408,545.729,268.371,-0.34,0.051,-1.925,1.529
1409,165.733,126.702,1.041,-2.168,-2.765,0.231
1410,351.949,306.212,-0.465,-0.24,3.023,-0.27
1411,383.563,383.163,-1.369,-1.125,-2.198,0.48
1412,380.989,324.34,-0.529,-1.271,3.091,-0.164
1413,418.565,315.713,0.85,0.125,2.231,-0.706
1414,381.218,320.467,0.446,1.236,-0.777,2.424
1415,318.199,282.17,0.178,1.016,0.243,-2.833
1416,228.85,201.913,2.245,0.071,-1.754,0.633
1417,379.147,369.387,-0.37,-0.031,0.547,-2.546
1418,922.182,629.308,1.004,1.382,3.004,-0.459
1419,226.931,209.329,1.688,-0.565,-2.49,0.653
1420,428.591,321.844,0.143,0.419,-2.073,1.059
1421,338.246,309.427,-1.5,-0.412,2.574,-0.546
1422,373.565,341.457,0.825,1.475,-2.449,0.766
1423,340.493,317.257,-0.653,0.381,-0.686,2.441
1424,379.862,346.053,1.66,1.185,-2.573,0.568
1425,440.996,324.965,-0.63,-0.611,1.614,-1.651
1426,386.241,299.444,-0.797,0.142,-2.135,0.907
1427,366.11,142.855,1.133,1.147,0.974,-2.08
1428,300.63,280.945,-0.362,1.1,-1.095,1.935
1429,253.436,217.458,0.081,1.747,-3.076,-0.2
1430,370.397,342.367,0.621,-0.241,2.551,-1.165
1431,208.247,179.78,-1.794,0.741,-0.185,-3.107
1432,375.53,345.48,0.791,2.074,-2.524,0.742
1433,304.31,302.972,2.064,0.698,-0.021,-3.133
1434,254.203,244.886,1.592,-0.198,-2.478,0.827
1435,304.457,261.502,-1.152,0.408,2.787,-0.473
1436,360.424,263.239,0.123,1.474,-1.574,1.987
1437,453.54,298.335,0.615,0.066,2.031,-0.83
1438,249.759,207.994,1.431,-0.655,-1.457,2.008
1439,376.488,341.98,-0.307,0.286,-1.934,1.195
1440,385.421,302.32,-0.304,0.585,-0.817,2.239
1441,530.93,461.532,0.748,1.012,1.169,-0.556
1442,381.469,344.575,0.198,-0.334,-0.451,2.6
1443,288.35,246.263,-0.699,1.431,1.268,-3.057
1444,416.827,362.912,0.188,0.379,-1.793,1.258
1445,400.272,352.386,-1.203,-0.986,-0.491,2.612
1446,367.376,365.374,0.121,0.772,1.912,-1.208
1447,369.917,319.75,-1.289,-2.13,-1.213,1.958
1448,396.062,306.83,-0.939,-1.781,1.961,-0.947
1449,460.678,288.237,-1.499,-0.895,-2.444,0.922
1450,362.043,288.302,-0.28,-1.585,-0.95,2.552
1451,368.701,345.259,-0.156,-0.703,2.345,-0.834
1452,252.083,209.293,-1.113,1.22,1.244,-2.76
1453,370.379,367.307,-1.103,-0.695,1.439,-1.905
1454,440.769,260.533,-0.574,0.474,2.355,-0.399
1455,577.681,262.815,0.233,-0.294,-2.654,1.457
1456,358.152,349.488,-0.088,-0.584,-1.873,1.402
1457,258.776,216.013,-0.804,-2.223,-1.224,1.573
1458,302.487,242.875,-0.674,1.084,1.893,-1.201
1459,367.295,361.425,0.019,-0.152,-2.801,0.349
1460,441.569,305.211,0.316,-0.048,1.03,-2.132
1461,521.649,282.793,-1.458,-1.159,-0.559,2.735
1462,321.653,319.656,-0.199,-1.384,-0.412,2.72
1463,373.833,356.541,-0.239,-0.698,-0.219,2.938
1464,228.107,195.622,1.333,-1.017,1.955,-0.841
1465,341.18,292.769,-0.572,0.635,0.067,-2.991
1466,330.615,321.606,-0.769,0.091,1.423,-1.585
1467,458.131,443.765,0.423,-0.152,0.303,-2.87
1468,363.364,342.388,-1.222,-0.482,1.532,-1.465
1469,334.544,297.482,-0.708,0.532,-0.982,2.151
1470,352.302,287.542,-0.637,-1.891,-2.235,1.374
1471,557.234,321.002,0.895,0.772,-0.385,2.854
1472,283.883,254.072,-0.102,1.624,-2.41,0.306
1473,328.081,289.281,0.325,-0.741,2.179,-1.255
1474,353.84,352.434,0.239,-0.414,-2.733,0.62
1475,392.926,343.554,-0.76,-0.281,1.492,-1.338
1476,486.571,299.428,0.906,-0.27,-0.199,1.561
1477,333.626,319.824,0.838,-0.066,-1.662,1.566
1478,141.667,89.967,2.157,-1.593,1.846,-1.416
1479,384.19,336.666,0.793,0.165,-2.759,0.419
1480,394.183,316.423,-0.927,-1.334,2.054,-0.958
1481,321.578,306.83,1.02,2.016,2.414,-0.658
1482,350.95,284.251,0.201,1.458,-2.703,-0.252
1483,350.369,346.269,1.25,0.374,-0.173,-3.074
1484,347.062,342.328,1.234,0.506,1.623,-1.464
1485,272.391,243.578,-0.182,-1.997,-0.251,2.982
1486,343.628,289.052,2.08,0.798,-2.002,1.363
1487,392.343,340.779,0.978,1.483,-1.617,1.622
1488,355.636,297.766,-1.345,0.264,-0.418,-2.134
1489,397.144,311.052,-0.183,-1.097,-1.084,2.61
1490,288.945,283.33,-1.407,0.152,-1.698,1.369
1491,478.641,171.249,-0.07,-1.765,-2.478,1.585
1492,185.49,164.357,-1.275,1.293,0.126,3.093
1493,297.894,250.162,-0.13,-1.835,-2.846,0.226
1494,365.297,326.529,0.389,-0.464,1.252,-1.781
1495,388.474,219.421,0.296,1.672,1.06,-1.953
1496,347.784,327.433,-1.086,-0.096,-1.637,1.397
1497,414.852,337.929,-0.089,-0.128,0.917,-2.247
1498,341.789,317.156,-0.04,-1.131,-3.09,0.022
1499,348.395,344.469,-0.026,-0.854,-2.364,0.795
1500,387.477,361.954,-0.736,-0.474,0.201,3.127
1501,544.814,203.529,-0.516,-1.476,2.536,-0.741
1502,450.992,315.718,1.154,1.031,1.915,-1.013
1503,514.45,326.153,0.669,-0.51,1.352,2.649
1504,311.585,292.963,0.691,-0.655,-2.33,0.727
1505,413.688,334.168,-0.454,-0.651,0.616,-2.197
1506,268.752,258.33,0.868,-0.958,2.661,-0.371
1507,391.66,277.292,-1.437,-0.38,-1.381,1.399
1508,366.549,356.024,0.93,1.239,-1.747,1.392
1509,361.737,148.332,-0.93,-1.063,1.956,-1.413
1510,383.438,345.544,0.124,-0.465,-1.674,1.46
1511,272.336,195.802,0.325,-1.861,-1.222,2.142
1512,356.423,330.938,-0.07,0.656,-2.777,0.341
1513,224.748,185.786,0.067,-2.379,-0.127,2.902
1514,489.779,308.214,-0.662,-0.947,1.009,-2.71
1515,368.427,318.983,-1.081,-0.226,-2.663,0.206
1516,221.031,168.344,-0.558,2.006,-1.167,2.018
1517,341.034,323.517,0.124,1.186,2.831,-0.623
1518,537.201,155.68,0.33,-1.263,1.271,-2.379
1519,386.03,273.912,1.237,0.186,1.816,-1.296
1520,426.705,330.354,0.477,0.543,-0.095,2.747
1521,340.248,287.676,0.103,1.348,1.496,-1.686
1522,353.382,318.891,1.631,0.203,-0.702,-2.547
1523,213.506,134.757,1.6,-0.101,0.917,-1.277
1524,350.465,349.524,-0.944,-0.151,0.452,-2.753
1525,447.704,256.112,0.018,0.975,2.993,-0.497
1526,580.123,235.122,-0.614,-0.224,-1.073,2.147
1527,363.265,330.607,0.917,1.782,-2.517,0.938
1528,246.566,202.834,0.994,-1.497,-2.039,3.109
1529,290.203,229.809,-0.965,0.731,-0.903,2.136
1530,527.44,288.012,-0.216,-0.137,0.767,-2.779
1531,368.841,362.946,1.258,0.072,-1.881,2.501
1532,359.261,347.186,-0.449,0.348,-3.016,0.301
1533,309.07,297.916,1.555,0.164,-0.528,-2.934
1534,399.008,371.786,0.594,0.291,-0.987,2.053
1535,347.302,344.001,2.405,1.586,1.979,-1.032
1536,336.36,303.299,0.479,-0.785,1.492,-1.115
1537,385.88,368.703,-0.316,-0.181,2.486,-0.387
1538,456.26,284.072,-0.703,0.342,2.92,-1.257
1539,427.97,243.881,-0.356,-1.466,0.432,-2.814
1540,397.943,343.658,0.74,1.141,2.581,-0.541
1541,521.646,502.826,0.038,0.124,-2.726,0.566
1542,344.928,315.608,0.355,-0.551,-0.609,2.525
1543,309.207,253.978,0.819,-0.798,-2.273,0.936
1544,248.994,186.725,-0.355,-0.539,0.196,2.572
1545,456.147,179.564,0.448,-1.101,-0.977,2.49
1546,430.916,388.128,-0.497,-1.139,0.88,-1.127
1547,388.246,366.889,-0.446,0.25,-2.72,-0.128
1548,340.167,269.466,-0.16,1.548,-0.73,-2.673
1549,501.768,179.178,-0.301,1.208,-2.859,-0.522
1550,367.428,265.259,0.238,-1.018,-1.986,1.349
1551,302.546,243.55,1.235,-0.483,2.119,-1.455
1552,347.529,336.019,0.612,1.481,2.533,-0.543
1553,204.161,104.87,-1.025,2.212,0.531,-2.401
1554,305.2,276.266,1.183,-0.577,2.807,-0.713
1555,590.762,251.472,-0.629,-0.683,-2.566,-0.02
1556,389.157,351.19,0.083,-0.254,-0.702,2.308
1557,397.902,355.401,-1.064,-1.287,0.417,-2.677
1558,401.096,335.32,0.667,0.202,1.486,-1.434
1559,291.996,280.507,1.229,-0.346,-0.881,2.164
1560,251.811,184.827,1.876,-0.447,-2.617,0.443
1561,330.392,257.598,-1.176,0.326,-1.426,1.599
1562,297.928,276.124,-0.422,-1.98,3.103,0.316
1563,614.005,404.855,-0.512,0.433,0.816,2.068
1564,405.266,368.327,0.553,0.163,-1.461,1.068
1565,399.332,279.185,1.323,1.045,-2.216,0.934
1566,429.99,330.68,-0.253,-0.445,2.343,-0.518
1567,346.027,305.447,0.725,-0.361,-1.735,1.449
1568,289.386,87.655,-0.546,-0.055,-2.138,1.476
1569,380.138,207.697,-1.016,-1.34,-0.875,2.102
1570,388.206,245.174,0.483,-0.81,0.187,3.081
1571,565.966,245.249,0.269,-0.273,-0.839,2.725
1572,387.472,359.451,1.232,1.542,-1.058,1.915
1573,404.228,362.314,0.991,1.38,-2.366,0.831
1574,377.402,335.129,-0.66,-0.101,1.615,-1.434
1575,351.509,285.826,-0.126,1.043,1.278,-1.505
1576,287.775,249.76,0.078,1.807,-1.633,1.548
1577,473.95,374.075,0.415,0.176,-1.492,1.367
1578,387.597,361.44,0.491,1.024,2.529,-0.49
1579,402.133,189.405,-1.165,-0.087,-1.125,3.113
1580,484.501,325.659,-0.659,-0.623,-2.276,1.173
1581,333.888,314.04,-1.112,-0.068,0.607,-2.694
1582,396.443,378.791,-1.593,-1.48,0.69,-2.518
1583,381.616,338.906,0.792,0.288,-2.643,0.644
1584,524.696,262.71,0.505,0.918,2.82,-0.796
1585,288.931,202.949,0.822,0.757,-1.272,1.886
1586,448.458,303.327,0.344,0.479,0.348,-2.792
1587,265.414,256.984,-1.451,0.363,1.725,-1.301
1588,485.348,312.19,0.432,-0.14,2.079,-0.308
1589,237.992,237.304,0.907,-1.152,-2.716,0.378
1590,352.739,309.444,-0.752,0.258,0.375,-2.697
1591,413.798,309.534,-1.243,-1.472,2.419,-0.542
1592,494.192,298.228,-1.131,-1.047,-2.034,1.288
1593,388.674,370.382,-0.798,-0.813,-0.15,2.981
1594,351.864,255.091,0.536,-1.099,2.033,-2.343
1595,467.28,330.529,-0.72,-0.842,2.542,-0.347
1596,364.804,357.628,0.814,1.356,2.929,-0.232
1597,196.501,149.86,1.551,-1.269,0.365,-2.54
1598,409.837,264.709,-2.067,-1.017,2.965,-0.26
1599,259.385,228.948,-0.983,0.967,1.373,-1.723
1600,161.219,117.28,1.415,-2.061,-0.262,3.076
1601,353.95,326.575,-0.077,0.817,-0.701,2.485
1602,312.544,298.837,0.852,1.404,2.116,-0.849
1603,388.816,327.501,-0.23,-0.943,-1.533,1.503
1604,364.639,207.99,1.015,-1.019,-1.114,0.268
1605,498.729,309.348,-0.466,0.024,2.119,-0.19
1606,482.104,235.734,-0.566,-1.495,2.701,-0.603
1607,230.837,197.069,0.717,-1.565,0.177,-3.127
1608,581.905,233.958,0.007,-0.594,-1.95,0.636
1609,298.83,284.629,1.792,0.108,0.655,-1.371
1610,438.011,375.494,1.072,1.093,-0.217,-2.595
1611,463.437,316.614,0.169,0.255,1.512,-1.148
1612,387.243,245.302,0.41,-0.984,2.667,0.153
1613,384.044,379.654,0.918,0.937,3.011,-0.336
1614,357.073,319.028,0.514,-0.441,-2.005,1.425
1615,374.113,358.7,-1.877,-1.339,0.644,-2.666
1616,463.863,194.625,0.346,-1.049,-1.682,1.55
1617,313.393,305.13,0.119,1.458,0.351,-2.913
1618,415.909,352.877,-1.402,0.295,1.299,-2.213
1619,388.451,362.431,0.465,0.864,0.63,-2.588
1620,415.005,290.784,-0.542,-1.56,2.364,-0.025
1621,285.926,281.378,0.772,2.299,-2.18,1.099
1622,410.853,340.524,-0.19,-1.038,-1.058,1.187
1623,411.555,359.373,-0.56,-0.011,-2.583,0.581
1624,404.95,295.139,0.541,1.476,-0.731,2.986
1625,364.103,329.699,0.136,-0.754,-0.841,1.926
1626,393.06,323.475,-0.316,-1.355,2.885,-1.172
1627,399.992,255.563,0.132,1.353,2.52,-0.68
1628,387.197,222.213,0.945,-0.52,0.208,-2.898
1629,396.89,349.959,-0.545,-0.698,0.491,-2.59
1630,515.979,394.819,0.59,-0.06,2.438,-0.872
1631,319.776,204.526,-0.842,-0.315,-2.544,1.087
1632,366.871,343.132,-0.335,-0.995,-0.657,2.6
1633,358.284,320.548,-0.684,0.227,2.837,-0.249
1634,241.217,239.423,0.252,-1.766,-1.276,1.82
1635,458.207,303.338,-0.62,-0.274,-1.287,1.777
1636,337.511,233.904,-0.057,-1.705,0.271,3.102
1637,388.247,323.704,0.175,0.986,-0.973,1.996
1638,367.788,362.228,-0.916,-0.357,-0.125,3.006
1639,418.082,351.823,-0.125,-0.206,-0.556,2.463
1640,485.716,237.132,1.765,1.102,2.171,-0.853
1641,370.827,367.621,1.395,1.866,2.295,-0.865
1642,420.902,345.609,-0.243,-0.476,-0.45,2.686
1643,302.642,228.629,1.033,-0.136,0.618,-2.156
1644,176.283,175.565,-0.424,2.368,-0.017,-3.061
1645,345.381,340.929,0.304,-0.523,-0.603,2.557
1646,391.747,117.566,1.434,0.684,2.876,-0.779
1647,298.336,229.505,0.239,-1.482,1.11,-2.236
1648,436.311,344.143,-1.441,-1.17,-0.212,3.083
1649,431.953,308.554,0.118,-0.364,-1.131,2.001
1650,381.119,365.408,-1.159,-0.753,2.846,-0.26
1651,519.391,345.911,-0.232,0.524,-1.959,-0.114
1652,317.524,282.96,-1.016,0.37,0.121,3.013
1653,461.471,334.376,-0.107,-0.941,1.113,-2.771
1654,363.835,358.417,-0.338,-0.876,0.404,-2.735
1655,382.867,318.869,0.424,-0.507,-1.192,1.929
1656,405.439,264.364,0.517,-0.638,-2.402,1.112
1657,378.126,368.398,-0.34,0.082,-1.822,1.408
1658,507.778,321.172,0.524,0.003,1.337,-2.764
1659,366.996,302.473,-0.272,0.768,1.49,-2.236
1660,334.768,261.769,1.823,0.518,1.007,-2.129
1661,364.129,325.932,-0.422,0.382,-0.53,2.6
1662,324.361,303.018,-0.854,-2.107,2.204,-1.04
1663,463.821,431.613,0.58,1.134,-2.815,-0.016
1664,418.299,317.042,-1.295,-0.715,2.385,-1.08
1665,263.659,222.807,0.264,2.341,1.429,-2.028
1666,463.243,259.635,0.38,-0.427,1.243,-1.656
1667,391.352,334.8,0.86,0.302,-1.548,1.566
1668,303.944,293.251,0.66,1.969,-1.517,1.976
1669,368.376,366.906,0.768,0.557,-1.109,2.06
1670,548.816,273.737,0.055,0.495,1.62,-0.879
1671,247.669,223.701,1.838,-0.227,-1.953,1.266
1672,263.696,259.875,-0.804,0.738,0.667,-2.657
1673,364.249,351.108,1.107,1.723,-2.445,0.756
1674,412.775,392.555,0.095,0.397,0.563,-2.994
1675,366.481,325.857,0.642,-0.252,1.397,-1.795
1676,361.411,281.342,1.303,0.179,-0.001,-3.14
1677,361.019,355.685,0.079,-0.311,1.936,-1.036
1678,348.723,346.856,-0.135,0.77,1.936,-1.373
1679,286.597,266.766,-1.654,-0.083,2.384,-0.723
1680,242.976,187.876,-0.155,-2.472,0.957,-2.088
