,Momenta,Eta,Phi
37770,"[249.556, 230.876]","[0.274, -1.006]","[-0.952, 2.398]"
37771,"[221.309, 218.159]","[0.667, 0.092]","[1.217, -1.815]"
37772,"[119.652, 110.135]","[-2.071, 0.293]","[-0.161, 3.095]"
37773,"[209.568, 200.845]","[-0.187, 0.206]","[-2.595, 0.581]"
37774,"[230.538, 151.497]","[-0.406, 1.874]","[-2.506, 0.748]"
37775,"[202.81, 201.048]","[0.027, 0.234]","[-0.203, 2.94]"
37776,"[231.503, 135.57]","[-2.427, -0.629]","[1.254, -1.999]"
37777,"[309.984, 239.033]","[-1.333, -2.029]","[-2.383, 0.655]"
37778,"[452.712, 219.712]","[1.956, -1.207]","[-2.685, 0.969]"
37779,"[271.86, 267.277]","[-2.341, -0.614]","[2.827, -0.283]"
37780,"[92.98, 92.197]","[-2.01, 0.693]","[2.069, -1.046]"
37781,"[194.316, 189.26]","[0.944, 0.155]","[-2.71, 0.557]"
37782,"[474.553, 456.805]","[-0.735, 0.56]","[-1.747, 1.379]"
37783,"[266.883, 235.709]","[2.101, 1.141]","[0.171, -2.949]"
37784,"[211.969, 196.235]","[1.403, 1.047]","[-0.081, 3.093]"
37785,"[194.964, 151.848]","[1.714, -0.23]","[0.355, -2.476]"
37786,"[105.999, 104.744]","[1.344, -1.408]","[-0.18, 3.064]"
37787,"[202.753, 131.354]","[0.25, 2.265]","[0.171, 3.106]"
37788,"[179.019, 147.692]","[-0.676, -1.994]","[2.228, -0.95]"
37789,"[269.507, 217.572]","[1.56, 0.171]","[0.204, -2.942]"
37790,"[246.248, 241.765]","[-1.057, -1.038]","[1.537, -1.546]"
37791,"[211.884, 183.446]","[0.373, -0.414]","[0.583, -2.212]"
37792,"[359.799, 227.558]","[1.379, 0.475]","[0.903, -2.639]"
37793,"[112.371, 106.529]","[-1.588, 0.959]","[-1.648, 1.494]"
37794,"[145.814, 97.503]","[-0.62, 2.038]","[-2.747, 0.241]"
37795,"[208.904, 176.167]","[-0.955, -1.489]","[1.824, -1.36]"
37796,"[241.649, 144.841]","[-0.798, 0.106]","[-1.785, 1.557]"
37797,"[269.168, 206.856]","[0.868, 1.879]","[-2.884, 0.37]"
37798,"[151.326, 116.297]","[2.113, 0.338]","[-0.448, 2.477]"
37799,"[208.343, 158.282]","[-1.719, -0.169]","[1.272, -1.643]"
37800,"[223.223, 173.115]","[1.77, 0.854]","[3.011, -0.206]"
37801,"[387.888, 323.466]","[-0.747, -0.558]","[2.495, -0.643]"
37802,"[195.053, 192.854]","[0.765, 2.293]","[2.52, -0.573]"
37803,"[208.489, 169.794]","[1.073, 0.412]","[3.053, -0.175]"
37804,"[202.283, 189.9]","[1.561, 0.584]","[-0.938, 2.286]"
37805,"[241.29, 232.992]","[-0.804, -0.588]","[-2.886, 0.089]"
37806,"[215.479, 200.403]","[-0.647, 0.246]","[-1.192, 1.792]"
37807,"[264.065, 256.88]","[-0.75, -0.666]","[2.026, -1.071]"
37808,"[168.175, 140.964]","[-0.096, -1.415]","[-3.027, 0.227]"
37809,"[294.677, 84.832]","[-1.975, 0.055]","[-0.036, -2.961]"
37810,"[214.863, 214.208]","[2.15, 0.321]","[-2.261, 0.887]"
37811,"[274.607, 273.68]","[0.119, 1.71]","[-0.313, 3.132]"
37812,"[195.444, 179.553]","[-0.055, -0.626]","[-2.18, 0.941]"
37813,"[267.693, 200.908]","[0.679, -1.682]","[-1.234, 2.468]"
37814,"[107.037, 103.633]","[0.208, -2.175]","[2.648, -0.657]"
37815,"[193.625, 166.859]","[-2.184, -1.062]","[0.077, 3.098]"
37816,"[225.232, 174.836]","[-0.229, -1.191]","[2.329, -0.06]"
37817,"[174.473, 150.101]","[0.747, 2.105]","[1.66, -1.649]"
37818,"[256.717, 202.244]","[-0.908, -0.754]","[0.616, 2.942]"
37819,"[213.923, 201.971]","[1.384, 2.065]","[-1.077, 2.031]"
37820,"[139.101, 133.773]","[-1.798, 0.559]","[-3.13, -0.008]"
37821,"[321.295, 178.788]","[0.499, 1.172]","[1.286, -1.963]"
37822,"[403.207, 280.778]","[0.753, 0.97]","[-2.93, -0.349]"
37823,"[156.175, 151.181]","[-2.285, -0.808]","[0.629, -2.554]"
37824,"[212.423, 175.534]","[-0.397, 0.648]","[2.623, -0.619]"
37825,"[311.242, 208.633]","[-0.346, -1.371]","[-2.303, -0.701]"
37826,"[179.521, 155.601]","[-0.136, -1.433]","[-0.841, 2.227]"
37827,"[163.248, 157.015]","[-0.628, -1.198]","[3.042, -0.133]"
37828,"[150.524, 145.722]","[0.897, 2.312]","[-0.7, 2.453]"
37829,"[193.317, 178.283]","[-2.118, -1.255]","[-1.556, 0.908]"
37830,"[281.846, 261.475]","[-0.591, 0.378]","[-2.629, 0.546]"
37831,"[283.247, 266.769]","[1.023, 0.443]","[1.728, -1.292]"
37832,"[193.831, 192.206]","[-2.064, 0.419]","[-2.587, 0.467]"
37833,"[200.989, 154.324]","[-0.72, 1.308]","[2.414, -0.68]"
37834,"[196.678, 178.007]","[-0.908, -0.444]","[-2.087, 1.089]"
37835,"[162.365, 137.369]","[-0.856, 1.024]","[-2.356, 0.543]"
37836,"[257.937, 122.936]","[0.549, -0.941]","[-2.478, 0.575]"
37837,"[208.349, 201.417]","[0.482, 0.759]","[-1.102, 1.96]"
37838,"[203.033, 185.06]","[0.073, 1.032]","[1.162, -1.838]"
37839,"[196.561, 190.457]","[0.494, 1.103]","[1.359, -1.84]"
37840,"[262.964, 202.398]","[-0.241, 1.036]","[-1.389, 1.825]"
37841,"[224.974, 190.894]","[2.23, 2.367]","[0.988, -2.344]"
37842,"[214.054, 204.128]","[0.851, 0.374]","[-2.034, 1.151]"
37843,"[240.543, 188.924]","[-0.814, -1.248]","[-3.058, -0.044]"
37844,"[241.177, 229.856]","[2.111, 1.772]","[-2.26, 0.827]"
37845,"[187.94, 151.896]","[-2.2, -1.1]","[-0.112, -3.089]"
37846,"[238.484, 224.695]","[-2.061, -2.01]","[-1.142, 2.149]"
37847,"[409.875, 407.878]","[-0.49, -0.5]","[-2.756, 0.381]"
37848,"[105.65, 99.867]","[-1.762, 0.839]","[-1.418, 1.634]"
37849,"[249.423, 245.065]","[-0.61, -0.678]","[2.124, -0.967]"
37850,"[132.23, 93.932]","[0.484, -1.931]","[1.162, -2.903]"
37851,"[315.473, 110.187]","[-0.667, 0.123]","[0.987, -2.912]"
37852,"[120.325, 100.306]","[2.439, -0.056]","[1.52, -1.653]"
37853,"[326.709, 317.978]","[0.576, 0.866]","[2.918, -0.059]"
37854,"[94.067, 90.595]","[0.466, -2.435]","[-2.964, 0.365]"
37855,"[213.697, 209.037]","[-1.619, -0.113]","[2.154, -0.977]"
37856,"[194.967, 176.707]","[0.481, -0.111]","[-1.181, 2.001]"
37857,"[98.056, 77.845]","[-0.323, 2.466]","[-1.701, 1.417]"
37858,"[281.462, 280.752]","[-2.018, -1.743]","[0.392, -2.91]"
37859,"[178.317, 175.893]","[-2.469, -0.434]","[2.216, -0.891]"
37860,"[218.16, 212.807]","[1.005, -0.608]","[1.003, -2.165]"
37861,"[207.123, 206.321]","[1.478, 0.576]","[-1.119, 2.013]"
37862,"[236.666, 223.217]","[0.181, -0.567]","[0.314, -2.84]"
37863,"[182.794, 151.239]","[-0.336, 1.022]","[-0.592, 2.707]"
37864,"[307.502, 249.087]","[-0.186, 0.904]","[1.842, -1.135]"
37865,"[210.525, 201.162]","[1.472, 1.982]","[2.655, -0.599]"
37866,"[165.982, 162.021]","[1.561, 0.146]","[1.984, -1.109]"
37867,"[217.604, 166.496]","[-0.425, -1.642]","[2.807, -0.3]"
37868,"[321.38, 271.486]","[-0.746, -1.835]","[-2.129, 0.969]"
37869,"[119.683, 114.6]","[-0.199, 2.382]","[1.4, -1.894]"
37870,"[282.034, 234.127]","[0.58, 0.982]","[-1.708, 1.446]"
37871,"[180.054, 153.715]","[1.185, 2.358]","[-2.22, 0.869]"
37872,"[127.044, 68.03]","[-1.626, 0.436]","[0.348, 2.788]"
37873,"[248.229, 149.348]","[1.759, 0.387]","[-2.866, 0.402]"
37874,"[345.761, 308.499]","[-2.436, -1.552]","[-3.139, -0.129]"
37875,"[188.474, 178.992]","[-0.094, -0.896]","[-1.386, 1.834]"
37876,"[372.674, 370.891]","[-1.545, -0.848]","[1.097, -2.051]"
37877,"[448.131, 428.87]","[-0.699, -0.513]","[0.343, -2.952]"
37878,"[139.151, 106.801]","[-0.984, 1.055]","[-0.601, 3.067]"
37879,"[210.58, 195.553]","[-0.859, 0.264]","[-2.217, 0.971]"
37880,"[189.131, 151.106]","[-1.851, -0.598]","[-0.225, 2.421]"
37881,"[268.613, 256.812]","[1.744, 1.743]","[0.333, -3.021]"
37882,"[229.898, 226.221]","[0.208, 0.762]","[2.909, -0.264]"
37883,"[311.381, 241.489]","[-0.25, -0.266]","[1.731, -1.101]"
37884,"[203.935, 203.797]","[1.845, 1.998]","[-2.932, 0.288]"
37885,"[134.952, 58.278]","[1.16, -2.265]","[-1.775, 1.841]"
37886,"[283.919, 171.354]","[-1.384, -0.338]","[1.881, -0.949]"
37887,"[172.659, 148.348]","[2.1, 0.1]","[1.734, -1.796]"
37888,"[223.873, 148.97]","[-0.734, -0.096]","[-0.818, 2.283]"
37889,"[294.487, 264.047]","[-0.143, -1.177]","[2.936, -0.392]"
37890,"[196.176, 192.042]","[0.248, 0.312]","[-2.464, 0.673]"
37891,"[167.281, 154.391]","[2.362, 0.517]","[-1.785, 1.345]"
37892,"[190.358, 81.191]","[-0.58, 0.471]","[-2.115, 0.705]"
37893,"[206.38, 195.439]","[-0.588, -0.859]","[1.155, -2.339]"
37894,"[290.496, 271.721]","[-1.013, -1.356]","[-1.168, 1.973]"
37895,"[75.299, 70.217]","[1.292, -1.987]","[1.173, -1.564]"
37896,"[200.343, 196.711]","[0.6, 0.036]","[0.324, -2.834]"
37897,"[205.223, 197.779]","[1.657, 1.493]","[2.28, -0.88]"
37898,"[191.618, 189.987]","[1.32, 2.042]","[0.906, -2.166]"
37899,"[211.811, 209.444]","[-1.096, -1.07]","[1.901, -1.242]"
37900,"[213.42, 182.779]","[-0.681, 0.537]","[-2.912, 0.33]"
37901,"[204.672, 203.753]","[1.503, 1.956]","[-1.922, 1.227]"
37902,"[279.68, 123.366]","[2.242, 0.91]","[-0.061, 1.771]"
37903,"[242.359, 80.965]","[2.128, 0.023]","[2.755, 0.208]"
37904,"[178.339, 173.786]","[0.206, -1.524]","[-1.243, 1.92]"
37905,"[192.01, 161.579]","[-1.021, -1.773]","[-2.424, 0.746]"
37906,"[253.349, 251.854]","[2.035, 1.887]","[-2.728, 0.395]"
37907,"[200.568, 81.048]","[-0.969, 2.287]","[-2.078, 0.946]"
37908,"[354.871, 326.584]","[-0.142, 0.302]","[-2.864, 0.24]"
37909,"[131.34, 114.895]","[-1.925, 0.105]","[-0.435, 2.705]"
37910,"[159.496, 157.212]","[0.61, 2.016]","[-2.805, 0.328]"
37911,"[380.073, 351.309]","[-2.118, -2.345]","[-1.515, 1.977]"
37912,"[475.441, 444.891]","[-0.217, -0.531]","[-3.112, 0.019]"
37913,"[178.873, 159.209]","[1.239, -0.488]","[1.132, -2.073]"
37914,"[118.727, 88.452]","[2.018, -0.482]","[1.077, -1.832]"
37915,"[259.663, 247.177]","[-1.837, -1.38]","[1.127, -2.071]"
37916,"[333.26, 331.237]","[-0.535, 0.175]","[-0.968, 2.025]"
37917,"[237.889, 234.847]","[0.827, 0.787]","[-0.428, 2.714]"
37918,"[333.228, 224.703]","[0.451, 0.538]","[1.817, -0.882]"
37919,"[171.085, 159.269]","[-2.329, -0.908]","[1.446, -1.518]"
37920,"[232.305, 210.229]","[0.714, 0.661]","[-0.233, 2.986]"
37921,"[211.622, 201.678]","[0.919, -0.223]","[-1.137, 1.968]"
37922,"[285.015, 276.866]","[2.19, 1.136]","[-0.274, 2.93]"
37923,"[228.441, 223.496]","[-1.084, -0.255]","[-0.543, 2.597]"
37924,"[148.449, 143.798]","[-1.197, 1.181]","[-2.825, 0.351]"
37925,"[124.208, 122.828]","[0.118, 2.323]","[-0.395, -3.137]"
37926,"[502.064, 252.6]","[-0.367, 0.447]","[-1.713, 1.408]"
37927,"[171.941, 158.68]","[1.522, 0.063]","[-1.744, 1.417]"
37928,"[188.669, 176.164]","[-0.988, -0.159]","[-2.977, 0.101]"
37929,"[192.634, 182.859]","[0.615, 0.765]","[-0.478, 2.64]"
37930,"[152.402, 142.628]","[1.723, -0.637]","[-2.62, 0.458]"
37931,"[185.908, 182.938]","[-0.103, -0.748]","[1.262, -1.659]"
37932,"[196.723, 178.704]","[-1.674, -1.234]","[2.906, -0.4]"
37933,"[173.556, 154.839]","[0.579, -0.77]","[2.656, -0.4]"
37934,"[133.811, 119.703]","[0.434, 2.492]","[-0.41, 2.733]"
37935,"[280.372, 253.939]","[-1.503, -1.979]","[-2.972, 0.368]"
37936,"[164.335, 97.029]","[-0.508, 2.286]","[-2.401, 0.541]"
37937,"[334.423, 243.215]","[-0.371, 0.46]","[-1.733, 1.537]"
37938,"[122.053, 117.751]","[0.251, 2.459]","[2.288, -0.887]"
37939,"[153.627, 150.248]","[-2.444, -0.099]","[-1.676, 1.39]"
37940,"[364.406, 128.894]","[-0.217, -0.66]","[1.014, -1.982]"
37941,"[203.662, 182.551]","[1.07, 2.282]","[0.748, -2.404]"
37942,"[332.448, 299.983]","[-1.771, -0.992]","[-1.667, 1.469]"
37943,"[484.112, 401.825]","[0.079, -0.669]","[-1.232, 1.631]"
37944,"[190.643, 162.216]","[-0.89, -0.044]","[1.563, -1.471]"
37945,"[170.931, 131.731]","[-0.212, -1.911]","[-0.829, 2.411]"
37946,"[204.998, 155.892]","[1.587, -1.262]","[-1.251, 1.879]"
37947,"[217.431, 148.399]","[-0.549, 0.491]","[-2.252, 0.886]"
37948,"[253.073, 232.453]","[1.643, 1.925]","[-3.111, -0.001]"
37949,"[205.454, 201.498]","[0.854, 0.238]","[2.929, -0.236]"
37950,"[99.154, 97.687]","[1.908, -0.908]","[2.414, -0.724]"
37951,"[125.816, 96.364]","[1.297, -1.918]","[1.712, -1.582]"
37952,"[173.181, 141.752]","[-0.745, 0.962]","[0.749, -2.585]"
37953,"[305.87, 124.803]","[-0.597, 2.013]","[-0.676, 2.817]"
37954,"[253.969, 191.155]","[0.181, 1.493]","[2.749, -0.613]"
37955,"[265.519, 180.934]","[2.237, 0.282]","[-2.459, 0.223]"
37956,"[872.773, 682.922]","[-1.13, -0.511]","[3.041, 0.117]"
37957,"[458.891, 157.309]","[-0.305, 1.235]","[0.42, -1.811]"
37958,"[155.601, 122.236]","[2.44, 0.758]","[0.799, -2.272]"
37959,"[189.267, 187.708]","[-0.814, -1.107]","[-3.066, 0.088]"
37960,"[197.574, 180.805]","[-1.103, -1.276]","[1.95, -0.951]"
37961,"[198.755, 186.954]","[0.634, 1.804]","[0.669, -2.486]"
37962,"[229.334, 200.717]","[-0.061, 0.457]","[-3.0, 0.208]"
37963,"[211.397, 210.84]","[-2.29, -2.461]","[-2.416, 0.725]"
37964,"[223.604, 223.418]","[1.14, 0.929]","[-2.7, 0.519]"
37965,"[207.134, 201.816]","[-2.152, -2.091]","[-0.949, 2.165]"
37966,"[167.644, 166.734]","[0.927, 2.034]","[-2.61, 0.514]"
37967,"[220.616, 172.125]","[-1.436, -1.635]","[-2.39, 0.616]"
37968,"[173.503, 165.492]","[-0.065, 1.631]","[1.739, -1.485]"
37969,"[121.742, 110.363]","[-1.12, 1.23]","[-0.295, 2.842]"
37970,"[299.951, 275.867]","[0.877, 0.28]","[0.899, -2.014]"
37971,"[133.892, 129.15]","[1.263, -0.87]","[2.567, -0.589]"
37972,"[339.62, 325.877]","[-2.036, -0.866]","[1.827, -1.312]"
37973,"[235.139, 223.901]","[-1.315, -0.597]","[-0.081, 3.011]"
37974,"[218.551, 201.017]","[1.37, 2.105]","[1.11, -2.237]"
37975,"[137.018, 132.529]","[-0.431, -2.273]","[1.334, -1.819]"
37976,"[99.397, 96.468]","[1.671, -0.974]","[2.004, -1.128]"
37977,"[332.357, 251.457]","[1.427, 1.072]","[-0.96, 1.771]"
37978,"[230.029, 226.511]","[-0.719, -2.372]","[1.843, -1.282]"
37979,"[243.542, 237.955]","[-1.231, -0.394]","[-0.58, 2.741]"
37980,"[252.317, 139.356]","[2.04, 1.225]","[2.141, -1.123]"
37981,"[234.399, 129.474]","[2.306, -0.892]","[-1.059, 1.942]"
37982,"[207.469, 179.363]","[2.383, 0.671]","[-1.752, 1.422]"
37983,"[158.518, 157.687]","[1.538, -0.84]","[0.582, -2.569]"
37984,"[128.234, 102.419]","[0.33, -2.031]","[-2.704, -0.248]"
37985,"[219.947, 214.963]","[-1.551, -2.156]","[2.229, -0.96]"
37986,"[267.236, 257.67]","[-1.312, -1.143]","[-1.87, 1.288]"
37987,"[192.424, 182.392]","[-1.568, -1.33]","[-1.169, 2.109]"
37988,"[198.862, 97.017]","[-1.048, -1.078]","[1.338, -1.592]"
37989,"[190.977, 185.117]","[1.669, 0.859]","[0.519, -2.592]"
37990,"[178.954, 155.906]","[-2.099, -0.813]","[1.684, -1.467]"
37991,"[611.179, 216.224]","[0.572, -0.228]","[-1.65, 0.816]"
37992,"[364.273, 338.183]","[0.18, -0.527]","[2.56, -0.912]"
37993,"[191.493, 177.063]","[1.094, 2.041]","[0.441, -2.649]"
37994,"[245.805, 244.73]","[0.881, 1.288]","[-2.237, 0.875]"
37995,"[239.575, 234.585]","[1.598, 1.555]","[-0.881, 2.227]"
37996,"[160.666, 155.754]","[-0.654, 1.368]","[0.543, -2.65]"
37997,"[190.434, 173.852]","[0.063, 1.721]","[0.158, -2.826]"
37998,"[198.386, 165.069]","[1.133, 0.259]","[1.244, -2.037]"
37999,"[219.065, 205.456]","[-0.97, -1.064]","[-3.023, 0.22]"
38000,"[240.421, 221.207]","[0.806, 1.891]","[1.548, -1.533]"
38001,"[186.778, 162.647]","[0.191, -1.444]","[1.952, -1.193]"
38002,"[206.456, 182.68]","[0.419, 0.852]","[1.291, -1.611]"
38003,"[397.719, 191.558]","[2.027, 1.12]","[0.265, 2.673]"
38004,"[298.024, 290.162]","[-0.055, 1.462]","[-1.221, 2.143]"
38005,"[257.346, 225.167]","[0.469, 1.592]","[-2.091, 1.201]"
38006,"[312.235, 237.646]","[0.453, 0.564]","[0.801, -2.399]"
38007,"[299.483, 253.103]","[-0.408, -2.229]","[-1.808, 1.674]"
38008,"[331.96, 321.282]","[0.833, 1.096]","[-2.026, 1.083]"
38009,"[207.167, 202.618]","[1.1, 0.664]","[2.994, -0.05]"
38010,"[296.619, 262.719]","[-1.395, -0.1]","[-1.511, 1.542]"
38011,"[117.34, 99.908]","[0.418, -2.173]","[-1.668, 2.136]"
38012,"[280.259, 159.907]","[1.699, 0.112]","[3.036, -0.333]"
38013,"[411.096, 408.166]","[0.722, 0.667]","[0.278, -2.838]"
38014,"[202.289, 194.126]","[0.191, -0.154]","[-1.634, 1.396]"
38015,"[178.316, 165.458]","[0.878, -0.923]","[-0.238, 2.875]"
38016,"[219.852, 196.774]","[-0.691, -2.169]","[-2.957, 0.203]"
38017,"[247.626, 230.897]","[-0.421, -1.541]","[-2.792, 0.408]"
38018,"[188.511, 178.846]","[-1.287, -0.437]","[0.535, -2.537]"
38019,"[178.869, 168.354]","[-0.309, 1.375]","[-2.931, 0.031]"
38020,"[233.707, 190.626]","[0.71, 0.85]","[-1.958, 1.156]"
38021,"[235.73, 208.612]","[1.475, 0.553]","[2.166, -0.872]"
38022,"[143.083, 117.485]","[-0.524, 1.329]","[0.64, -2.441]"
38023,"[215.076, 186.404]","[-2.163, -2.147]","[0.752, -2.102]"
38024,"[174.402, 149.112]","[-1.496, -0.322]","[1.697, -1.239]"
38025,"[195.108, 143.203]","[-0.972, 1.617]","[-0.997, 1.8]"
38026,"[255.472, 188.841]","[1.485, 0.372]","[-0.726, 2.456]"
38027,"[105.796, 101.1]","[-0.134, 2.292]","[-3.104, 0.072]"
38028,"[197.087, 190.85]","[0.896, 1.278]","[-1.428, 1.628]"
38029,"[208.676, 200.5]","[-1.171, -1.357]","[0.215, -2.725]"
38030,"[217.681, 194.872]","[-2.296, -1.672]","[-0.513, 2.561]"
38031,"[191.96, 183.329]","[0.298, 0.413]","[-2.365, 0.696]"
38032,"[111.184, 105.568]","[-1.973, 0.636]","[-2.526, 0.625]"
38033,"[190.445, 188.079]","[-1.057, -2.12]","[0.48, -2.645]"
38034,"[225.364, 222.223]","[-1.164, -2.368]","[-1.068, 2.086]"
38035,"[226.863, 128.416]","[-0.76, -1.991]","[1.645, -1.051]"
38036,"[372.092, 160.925]","[-0.217, 0.314]","[-1.694, 2.055]"
38037,"[132.257, 60.108]","[-1.366, 1.495]","[-1.309, 1.237]"
38038,"[468.613, 386.789]","[-0.324, -1.291]","[-0.235, 2.675]"
38039,"[190.902, 171.35]","[-0.222, 0.977]","[-1.547, 1.486]"
38040,"[326.73, 264.072]","[0.955, 2.064]","[2.006, -1.067]"
38041,"[109.048, 92.032]","[-1.888, 0.692]","[1.987, -0.929]"
38042,"[146.721, 143.366]","[2.351, 0.766]","[2.165, -1.005]"
38043,"[206.83, 206.753]","[1.638, 2.477]","[-0.949, 2.154]"
38044,"[175.834, 153.202]","[-1.015, -2.374]","[0.812, -2.401]"
38045,"[207.409, 204.299]","[-2.078, -1.321]","[2.421, -0.855]"
38046,"[180.887, 118.572]","[1.749, -0.602]","[-2.427, -0.824]"
38047,"[199.31, 193.047]","[1.914, 1.595]","[-1.692, 1.5]"
38048,"[185.022, 121.08]","[-1.877, -0.369]","[-0.752, 2.115]"
38049,"[202.972, 198.7]","[0.181, -0.151]","[2.279, -0.877]"
38050,"[192.83, 183.02]","[1.818, 2.316]","[-0.531, 2.758]"
38051,"[196.369, 188.286]","[-1.694, -1.303]","[2.112, -1.086]"
38052,"[188.311, 183.559]","[-0.379, -1.412]","[-2.06, 1.062]"
38053,"[264.42, 239.52]","[1.637, 0.476]","[-1.397, 1.775]"
38054,"[202.84, 183.542]","[0.264, 0.412]","[1.893, -1.242]"
38055,"[221.185, 207.379]","[-1.483, -1.793]","[-1.314, 1.827]"
38056,"[159.356, 122.154]","[2.109, -0.408]","[3.133, -0.038]"
38057,"[360.165, 332.378]","[-0.404, 0.018]","[0.934, -2.252]"
38058,"[274.791, 273.333]","[1.335, 2.07]","[1.11, -2.021]"
38059,"[177.63, 157.326]","[0.116, -0.941]","[-1.809, 1.218]"
38060,"[417.774, 415.828]","[0.276, -0.091]","[2.144, -0.997]"
38061,"[329.128, 140.813]","[0.515, 0.2]","[-2.625, 0.723]"
38062,"[195.264, 189.023]","[-1.524, -2.461]","[-1.509, 1.796]"
38063,"[157.81, 133.216]","[0.734, -1.064]","[-1.919, 1.349]"
38064,"[188.795, 162.214]","[2.393, 1.127]","[-1.138, 2.065]"
38065,"[166.224, 138.191]","[0.928, -1.022]","[-1.848, 1.306]"
38066,"[308.062, 299.605]","[-0.024, 0.575]","[-1.144, 1.978]"
38067,"[162.511, 105.432]","[-1.56, 0.336]","[-3.025, 0.078]"
38068,"[336.299, 151.482]","[0.054, -1.578]","[2.49, -0.056]"
38069,"[239.045, 222.241]","[-0.818, -1.178]","[0.892, -2.206]"
38070,"[169.055, 163.016]","[-0.485, 1.837]","[0.391, -2.773]"
38071,"[157.608, 137.988]","[-1.186, 0.936]","[-1.694, 1.204]"
38072,"[162.528, 161.233]","[0.289, -0.888]","[-2.0, 1.202]"
38073,"[213.457, 181.78]","[1.423, 0.428]","[0.702, -2.664]"
38074,"[411.175, 295.131]","[-0.313, -0.149]","[2.784, -0.508]"
38075,"[276.48, 274.392]","[0.415, -0.001]","[2.043, -1.139]"
38076,"[248.602, 178.838]","[0.955, 0.168]","[2.567, -0.578]"
38077,"[167.934, 144.77]","[0.299, -1.101]","[-2.653, 0.391]"
38078,"[131.225, 129.543]","[-0.821, 1.188]","[2.445, -1.614]"
38079,"[163.878, 141.691]","[-1.056, 0.382]","[-2.086, 1.416]"
38080,"[370.986, 347.08]","[0.164, -0.92]","[2.439, -0.697]"
38081,"[229.478, 222.417]","[-0.775, -0.785]","[1.189, -2.003]"
38082,"[208.404, 196.096]","[-1.414, -0.692]","[1.556, -1.596]"
38083,"[289.676, 284.006]","[-0.659, 0.234]","[-1.909, 1.253]"
38084,"[236.163, 229.029]","[-1.38, -0.791]","[0.826, -2.466]"
38085,"[316.794, 313.925]","[0.515, 0.554]","[-0.267, 2.892]"
38086,"[102.774, 78.735]","[0.91, -1.984]","[-1.176, 0.675]"
38087,"[115.786, 112.614]","[0.791, -1.37]","[-2.542, 0.649]"
38088,"[185.755, 180.082]","[0.613, -0.313]","[-2.024, 1.231]"
38089,"[172.165, 170.736]","[-1.183, -0.091]","[-1.095, 2.063]"
38090,"[227.39, 184.046]","[-1.57, -1.792]","[1.025, -1.777]"
38091,"[319.574, 129.017]","[1.388, 1.895]","[2.157, -1.375]"
38092,"[250.511, 244.77]","[0.077, 0.62]","[-1.565, 1.51]"
38093,"[78.35, 72.448]","[1.191, -2.153]","[-0.709, 2.313]"
38094,"[251.106, 231.128]","[-1.463, -0.468]","[-0.226, 2.847]"
38095,"[197.187, 186.284]","[-0.869, 0.438]","[2.749, -0.421]"
38096,"[259.677, 169.368]","[-1.112, -0.652]","[0.148, 3.133]"
38097,"[334.781, 329.473]","[-0.261, -0.745]","[1.483, -1.733]"
38098,"[211.242, 204.656]","[0.826, 1.461]","[0.898, -2.305]"
38099,"[380.795, 371.863]","[0.164, -0.728]","[2.388, 0.35]"
38100,"[333.9, 257.132]","[-0.756, -1.178]","[-1.725, 1.308]"
38101,"[209.724, 201.836]","[-1.221, -1.871]","[-0.667, 2.553]"
38102,"[196.301, 194.005]","[1.382, 0.784]","[2.303, -0.999]"
38103,"[236.258, 107.855]","[-0.968, 0.437]","[-1.657, 1.861]"
38104,"[273.59, 245.75]","[1.063, -0.195]","[2.605, -0.648]"
38105,"[142.449, 138.274]","[0.271, -1.445]","[2.661, -0.366]"
38106,"[239.909, 229.399]","[1.76, 1.222]","[-1.289, 1.91]"
38107,"[240.291, 226.002]","[-0.848, -1.723]","[-1.886, 1.276]"
38108,"[217.533, 213.971]","[1.62, -0.07]","[-1.844, 1.27]"
38109,"[224.636, 172.854]","[2.109, 0.779]","[2.591, -0.646]"
38110,"[203.315, 200.165]","[1.283, 0.437]","[-1.81, 1.444]"
38111,"[194.47, 157.83]","[1.145, -0.988]","[-2.707, 0.321]"
38112,"[168.73, 155.654]","[0.867, 1.921]","[0.089, -3.008]"
38113,"[263.644, 136.68]","[1.061, -0.715]","[2.279, -2.686]"
38114,"[86.706, 82.878]","[0.89, -2.462]","[0.621, -2.425]"
38115,"[233.527, 165.588]","[0.864, 1.297]","[2.903, -0.249]"
38116,"[235.232, 215.775]","[-1.601, -0.267]","[-2.804, 0.453]"
38117,"[153.384, 145.589]","[0.75, -0.805]","[0.826, -1.998]"
38118,"[339.277, 109.787]","[-0.012, -0.414]","[-2.007, 1.537]"
38119,"[223.225, 180.385]","[1.104, 0.889]","[-0.389, -3.131]"
38120,"[539.597, 529.206]","[0.695, 1.666]","[0.058, -3.113]"
38121,"[59.749, 55.254]","[-2.411, 1.443]","[2.296, -0.525]"
38122,"[226.47, 225.505]","[1.909, 1.323]","[2.926, -0.232]"
38123,"[204.712, 203.526]","[-1.513, -2.251]","[-2.779, 0.527]"
38124,"[196.309, 191.467]","[2.081, 0.166]","[2.829, -0.459]"
38125,"[200.359, 155.725]","[1.0, -0.034]","[-0.611, 2.9]"
38126,"[232.254, 210.089]","[-1.605, -0.66]","[-1.161, 1.864]"
38127,"[251.994, 247.921]","[0.973, 1.341]","[-1.91, 1.137]"
