,Invariant Mass
0,1003.677480563936
1,1002.1219702181747
2,1007.0961084592859
3,992.8855652873685
4,1063.79113745269
5,992.7383725371277
6,955.0604610817367
7,985.2106992339782
8,1637.8473060627136
9,973.2744790264398
10,1007.8782347991795
11,998.994905204244
12,974.0255453527244
13,854.7359582207582
14,967.4361597851206
15,960.3455893081936
16,917.2398021227186
17,997.0714968631211
18,1076.5735914544018
19,999.7916760820951
20,985.1981812230208
21,502.471823202344
22,1003.1517929312967
23,829.7244972886126
24,977.390792264343
25,991.1337310987444
26,964.3515097074767
27,995.7958271303119
28,1005.561051206508
29,1000.9661860915534
30,993.875234579939
31,980.9742988681568
32,1006.7042056064714
33,997.267092983876
34,979.9920263880624
35,1003.9798018840271
36,969.9542806793567
37,1296.8142269683972
38,1001.3970281031667
39,1004.0110410688907
40,1001.627905578142
41,996.522448272456
42,992.4566681742181
43,1002.1507093888318
44,1001.9372305989732
45,996.9882571861159
46,958.7005837955793
47,994.4187694405974
48,947.8831242580517
49,992.0300008418316
50,988.2683195663327
51,1007.5596516904592
52,741.49808643595
53,989.8672475662366
54,995.7410750166379
55,995.5521165719915
56,1001.141111466204
57,1002.4503336309493
58,984.9204036428887
59,1022.6231770417844
60,985.5490628235165
61,1013.7500230565612
62,979.7690563729683
63,1043.6120134841442
64,987.4356264261279
65,944.4553265335576
66,984.8530577324295
67,1011.3007956198488
68,1002.3811826077255
69,1084.9480177489559
70,996.126766412212
71,999.1363493535657
72,1000.4783563983904
73,961.4353311859752
74,1004.136117059934
75,980.1103813651811
76,1007.0747484610085
77,993.678666755624
78,995.836684839569
79,1021.9359137329976
80,995.9266742657637
81,992.4167674786302
82,1003.8878768045428
83,997.9093869864495
84,1003.3360425495537
85,1002.9572119700889
86,1007.2563582371399
87,983.3793361363436
88,993.0950701834314
89,1001.2371119905328
90,1001.5160469418054
91,1003.1875210941994
92,998.5122887883219
93,989.9176001521437
94,997.5256020161173
95,959.9215016583854
96,989.3360950443573
97,974.674521185783
98,1250.374742457308
99,992.6660925926341
100,1005.1646001663023
101,1021.8012069349684
102,1002.178978977251
103,1009.8513979793878
104,983.6884459227573
105,1008.8261186823827
106,995.5703569304872
107,1014.1517904025958
108,998.4550046552731
109,1051.8218401611139
110,972.2905682542572
111,1004.8078565349606
112,988.8435919713706
113,987.1192002997491
114,976.4114842769712
115,998.0956911136399
116,996.6064431290105
117,995.3106592480153
118,990.1519192947039
119,972.7646027828965
120,1018.4829040779418
121,991.3865418352156
122,1001.2231555925159
123,996.5245518436508
124,1000.2201560572822
125,984.2618413717659
126,956.0461584025692
127,964.6607262055616
128,992.5907184107887
129,995.4991815014697
130,996.8444600143367
131,1008.6343881724238
132,594.0179725268814
133,998.5223446639868
134,1001.2154597743435
135,989.5454222514509
136,1027.1603209149441
137,985.5721685701967
138,982.9952720615039
139,989.297453355913
140,1025.4837715206845
141,960.2597729147487
142,997.485058470448
143,994.3819472696608
144,998.9735729022821
145,1004.1087073074948
146,989.1538233640333
147,1478.0979037681486
148,1037.3748135991184
149,996.3210356421521
150,816.2872869392523
151,699.0650911959974
152,975.4346791757625
153,988.8134425895519
154,998.3281359982395
155,1003.1493287427526
156,999.2119643507942
157,999.2230250035282
158,1001.5669686945757
159,959.5247403535792
160,1001.9229114886288
161,998.9266553761112
162,977.3360758905918
163,997.8744484230838
164,1000.206553676909
165,1004.7362997249226
166,1002.3447871089353
167,1022.8910933595688
168,972.0806777092894
169,998.3899002434856
170,1195.1737345422332
171,993.6011220529011
172,995.2980247420757
173,973.5687518287513
174,859.7643727462053
175,974.577102690741
176,1012.28660150977
177,1012.734885377651
178,996.4811079009319
179,996.1879322500806
180,1006.8283463198873
181,934.193087095689
182,1000.6920766968389
183,991.5152741482543
184,1032.0034928509076
185,536.7656913322783
186,992.1486784036625
187,990.4965522469287
188,997.8884433572763
189,994.4870968744862
190,995.0740509703344
191,1002.7517991226485
192,977.1770246444603
193,985.9540394460324
194,992.882429368368
195,986.8808109423097
196,993.9269958472449
197,1001.6610444633191
198,989.1670818578858
199,1016.4550677436033
200,1003.6461401201896
201,983.7438036022833
202,997.6653822176278
203,993.189423653346
204,1069.9638501844931
205,995.6764618890793
206,994.1999785449739
207,999.5883877411641
208,1005.1937430864053
209,972.0931148404457
210,1031.661517530339
211,986.9610669027832
212,1003.137925854518
213,1003.4727235831922
214,998.071478665023
215,825.6298249787776
216,1004.7391898310774
217,1025.4195044390447
218,996.5899961153299
219,1000.4070821256994
220,1001.1892936700369
221,1005.7131023512318
222,978.202553178182
223,997.8066402659805
224,1013.3786514091942
225,1008.7746038183194
226,1000.2526535360614
227,951.2572219560552
228,1002.6187948911911
229,1002.3379814181359
230,1001.8644158768217
231,990.5499662578443
232,997.0613265979581
233,1008.074346629877
234,981.1408224007101
235,995.7331445572606
236,992.335907475881
237,994.8637680698278
238,1000.2604625121668
239,1003.4147106443452
240,1008.8024832123874
241,1013.382722688053
242,989.6673796840214
243,1035.9121420944423
244,989.2119299884627
245,992.1663555082524
246,987.5547305175828
247,1005.4227111394428
248,1006.6973538501825
249,968.4150472877407
250,998.4536888530073
251,994.9545059216236
252,1000.2645544439338
253,991.6559509830023
254,998.3412735187118
255,950.9501794506821
256,992.3137736739836
257,995.4798953993679
258,993.4857388408739
259,908.0860193416711
260,1006.6086286338548
261,1018.0325518227892
262,1002.2157109734718
263,977.6403791685273
264,1004.5877547565752
265,1003.4391064844949
266,990.9651372496041
267,990.165703430252
268,991.5987621322299
269,993.637128346937
270,991.1613321374105
271,989.0103577353151
272,999.1379607077928
273,1002.1894981954192
274,1000.711669496032
275,1007.5652626305631
276,991.6767660675142
277,995.995831914192
278,983.6545667877502
279,992.096369005027
280,1000.104864407609
281,991.7645859844312
282,985.5608410555855
283,1006.7128131367448
284,973.384323629012
285,998.9917614987291
286,1001.4328806715362
287,999.5286310228181
288,1003.9424513923694
289,999.9279240272205
290,998.0792084248767
291,986.3341279553077
292,993.5696179358471
293,995.3871675125539
294,1007.9979641477105
295,995.7361786487337
296,1008.8826767223356
297,985.3281500027795
298,993.4944184690233
299,980.5600951498469
300,1005.5788581357546
301,999.5188648224333
302,998.4319637828326
303,982.5164054185045
304,1016.6755099040963
305,1032.7782814641523
306,1021.3137106461868
307,1000.5491862775064
308,1008.1859946006656
309,1016.9704903616969
310,990.8555600709533
311,987.370604336164
312,987.8317479018357
313,1033.4134264625272
314,1015.6228478593791
315,915.754673300586
316,977.6413683554223
317,999.1106926004223
318,1006.5921610471055
319,1004.273214163963
320,1002.9436905967012
321,982.3096983993307
322,972.1311011399181
323,994.5885873409208
324,998.3614822761335
325,998.307007075916
326,1003.5697305662244
327,994.6511855027795
328,1039.362267927845
329,1013.075127243037
330,994.0419904329467
331,1000.4550879188287
332,989.5158914598372
333,998.0772599573107
334,1000.6108730463226
335,998.6273301761548
336,969.5937947464159
337,1025.4487227933932
338,1020.3541771488475
339,990.1088314660266
340,989.6854387847546
341,998.2847696145487
342,1013.2143447119524
343,1003.6477630094244
344,1000.411925542283
345,993.2022745171087
346,1002.8686335931011
347,996.8933575131566
348,996.2587660136692
349,992.2133745825354
350,946.2586971796585
351,1013.3406504940058
352,1902.42391225755
353,1034.4385629631502
354,985.9881157876562
355,842.1854186729854
356,1005.046705283139
357,991.8249182216877
358,995.6515713051793
359,987.5871499660592
360,993.5492601432217
361,1003.4017117809467
362,1210.524907154899
363,1002.3300170819908
364,435.4570812537484
365,1000.5439293504378
366,987.4514028040188
367,1050.1888678431112
368,999.2878237495967
369,877.8470880134907
370,1007.6794002175441
371,993.0383055789019
372,997.8847395200307
373,1009.4627985351032
374,970.5178439157249
375,958.9655627779952
376,765.4791978835374
377,1004.0850082135432
378,1001.7762742160681
379,1008.5931860024486
380,1009.7233308474391
381,983.2862588851947
382,1031.9067635282124
383,1000.6844475214613
384,977.0803806511846
385,1003.0902290670884
386,999.448705238209
387,997.4527123762786
388,996.933066169044
389,1009.1157837241581
390,1002.9497505124548
391,1000.4319432957028
392,1000.5826706850879
393,995.2321166082851
394,991.017545043415
395,998.1606526820201
396,992.8862323374148
397,987.9369167152391
398,993.7184863798606
399,998.3952845762946
400,999.2983954062372
401,993.1961266526815
402,1000.3140710457267
403,1014.7654454584731
404,1003.6179684746147
405,1073.3006551258254
406,996.5045287659281
407,1007.2402399587692
408,999.7548728129594
409,1012.4486602734587
410,996.529416330257
411,999.5535291074526
412,1005.4636329015686
413,1019.7807173690079
414,1043.0568328582815
415,982.3121551683911
416,1003.5249657343799
417,995.1586943500046
418,1009.6049616095644
419,988.8553247110483
420,1008.4962040592457
421,1022.0497665606922
422,1005.7986201640363
423,990.8037938735547
424,994.9765255365887
425,998.5552925151494
426,1005.7841367912869
427,955.5699800966032
428,996.4525938570096
429,999.9292414396585
430,1063.4652493848682
431,1016.5495264251008
432,1000.8474767373807
433,998.8360692618359
434,1001.3416971417408
435,1003.1501765515703
436,1008.7209043430279
437,1000.1207051716747
438,1008.8159420794756
439,982.9967324368355
440,1001.7691483998028
441,1002.8399221024857
442,983.3482063866251
443,987.2871577777524
444,999.1154756248729
445,998.2383074755713
446,996.5760188606556
447,1002.5932173708561
448,995.3865565086924
449,1005.8448818359859
450,1002.9943084318369
451,999.5129995595388
452,988.7566390808402
453,985.3590770238037
454,1058.6528441603284
455,989.1554283694472
456,1007.0487736267232
457,1022.9897016554784
458,966.190894120502
459,966.361024749847
460,988.4582990309215
461,1001.1136526408875
462,992.7271084541916
463,1008.8359593142821
464,989.7367019786481
465,1008.2608242420774
466,1008.0829822056093
467,993.7694474146609
468,1006.2867967274886
469,1002.826802102309
470,994.7998128203604
471,969.1981371451815
472,1004.6402085507812
473,992.7693135616947
474,1060.053874529974
475,982.9530520726058
476,1008.135050963953
477,952.4369829078889
478,989.4923401039854
479,998.505704885227
480,997.8272267495645
481,1000.943016860942
482,1000.7346967387255
483,1001.0818590995744
484,996.5432339622025
485,1015.249719641876
486,969.6313634070434
487,1001.9991540163412
488,995.7289233460799
489,985.3161797893832
490,1005.915049693987
491,990.5994897327972
492,1005.5336156533853
493,1002.5372086047313
494,1005.8518590068352
495,968.2470091523493
496,780.3535021801368
497,1004.7066205811502
498,1004.6623719067494
499,996.9215344660452
500,1056.1563529049668
501,989.9620919114492
502,995.8382695659424
503,984.3072506435117
504,995.3688440501749
505,968.1540518930568
506,998.3131644779971
507,560.3601578184415
508,995.5276714891899
509,1005.13108565931
510,1013.1235563166825
511,1005.3523971609051
512,997.6187873334717
513,552.0946974431148
514,1154.0016077411883
515,1005.735096437058
516,999.0894142728109
517,991.8038462255205
518,992.2636118340873
519,994.4235199518213
520,1003.3484977782558
521,999.0332493866078
522,1013.7412853116176
523,994.4837973969311
524,1001.3706013608436
525,1136.1510927534503
526,984.7850788513839
527,998.850128386339
528,1001.7663829543322
529,991.4152388617575
530,995.9206989939812
531,983.7992415549392
532,989.7517131823466
533,978.3258191930341
534,1001.8658509008434
535,1004.4538631381783
536,996.6844516720504
537,767.970232787569
538,1010.5833244609855
539,1007.6853984285227
540,995.0878366231452
541,967.5641259503261
542,992.7034127651538
543,995.8415846056171
544,648.5608523733155
545,954.6736238751016
546,1002.4823543282004
547,1004.0592115100172
548,981.9701587612469
549,985.3984444328016
550,970.6376198072396
551,1004.6541090530332
552,1008.0800053424284
553,997.1306827472738
554,993.1155994593516
555,994.6201983649233
556,991.3415739797415
557,1000.079795840453
558,992.7093113108492
559,997.7642670968305
560,995.0649592942274
561,995.5393043998396
562,995.3649573810345
563,993.4530261971227
564,1005.2113984014052
565,991.0318329733082
566,1005.8334232015774
567,1003.8524355786511
568,966.5846685994975
569,1011.8791319345306
570,1044.56085990646
571,1023.7330809195539
572,1053.317166418716
573,1007.343659283983
574,1011.5995757497141
575,999.4659327508402
576,992.0441336714277
577,995.4097026566617
578,1002.3914235695211
579,967.2724269134128
580,981.2366557751241
581,991.8244337994713
582,1007.0231882937856
583,999.7226226472688
584,992.8013639985359
585,1002.0088703657754
586,995.6493618669622
587,992.1298783853836
588,993.1024266032633
589,1018.803329247783
590,1002.6669909179734
591,1013.3542953364074
592,994.5582137439914
593,1005.412316789934
594,1010.2768427919598
595,997.1168892439579
596,990.8848841769063
597,1067.0100869325895
598,989.5235126705596
599,988.9896859493685
600,1004.5382785138346
601,974.152500501929
602,1059.6052760914588
603,956.2652451917589
604,1007.7476493249449
605,1002.4148207549355
606,993.3702633889866
607,1006.0257087151209
608,993.7175736501996
609,988.9679015335914
610,1029.926035745399
611,1006.3593531835842
612,1035.8852202324613
613,1006.1750222908892
614,988.2821889162265
615,999.8852694820538
616,999.4932991439606
617,995.9928316841738
618,991.0208438072223
619,1010.4036453302062
620,985.583278047102
621,998.5212838135931
622,996.2919422848705
623,994.6494039322305
624,981.8504173845295
625,1020.2943743455189
626,1024.2317597333526
627,1010.456657081205
628,1004.9509735614786
629,994.0676572133858
630,1016.9859159698235
631,999.7918415373414
632,995.9278058195923
633,995.6899184910714
634,1011.1263988834261
635,1025.2874880955148
636,959.1920510925308
637,992.8552485167398
638,918.7145890668509
639,993.9763469383793
640,1010.2494823407552
641,1004.3365378889998
642,1007.0909208558506
643,1004.94185394772
644,767.3932407748746
645,997.472092235781
646,953.6597888830577
647,936.4419499160443
648,1017.880827853425
649,1014.5655090153978
650,946.8603042267672
651,1001.1849450100805
652,995.1422045984322
653,999.3175885038119
654,997.6937183339019
655,995.6596574238849
656,815.7510657376273
657,1003.2092412045046
658,972.6885755752526
659,946.4002620035253
660,1001.8870003034693
661,1003.2989777200728
662,1004.4416730666875
663,1000.2114580025617
664,1011.0362541793041
665,1091.818357775857
666,998.553689403957
667,997.7729339491664
668,1000.7059737976489
669,1004.4594596233445
670,989.7820534165252
671,1000.2279894982208
672,997.7331213212586
673,1018.1680836231042
674,1000.6231106281504
675,1000.2194869849544
676,995.1045675659886
677,1001.5700755708611
678,997.4451934486652
679,993.4882791907758
680,1002.5225206232587
681,1371.048640394409
682,998.4216846324459
683,998.1055526900025
684,1004.6204249504558
685,1010.4567696936639
686,1002.455293117872
687,997.5084559152232
688,1001.5371531712908
689,1028.7521870781397
690,921.329837444967
691,969.2427561587143
692,999.1719168574036
693,1005.5397917259712
694,1127.1762028234668
695,938.877726980454
696,1002.9385775685109
697,1011.5353446980425
698,970.8299811983725
699,998.2776866871174
700,989.0470681425858
701,1005.0226904354192
702,1000.251358426753
703,1010.0211960883878
704,998.480707939165
705,1013.8134565094404
706,1006.0149554744465
707,1001.9153833412695
708,1016.6108979758302
709,999.0565794111006
710,976.5980965522735
711,1010.0586632796579
712,980.4661884227773
713,984.1250120326421
714,991.1254977016866
715,874.5329885312556
716,980.1302388692653
717,1015.0656765927675
718,1006.1954814744483
719,1002.7229578531617
720,985.4227172024704
721,963.4366981612529
722,871.7874296681085
723,998.1155813453154
724,1005.3282286235817
725,997.4965002562911
726,1029.4934196120516
727,999.1167402281841
728,1005.6138845318277
729,999.3973681130174
730,1028.1771541139894
731,998.1870988740249
732,999.2417187586146
733,991.9227506054265
734,1003.2154278647004
735,1054.6231746711958
736,1006.3624093208915
737,979.4912397463995
738,956.8152624270066
739,1003.513701711171
740,996.3415010346479
741,1015.3408740473969
742,1003.8395225930906
743,986.1287140288412
744,996.2651507494044
745,1023.207586293095
746,991.1510370210507
747,996.3859416654053
748,993.3973472130673
749,1005.3014167982462
750,886.5298187571221
751,992.401087613728
752,1023.0128028346406
753,1000.4893291970451
754,981.64226715972
755,999.2888951331544
756,994.505578270748
757,946.1568010257598
758,998.327738100174
759,998.5654284621886
760,1237.991707572244
761,942.284724508597
762,1006.1551737715465
763,1000.2433517007157
764,1531.9765732208987
765,1008.7229082846588
766,996.2684521615059
767,1327.7701565000643
768,995.2874205903727
769,1009.5663272520818
770,994.469087551461
771,1000.0463829154093
772,996.2744975417713
773,984.0325131226907
774,1004.9000214304807
775,999.6386529632672
776,996.4160986694859
777,1001.705767827077
778,1003.7669286089159
779,1004.1589932688157
780,1011.6466380634789
781,969.1469364312468
782,994.8729974332105
783,985.531441042918
784,983.533056014034
785,952.8501095162712
786,993.1287454407834
787,993.9767199601774
788,977.2202947580652
789,993.6312989516058
790,1004.1248313842705
791,960.3583072003212
792,1020.1376412178045
793,1004.3691335511206
794,1000.6373763306663
795,991.62105415213
796,1013.7815253783247
797,1012.6168284723451
798,1001.5443822894796
799,992.6543142226849
800,1191.8670761274634
801,1009.4584895036792
802,999.4956964186647
803,980.5174525881196
804,1009.6505933676483
805,980.4911202192033
806,985.1525383607731
807,955.8483896669925
808,998.951648586086
809,1001.2714984376942
810,1009.2858722877396
811,999.0023795651065
812,998.6641746310112
813,1008.3829630965247
814,987.773231554652
815,998.2347784423185
816,1000.6361199519338
817,1051.1341484170023
818,998.5203109884019
819,1204.513617494335
820,1004.9818909823155
821,991.6986266334409
822,985.576300535647
823,1040.8120535034682
824,993.7856717840056
825,992.6931176261403
826,1005.6160302752453
827,996.6845584435653
828,1041.1974945845827
829,996.4642300839223
830,997.8457582059749
831,1026.4455758155984
832,967.4712704457369
833,1003.4908098393721
834,998.4403475286231
835,986.0476273465514
836,1001.7310824343024
837,999.4075710959704
838,974.564254903987
839,955.5159886928066
840,1002.8599472380668
841,1006.7238748328484
842,1134.7071692729762
843,1004.6377167048723
844,997.4162137277565
845,956.3633525206758
846,1015.5062424787184
847,929.9710749141228
848,1007.8197556093558
849,1005.3593234519601
850,998.5957875980008
851,1025.5429610963079
852,991.248210930133
853,1002.9110349283164
854,1000.7850451775404
855,982.8148553026735
856,1006.2728692185128
857,1343.4161927137484
858,994.1901901816276
859,995.0383543162595
860,997.7274948357255
861,995.2906902652901
862,987.5785984406132
863,1005.8713254860172
864,997.6026379258194
865,1004.8065440852663
866,1003.6570295450445
867,1007.4306327745434
868,1003.1120140330792
869,946.3302327441521
870,1011.9385192905219
871,997.5311601649373
872,949.3197995610412
873,993.2727510024581
874,1000.7645680240418
875,1005.3030797137177
876,1007.0706083325022
877,1003.5553236891276
878,974.0405593482395
879,1004.075938961012
880,1000.42700206276
881,1162.9661202605832
882,1000.0794229611921
883,1008.2731283477326
884,997.1987645062007
885,987.5216417113165
886,986.9833441577247
887,775.8076679661187
888,1230.0730463771156
889,999.7988582083576
890,1004.3786008871415
891,968.3780999914381
892,1003.6224560082507
893,1074.1601626783304
894,1003.6212223368053
895,1017.469003011
896,1003.2197460110813
897,971.6914579133398
898,994.3983160997506
899,998.6376872930269
900,997.185306151615
901,988.6720061396614
902,1002.5605310343686
903,996.7338157987629
904,975.622652345218
905,988.2409201863794
906,1005.0847976144494
907,1020.1196210829676
908,1008.2558627371639
909,1004.0358946755044
910,971.4792451013325
911,980.0327312431918
912,985.7074516642735
913,1061.8671053342314
914,987.1119205087152
915,936.6088605780848
916,1003.9988497355728
917,1000.9972070116813
918,1058.4399168295006
919,1016.5528382510041
920,1002.616812931333
921,988.0383278325229
922,999.7366446949902
923,968.0135433212677
924,982.1385750880497
925,1005.3729502018033
926,998.7031158036092
927,1002.0981342782645
928,973.9961333457089
929,1013.9315250303133
930,969.6436500380929
931,994.3537802942096
932,995.9400814900429
933,1000.4527318321449
934,996.3510103430522
935,935.3771545751357
936,1008.6349084511188
937,1001.3703958740527
938,1083.540900936903
939,994.137985409073
940,999.6851784206245
941,996.2141601540814
942,999.2880201063293
943,994.8246761885487
944,1008.8921634197495
945,959.3524076901617
946,1004.4486537713758
947,997.4393995547015
948,998.4438579603353
949,998.281384280978
950,1006.348579848423
951,995.8965329053129
952,1029.4003564029506
953,749.850853050447
954,1034.1018069709028
955,1066.5033436667682
956,1044.2593613010101
957,1015.560162377108
958,992.8637341998117
959,997.6007974140308
960,1004.0274402304476
961,978.67184533487
962,1005.7748877812105
963,990.1424290712788
964,897.1594157814443
965,987.406308692441
966,1012.2319436571793
967,1005.5531643004721
968,1006.0048870930885
969,1007.7891523351682
970,992.929419829415
971,994.7091801275385
972,986.7412172569705
973,979.0272109641719
974,1011.0066742074897
975,996.3016795299163
976,1004.7083953140841
977,648.6375358175989
978,979.084212118079
979,997.8048201715479
980,1017.6820320217645
981,986.1055809277539
982,1006.4818384126248
983,1008.3879882229505
984,1004.8634542721228
985,962.785866740722
986,992.2410118495737
987,987.8657257423549
988,1004.3529470391893
989,1007.0536652723415
990,987.5042297477576
991,994.6475319255501
992,980.765441118858
993,1004.5688591426292
994,983.4572978861094
995,1001.7678068537313
996,991.3445487942048
997,994.5918510972084
998,1189.0844617970515
999,995.3620414872471
1000,983.7192330997406
1001,989.6957014738255
1002,1022.0274793878598
1003,986.5737603349125
1004,927.7524175586623
1005,979.2268911893094
1006,975.9732633895527
1007,1001.9842317690116
1008,994.3692278799118
1009,983.6146583612286
1010,1010.4252922879735
1011,977.7874690148049
1012,970.5248639258948
1013,987.0258185224224
1014,998.4389225341533
1015,987.1779502901397
1016,1000.3723466042113
1017,1011.3883042511865
1018,1016.2911591280307
1019,996.4752940160746
1020,996.4371006179158
1021,1002.1939006922121
1022,1029.242357274714
1023,1016.8940768135496
1024,1050.5603040954984
1025,996.1011552058477
1026,1007.0779654465226
1027,992.9491449719026
1028,997.7194811211627
1029,1001.9632250578892
1030,1029.6162298773634
1031,994.5567973038338
1032,1005.1354125976618
1033,1034.8218746620462
1034,980.5720622092083
1035,994.8123704313645
1036,1001.3757068118268
1037,981.7786368714994
1038,1034.6236630298004
1039,1003.3846490293458
1040,1037.3704915065475
1041,1020.6255850585849
1042,993.7125802530203
1043,970.2113606076396
1044,1008.2049188339719
1045,749.7473764500486
1046,995.9656016083088
1047,989.5818528424469
1048,986.5911281023984
1049,997.9871021589453
1050,970.4766781382605
1051,714.8703437768809
1052,1000.2874544637092
1053,1004.2857338403203
1054,1009.293745501797
1055,827.1122052011314
1056,997.910211784362
1057,1013.5444197354657
1058,993.8510109950337
1059,989.224005176777
1060,1005.6217861444574
1061,997.6225087577054
1062,996.6639885771102
1063,1004.0876270923369
1064,998.6033029623289
1065,1032.47783990817
1066,1008.5644190073236
1067,1010.7936782270899
1068,840.3513125307628
1069,981.2358458042371
1070,990.248758938588
1071,993.8936390909872
1072,993.6677380702108
1073,998.3937687797714
1074,996.9129933678277
1075,994.0952936171126
1076,986.9133552542662
1077,1003.1292718517283
1078,997.9867949465996
1079,988.4142061353319
1080,999.5466492116061
1081,985.7606042394116
1082,951.0749837907446
1083,999.99196083483
1084,1003.1989104892459
1085,983.5877451133645
1086,1010.1522537076359
1087,1002.336272354431
1088,1028.892536929435
1089,999.8984355899285
1090,1002.9789726516933
1091,1004.7724693836077
1092,993.4862335098824
1093,1003.7237007949756
1094,1018.8693230152262
1095,1009.7264223529892
1096,985.8796962468883
1097,1028.5110177102915
1098,992.0269364016978
1099,992.8301494126838
1100,990.7821852996101
1101,1000.3180805049428
1102,997.950960163986
1103,1005.2875383365998
1104,1003.8683623048363
1105,1006.9750481514404
1106,1000.0414140338287
1107,971.9941178635089
1108,980.2606468416395
1109,994.308960703739
1110,1008.3203843003049
1111,991.7617741976509
1112,1000.3466833360478
1113,1002.6754386145199
1114,1007.5801878368337
1115,1017.0815735963236
1116,978.3019789917765
1117,1011.0725109693103
1118,1006.9451031200448
1119,992.7143080436634
1120,1003.4393088993799
1121,1004.2693703134241
1122,1009.293893353454
1123,983.5147126992493
1124,1002.2803293261127
1125,1019.5515576368957
1126,999.1476482335592
1127,1008.2574906608697
1128,1101.6815462144134
1129,1023.1728925330949
1130,1006.1474075093038
1131,1003.3323722274278
1132,1000.7087613158553
1133,992.028531811921
1134,998.7191482422527
1135,995.4331622670012
1136,1009.3425178093901
1137,921.1505479909199
1138,1018.0825432136965
1139,909.8525871065242
1140,988.2349461070685
1141,1005.2467717107978
1142,994.583461054662
1143,998.3013596021949
1144,1098.1628280259633
1145,1008.1542443448233
1146,1005.4820203908166
1147,1000.1396511802992
1148,984.2950218306936
1149,1001.9281997971544
